sample_collect_date,pcr_target_flowpop_lin
2022-01-10,186143202.74914
2022-01-17,140929742.10549
2022-01-24,86045882.8121
2022-01-31,49537916.89043
2022-02-07,27212820.910755
2022-02-14,19079002.182269998
2022-02-21,11364858.94014
2022-02-28,8060063.86459
2022-03-07,5213917.92757
2022-03-14,4506906.87751
2022-03-21,4575622.69716
2022-03-28,4730242.62438
2022-04-04,5748680.56092
2022-04-11,7712831.79946
2022-04-18,12545687.76271
2022-04-25,16535524.91923
2022-05-02,25591080.268865
2022-05-09,34567451.16279
2022-05-16,43104037.667365
2022-05-23,50881223.638465
2022-05-30,61905045.80259
2022-06-06,68112941.57922
2022-06-13,80747908.03197
2022-06-20,78576648.86707
2022-06-27,88072306.838985
2022-07-04,130521046.93998
2022-07-11,133200478.37738
2022-07-18,117184831.2062
2022-07-25,130549392.749845
2022-08-01,124592368.21174
2022-08-08,107533986.5253
2022-08-15,96912400.92864999
2022-08-22,82712900.8591
2022-08-29,80801520.94522
2022-09-05,84040172.26702
2022-09-12,51712943.80165
2022-09-19,29632368.069655
2022-09-26,52942567.91636
2022-10-03,49954465.66392
2022-10-10,57381862.26282
2022-10-17,57508756.451014996
2022-10-24,68191709.76
2022-10-31,81959932.029265
2022-11-07,76571718.68016
2022-11-14,93969779.03227
2022-11-21,87421145.27855
2022-11-28,150490145.03266
2022-12-05,137791430.65481
2022-12-12,156932848.84012502
2022-12-19,125588959.60078
2022-12-26,149065197.09087
2023-01-02,118274065.62039
2023-01-09,83918421.85607001
2023-01-16,83860659.73664
2023-01-23,78524693.362165
2023-01-30,82373478.67804
2023-02-06,78933377.44512999
2023-02-13,91233331.23612499
2023-02-20,87966002.863195
2023-02-27,71678222.532775
2023-03-06,57423278.41979
2023-03-13,60509892.65768
2023-03-20,57108145.521355
2023-03-27,47047104.40186
2023-04-03,36936940.724810004
2023-04-10,33369042.35858
2023-04-17,27955167.71521
2023-04-24,25550010.39446
2023-05-01,24163744.621234998
2023-05-08,24563674.762790002
2023-05-15,18064226.35002
2023-05-22,16127212.29521
2023-05-29,15457436.77246
2023-06-05,12087700.86527
2023-06-12,11703940.42861
2023-06-19,12216987.243730001
2023-06-26,12277134.49777
2023-07-03,14496109.141309999
2023-07-10,15157945.43376
2023-07-17,20847120.84282
2023-07-24,21095617.02064
2023-07-31,25428064.83187
2023-08-07,35311909.19837
2023-08-14,40844123.35311
2023-08-21,41692190.56788
2023-08-28,51084195.67059
2023-09-04,57455636.811179996
2023-09-11,47019251.20734
2023-09-18,30418006.80624
2023-09-25,27603807.71088
2023-10-02,25831919.01423
2023-10-09,20294997.61156
2023-10-16,21026502.59629
2023-10-23,21058366.369415
2023-10-30,23711012.2354
2023-11-06,26392130.11709
2023-11-13,31879106.714515
2023-11-20,38014705.39994
2023-11-27,44350059.72411
2023-12-04,56006426.17062
2023-12-11,62237533.64238
2023-12-18,69398784.7559
2023-12-25,79899116.47558
2024-01-01,76887686.74610001
2024-01-08,52863742.300514996
2024-01-15,44718094.856465
2024-01-22,41663679.48396
2024-01-29,34621650.885735005
2024-02-05,35965296.10492
2024-02-12,35108560.89701
2024-02-19,29084415.743535
2024-02-26,24985069.332314998
2024-03-04,19252852.11629
2024-03-11,12875741.85469
2024-03-18,11402578.834265001
2024-03-25,9463071.859605
2024-04-01,8473809.85352
2024-04-08,6867556.8
2024-04-15,5596154.692749999
2024-04-22,5406563.65421
2024-04-29,4724398.73696
2024-05-06,5021995.74615
2024-05-13,5990746.80668
2024-05-20,6761082.92757
2024-05-27,7236516.042825
2024-06-03,8806132.347465
2024-06-10,10179435.19315
2024-06-17,13827248.081840001
2024-06-24,18199714.53927
2024-07-01,22402326.45441
2024-07-08,28946212.378
2024-07-15,31898036.86404
2024-07-22,35350947.923555
2024-07-29,42216900.624
2024-08-05,43686492.53975
2024-08-12,44189828.989435
2024-08-19,42521371.3027
2024-08-26,43617950.43952499
2024-09-02,37803496.213410005
2024-09-09,31242069.28921
2024-09-16,22079497.50222
2024-09-23,15738099.56079
2024-09-30,10152030.790035
2024-10-07,8250968.63913
2024-10-14,7041181.69309
2024-10-21,7585292.674285
2024-10-28,7398567.347935
2024-11-04,7156703.86057
2024-11-11,6587629.459525
2024-11-18,7759740.65638
2024-11-25,8560856.392595
2024-12-02,12827605.51686
2024-12-09,16791704.92599
2024-12-16,18946613.4715
2024-12-23,22231706.5237
2024-12-30,26029296.82358
2025-01-06,22480304.520945
2025-01-13,20015526.171815
2025-01-20,20964127.79686
2025-01-27,21826573.587385
2025-02-03,20296084.547955
2025-02-10,17022546.3382
2025-02-17,12855949.49252
2025-02-24,13874991.14279
2025-03-03,13686424.64589
2025-03-10,13133430.114115
2025-03-17,12696592.11429
2025-03-24,12155721.62787
2025-03-31,10701903.46604
2025-04-07,9741600.19246
2025-04-14,9481021.10244
2025-04-21,9412387.54551
2025-04-28,8424849.198385
2025-05-05,7810863.709315
2025-05-12,7837827.43922
2025-05-19,8224963.2306699995
2025-05-26,8384411.775705
2025-06-02,8245833.713734999
2025-06-09,8147684.391175
2025-06-16,8518883.38517
2025-06-23,8611436.94564
2025-06-30,8274084.05829
2025-07-07,9662029.27767
2025-07-14,11137639.6918
2025-07-21,11787566.695245001
2025-07-28,13917922.803695
2025-08-04,15956596.94647
2025-08-11,18450848.14386
2025-08-18,19576198.92625
2025-08-25,24224457.692534998
2025-09-01,28103536.29785
2025-09-08,24932645.50151
2025-09-15,19117860.37082
2025-09-22,12292440.357805
2025-09-29,9636429.527435001
2025-10-06,7283109.60627
2025-10-13,5637566.44332
2025-10-20,4990381.565915
2025-10-27,4301484.95858
2025-11-03,5487713.248640001
2025-11-10,5329592.1200399995
2025-11-17,5463606.397645
2025-11-24,5405798.16994
2025-12-01,8406739.37333
2025-12-08,8916870.03429
2025-12-15,11158587.86135
2025-12-22,12678789.03086
2025-12-29,15066540.201555
2026-01-05,14454242.89512
2026-01-12,10615151.78347
2026-01-19,13874337.559035
2026-01-26,12590046.270144999
2026-02-02,13640810.13176
2026-02-09,13066589.35363
2026-02-16,11046653.61924
2026-02-23,9846192.168329999
2026-03-02,8158920.712935001
2026-03-09,6473526.63856
2026-03-16,6237703.67239
2026-03-23,5518875.56623
2026-03-30,5016485.23415
2026-04-06,4030017.8833250003
2026-04-13,3494903.9332
2026-04-20,2977351.32317
2026-04-27,2875449.658235
2026-05-04,2833471.51579
2026-05-11,2432679.08087
2026-05-18,2205723.40081
2026-05-25,2251514.2806
2026-06-01,2161758.28328
2026-06-08,2138405.98773
2026-06-15,2085446.96676
2026-06-22,2138340.9053149996
2026-06-29,2329740.667715
2026-07-06,2915959.63699
2026-07-13,3196731.4240800003
2026-07-20,3822511.34057
2026-07-27,4487679.534075
2026-08-03,4995424.0369
2026-08-10,6557519.91081
2026-08-17,7635673.344
2026-08-24,7157606.54182
2026-08-31,7957061.48228
