sample_collect_date,pcr_target_flowpop_lin
2024-06-17,842593.851725
2024-06-24,832363.2741449999
2024-07-01,736182.519115
2024-07-08,965277.0
2024-07-15,922527.362155
2024-07-22,871380.56189
2024-07-29,809393.334755
2024-08-05,843635.73712
2024-08-12,759537.98049
2024-08-19,738428.410415
2024-08-26,747793.8579
2024-09-02,772744.2782749999
2024-09-09,794581.989605
2024-09-16,782685.1825
2024-09-23,862680.05436
2024-09-30,784558.752995
2024-10-07,729082.397445
2024-10-14,780817.5010200001
2024-10-21,833507.05628
2024-10-28,834831.91163
2024-11-04,1033342.67405
2024-11-11,1176493.30031
2024-11-18,1297120.40206
2024-11-25,1351691.94911
2024-12-02,1772962.92409
2024-12-09,2694367.667025
2024-12-16,3916800.9021
2024-12-23,5787018.95635
2024-12-30,6904704.09881
2025-01-06,6956927.439014999
2025-01-13,8103042.279645
2025-01-20,13106438.6995
2025-01-27,15308322.252825
2025-02-03,14156476.57835
2025-02-10,10832387.89347
2025-02-17,6696274.96893
2025-02-24,6216156.7811
2025-03-03,4215014.26792
2025-03-10,2699992.21893
2025-03-17,2191872.86845
2025-03-24,1680180.905895
2025-03-31,1375924.2098
2025-04-07,1209860.74679
2025-04-14,1010399.93951
2025-04-21,938045.7422
2025-04-28,909061.47252
2025-05-05,891333.7713
2025-05-12,922203.72807
2025-05-19,776851.04189
2025-05-26,779792.4
2025-06-02,853892.68897
2025-06-09,799046.9340250001
2025-06-16,766743.36912
2025-06-23,706191.981575
2025-06-30,749946.5
2025-07-07,769798.944
2025-07-14,848688.30205
2025-07-21,723799.96161
2025-07-28,706708.81991
2025-08-04,706708.81991
2025-08-11,747656.15334
2025-08-18,723339.7287399999
2025-08-25,679593.54952
2025-09-01,681327.480525
2025-09-08,697727.39674
2025-09-15,680033.2003949999
2025-09-22,699551.18639
2025-09-29,724668.54791
2025-10-06,673277.06769
2025-10-13,665305.957735
2025-10-20,706863.452455
2025-10-27,776502.18314
2025-11-03,829004.09414
2025-11-10,963762.84
2025-11-17,1058302.68022
2025-11-24,1162718.40594
2025-12-01,1893457.83784
2025-12-08,2732441.09155
2025-12-15,4758182.00502
2025-12-22,6265366.548830001
2025-12-29,6542677.7892
2026-01-05,5008058.217045
2026-01-12,3665866.74513
2026-01-19,3743959.83158
2026-01-26,3316175.236965
2026-02-02,3205231.22874
2026-02-09,2859633.0745
2026-02-16,2664660.01405
2026-02-23,1992930.62206
2026-03-02,1622294.76489
2026-03-09,1549172.9638
2026-03-16,1520705.53426
2026-03-23,1268223.5764199998
2026-03-30,1232733.5155500001
2026-04-06,1211933.664
2026-04-13,1164619.48706
2026-04-20,1106264.45166
2026-04-27,1091539.017
2026-05-04,1117837.121195
2026-05-11,1068741.07542
2026-05-18,1015670.1375
2026-05-25,1017002.41231
2026-06-01,976607.826735
2026-06-08,941677.18903
2026-06-15,879900.49355
2026-06-22,996567.7604100001
2026-06-29,777317.48902
2026-07-06,962850.6192099999
2026-07-13,971431.67697
2026-07-20,934565.59555
2026-07-27,982768.69404
2026-08-03,1072867.37968
2026-08-10,1017999.9588
2026-08-17,1099607.4531
2026-08-24,987505.09659
2026-08-31,964097.6113100001
2026-09-07,349421.53846
