sex,sex_label,race,race_label,age_range,age_range_label,site,site_label,year,rate,rate_lower_ci,rate_upper_ci,modeled_rate,count,rate_type,rate_type_label,stage,stage_label,subtype,subtype_label
3,Female,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2016,16.858508,16.604510,17.115376,16.524926,16950,,,,,,
3,Female,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2017,16.227379,15.978321,16.479304,16.233288,16337,,,,,,
3,Female,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2018,15.937675,15.691243,16.186967,15.946796,16082,,,,,,
3,Female,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2019,15.769722,15.524530,16.017777,15.665361,15885,,,,,,
3,Female,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2020,15.397705,15.155317,15.642960,15.583132,15474,,,,,,
3,Female,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2021,15.749223,15.503427,15.997902,15.501334,15725,,,,,,
3,Female,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2022,15.418341,15.175908,15.663640,15.419966,15486,,,,,,
3,Female,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2023,15.264493,15.024734,15.507091,15.339025,15513,,,,,,
3,Female,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2024,15.257238,15.019588,15.497687,15.258509,15775,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2000,20.158782,19.882433,20.437983,20.422072,20315,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2001,19.939061,19.665977,20.214966,19.945762,20351,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2002,19.578741,19.309629,19.850651,19.480562,20216,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2003,19.386722,19.119929,19.656300,19.026211,20187,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2004,18.493820,18.234088,18.756321,18.582457,19401,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2005,18.264361,18.006763,18.524720,18.149052,19260,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2006,17.567704,17.315373,17.822789,17.725757,18595,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2007,17.037283,16.788480,17.288843,17.312334,18010,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2008,17.039852,16.790644,17.291821,16.908553,17981,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2009,16.650438,16.403315,16.900334,16.514190,17487,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2010,16.236303,15.991753,16.483637,16.129024,16982,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2011,15.642046,15.401059,15.885831,15.752842,16220,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2012,15.383234,15.143720,15.625552,15.385434,15867,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2013,15.055964,14.818032,15.296716,15.026595,15393,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2014,14.759307,14.523004,14.998440,14.676125,15000,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2015,14.183663,13.952027,14.418124,14.333830,14422,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2016,13.919055,13.689907,14.151020,13.999518,14214,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2017,13.591566,13.365279,13.820666,13.673003,13898,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2018,13.372821,13.149035,13.599408,13.354103,13741,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2019,13.072307,12.851176,13.296238,13.042642,13434,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2020,13.146161,12.923997,13.371132,13.051406,13438,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2021,13.079289,12.857212,13.304189,13.060176,13303,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2022,13.092045,12.870588,13.316307,13.068953,13402,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2023,13.028775,12.809104,13.251226,13.077735,13482,,,,,,
2,Male,1,All Races / Ethnicities,9,Ages < 50,1,All Cancer Sites Combined,2024,13.085644,12.867296,13.306734,13.086523,13760,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2000,280.723096,279.125207,282.327860,282.389978,118236,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2001,277.136115,275.573907,278.704975,276.562716,120586,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2002,272.379371,270.863418,273.901704,270.855702,123733,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2003,266.018646,264.551198,267.492220,265.266456,125983,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2004,258.399812,256.981296,259.824224,259.792546,127286,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2005,254.414048,253.032494,255.801283,254.431594,130193,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2006,250.129506,248.782955,251.481546,249.181268,132614,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2007,243.427080,242.126418,244.733014,244.039284,134560,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2008,238.415163,237.147262,239.688181,239.003408,135909,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2009,236.306597,235.064155,237.554000,235.913431,139253,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2010,232.836261,231.623218,234.054108,232.863403,142127,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2011,229.698611,228.511616,230.890274,229.852808,144834,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2012,227.930210,226.753579,229.111463,226.881135,145144,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2013,222.961124,221.805792,224.121015,223.947882,144253,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2014,221.331144,220.188462,222.478322,221.052552,145597,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2015,217.620791,216.494640,218.751390,218.194654,145407,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2016,212.653556,211.545089,213.766442,212.159420,143940,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2017,206.326687,205.237101,207.420681,206.291119,140968,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2018,200.871232,199.797830,201.949037,200.585135,138340,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2019,194.652993,193.597037,195.713355,195.036977,134808,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2020,190.905215,189.860244,191.954589,191.021575,132682,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2021,186.730599,185.697060,187.768544,187.088840,129824,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2022,184.037980,183.007388,185.073014,183.237073,126988,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2023,179.558030,178.535467,180.585077,179.464605,123009,,,,,,
1,Both Sexes,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2024,175.374409,174.359147,176.394198,175.769805,119339,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2000,251.221503,249.123134,253.333155,252.714496,54837,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2001,246.877833,244.830777,248.937746,247.107497,55648,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2002,241.820647,239.836329,243.817306,241.624901,56844,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2003,237.826926,235.898439,239.767276,236.263947,58241,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2004,229.764851,227.905438,231.635684,231.021938,58511,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2005,227.089657,225.274217,228.916110,225.896233,60014,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2006,222.939232,221.170614,224.718495,220.884253,61011,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2007,215.876532,214.171206,217.592094,215.983474,61532,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2008,209.792099,208.135398,211.458744,211.191429,61620,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2009,208.745528,207.117958,210.382748,208.742133,63325,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2010,205.851855,204.260615,207.452451,206.321243,64584,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2011,203.258614,201.699242,204.827092,203.928429,65765,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2012,202.164068,200.615690,203.721473,201.563365,65998,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2013,198.231554,196.707912,199.764116,199.225731,65643,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2014,197.790291,196.277592,199.311807,196.915207,66452,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2015,195.101743,193.606546,196.605681,194.631480,66428,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2016,192.842121,191.359944,194.333003,192.374238,66374,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2017,189.579350,188.110327,191.057081,188.900060,65676,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2018,185.111832,183.660176,186.572213,185.488624,64472,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2019,180.504927,179.070903,181.947698,182.138796,63111,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2020,178.440024,177.013086,179.875727,178.849465,62434,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2021,175.028603,173.616203,176.449767,175.619537,61321,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2022,173.367120,171.956117,174.786952,172.447940,60325,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2023,169.617198,168.215133,171.028172,169.333621,58583,,,,,,
3,Female,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2024,166.543960,165.149145,167.947761,166.275544,57194,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2000,312.740056,310.310030,315.184360,313.198528,63399,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2001,309.900991,307.521222,312.294569,309.015485,64938,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2002,305.388903,303.078003,307.713028,304.888310,66889,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2003,296.407791,294.179066,298.649207,297.341199,67742,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2004,289.214373,287.055580,291.385373,289.980908,68775,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2005,283.790552,281.692655,285.900202,282.802811,70179,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2006,279.331077,277.285723,281.387781,278.454050,71603,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2007,272.954259,270.976158,274.943246,274.172162,73028,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2008,269.056876,267.123277,271.001033,269.956118,74289,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2009,265.821751,263.930971,267.722759,265.804906,75928,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2010,261.719210,259.875422,263.572888,261.717528,77543,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2011,257.967645,256.165929,259.778954,257.693003,79069,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2012,255.441535,253.658369,257.234191,253.730365,79146,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2013,249.342116,247.594621,251.098957,249.828662,78610,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2014,246.427633,244.705039,248.159428,245.986957,79145,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2015,241.575287,239.882329,243.277324,242.204327,78979,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2016,233.691060,232.035373,235.355745,233.541379,77566,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2017,224.102404,222.487163,225.726594,225.188280,75292,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2018,217.546740,215.960316,219.142081,217.133948,73868,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2019,209.569339,208.015114,211.132465,209.367695,71697,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2020,204.041961,202.511829,205.580966,204.286183,70248,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2021,199.040362,197.528319,200.561288,199.328003,68503,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2022,195.265601,193.760675,196.779490,194.490162,66663,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2023,190.020187,188.529129,191.520290,189.769739,64426,,,,,,
2,Male,1,All Races / Ethnicities,141,Ages 50-64,1,All Cancer Sites Combined,2024,184.654113,183.176773,186.140589,185.163884,62145,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2000,1120.421136,1116.916631,1123.933936,1121.413585,392366,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2001,1104.959344,1101.493387,1108.433525,1106.938198,390214,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2002,1097.880037,1094.438914,1101.329316,1092.649661,391001,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2003,1080.385445,1076.989123,1083.789834,1078.545563,388911,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2004,1061.514142,1058.162175,1064.874098,1064.623523,385847,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2005,1053.937165,1050.618174,1057.264035,1050.881190,388322,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2006,1036.816722,1033.546503,1040.094703,1037.316246,387515,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2007,1025.690127,1022.461346,1028.926549,1023.926401,389730,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2008,1010.155452,1006.980029,1013.338367,1010.709394,391729,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2009,990.313414,987.193858,993.440337,997.662994,391035,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2010,985.597329,982.511777,988.690115,984.784999,396670,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2011,971.215715,968.175816,974.262731,972.073235,397106,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2012,959.090613,956.106952,962.081210,959.525557,403497,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2013,944.952713,942.026210,947.885988,947.139846,407558,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2014,936.730446,933.848908,939.618606,934.914012,413885,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2015,926.779510,923.943574,929.621930,922.845991,419389,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2016,912.908530,910.123873,915.699531,910.933746,422927,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2017,899.391108,896.666037,902.122352,897.692345,427896,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2018,882.446263,879.785577,885.112958,884.643423,431102,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2019,868.272491,865.668221,870.882617,871.784180,435462,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2020,857.194185,854.637493,859.756602,859.111861,440753,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2021,849.073617,846.555338,851.597507,846.623747,446354,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2022,834.553262,832.100157,837.011798,834.317162,452490,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2023,821.690144,819.301786,824.083735,822.189465,461345,,,,,,
1,Both Sexes,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2024,811.373094,809.041592,813.709650,810.238058,470997,,,,,,
3,Female,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2000,896.710538,892.665833,900.768917,899.721701,190008,,,,,,
3,Female,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2001,884.249683,880.242031,888.270948,889.828359,188435,,,,,,
3,Female,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2002,883.342019,879.344875,887.352713,880.043804,189343,,,,,,
3,Female,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2003,874.185935,870.221968,878.163361,870.366841,188858,,,,,,
3,Female,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2004,861.201104,857.275058,865.140540,860.796285,187199,,,,,,
3,Female,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2005,852.427302,848.538257,856.329610,851.330967,187344,,,,,,
3,Female,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2006,845.114895,841.258254,848.984671,841.969730,187649,,,,,,
3,Female,1,All Races / Ethnicities,157,Ages 65+,1,All Cancer Sites Combined,2007,835.439531,831.625646,839.266396,832.711429,187915,,,,,,
