sex,sex_label,race,race_label,site,site_label,age_range,rate,rate_lower_ci,rate_upper_ci,count,rate_se,rate_type,rate_type_label,subtype,subtype_label
3,Female,1,All Races / Ethnicities,623,HR-/HER2- Breast Cancer (Female only),207,6.921997,6.611539,7.243269,1867,0.160198,1,Observed SEER Incidence Rate,623,HR-/HER2-
3,Female,1,All Races / Ethnicities,623,HR-/HER2- Breast Cancer (Female only),208,11.743600,11.330754,12.167643,3054,0.212503,1,Observed SEER Incidence Rate,623,HR-/HER2-
3,Female,1,All Races / Ethnicities,623,HR-/HER2- Breast Cancer (Female only),209,16.719701,16.212651,17.238576,4114,0.260673,1,Observed SEER Incidence Rate,623,HR-/HER2-
3,Female,1,All Races / Ethnicities,623,HR-/HER2- Breast Cancer (Female only),210,21.893195,21.297744,22.501072,5123,0.305877,1,Observed SEER Incidence Rate,623,HR-/HER2-
3,Female,1,All Races / Ethnicities,623,HR-/HER2- Breast Cancer (Female only),211,27.967987,27.300676,28.647487,6668,0.342502,1,Observed SEER Incidence Rate,623,HR-/HER2-
3,Female,1,All Races / Ethnicities,623,HR-/HER2- Breast Cancer (Female only),212,31.326200,30.626192,32.038171,7608,0.359147,1,Observed SEER Incidence Rate,623,HR-/HER2-
3,Female,1,All Races / Ethnicities,623,HR-/HER2- Breast Cancer (Female only),213,34.316210,33.572228,35.072522,8085,0.381644,1,Observed SEER Incidence Rate,623,HR-/HER2-
3,Female,1,All Races / Ethnicities,623,HR-/HER2- Breast Cancer (Female only),214,38.808396,37.960584,39.670368,7962,0.434925,1,Observed SEER Incidence Rate,623,HR-/HER2-
3,Female,1,All Races / Ethnicities,623,HR-/HER2- Breast Cancer (Female only),215,41.759586,40.787194,42.749307,7003,0.499015,1,Observed SEER Incidence Rate,623,HR-/HER2-
3,Female,1,All Races / Ethnicities,623,HR-/HER2- Breast Cancer (Female only),216,43.496855,42.313829,44.704570,5123,0.607709,1,Observed SEER Incidence Rate,623,HR-/HER2-
3,Female,1,All Races / Ethnicities,623,HR-/HER2- Breast Cancer (Female only),217,41.453832,40.031186,42.914124,3206,0.732121,1,Observed SEER Incidence Rate,623,HR-/HER2-
3,Female,1,All Races / Ethnicities,623,HR-/HER2- Breast Cancer (Female only),218,37.587249,35.871642,39.363706,1802,0.885448,1,Observed SEER Incidence Rate,623,HR-/HER2-
3,Female,1,All Races / Ethnicities,623,HR-/HER2- Breast Cancer (Female only),219,27.222376,25.529968,28.997489,963,0.877228,1,Observed SEER Incidence Rate,623,HR-/HER2-
3,Female,1,All Races / Ethnicities,620,HR+/HER2+ Breast Cancer (Female only),200,0.000000,,,0,,1,Observed SEER Incidence Rate,620,HR+/HER2+
3,Female,1,All Races / Ethnicities,620,HR+/HER2+ Breast Cancer (Female only),201,0.000000,,,0,,1,Observed SEER Incidence Rate,620,HR+/HER2+
3,Female,1,All Races / Ethnicities,620,HR+/HER2+ Breast Cancer (Female only),202,0.000000,,,0,,1,Observed SEER Incidence Rate,620,HR+/HER2+
3,Female,1,All Races / Ethnicities,620,HR+/HER2+ Breast Cancer (Female only),203,0.000000,,,0,,1,Observed SEER Incidence Rate,620,HR+/HER2+
3,Female,1,All Races / Ethnicities,620,HR+/HER2+ Breast Cancer (Female only),204,,,,,,1,Observed SEER Incidence Rate,620,HR+/HER2+
3,Female,1,All Races / Ethnicities,620,HR+/HER2+ Breast Cancer (Female only),205,0.346941,0.277124,0.428999,85,0.037631,1,Observed SEER Incidence Rate,620,HR+/HER2+
3,Female,1,All Races / Ethnicities,620,HR+/HER2+ Breast Cancer (Female only),206,2.041673,1.872310,2.222241,535,0.088269,1,Observed SEER Incidence Rate,620,HR+/HER2+
3,Female,1,All Races / Ethnicities,620,HR+/HER2+ Breast Cancer (Female only),207,5.557618,5.279803,5.846257,1499,0.143544,1,Observed SEER Incidence Rate,620,HR+/HER2+
3,Female,1,All Races / Ethnicities,620,HR+/HER2+ Breast Cancer (Female only),208,11.047597,10.647282,11.459111,2873,0.206110,1,Observed SEER Incidence Rate,620,HR+/HER2+
3,Female,1,All Races / Ethnicities,620,HR+/HER2+ Breast Cancer (Female only),209,18.199033,17.669860,18.740029,4478,0.271960,1,Observed SEER Incidence Rate,620,HR+/HER2+
3,Female,1,All Races / Ethnicities,620,HR+/HER2+ Breast Cancer (Female only),210,23.440206,22.823935,24.068901,5485,0.316499,1,Observed SEER Incidence Rate,620,HR+/HER2+
3,Female,1,All Races / Ethnicities,620,HR+/HER2+ Breast Cancer (Female only),211,26.025998,25.382413,26.681775,6205,0.330397,1,Observed SEER Incidence Rate,620,HR+/HER2+
3,Female,1,All Races / Ethnicities,620,HR+/HER2+ Breast Cancer (Female only),212,27.645124,26.987767,28.314448,6714,0.337386,1,Observed SEER Incidence Rate,620,HR+/HER2+
3,Female,1,All Races / Ethnicities,620,HR+/HER2+ Breast Cancer (Female only),213,28.289120,27.613996,28.976579,6665,0.346512,1,Observed SEER Incidence Rate,620,HR+/HER2+
3,Female,1,All Races / Ethnicities,620,HR+/HER2+ Breast Cancer (Female only),214,30.376026,29.626490,31.139730,6232,0.384784,1,Observed SEER Incidence Rate,620,HR+/HER2+
3,Female,1,All Races / Ethnicities,620,HR+/HER2+ Breast Cancer (Female only),215,30.572811,29.741615,31.421348,5127,0.426976,1,Observed SEER Incidence Rate,620,HR+/HER2+
3,Female,1,All Races / Ethnicities,620,HR+/HER2+ Breast Cancer (Female only),216,28.961111,27.997275,29.949662,3411,0.495877,1,Observed SEER Incidence Rate,620,HR+/HER2+
3,Female,1,All Races / Ethnicities,620,HR+/HER2+ Breast Cancer (Female only),217,27.502277,26.345791,28.696460,2127,0.596327,1,Observed SEER Incidence Rate,620,HR+/HER2+
3,Female,1,All Races / Ethnicities,620,HR+/HER2+ Breast Cancer (Female only),218,23.445098,22.094340,24.856834,1124,0.699308,1,Observed SEER Incidence Rate,620,HR+/HER2+
3,Female,1,All Races / Ethnicities,620,HR+/HER2+ Breast Cancer (Female only),219,17.724226,16.363855,19.167513,627,0.707837,1,Observed SEER Incidence Rate,620,HR+/HER2+
3,Female,1,All Races / Ethnicities,621,HR-/HER2+ Breast Cancer (Female only),200,0.000000,,,0,,1,Observed SEER Incidence Rate,621,HR-/HER2+
3,Female,1,All Races / Ethnicities,621,HR-/HER2+ Breast Cancer (Female only),201,0.000000,,,0,,1,Observed SEER Incidence Rate,621,HR-/HER2+
3,Female,1,All Races / Ethnicities,621,HR-/HER2+ Breast Cancer (Female only),202,0.000000,,,0,,1,Observed SEER Incidence Rate,621,HR-/HER2+
3,Female,1,All Races / Ethnicities,621,HR-/HER2+ Breast Cancer (Female only),203,0.000000,,,0,,1,Observed SEER Incidence Rate,621,HR-/HER2+
3,Female,1,All Races / Ethnicities,621,HR-/HER2+ Breast Cancer (Female only),204,,,,,,1,Observed SEER Incidence Rate,621,HR-/HER2+
3,Female,1,All Races / Ethnicities,621,HR-/HER2+ Breast Cancer (Female only),205,0.097960,0.062764,0.145756,24,0.019996,1,Observed SEER Incidence Rate,621,HR-/HER2+
3,Female,1,All Races / Ethnicities,621,HR-/HER2+ Breast Cancer (Female only),206,0.767058,0.664675,0.880747,201,0.054104,1,Observed SEER Incidence Rate,621,HR-/HER2+
3,Female,1,All Races / Ethnicities,621,HR-/HER2+ Breast Cancer (Female only),207,2.187454,2.014485,2.371303,590,0.090056,1,Observed SEER Incidence Rate,621,HR-/HER2+
3,Female,1,All Races / Ethnicities,621,HR-/HER2+ Breast Cancer (Female only),208,4.245230,3.998474,4.503228,1104,0.127766,1,Observed SEER Incidence Rate,621,HR-/HER2+
3,Female,1,All Races / Ethnicities,621,HR-/HER2+ Breast Cancer (Female only),209,6.396891,6.084737,6.720907,1574,0.161237,1,Observed SEER Incidence Rate,621,HR-/HER2+
3,Female,1,All Races / Ethnicities,621,HR-/HER2+ Breast Cancer (Female only),210,9.397449,9.008736,9.798621,2199,0.200399,1,Observed SEER Incidence Rate,621,HR-/HER2+
3,Female,1,All Races / Ethnicities,621,HR-/HER2+ Breast Cancer (Female only),211,13.103178,12.647680,13.570888,3124,0.234434,1,Observed SEER Incidence Rate,621,HR-/HER2+
3,Female,1,All Races / Ethnicities,621,HR-/HER2+ Breast Cancer (Female only),212,14.320783,13.848758,14.804795,3478,0.242829,1,Observed SEER Incidence Rate,621,HR-/HER2+
3,Female,1,All Races / Ethnicities,621,HR-/HER2+ Breast Cancer (Female only),213,13.535484,13.069737,14.013590,3189,0.239688,1,Observed SEER Incidence Rate,621,HR-/HER2+
3,Female,1,All Races / Ethnicities,621,HR-/HER2+ Breast Cancer (Female only),214,12.619308,12.137850,13.114968,2589,0.248010,1,Observed SEER Incidence Rate,621,HR-/HER2+
3,Female,1,All Races / Ethnicities,621,HR-/HER2+ Breast Cancer (Female only),215,12.236280,11.712520,12.777427,2052,0.270122,1,Observed SEER Incidence Rate,621,HR-/HER2+
3,Female,1,All Races / Ethnicities,621,HR-/HER2+ Breast Cancer (Female only),216,12.158402,11.536754,12.804843,1432,0.321295,1,Observed SEER Incidence Rate,621,HR-/HER2+
3,Female,1,All Races / Ethnicities,621,HR-/HER2+ Breast Cancer (Female only),217,11.507770,10.764051,12.289335,890,0.385741,1,Observed SEER Incidence Rate,621,HR-/HER2+
3,Female,1,All Races / Ethnicities,621,HR-/HER2+ Breast Cancer (Female only),218,10.158152,9.275877,11.101718,487,0.460309,1,Observed SEER Incidence Rate,621,HR-/HER2+
3,Female,1,All Races / Ethnicities,621,HR-/HER2+ Breast Cancer (Female only),219,6.586514,5.767880,7.488763,233,0.431496,1,Observed SEER Incidence Rate,621,HR-/HER2+
3,Female,1,All Races / Ethnicities,57,Cervix Uteri,200,0.000000,,,0,,,,,
3,Female,1,All Races / Ethnicities,57,Cervix Uteri,201,0.000000,,,0,,,,,
3,Female,1,All Races / Ethnicities,57,Cervix Uteri,202,0.000000,,,0,,,,,
3,Female,1,All Races / Ethnicities,57,Cervix Uteri,203,0.000000,,,0,,,,,
3,Female,1,All Races / Ethnicities,57,Cervix Uteri,204,0.000000,,,0,,,,,
3,Female,1,All Races / Ethnicities,57,Cervix Uteri,205,,,,,,,,,
3,Female,1,All Races / Ethnicities,57,Cervix Uteri,206,0.298675,0.254840,0.347886,165,0.023251,,,,
3,Female,1,All Races / Ethnicities,57,Cervix Uteri,207,1.201977,1.114388,1.294621,697,0.045528,,,,
3,Female,1,All Races / Ethnicities,57,Cervix Uteri,208,2.295205,2.171270,2.424371,1282,0.064102,,,,
3,Female,1,All Races / Ethnicities,57,Cervix Uteri,209,3.206507,3.056701,3.361755,1719,0.077338,,,,
3,Female,1,All Races / Ethnicities,57,Cervix Uteri,210,3.845458,3.675618,4.021121,1926,0.087623,,,,
3,Female,1,All Races / Ethnicities,57,Cervix Uteri,211,4.203581,4.029273,4.383489,2188,0.089866,,,,
3,Female,1,All Races / Ethnicities,57,Cervix Uteri,212,4.275977,4.102657,4.454736,2291,0.089335,,,,
3,Female,1,All Races / Ethnicities,57,Cervix Uteri,213,4.635552,4.456524,4.819928,2526,0.092232,,,,
3,Female,1,All Races / Ethnicities,57,Cervix Uteri,214,4.839291,4.646764,5.037747,2379,0.099216,,,,
3,Female,1,All Races / Ethnicities,57,Cervix Uteri,215,4.795204,4.585454,5.012075,1964,0.108202,,,,
3,Female,1,All Races / Ethnicities,57,Cervix Uteri,216,5.270050,5.011090,5.538922,1552,0.133773,,,,
3,Female,1,All Races / Ethnicities,57,Cervix Uteri,217,5.570599,5.240409,5.916143,1061,0.171018,,,,
3,Female,1,All Races / Ethnicities,57,Cervix Uteri,218,6.416282,5.959829,6.898421,732,0.237152,,,,
3,Female,1,All Races / Ethnicities,57,Cervix Uteri,219,6.869308,6.312559,7.462000,561,0.290022,,,,
1,Both Sexes,1,All Races / Ethnicities,402,Chronic myeloproliferative disorders (CMD),200,,,,,,1,Observed SEER Incidence Rate,402,402
1,Both Sexes,1,All Races / Ethnicities,402,Chronic myeloproliferative disorders (CMD),201,0.047179,0.027483,0.075538,17,0.011442,1,Observed SEER Incidence Rate,402,402
1,Both Sexes,1,All Races / Ethnicities,402,Chronic myeloproliferative disorders (CMD),202,,,,,,1,Observed SEER Incidence Rate,402,402
1,Both Sexes,1,All Races / Ethnicities,402,Chronic myeloproliferative disorders (CMD),203,0.045762,0.029009,0.068666,23,0.009542,1,Observed SEER Incidence Rate,402,402
1,Both Sexes,1,All Races / Ethnicities,402,Chronic myeloproliferative disorders (CMD),204,0.258703,0.216301,0.306987,131,0.022602,1,Observed SEER Incidence Rate,402,402
1,Both Sexes,1,All Races / Ethnicities,402,Chronic myeloproliferative disorders (CMD),205,0.579614,0.514817,0.650310,290,0.034036,1,Observed SEER Incidence Rate,402,402
1,Both Sexes,1,All Races / Ethnicities,402,Chronic myeloproliferative disorders (CMD),206,0.824534,0.749198,0.905393,439,0.039352,1,Observed SEER Incidence Rate,402,402
1,Both Sexes,1,All Races / Ethnicities,402,Chronic myeloproliferative disorders (CMD),207,1.208348,1.117975,1.304082,661,0.046999,1,Observed SEER Incidence Rate,402,402
1,Both Sexes,1,All Races / Ethnicities,402,Chronic myeloproliferative disorders (CMD),208,1.883651,1.768299,2.004552,993,0.059775,1,Observed SEER Incidence Rate,402,402
1,Both Sexes,1,All Races / Ethnicities,402,Chronic myeloproliferative disorders (CMD),209,2.495209,2.357970,2.638351,1235,0.071002,1,Observed SEER Incidence Rate,402,402
1,Both Sexes,1,All Races / Ethnicities,402,Chronic myeloproliferative disorders (CMD),210,3.340631,3.176999,3.510506,1562,0.084525,1,Observed SEER Incidence Rate,402,402
1,Both Sexes,1,All Races / Ethnicities,402,Chronic myeloproliferative disorders (CMD),211,4.106168,3.926103,4.292362,1954,0.092891,1,Observed SEER Incidence Rate,402,402
1,Both Sexes,1,All Races / Ethnicities,402,Chronic myeloproliferative disorders (CMD),212,5.666982,5.455955,5.884080,2719,0.108679,1,Observed SEER Incidence Rate,402,402
1,Both Sexes,1,All Races / Ethnicities,402,Chronic myeloproliferative disorders (CMD),213,7.853187,7.599076,8.113629,3610,0.130705,1,Observed SEER Incidence Rate,402,402
1,Both Sexes,1,All Races / Ethnicities,402,Chronic myeloproliferative disorders (CMD),214,11.448482,11.115594,11.788807,4478,0.171082,1,Observed SEER Incidence Rate,402,402
1,Both Sexes,1,All Races / Ethnicities,402,Chronic myeloproliferative disorders (CMD),215,14.206799,13.791724,14.631192,4435,0.213328,1,Observed SEER Incidence Rate,402,402
1,Both Sexes,1,All Races / Ethnicities,402,Chronic myeloproliferative disorders (CMD),216,18.285968,17.716307,18.869282,3897,0.292922,1,Observed SEER Incidence Rate,402,402
1,Both Sexes,1,All Races / Ethnicities,402,Chronic myeloproliferative disorders (CMD),217,21.424455,20.647460,22.223208,2868,0.400055,1,Observed SEER Incidence Rate,402,402
1,Both Sexes,1,All Races / Ethnicities,402,Chronic myeloproliferative disorders (CMD),218,21.775546,20.754386,22.833952,1706,0.527205,1,Observed SEER Incidence Rate,402,402
1,Both Sexes,1,All Races / Ethnicities,402,Chronic myeloproliferative disorders (CMD),219,17.915180,16.782728,19.103943,931,0.587146,1,Observed SEER Incidence Rate,402,402
1,Both Sexes,1,All Races / Ethnicities,20,Colon and Rectum (including Appendix),200,0.000000,,,0,,,,,
1,Both Sexes,1,All Races / Ethnicities,20,Colon and Rectum (including Appendix),201,0.000000,,,0,,,,,
1,Both Sexes,1,All Races / Ethnicities,20,Colon and Rectum (including Appendix),202,,,,,,,,,
1,Both Sexes,1,All Races / Ethnicities,20,Colon and Rectum (including Appendix),203,,,,,,,,,
1,Both Sexes,1,All Races / Ethnicities,20,Colon and Rectum (including Appendix),204,0.039222,0.028385,0.052832,43,0.005981,,,,
1,Both Sexes,1,All Races / Ethnicities,20,Colon and Rectum (including Appendix),205,0.145547,0.123803,0.170011,159,0.011542,,,,
1,Both Sexes,1,All Races / Ethnicities,20,Colon and Rectum (including Appendix),206,0.426004,0.388665,0.465962,478,0.019484,,,,
1,Both Sexes,1,All Races / Ethnicities,20,Colon and Rectum (including Appendix),207,1.148147,1.087622,1.211164,1346,0.031295,,,,
1,Both Sexes,1,All Races / Ethnicities,20,Colon and Rectum (including Appendix),208,2.537660,2.445564,2.632337,2864,0.047418,,,,
1,Both Sexes,1,All Races / Ethnicities,20,Colon and Rectum (including Appendix),209,4.850278,4.719646,4.983610,5225,0.067100,,,,
1,Both Sexes,1,All Races / Ethnicities,20,Colon and Rectum (including Appendix),210,8.925783,8.741574,9.112896,8927,0.094469,,,,
1,Both Sexes,1,All Races / Ethnicities,20,Colon and Rectum (including Appendix),211,14.684037,14.451835,14.919036,15242,0.118939,,,,
1,Both Sexes,1,All Races / Ethnicities,20,Colon and Rectum (including Appendix),212,20.300513,20.029779,20.573993,21456,0.138590,,,,
1,Both Sexes,1,All Races / Ethnicities,20,Colon and Rectum (including Appendix),213,27.595071,27.279881,27.912994,29279,0.161269,,,,
1,Both Sexes,1,All Races / Ethnicities,20,Colon and Rectum (including Appendix),214,35.621257,35.240364,36.005241,33420,0.194852,,,,
1,Both Sexes,1,All Races / Ethnicities,20,Colon and Rectum (including Appendix),215,45.306204,44.830596,45.785600,34678,0.243293,,,,
1,Both Sexes,1,All Races / Ethnicities,20,Colon and Rectum (including Appendix),216,60.123733,59.470139,60.782719,32332,0.334371,,,,
1,Both Sexes,1,All Races / Ethnicities,20,Colon and Rectum (including Appendix),217,91.743243,90.717257,92.777938,30546,0.524924,,,,
1,Both Sexes,1,All Races / Ethnicities,20,Colon and Rectum (including Appendix),218,139.280727,137.599195,140.977678,26198,0.860512,,,,
1,Both Sexes,1,All Races / Ethnicities,20,Colon and Rectum (including Appendix),219,194.763559,192.286955,197.264093,23608,1.267587,,,,
1,Both Sexes,1,All Races / Ethnicities,21,Colon (including Appendix),200,,,,,,1,Observed SEER Incidence Rate,21,21
1,Both Sexes,1,All Races / Ethnicities,21,Colon (including Appendix),201,,,,,,1,Observed SEER Incidence Rate,21,21
1,Both Sexes,1,All Races / Ethnicities,21,Colon (including Appendix),202,0.148339,0.115854,0.187110,71,0.017604,1,Observed SEER Incidence Rate,21,21
1,Both Sexes,1,All Races / Ethnicities,21,Colon (including Appendix),203,0.650624,0.582008,0.725105,327,0.035979,1,Observed SEER Incidence Rate,21,21
1,Both Sexes,1,All Races / Ethnicities,21,Colon (including Appendix),204,1.329062,1.230533,1.433380,673,0.051231,1,Observed SEER Incidence Rate,21,21
1,Both Sexes,1,All Races / Ethnicities,21,Colon (including Appendix),205,1.776818,1.661923,1.897563,889,0.059592,1,Observed SEER Incidence Rate,21,21
1,Both Sexes,1,All Races / Ethnicities,21,Colon (including Appendix),206,2.612590,2.477082,2.753583,1391,0.070049,1,Observed SEER Incidence Rate,21,21
1,Both Sexes,1,All Races / Ethnicities,21,Colon (including Appendix),207,4.374551,4.201018,4.553412,2393,0.089425,1,Observed SEER Incidence Rate,21,21
1,Both Sexes,1,All Races / Ethnicities,21,Colon (including Appendix),208,7.665494,7.430952,7.905555,4041,0.120585,1,Observed SEER Incidence Rate,21,21
1,Both Sexes,1,All Races / Ethnicities,21,Colon (including Appendix),209,13.110455,12.793383,13.433399,6489,0.162752,1,Observed SEER Incidence Rate,21,21
1,Both Sexes,1,All Races / Ethnicities,21,Colon (including Appendix),210,25.056874,24.605186,25.514772,11716,0.231492,1,Observed SEER Incidence Rate,21,21
1,Both Sexes,1,All Races / Ethnicities,21,Colon (including Appendix),211,39.481423,38.918868,40.050075,18788,0.288039,1,Observed SEER Incidence Rate,21,21
1,Both Sexes,1,All Races / Ethnicities,21,Colon (including Appendix),212,42.661811,42.079348,43.250319,20469,0.298188,1,Observed SEER Incidence Rate,21,21
1,Both Sexes,1,All Races / Ethnicities,21,Colon (including Appendix),213,56.099165,55.416535,56.788105,25788,0.349339,1,Observed SEER Incidence Rate,21,21
1,Both Sexes,1,All Races / Ethnicities,21,Colon (including Appendix),214,76.649610,75.784403,77.522231,29981,0.442676,1,Observed SEER Incidence Rate,21,21
1,Both Sexes,1,All Races / Ethnicities,21,Colon (including Appendix),215,96.388407,95.302359,97.483744,30090,0.555665,1,Observed SEER Incidence Rate,21,21
1,Both Sexes,1,All Races / Ethnicities,21,Colon (including Appendix),216,121.277682,119.803594,122.765380,25846,0.754369,1,Observed SEER Incidence Rate,21,21
1,Both Sexes,1,All Races / Ethnicities,21,Colon (including Appendix),217,161.041987,158.899346,163.206299,21558,1.096818,1,Observed SEER Incidence Rate,21,21
1,Both Sexes,1,All Races / Ethnicities,21,Colon (including Appendix),218,202.872534,199.730691,206.051419,15894,1.609187,1,Observed SEER Incidence Rate,21,21
1,Both Sexes,1,All Races / Ethnicities,21,Colon (including Appendix),219,188.754038,185.036942,192.527020,9809,1.905828,1,Observed SEER Incidence Rate,21,21
1,Both Sexes,1,All Races / Ethnicities,31,Rectum,200,,,,,,1,Observed SEER Incidence Rate,31,31
1,Both Sexes,1,All Races / Ethnicities,31,Rectum,201,0.000000,,,0,,1,Observed SEER Incidence Rate,31,31
1,Both Sexes,1,All Races / Ethnicities,31,Rectum,202,,,,,,1,Observed SEER Incidence Rate,31,31
1,Both Sexes,1,All Races / Ethnicities,31,Rectum,203,,,,,,1,Observed SEER Incidence Rate,31,31
1,Both Sexes,1,All Races / Ethnicities,31,Rectum,204,0.057270,0.038354,0.082249,29,0.010634,1,Observed SEER Incidence Rate,31,31
1,Both Sexes,1,All Races / Ethnicities,31,Rectum,205,0.381746,0.329524,0.439892,191,0.027622,1,Observed SEER Incidence Rate,31,31
1,Both Sexes,1,All Races / Ethnicities,31,Rectum,206,1.098752,1.011508,1.191509,585,0.045427,1,Observed SEER Incidence Rate,31,31
1,Both Sexes,1,All Races / Ethnicities,31,Rectum,207,2.398417,2.270377,2.531796,1312,0.066215,1,Observed SEER Incidence Rate,31,31
1,Both Sexes,1,All Races / Ethnicities,31,Rectum,208,4.863728,4.677271,5.055712,2564,0.096052,1,Observed SEER Incidence Rate,31,31
1,Both Sexes,1,All Races / Ethnicities,31,Rectum,209,8.976691,8.714657,9.244602,4443,0.134672,1,Observed SEER Incidence Rate,31,31
1,Both Sexes,1,All Races / Ethnicities,31,Rectum,210,18.082611,17.699204,18.472230,8455,0.196654,1,Observed SEER Incidence Rate,31,31
1,Both Sexes,1,All Races / Ethnicities,31,Rectum,211,27.421390,26.952895,27.895985,13049,0.240049,1,Observed SEER Incidence Rate,31,31
1,Both Sexes,1,All Races / Ethnicities,31,Rectum,212,26.488297,26.029756,26.952888,12709,0.234962,1,Observed SEER Incidence Rate,31,31
1,Both Sexes,1,All Races / Ethnicities,31,Rectum,213,30.810163,30.304810,31.321830,14163,0.258890,1,Observed SEER Incidence Rate,31,31
1,Both Sexes,1,All Races / Ethnicities,31,Rectum,214,35.063854,34.479452,35.655676,13715,0.299406,1,Observed SEER Incidence Rate,31,31
1,Both Sexes,1,All Races / Ethnicities,31,Rectum,215,35.592276,34.933514,36.260339,11111,0.337659,1,Observed SEER Incidence Rate,31,31
1,Both Sexes,1,All Races / Ethnicities,31,Rectum,216,37.224168,36.409488,38.052480,7933,0.417932,1,Observed SEER Incidence Rate,31,31
1,Both Sexes,1,All Races / Ethnicities,31,Rectum,217,42.774210,41.673392,43.896745,5726,0.565270,1,Observed SEER Incidence Rate,31,31
1,Both Sexes,1,All Races / Ethnicities,31,Rectum,218,45.657169,44.173068,47.178422,3577,0.763395,1,Observed SEER Incidence Rate,31,31
1,Both Sexes,1,All Races / Ethnicities,31,Rectum,219,40.313967,38.605984,42.078057,2095,0.880772,1,Observed SEER Incidence Rate,31,31
1,Both Sexes,1,All Races / Ethnicities,670,Colon and Rectum (excluding Appendix),200,,,,,,1,Observed SEER Incidence Rate,670,670
1,Both Sexes,1,All Races / Ethnicities,670,Colon and Rectum (excluding Appendix),201,0.000000,,,0,,1,Observed SEER Incidence Rate,670,670
1,Both Sexes,1,All Races / Ethnicities,670,Colon and Rectum (excluding Appendix),202,,,,,,1,Observed SEER Incidence Rate,670,670
1,Both Sexes,1,All Races / Ethnicities,670,Colon and Rectum (excluding Appendix),203,0.037803,0.022760,0.059035,19,0.008672,1,Observed SEER Incidence Rate,670,670
1,Both Sexes,1,All Races / Ethnicities,670,Colon and Rectum (excluding Appendix),204,0.193533,0.157119,0.235855,98,0.019549,1,Observed SEER Incidence Rate,670,670
1,Both Sexes,1,All Races / Ethnicities,670,Colon and Rectum (excluding Appendix),205,0.839441,0.761070,0.923693,420,0.040960,1,Observed SEER Incidence Rate,670,670
1,Both Sexes,1,All Races / Ethnicities,670,Colon and Rectum (excluding Appendix),206,2.355275,2.226704,2.489334,1254,0.066510,1,Observed SEER Incidence Rate,670,670
1,Both Sexes,1,All Races / Ethnicities,670,Colon and Rectum (excluding Appendix),207,5.281270,5.090427,5.477438,2889,0.098257,1,Observed SEER Incidence Rate,670,670
1,Both Sexes,1,All Races / Ethnicities,670,Colon and Rectum (excluding Appendix),208,10.812500,10.533605,11.096911,5700,0.143215,1,Observed SEER Incidence Rate,670,670
1,Both Sexes,1,All Races / Ethnicities,670,Colon and Rectum (excluding Appendix),209,20.238469,19.844056,20.638749,10017,0.202212,1,Observed SEER Incidence Rate,670,670
1,Both Sexes,1,All Races / Ethnicities,670,Colon and Rectum (excluding Appendix),210,40.966578,40.388461,41.550900,19155,0.295997,1,Observed SEER Incidence Rate,670,670
1,Both Sexes,1,All Races / Ethnicities,670,Colon and Rectum (excluding Appendix),211,64.000757,63.283968,64.723639,30456,0.366731,1,Observed SEER Incidence Rate,670,670
1,Both Sexes,1,All Races / Ethnicities,670,Colon and Rectum (excluding Appendix),212,65.927910,65.203356,66.658509,31632,0.370685,1,Observed SEER Incidence Rate,670,670
1,Both Sexes,1,All Races / Ethnicities,670,Colon and Rectum (excluding Appendix),213,83.467849,82.634737,84.307268,38369,0.426117,1,Observed SEER Incidence Rate,670,670
1,Both Sexes,1,All Races / Ethnicities,670,Colon and Rectum (excluding Appendix),214,107.415809,106.391129,108.447901,42015,0.524041,1,Observed SEER Incidence Rate,670,670
1,Both Sexes,1,All Races / Ethnicities,670,Colon and Rectum (excluding Appendix),215,127.297405,126.048860,128.555237,39739,0.638573,1,Observed SEER Incidence Rate,670,670
1,Both Sexes,1,All Races / Ethnicities,670,Colon and Rectum (excluding Appendix),216,153.659377,151.999565,155.332796,32747,0.849128,1,Observed SEER Incidence Rate,670,670
1,Both Sexes,1,All Races / Ethnicities,670,Colon and Rectum (excluding Appendix),217,199.573139,197.187102,201.980841,26716,1.221001,1,Observed SEER Incidence Rate,670,670
1,Both Sexes,1,All Races / Ethnicities,670,Colon and Rectum (excluding Appendix),218,244.700475,241.248719,248.189264,19171,1.767308,1,Observed SEER Incidence Rate,670,670
1,Both Sexes,1,All Races / Ethnicities,670,Colon and Rectum (excluding Appendix),219,226.470209,222.396901,230.599385,11769,2.087571,1,Observed SEER Incidence Rate,670,670
3,Female,1,All Races / Ethnicities,58,"Corpus and Uterus, NOS",200,0.000000,,,0,,,,,
3,Female,1,All Races / Ethnicities,58,"Corpus and Uterus, NOS",201,0.000000,,,0,,,,,
3,Female,1,All Races / Ethnicities,58,"Corpus and Uterus, NOS",202,0.000000,,,0,,,,,
3,Female,1,All Races / Ethnicities,58,"Corpus and Uterus, NOS",203,0.000000,,,0,,,,,
3,Female,1,All Races / Ethnicities,58,"Corpus and Uterus, NOS",204,,,,,,,,,
3,Female,1,All Races / Ethnicities,58,"Corpus and Uterus, NOS",205,,,,,,,,,
3,Female,1,All Races / Ethnicities,58,"Corpus and Uterus, NOS",206,0.132141,0.103577,0.166147,73,0.015465,,,,
3,Female,1,All Races / Ethnicities,58,"Corpus and Uterus, NOS",207,0.294889,0.252346,0.342552,171,0.022550,,,,
