sex,sex_label,race,race_label,site,site_label,age_range,rate,rate_lower_ci,rate_upper_ci,count,rate_se,rate_type,rate_type_label,subtype,subtype_label
1,Both Sexes,1,All Races / Ethnicities,630,Kidney,203,0.191008,0.154717,0.233254,96,0.019494,1,Observed SEER Incidence Rate,630,Kidney
1,Both Sexes,1,All Races / Ethnicities,630,Kidney,204,0.252778,0.210887,0.300554,128,0.022342,1,Observed SEER Incidence Rate,630,Kidney
1,Both Sexes,1,All Races / Ethnicities,630,Kidney,205,0.623585,0.556303,0.696761,312,0.035303,1,Observed SEER Incidence Rate,630,Kidney
1,Both Sexes,1,All Races / Ethnicities,630,Kidney,206,1.384240,1.286094,1.487890,737,0.050989,1,Observed SEER Incidence Rate,630,Kidney
1,Both Sexes,1,All Races / Ethnicities,630,Kidney,207,3.100392,2.954577,3.251542,1696,0.075284,1,Observed SEER Incidence Rate,630,Kidney
1,Both Sexes,1,All Races / Ethnicities,630,Kidney,208,6.517851,6.301719,6.739505,3436,0.111193,1,Observed SEER Incidence Rate,630,Kidney
1,Both Sexes,1,All Races / Ethnicities,630,Kidney,209,11.726472,11.426707,12.032111,5804,0.153923,1,Observed SEER Incidence Rate,630,Kidney
1,Both Sexes,1,All Races / Ethnicities,630,Kidney,210,19.074962,18.681121,19.475016,8919,0.201978,1,Observed SEER Incidence Rate,630,Kidney
1,Both Sexes,1,All Races / Ethnicities,630,Kidney,211,26.629156,26.167508,27.096905,12672,0.236556,1,Observed SEER Incidence Rate,630,Kidney
1,Both Sexes,1,All Races / Ethnicities,630,Kidney,212,36.490448,35.951908,37.035035,17508,0.275778,1,Observed SEER Incidence Rate,630,Kidney
1,Both Sexes,1,All Races / Ethnicities,630,Kidney,213,48.039315,47.407777,48.677164,22083,0.323271,1,Observed SEER Incidence Rate,630,Kidney
1,Both Sexes,1,All Races / Ethnicities,630,Kidney,214,62.404200,61.623759,63.192057,24409,0.399428,1,Observed SEER Incidence Rate,630,Kidney
1,Both Sexes,1,All Races / Ethnicities,630,Kidney,215,69.771881,68.848324,70.704730,21781,0.472760,1,Observed SEER Incidence Rate,630,Kidney
1,Both Sexes,1,All Races / Ethnicities,630,Kidney,216,73.129795,71.986121,74.287086,15585,0.585788,1,Observed SEER Incidence Rate,630,Kidney
1,Both Sexes,1,All Races / Ethnicities,630,Kidney,217,69.495018,68.089926,70.921807,9303,0.720513,1,Observed SEER Incidence Rate,630,Kidney
1,Both Sexes,1,All Races / Ethnicities,630,Kidney,218,59.455156,57.759868,61.187571,4658,0.871143,1,Observed SEER Incidence Rate,630,Kidney
1,Both Sexes,1,All Races / Ethnicities,630,Kidney,219,46.337009,44.504551,48.225545,2408,0.944277,1,Observed SEER Incidence Rate,630,Kidney
1,Both Sexes,1,All Races / Ethnicities,640,Renal Pelvis,200,0.000000,,,0,,1,Observed SEER Incidence Rate,640,Renal Pelvis
1,Both Sexes,1,All Races / Ethnicities,640,Renal Pelvis,201,0.000000,,,0,,1,Observed SEER Incidence Rate,640,Renal Pelvis
1,Both Sexes,1,All Races / Ethnicities,640,Renal Pelvis,202,,,,,,1,Observed SEER Incidence Rate,640,Renal Pelvis
1,Both Sexes,1,All Races / Ethnicities,640,Renal Pelvis,203,0.000000,,,0,,1,Observed SEER Incidence Rate,640,Renal Pelvis
1,Both Sexes,1,All Races / Ethnicities,640,Renal Pelvis,204,,,,,,1,Observed SEER Incidence Rate,640,Renal Pelvis
1,Both Sexes,1,All Races / Ethnicities,640,Renal Pelvis,205,,,,,,1,Observed SEER Incidence Rate,640,Renal Pelvis
1,Both Sexes,1,All Races / Ethnicities,640,Renal Pelvis,206,,,,,,1,Observed SEER Incidence Rate,640,Renal Pelvis
1,Both Sexes,1,All Races / Ethnicities,640,Renal Pelvis,207,,,,,,1,Observed SEER Incidence Rate,640,Renal Pelvis
1,Both Sexes,1,All Races / Ethnicities,640,Renal Pelvis,208,0.045526,0.029169,0.067739,24,0.009293,1,Observed SEER Incidence Rate,640,Renal Pelvis
1,Both Sexes,1,All Races / Ethnicities,640,Renal Pelvis,209,0.109102,0.081960,0.142354,54,0.014846,1,Observed SEER Incidence Rate,640,Renal Pelvis
1,Both Sexes,1,All Races / Ethnicities,640,Renal Pelvis,210,0.218146,0.177872,0.264814,102,0.021599,1,Observed SEER Incidence Rate,640,Renal Pelvis
1,Both Sexes,1,All Races / Ethnicities,640,Renal Pelvis,211,0.443398,0.385585,0.507434,211,0.030524,1,Observed SEER Incidence Rate,640,Renal Pelvis
1,Both Sexes,1,All Races / Ethnicities,640,Renal Pelvis,212,0.731559,0.657020,0.812239,351,0.039047,1,Observed SEER Incidence Rate,640,Renal Pelvis
1,Both Sexes,1,All Races / Ethnicities,640,Renal Pelvis,213,1.529304,1.418330,1.646655,703,0.057678,1,Observed SEER Incidence Rate,640,Renal Pelvis
1,Both Sexes,1,All Races / Ethnicities,640,Renal Pelvis,214,2.326511,2.177789,2.482716,910,0.077123,1,Observed SEER Incidence Rate,640,Renal Pelvis
1,Both Sexes,1,All Races / Ethnicities,640,Renal Pelvis,215,3.968934,3.750986,4.196242,1239,0.112755,1,Observed SEER Incidence Rate,640,Renal Pelvis
1,Both Sexes,1,All Races / Ethnicities,640,Renal Pelvis,216,6.761632,6.416983,7.119982,1441,0.178122,1,Observed SEER Incidence Rate,640,Renal Pelvis
1,Both Sexes,1,All Races / Ethnicities,640,Renal Pelvis,217,8.822274,8.326229,9.340152,1181,0.256717,1,Observed SEER Incidence Rate,640,Renal Pelvis
1,Both Sexes,1,All Races / Ethnicities,640,Renal Pelvis,218,8.947630,8.297437,9.635237,701,0.337947,1,Observed SEER Incidence Rate,640,Renal Pelvis
1,Both Sexes,1,All Races / Ethnicities,640,Renal Pelvis,219,6.927459,6.230255,7.681345,360,0.365109,1,Observed SEER Incidence Rate,640,Renal Pelvis
1,Both Sexes,1,All Races / Ethnicities,46,Larynx,200,0.000000,,,0,,,,,
1,Both Sexes,1,All Races / Ethnicities,46,Larynx,201,0.000000,,,0,,,,,
1,Both Sexes,1,All Races / Ethnicities,46,Larynx,202,0.000000,,,0,,,,,
1,Both Sexes,1,All Races / Ethnicities,46,Larynx,203,,,,,,,,,
1,Both Sexes,1,All Races / Ethnicities,46,Larynx,204,0.000000,,,0,,,,,
1,Both Sexes,1,All Races / Ethnicities,46,Larynx,205,,,,,,,,,
1,Both Sexes,1,All Races / Ethnicities,46,Larynx,206,,,,,,,,,
1,Both Sexes,1,All Races / Ethnicities,46,Larynx,207,,,,,,,,,
1,Both Sexes,1,All Races / Ethnicities,46,Larynx,208,0.031897,0.022340,0.044160,36,0.005316,,,,
1,Both Sexes,1,All Races / Ethnicities,46,Larynx,209,0.090043,0.073019,0.109845,97,0.009142,,,,
1,Both Sexes,1,All Races / Ethnicities,46,Larynx,210,0.286960,0.254718,0.322154,287,0.016938,,,,
1,Both Sexes,1,All Races / Ethnicities,46,Larynx,211,0.782275,0.729387,0.837984,812,0.027452,,,,
1,Both Sexes,1,All Races / Ethnicities,46,Larynx,212,1.656702,1.580004,1.736160,1751,0.039591,,,,
1,Both Sexes,1,All Races / Ethnicities,46,Larynx,213,2.941501,2.839199,3.046547,3121,0.052652,,,,
1,Both Sexes,1,All Races / Ethnicities,46,Larynx,214,3.811538,3.687626,3.938553,3576,0.063738,,,,
1,Both Sexes,1,All Races / Ethnicities,46,Larynx,215,4.381942,4.234886,4.532802,3354,0.075663,,,,
1,Both Sexes,1,All Races / Ethnicities,46,Larynx,216,4.892538,4.707357,5.083136,2631,0.095383,,,,
1,Both Sexes,1,All Races / Ethnicities,46,Larynx,217,5.778628,5.523276,6.042740,1924,0.131741,,,,
1,Both Sexes,1,All Races / Ethnicities,46,Larynx,218,6.645580,6.282235,7.024458,1250,0.187965,,,,
1,Both Sexes,1,All Races / Ethnicities,46,Larynx,219,6.385419,5.943434,6.851571,774,0.229519,,,,
1,Both Sexes,1,All Races / Ethnicities,90,Leukemia,200,0.449922,0.357837,0.558473,82,0.049685,,,,
1,Both Sexes,1,All Races / Ethnicities,90,Leukemia,201,0.557578,0.505701,0.613331,423,0.027110,,,,
1,Both Sexes,1,All Races / Ethnicities,90,Leukemia,202,0.362745,0.326625,0.401767,368,0.018909,,,,
1,Both Sexes,1,All Races / Ethnicities,90,Leukemia,203,0.499974,0.458347,0.544365,531,0.021697,,,,
1,Both Sexes,1,All Races / Ethnicities,90,Leukemia,204,0.625731,0.579776,0.674359,686,0.023890,,,,
1,Both Sexes,1,All Races / Ethnicities,90,Leukemia,205,0.669153,0.621518,0.719471,731,0.024749,,,,
1,Both Sexes,1,All Races / Ethnicities,90,Leukemia,206,0.720998,0.672165,0.772442,809,0.025348,,,,
1,Both Sexes,1,All Races / Ethnicities,90,Leukemia,207,0.829122,0.777811,0.882929,972,0.026594,,,,
1,Both Sexes,1,All Races / Ethnicities,90,Leukemia,208,1.001241,0.943707,1.061366,1130,0.029785,,,,
1,Both Sexes,1,All Races / Ethnicities,90,Leukemia,209,1.346010,1.277613,1.417118,1450,0.035347,,,,
1,Both Sexes,1,All Races / Ethnicities,90,Leukemia,210,1.842748,1.759569,1.928844,1843,0.042924,,,,
1,Both Sexes,1,All Races / Ethnicities,90,Leukemia,211,2.583820,2.486948,2.683498,2682,0.049892,,,,
1,Both Sexes,1,All Races / Ethnicities,90,Leukemia,212,4.421341,4.295473,4.549961,4673,0.064677,,,,
1,Both Sexes,1,All Races / Ethnicities,90,Leukemia,213,7.412658,7.249731,7.578324,7865,0.083584,,,,
1,Both Sexes,1,All Races / Ethnicities,90,Leukemia,214,12.743499,12.516085,12.974007,11956,0.116545,,,,
1,Both Sexes,1,All Races / Ethnicities,90,Leukemia,215,21.835244,21.505444,22.168835,16713,0.168900,,,,
1,Both Sexes,1,All Races / Ethnicities,90,Leukemia,216,36.553638,36.044402,37.068268,19657,0.260718,,,,
1,Both Sexes,1,All Races / Ethnicities,90,Leukemia,217,57.017407,56.209179,57.834349,18984,0.413822,,,,
1,Both Sexes,1,All Races / Ethnicities,90,Leukemia,218,79.438606,78.169925,80.722718,14942,0.649871,,,,
1,Both Sexes,1,All Races / Ethnicities,90,Leukemia,219,94.997559,93.270270,96.748801,11515,0.885279,,,,
1,Both Sexes,1,All Races / Ethnicities,92,Acute Lymphocytic Leukemia (ALL),200,0.098763,0.058533,0.156089,18,0.023278,,,,
1,Both Sexes,1,All Races / Ethnicities,92,Acute Lymphocytic Leukemia (ALL),201,0.228040,0.195324,0.264668,173,0.017337,,,,
1,Both Sexes,1,All Races / Ethnicities,92,Acute Lymphocytic Leukemia (ALL),202,0.198129,0.171684,0.227495,201,0.013975,,,,
1,Both Sexes,1,All Races / Ethnicities,92,Acute Lymphocytic Leukemia (ALL),203,0.257990,0.228344,0.290417,274,0.015585,,,,
1,Both Sexes,1,All Races / Ethnicities,92,Acute Lymphocytic Leukemia (ALL),204,0.306480,0.274582,0.341067,336,0.016719,,,,
1,Both Sexes,1,All Races / Ethnicities,92,Acute Lymphocytic Leukemia (ALL),205,0.252648,0.223718,0.284282,276,0.015207,,,,
1,Both Sexes,1,All Races / Ethnicities,92,Acute Lymphocytic Leukemia (ALL),206,0.264693,0.235442,0.296573,297,0.015359,,,,
1,Both Sexes,1,All Races / Ethnicities,92,Acute Lymphocytic Leukemia (ALL),207,0.220928,0.194839,0.249538,259,0.013727,,,,
1,Both Sexes,1,All Races / Ethnicities,92,Acute Lymphocytic Leukemia (ALL),208,0.250753,0.222386,0.281735,283,0.014905,,,,
1,Both Sexes,1,All Races / Ethnicities,92,Acute Lymphocytic Leukemia (ALL),209,0.285911,0.254868,0.319691,308,0.016291,,,,
1,Both Sexes,1,All Races / Ethnicities,92,Acute Lymphocytic Leukemia (ALL),210,0.273962,0.242481,0.308396,274,0.016550,,,,
1,Both Sexes,1,All Races / Ethnicities,92,Acute Lymphocytic Leukemia (ALL),211,0.337187,0.302783,0.374430,350,0.018023,,,,
1,Both Sexes,1,All Races / Ethnicities,92,Acute Lymphocytic Leukemia (ALL),212,0.432388,0.393649,0.473909,457,0.020226,,,,
1,Both Sexes,1,All Races / Ethnicities,92,Acute Lymphocytic Leukemia (ALL),213,0.531562,0.488592,0.577299,564,0.022382,,,,
1,Both Sexes,1,All Races / Ethnicities,92,Acute Lymphocytic Leukemia (ALL),214,0.693879,0.641593,0.749289,651,0.027195,,,,
1,Both Sexes,1,All Races / Ethnicities,92,Acute Lymphocytic Leukemia (ALL),215,0.888408,0.822880,0.957766,680,0.034068,,,,
1,Both Sexes,1,All Races / Ethnicities,92,Acute Lymphocytic Leukemia (ALL),216,1.203144,1.112210,1.299531,647,0.047300,,,,
1,Both Sexes,1,All Races / Ethnicities,92,Acute Lymphocytic Leukemia (ALL),217,1.606843,1.473551,1.748954,535,0.069469,,,,
1,Both Sexes,1,All Races / Ethnicities,92,Acute Lymphocytic Leukemia (ALL),218,1.807597,1.620545,2.010318,340,0.098030,,,,
1,Both Sexes,1,All Races / Ethnicities,92,Acute Lymphocytic Leukemia (ALL),219,1.847976,1.613880,2.106486,224,0.123473,,,,
1,Both Sexes,1,All Races / Ethnicities,93,Chronic Lymphocytic Leukemia (CLL),200,0.000000,,,0,,,,,
1,Both Sexes,1,All Races / Ethnicities,93,Chronic Lymphocytic Leukemia (CLL),201,0.000000,,,0,,,,,
1,Both Sexes,1,All Races / Ethnicities,93,Chronic Lymphocytic Leukemia (CLL),202,0.000000,,,0,,,,,
1,Both Sexes,1,All Races / Ethnicities,93,Chronic Lymphocytic Leukemia (CLL),203,0.000000,,,0,,,,,
1,Both Sexes,1,All Races / Ethnicities,93,Chronic Lymphocytic Leukemia (CLL),204,0.000000,,,0,,,,,
1,Both Sexes,1,All Races / Ethnicities,93,Chronic Lymphocytic Leukemia (CLL),205,0.000000,,,0,,,,,
1,Both Sexes,1,All Races / Ethnicities,93,Chronic Lymphocytic Leukemia (CLL),206,,,,,,,,,
1,Both Sexes,1,All Races / Ethnicities,93,Chronic Lymphocytic Leukemia (CLL),207,,,,,,,,,
1,Both Sexes,1,All Races / Ethnicities,93,Chronic Lymphocytic Leukemia (CLL),208,,,,,,,,,
1,Both Sexes,1,All Races / Ethnicities,93,Chronic Lymphocytic Leukemia (CLL),209,0.018565,0.011340,0.028673,20,0.004151,,,,
1,Both Sexes,1,All Races / Ethnicities,93,Chronic Lymphocytic Leukemia (CLL),210,0.058991,0.044907,0.076095,59,0.007680,,,,
1,Both Sexes,1,All Races / Ethnicities,93,Chronic Lymphocytic Leukemia (CLL),211,0.143545,0.121422,0.168533,149,0.011759,,,,
1,Both Sexes,1,All Races / Ethnicities,93,Chronic Lymphocytic Leukemia (CLL),212,0.382243,0.345873,0.421396,404,0.019017,,,,
1,Both Sexes,1,All Races / Ethnicities,93,Chronic Lymphocytic Leukemia (CLL),213,0.794516,0.741780,0.850011,843,0.027364,,,,
1,Both Sexes,1,All Races / Ethnicities,93,Chronic Lymphocytic Leukemia (CLL),214,1.622248,1.541762,1.705846,1522,0.041582,,,,
1,Both Sexes,1,All Races / Ethnicities,93,Chronic Lymphocytic Leukemia (CLL),215,3.238770,3.112518,3.368829,2479,0.065049,,,,
1,Both Sexes,1,All Races / Ethnicities,93,Chronic Lymphocytic Leukemia (CLL),216,6.274201,6.064261,6.489554,3374,0.108015,,,,
1,Both Sexes,1,All Races / Ethnicities,93,Chronic Lymphocytic Leukemia (CLL),217,12.004771,11.635459,12.382822,3997,0.189883,,,,
1,Both Sexes,1,All Races / Ethnicities,93,Chronic Lymphocytic Leukemia (CLL),218,22.552440,21.878824,23.241524,4242,0.346264,,,,
1,Both Sexes,1,All Races / Ethnicities,93,Chronic Lymphocytic Leukemia (CLL),219,37.347282,36.267184,38.451377,4527,0.555077,,,,
1,Both Sexes,1,All Races / Ethnicities,96,Acute Myeloid Leukemia (AML),200,0.235935,0.170747,0.317803,43,0.035979,,,,
1,Both Sexes,1,All Races / Ethnicities,96,Acute Myeloid Leukemia (AML),201,0.226722,0.194104,0.263251,172,0.017287,,,,
1,Both Sexes,1,All Races / Ethnicities,96,Acute Myeloid Leukemia (AML),202,0.097586,0.079313,0.118807,99,0.009807,,,,
1,Both Sexes,1,All Races / Ethnicities,96,Acute Myeloid Leukemia (AML),203,0.157242,0.134297,0.182982,167,0.012167,,,,
1,Both Sexes,1,All Races / Ethnicities,96,Acute Myeloid Leukemia (AML),204,0.207056,0.180995,0.235816,227,0.013742,,,,
1,Both Sexes,1,All Races / Ethnicities,96,Acute Myeloid Leukemia (AML),205,0.298418,0.266900,0.332635,326,0.016527,,,,
1,Both Sexes,1,All Races / Ethnicities,96,Acute Myeloid Leukemia (AML),206,0.322622,0.290240,0.357629,362,0.016956,,,,
1,Both Sexes,1,All Races / Ethnicities,96,Acute Myeloid Leukemia (AML),207,0.388118,0.353270,0.425473,455,0.018195,,,,
1,Both Sexes,1,All Races / Ethnicities,96,Acute Myeloid Leukemia (AML),208,0.474925,0.435565,0.516887,536,0.020513,,,,
1,Both Sexes,1,All Races / Ethnicities,96,Acute Myeloid Leukemia (AML),209,0.678574,0.630268,0.729601,731,0.025098,,,,
1,Both Sexes,1,All Races / Ethnicities,96,Acute Myeloid Leukemia (AML),210,0.989865,0.929157,1.053497,990,0.031459,,,,
1,Both Sexes,1,All Races / Ethnicities,96,Acute Myeloid Leukemia (AML),211,1.432565,1.360669,1.507274,1487,0.037150,,,,
1,Both Sexes,1,All Races / Ethnicities,96,Acute Myeloid Leukemia (AML),212,2.425918,2.332918,2.521676,2564,0.047909,,,,
1,Both Sexes,1,All Races / Ethnicities,96,Acute Myeloid Leukemia (AML),213,4.131862,4.010448,4.256017,4384,0.062403,,,,
1,Both Sexes,1,All Races / Ethnicities,96,Acute Myeloid Leukemia (AML),214,7.088012,6.918666,7.260455,6650,0.086918,,,,
1,Both Sexes,1,All Races / Ethnicities,96,Acute Myeloid Leukemia (AML),215,11.892911,11.649839,12.139777,9103,0.124651,,,,
1,Both Sexes,1,All Races / Ethnicities,96,Acute Myeloid Leukemia (AML),216,18.945335,18.579220,19.316851,10188,0.187697,,,,
1,Both Sexes,1,All Races / Ethnicities,96,Acute Myeloid Leukemia (AML),217,26.129975,25.583755,26.684918,8700,0.280142,,,,
1,Both Sexes,1,All Races / Ethnicities,96,Acute Myeloid Leukemia (AML),218,29.426628,28.656448,30.212267,5535,0.395532,,,,
1,Both Sexes,1,All Races / Ethnicities,96,Acute Myeloid Leukemia (AML),219,23.248208,22.397693,24.122753,2818,0.437944,,,,
1,Both Sexes,1,All Races / Ethnicities,97,Chronic Myeloid Leukemia (CML),200,0.000000,,,0,,,,,
1,Both Sexes,1,All Races / Ethnicities,97,Chronic Myeloid Leukemia (CML),201,0.000000,,,0,,,,,
1,Both Sexes,1,All Races / Ethnicities,97,Chronic Myeloid Leukemia (CML),202,0.000000,,,0,,,,,
1,Both Sexes,1,All Races / Ethnicities,97,Chronic Myeloid Leukemia (CML),203,,,,,,,,,
1,Both Sexes,1,All Races / Ethnicities,97,Chronic Myeloid Leukemia (CML),204,,,,,,,,,
1,Both Sexes,1,All Races / Ethnicities,97,Chronic Myeloid Leukemia (CML),205,,,,,,,,,
1,Both Sexes,1,All Races / Ethnicities,97,Chronic Myeloid Leukemia (CML),206,0.032084,0.022471,0.044417,36,0.005347,,,,
1,Both Sexes,1,All Races / Ethnicities,97,Chronic Myeloid Leukemia (CML),207,0.068240,0.054110,0.084931,80,0.007629,,,,
1,Both Sexes,1,All Races / Ethnicities,97,Chronic Myeloid Leukemia (CML),208,0.076200,0.060950,0.094107,86,0.008216,,,,
1,Both Sexes,1,All Races / Ethnicities,97,Chronic Myeloid Leukemia (CML),209,0.098398,0.080560,0.119009,106,0.009557,,,,
1,Both Sexes,1,All Races / Ethnicities,97,Chronic Myeloid Leukemia (CML),210,0.146979,0.124180,0.172753,147,0.012122,,,,
1,Both Sexes,1,All Races / Ethnicities,97,Chronic Myeloid Leukemia (CML),211,0.159923,0.136520,0.186187,166,0.012412,,,,
1,Both Sexes,1,All Races / Ethnicities,97,Chronic Myeloid Leukemia (CML),212,0.249782,0.220557,0.281802,264,0.015373,,,,
1,Both Sexes,1,All Races / Ethnicities,97,Chronic Myeloid Leukemia (CML),213,0.347777,0.313194,0.385136,369,0.018104,,,,
1,Both Sexes,1,All Races / Ethnicities,97,Chronic Myeloid Leukemia (CML),214,0.531867,0.486218,0.580647,499,0.023809,,,,
1,Both Sexes,1,All Races / Ethnicities,97,Chronic Myeloid Leukemia (CML),215,0.956345,0.888310,1.028207,732,0.035347,,,,
1,Both Sexes,1,All Races / Ethnicities,97,Chronic Myeloid Leukemia (CML),216,1.660599,1.553456,1.773185,893,0.055569,,,,
1,Both Sexes,1,All Races / Ethnicities,97,Chronic Myeloid Leukemia (CML),217,3.147610,2.959903,3.344101,1048,0.097230,,,,
1,Both Sexes,1,All Races / Ethnicities,97,Chronic Myeloid Leukemia (CML),218,4.912412,4.600735,5.239648,924,0.161606,,,,
1,Both Sexes,1,All Races / Ethnicities,97,Chronic Myeloid Leukemia (CML),219,5.395432,4.989791,5.825265,654,0.210978,,,,
1,Both Sexes,1,All Races / Ethnicities,100,Acute Monocytic Leukemia (AML-M5),200,0.000000,,,0,,,,,
1,Both Sexes,1,All Races / Ethnicities,100,Acute Monocytic Leukemia (AML-M5),201,0.000000,,,0,,,,,
1,Both Sexes,1,All Races / Ethnicities,100,Acute Monocytic Leukemia (AML-M5),202,0.000000,,,0,,,,,
1,Both Sexes,1,All Races / Ethnicities,100,Acute Monocytic Leukemia (AML-M5),203,,,,,,,,,
1,Both Sexes,1,All Races / Ethnicities,100,Acute Monocytic Leukemia (AML-M5),204,,,,,,,,,
1,Both Sexes,1,All Races / Ethnicities,100,Acute Monocytic Leukemia (AML-M5),205,0.000000,,,0,,,,,
1,Both Sexes,1,All Races / Ethnicities,100,Acute Monocytic Leukemia (AML-M5),206,,,,,,,,,
1,Both Sexes,1,All Races / Ethnicities,100,Acute Monocytic Leukemia (AML-M5),207,,,,,,,,,
1,Both Sexes,1,All Races / Ethnicities,100,Acute Monocytic Leukemia (AML-M5),208,,,,,,,,,
1,Both Sexes,1,All Races / Ethnicities,100,Acute Monocytic Leukemia (AML-M5),209,,,,,,,,,
1,Both Sexes,1,All Races / Ethnicities,100,Acute Monocytic Leukemia (AML-M5),210,,,,,,,,,
1,Both Sexes,1,All Races / Ethnicities,100,Acute Monocytic Leukemia (AML-M5),211,,,,,,,,,
1,Both Sexes,1,All Races / Ethnicities,100,Acute Monocytic Leukemia (AML-M5),212,0.019869,0.012299,0.030371,21,0.004335,,,,
1,Both Sexes,1,All Races / Ethnicities,100,Acute Monocytic Leukemia (AML-M5),213,0.022619,0.014492,0.033656,24,0.004617,,,,
1,Both Sexes,1,All Races / Ethnicities,100,Acute Monocytic Leukemia (AML-M5),214,0.037305,0.025984,0.051882,35,0.006305,,,,
1,Both Sexes,1,All Races / Ethnicities,100,Acute Monocytic Leukemia (AML-M5),215,0.066630,0.049610,0.087606,51,0.009330,,,,
1,Both Sexes,1,All Races / Ethnicities,100,Acute Monocytic Leukemia (AML-M5),216,0.096697,0.072218,0.126806,52,0.013409,,,,
1,Both Sexes,1,All Races / Ethnicities,100,Acute Monocytic Leukemia (AML-M5),217,0.222254,0.174517,0.279020,74,0.025836,,,,
1,Both Sexes,1,All Races / Ethnicities,100,Acute Monocytic Leukemia (AML-M5),218,0.175443,0.120767,0.246387,33,0.030540,,,,
1,Both Sexes,1,All Races / Ethnicities,100,Acute Monocytic Leukemia (AML-M5),219,0.197997,0.126860,0.294604,24,0.040416,,,,
1,Both Sexes,1,All Races / Ethnicities,418,Chronic Myelomonocytic Leukemia (CMML),200,0.000000,,,0,,1,Observed SEER Incidence Rate,418,418
1,Both Sexes,1,All Races / Ethnicities,418,Chronic Myelomonocytic Leukemia (CMML),201,0.000000,,,0,,1,Observed SEER Incidence Rate,418,418
1,Both Sexes,1,All Races / Ethnicities,418,Chronic Myelomonocytic Leukemia (CMML),202,0.000000,,,0,,1,Observed SEER Incidence Rate,418,418
1,Both Sexes,1,All Races / Ethnicities,418,Chronic Myelomonocytic Leukemia (CMML),203,,,,,,1,Observed SEER Incidence Rate,418,418
1,Both Sexes,1,All Races / Ethnicities,418,Chronic Myelomonocytic Leukemia (CMML),204,0.000000,,,0,,1,Observed SEER Incidence Rate,418,418
1,Both Sexes,1,All Races / Ethnicities,418,Chronic Myelomonocytic Leukemia (CMML),205,,,,,,1,Observed SEER Incidence Rate,418,418
1,Both Sexes,1,All Races / Ethnicities,418,Chronic Myelomonocytic Leukemia (CMML),206,,,,,,1,Observed SEER Incidence Rate,418,418
1,Both Sexes,1,All Races / Ethnicities,418,Chronic Myelomonocytic Leukemia (CMML),207,,,,,,1,Observed SEER Incidence Rate,418,418
1,Both Sexes,1,All Races / Ethnicities,418,Chronic Myelomonocytic Leukemia (CMML),208,,,,,,1,Observed SEER Incidence Rate,418,418
1,Both Sexes,1,All Races / Ethnicities,418,Chronic Myelomonocytic Leukemia (CMML),209,0.040408,0.024682,0.062407,20,0.009035,1,Observed SEER Incidence Rate,418,418
1,Both Sexes,1,All Races / Ethnicities,418,Chronic Myelomonocytic Leukemia (CMML),210,0.085547,0.061116,0.116491,40,0.013526,1,Observed SEER Incidence Rate,418,418
1,Both Sexes,1,All Races / Ethnicities,418,Chronic Myelomonocytic Leukemia (CMML),211,0.144997,0.112816,0.183503,69,0.017455,1,Observed SEER Incidence Rate,418,418
1,Both Sexes,1,All Races / Ethnicities,418,Chronic Myelomonocytic Leukemia (CMML),212,0.366821,0.314628,0.425199,176,0.027650,1,Observed SEER Incidence Rate,418,418
1,Both Sexes,1,All Races / Ethnicities,418,Chronic Myelomonocytic Leukemia (CMML),213,0.772266,0.694011,0.856929,355,0.040987,1,Observed SEER Incidence Rate,418,418
1,Both Sexes,1,All Races / Ethnicities,418,Chronic Myelomonocytic Leukemia (CMML),214,1.587652,1.465221,1.717583,621,0.063710,1,Observed SEER Incidence Rate,418,418
1,Both Sexes,1,All Races / Ethnicities,418,Chronic Myelomonocytic Leukemia (CMML),215,2.889409,2.703900,3.084295,902,0.096206,1,Observed SEER Incidence Rate,418,418
1,Both Sexes,1,All Races / Ethnicities,418,Chronic Myelomonocytic Leukemia (CMML),216,5.100551,4.801804,5.413017,1087,0.154704,1,Observed SEER Incidence Rate,418,418
1,Both Sexes,1,All Races / Ethnicities,418,Chronic Myelomonocytic Leukemia (CMML),217,7.253537,6.804419,7.724511,971,0.232777,1,Observed SEER Incidence Rate,418,418
1,Both Sexes,1,All Races / Ethnicities,418,Chronic Myelomonocytic Leukemia (CMML),218,8.169021,7.548306,8.827170,640,0.322908,1,Observed SEER Incidence Rate,418,418
1,Both Sexes,1,All Races / Ethnicities,418,Chronic Myelomonocytic Leukemia (CMML),219,5.445753,4.829698,6.118613,283,0.323716,1,Observed SEER Incidence Rate,418,418
1,Both Sexes,1,All Races / Ethnicities,35,Liver and Intrahepatic Bile Duct,200,0.109737,0.067030,0.169480,20,0.024538,,,,
1,Both Sexes,1,All Races / Ethnicities,35,Liver and Intrahepatic Bile Duct,201,0.085679,0.066125,0.109205,65,0.010627,,,,
1,Both Sexes,1,All Races / Ethnicities,35,Liver and Intrahepatic Bile Duct,202,0.041400,0.029837,0.055961,42,0.006388,,,,
1,Both Sexes,1,All Races / Ethnicities,35,Liver and Intrahepatic Bile Duct,203,0.031071,0.021388,0.043636,33,0.005408,,,,
1,Both Sexes,1,All Races / Ethnicities,35,Liver and Intrahepatic Bile Duct,204,0.051080,0.038585,0.066331,56,0.006825,,,,
1,Both Sexes,1,All Races / Ethnicities,35,Liver and Intrahepatic Bile Duct,205,0.093370,0.076132,0.113345,102,0.009245,,,,
