"geoid","intent","period","count","rate","type","data_as_of","ttm_date_range"
"USA","Drug_OD","2025-03-01T00:00:00.000","6179","21.70000000000000","month","2026-05-14T00:00:00.000",
"USA","Drug_OD","2025-04-01T00:00:00.000","5635","20.50000000000000","month","2026-05-14T00:00:00.000",
"USA","Drug_OD","2025-05-01T00:00:00.000","5585","19.60000000000000","month","2026-05-14T00:00:00.000",
"USA","Drug_OD","2025-06-01T00:00:00.000","5498","20.00000000000000","month","2026-05-14T00:00:00.000",
"USA","Drug_OD","2025-07-01T00:00:00.000","5463","19.20000000000000","month","2026-05-14T00:00:00.000",
"USA","Drug_OD","2025-08-01T00:00:00.000","5079","17.90000000000000","month","2026-05-14T00:00:00.000",
"USA","Drug_OD","2025-09-01T00:00:00.000","4499","16.30000000000000","month","2026-05-14T00:00:00.000",
"USA","Drug_OD","2025-09-01T00:00:00.000","65121","19.40000000000000","TTM","2026-05-14T00:00:00.000","November, 2024 to October, 2025"
"USA","Drug_OD","2019-01-01T00:00:00.000","65712","20","year","2026-05-14T00:00:00.000",
"USA","Drug_OD","2020-01-01T00:00:00.000","87302","26.3","year","2026-05-14T00:00:00.000",
"USA","Drug_OD","2021-01-01T00:00:00.000","102110","30.8","year","2026-05-14T00:00:00.000",
"USA","Drug_OD","2022-01-01T00:00:00.000","102840","30.9","year","2026-05-14T00:00:00.000",
"USA","Drug_OD","2023-01-01T00:00:00.000","100134","29.9","year","2026-05-14T00:00:00.000",
"USA","Drug_OD","2024-01-01T00:00:00.000","74831","22.3","year","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2019-01-01T00:00:00.000","3239","11.6","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2019-02-01T00:00:00.000","2918","11.6","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2019-03-01T00:00:00.000","3320","11.9","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2019-04-01T00:00:00.000","3246","12","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2019-05-01T00:00:00.000","3301","11.8","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2019-06-01T00:00:00.000","3426","12.7","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2019-07-01T00:00:00.000","3561","12.8","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2019-08-01T00:00:00.000","3478","12.5","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2019-09-01T00:00:00.000","3378","12.5","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2019-10-01T00:00:00.000","3300","11.8","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2019-11-01T00:00:00.000","3226","12","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2019-12-01T00:00:00.000","3314","11.9","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2020-01-01T00:00:00.000","3494","12.4","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2020-02-01T00:00:00.000","3151","12","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2020-03-01T00:00:00.000","3475","12.4","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2020-04-01T00:00:00.000","3245","11.9","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2020-05-01T00:00:00.000","3700","13.2","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2020-06-01T00:00:00.000","4001","14.7","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2020-07-01T00:00:00.000","4276","15.2","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2020-08-01T00:00:00.000","4157","14.8","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2020-09-01T00:00:00.000","3914","14.4","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2020-10-01T00:00:00.000","4003","14.3","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2020-11-01T00:00:00.000","3919","14.4","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2020-12-01T00:00:00.000","3887","13.8","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2021-01-01T00:00:00.000","3982","14.1","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2021-02-01T00:00:00.000","3545","13.9","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2021-03-01T00:00:00.000","3792","13.4","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2021-04-01T00:00:00.000","3813","14","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2021-05-01T00:00:00.000","4220","15","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2021-06-01T00:00:00.000","4266","15.6","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2021-07-01T00:00:00.000","4338","15.4","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2021-08-01T00:00:00.000","4351","15.4","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2021-09-01T00:00:00.000","4253","15.6","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2021-10-01T00:00:00.000","4358","15.5","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2021-11-01T00:00:00.000","3926","14.4","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2021-12-01T00:00:00.000","3986","14.1","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2022-01-01T00:00:00.000","4072","14.4","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2022-02-01T00:00:00.000","3640","14.2","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2022-03-01T00:00:00.000","3888","13.7","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2022-04-01T00:00:00.000","3973","14.5","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2022-05-01T00:00:00.000","4269","15.1","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2022-06-01T00:00:00.000","4260","15.6","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2022-07-01T00:00:00.000","4341","15.3","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2022-08-01T00:00:00.000","4194","14.8","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2022-09-01T00:00:00.000","3945","14.4","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2022-10-01T00:00:00.000","4019","14.2","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2022-11-01T00:00:00.000","3763","13.7","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2022-12-01T00:00:00.000","3840","13.6","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2023-01-01T00:00:00.000","4097","14.4","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2023-02-01T00:00:00.000","3564","13.9","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2023-03-01T00:00:00.000","3836","13.5","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2023-04-01T00:00:00.000","3831","13.9","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2023-05-01T00:00:00.000","4118","14.5","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2023-06-01T00:00:00.000","3944","14.3","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2023-07-01T00:00:00.000","4207","14.8","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2023-08-01T00:00:00.000","4081","14.3","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2023-09-01T00:00:00.000","3860","14","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2023-10-01T00:00:00.000","3864","13.6","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2023-11-01T00:00:00.000","3644","13.2","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2023-12-01T00:00:00.000","3682","12.9","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2024-01-01T00:00:00.000","3784","13.3","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2024-02-01T00:00:00.000","3424","12.9","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2024-03-01T00:00:00.000","3677","13","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2024-04-01T00:00:00.000","3740","13.6","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2024-05-01T00:00:00.000","3975","14","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2024-06-01T00:00:00.000","3847","14","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2024-07-01T00:00:00.000","3943","13.9","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2024-08-01T00:00:00.000","3857","13.6","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2024-09-01T00:00:00.000","3577","13","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2024-10-01T00:00:00.000","3672","12.9","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2024-11-01T00:00:00.000","3497","12.7","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2024-12-01T00:00:00.000","3454","12.2","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2025-01-01T00:00:00.000","3596","12.6","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2025-02-01T00:00:00.000","3262","12.7","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2025-03-01T00:00:00.000","3566","12.5","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2025-04-01T00:00:00.000","3541","12.90000000000000","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2025-05-01T00:00:00.000","3678","12.9","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2025-06-01T00:00:00.000","3708","13.50000000000000","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2025-07-01T00:00:00.000","3812","13.4","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2025-08-01T00:00:00.000","3698","13","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2025-09-01T00:00:00.000","3386","12.3","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2025-10-01T00:00:00.000","3263","11.50000000000000","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2025-11-01T00:00:00.000","3392","12.30000000000000","month","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2025-11-01T00:00:00.000","42261","12.6","TTM","2026-05-14T00:00:00.000","January, 2025 to December, 2025"
"USA","FA_Deaths","2019-01-01T00:00:00.000","39707","12.1","year","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2020-01-01T00:00:00.000","45222","13.6","year","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2021-01-01T00:00:00.000","48830","14.7","year","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2022-01-01T00:00:00.000","48204","14.5","year","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2023-01-01T00:00:00.000","46728","14","year","2026-05-14T00:00:00.000",
"USA","FA_Deaths","2024-01-01T00:00:00.000","44447","13.3","year","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2019-01-01T00:00:00.000","1155","4.1","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2019-02-01T00:00:00.000","1002","4","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2019-03-01T00:00:00.000","1064","3.8","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2019-04-01T00:00:00.000","1077","4","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2019-05-01T00:00:00.000","1224","4.4","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2019-06-01T00:00:00.000","1270","4.7","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2019-07-01T00:00:00.000","1342","4.8","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2019-08-01T00:00:00.000","1275","4.6","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2019-09-01T00:00:00.000","1248","4.6","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2019-10-01T00:00:00.000","1220","4.4","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2019-11-01T00:00:00.000","1228","4.6","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2019-12-01T00:00:00.000","1309","4.7","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2020-01-01T00:00:00.000","1269","4.5","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2020-02-01T00:00:00.000","1092","4.2","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2020-03-01T00:00:00.000","1258","4.5","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2020-04-01T00:00:00.000","1331","4.9","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2020-05-01T00:00:00.000","1591","5.7","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2020-06-01T00:00:00.000","1770","6.5","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2020-07-01T00:00:00.000","1932","6.9","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2020-08-01T00:00:00.000","1882","6.7","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2020-09-01T00:00:00.000","1746","6.4","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2020-10-01T00:00:00.000","1878","6.7","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2020-11-01T00:00:00.000","1832","6.7","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2020-12-01T00:00:00.000","1803","6.4","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2021-01-01T00:00:00.000","1703","6","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2021-02-01T00:00:00.000","1434","5.6","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2021-03-01T00:00:00.000","1529","5.4","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2021-04-01T00:00:00.000","1643","6","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2021-05-01T00:00:00.000","1902","6.7","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2021-06-01T00:00:00.000","1870","6.9","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2021-07-01T00:00:00.000","1973","7","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2021-08-01T00:00:00.000","1844","6.5","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2021-09-01T00:00:00.000","1827","6.7","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2021-10-01T00:00:00.000","1913","6.8","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2021-11-01T00:00:00.000","1609","5.9","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2021-12-01T00:00:00.000","1711","6.1","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2022-01-01T00:00:00.000","1625","5.7","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2022-02-01T00:00:00.000","1411","5.5","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2022-03-01T00:00:00.000","1528","5.4","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2022-04-01T00:00:00.000","1638","6","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2022-05-01T00:00:00.000","1802","6.4","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2022-06-01T00:00:00.000","1769","6.5","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2022-07-01T00:00:00.000","1880","6.6","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2022-08-01T00:00:00.000","1751","6.2","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2022-09-01T00:00:00.000","1609","5.9","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2022-10-01T00:00:00.000","1646","5.8","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2022-11-01T00:00:00.000","1483","5.4","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2022-12-01T00:00:00.000","1509","5.3","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2023-01-01T00:00:00.000","1580","5.6","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2023-02-01T00:00:00.000","1302","5.1","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2023-03-01T00:00:00.000","1426","5","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2023-04-01T00:00:00.000","1487","5.4","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2023-05-01T00:00:00.000","1670","5.9","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2023-06-01T00:00:00.000","1599","5.8","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2023-07-01T00:00:00.000","1713","6","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2023-08-01T00:00:00.000","1540","5.4","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2023-09-01T00:00:00.000","1401","5.1","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2023-10-01T00:00:00.000","1446","5.1","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2023-11-01T00:00:00.000","1370","5","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2023-12-01T00:00:00.000","1393","4.9","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2024-01-01T00:00:00.000","1318","4.6","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2024-02-01T00:00:00.000","1152","4.3","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2024-03-01T00:00:00.000","1269","4.5","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2024-04-01T00:00:00.000","1263","4.6","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2024-05-01T00:00:00.000","1398","4.9","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2024-06-01T00:00:00.000","1424","5.2","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2024-07-01T00:00:00.000","1417","5","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2024-08-01T00:00:00.000","1272","4.5","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2024-09-01T00:00:00.000","1264","4.6","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2024-10-01T00:00:00.000","1280","4.5","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2024-11-01T00:00:00.000","1148","4.2","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2024-12-01T00:00:00.000","1159","4.1","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2025-01-01T00:00:00.000","1121","3.9","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2025-02-01T00:00:00.000","1001","3.9","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2025-03-01T00:00:00.000","1029","3.6","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2025-04-01T00:00:00.000","1085","3.9","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2025-05-01T00:00:00.000","1176","4.1","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2025-06-01T00:00:00.000","1175","4.3","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2025-07-01T00:00:00.000","1194","4.2","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2025-08-01T00:00:00.000","1088","3.8","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2025-09-01T00:00:00.000","995","3.6","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2025-10-01T00:00:00.000","975","3.4","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2025-11-01T00:00:00.000","1006","3.700000000000000","month","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2025-11-01T00:00:00.000","12987","3.9","TTM","2026-05-14T00:00:00.000","January, 2025 to December, 2025"
"USA","FA_Homicide","2019-01-01T00:00:00.000","14414","4.4","year","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2020-01-01T00:00:00.000","19384","5.8","year","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2021-01-01T00:00:00.000","20958","6.3","year","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2022-01-01T00:00:00.000","19651","5.9","year","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2023-01-01T00:00:00.000","17927","5.4","year","2026-05-14T00:00:00.000",
"USA","FA_Homicide","2024-01-01T00:00:00.000","15364","4.6","year","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2019-01-01T00:00:00.000","1957","7","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2019-02-01T00:00:00.000","1817","7.2","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2019-03-01T00:00:00.000","2152","7.7","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2019-04-01T00:00:00.000","2068","7.7","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2019-05-01T00:00:00.000","1953","7","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2019-06-01T00:00:00.000","2057","7.6","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2019-07-01T00:00:00.000","2119","7.6","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2019-08-01T00:00:00.000","2077","7.5","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2019-09-01T00:00:00.000","2017","7.5","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2019-10-01T00:00:00.000","1978","7.1","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2019-11-01T00:00:00.000","1869","6.9","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2019-12-01T00:00:00.000","1877","6.7","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2020-01-01T00:00:00.000","2119","7.5","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2020-02-01T00:00:00.000","1947","7.4","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2020-03-01T00:00:00.000","2085","7.4","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2020-04-01T00:00:00.000","1799","6.6","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2020-05-01T00:00:00.000","1967","7","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2020-06-01T00:00:00.000","2119","7.8","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2020-07-01T00:00:00.000","2205","7.9","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2020-08-01T00:00:00.000","2140","7.6","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2020-09-01T00:00:00.000","2056","7.6","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2020-10-01T00:00:00.000","1976","7","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2020-11-01T00:00:00.000","1944","7.2","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2020-12-01T00:00:00.000","1935","6.9","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2021-01-01T00:00:00.000","2148","7.6","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2021-02-01T00:00:00.000","1976","7.8","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2021-03-01T00:00:00.000","2149","7.6","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2021-04-01T00:00:00.000","2067","7.6","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2021-05-01T00:00:00.000","2184","7.7","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2021-06-01T00:00:00.000","2249","8.199999999999999","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2021-07-01T00:00:00.000","2239","7.9","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2021-08-01T00:00:00.000","2378","8.4","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2021-09-01T00:00:00.000","2300","8.4","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2021-10-01T00:00:00.000","2302","8.199999999999999","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2021-11-01T00:00:00.000","2198","8.1","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2021-12-01T00:00:00.000","2138","7.6","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2022-01-01T00:00:00.000","2318","8.199999999999999","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2022-02-01T00:00:00.000","2105","8.199999999999999","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2022-03-01T00:00:00.000","2241","7.9","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2022-04-01T00:00:00.000","2215","8.1","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2022-05-01T00:00:00.000","2347","8.300000000000001","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2022-06-01T00:00:00.000","2360","8.6","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2022-07-01T00:00:00.000","2325","8.199999999999999","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2022-08-01T00:00:00.000","2316","8.199999999999999","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2022-09-01T00:00:00.000","2213","8.1","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2022-10-01T00:00:00.000","2247","7.9","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2022-11-01T00:00:00.000","2154","7.9","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2022-12-01T00:00:00.000","2191","7.7","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2023-01-01T00:00:00.000","2397","8.4","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2023-02-01T00:00:00.000","2149","8.4","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2023-03-01T00:00:00.000","2288","8","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2023-04-01T00:00:00.000","2215","8","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2023-05-01T00:00:00.000","2325","8.199999999999999","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2023-06-01T00:00:00.000","2221","8.1","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2023-07-01T00:00:00.000","2378","8.4","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2023-08-01T00:00:00.000","2408","8.5","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2023-09-01T00:00:00.000","2319","8.4","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2023-10-01T00:00:00.000","2289","8","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2023-11-01T00:00:00.000","2156","7.8","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2023-12-01T00:00:00.000","2155","7.6","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2024-01-01T00:00:00.000","2338","8.199999999999999","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2024-02-01T00:00:00.000","2157","8.1","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2024-03-01T00:00:00.000","2291","8.1","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2024-04-01T00:00:00.000","2354","8.6","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2024-05-01T00:00:00.000","2444","8.6","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2024-06-01T00:00:00.000","2296","8.4","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2024-07-01T00:00:00.000","2394","8.4","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2024-08-01T00:00:00.000","2448","8.6","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2024-09-01T00:00:00.000","2210","8.1","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2024-10-01T00:00:00.000","2264","8","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2024-11-01T00:00:00.000","2231","8.1","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2024-12-01T00:00:00.000","2166","7.6","month","2026-05-14T00:00:00.000",
"USA","FA_Suicide","2025-01-01T00:00:00.000","2352","8.300000000000001","month","2026-05-14T00:00:00.000",
