"week_end","condition","percent_visits","age_group"
"2026-04-18T00:00:00.000","Bronchiolitis","0.3","Overall"
"2026-04-25T00:00:00.000","Bronchiolitis","5.7","Infants 0-1"
"2026-04-25T00:00:00.000","Bronchiolitis","1.6","Kids 2-4"
"2026-04-25T00:00:00.000","Bronchiolitis","0.1","Kids 5-17"
"2026-04-25T00:00:00.000","Bronchiolitis","0.0","Adults 18-49"
"2026-04-25T00:00:00.000","Bronchiolitis","0.1","Adults 50-64"
"2026-04-25T00:00:00.000","Bronchiolitis","0.1","Seniors 65+"
"2026-04-25T00:00:00.000","Bronchiolitis","0.3","Overall"
"2026-05-02T00:00:00.000","Bronchiolitis","5.2","Infants 0-1"
"2026-05-02T00:00:00.000","Bronchiolitis","1.5","Kids 2-4"
"2026-05-02T00:00:00.000","Bronchiolitis","0.1","Kids 5-17"
"2026-05-02T00:00:00.000","Bronchiolitis","0.0","Adults 18-49"
"2026-05-02T00:00:00.000","Bronchiolitis","0.0","Adults 50-64"
"2026-05-02T00:00:00.000","Bronchiolitis","0.1","Seniors 65+"
"2026-05-02T00:00:00.000","Bronchiolitis","0.3","Overall"
"2026-05-09T00:00:00.000","Bronchiolitis","5.1","Infants 0-1"
"2026-05-09T00:00:00.000","Bronchiolitis","1.4","Kids 2-4"
"2026-05-09T00:00:00.000","Bronchiolitis","0.1","Kids 5-17"
"2026-05-09T00:00:00.000","Bronchiolitis","0.0","Adults 18-49"
"2026-05-09T00:00:00.000","Bronchiolitis","0.0","Adults 50-64"
"2026-05-09T00:00:00.000","Bronchiolitis","0.1","Seniors 65+"
"2026-05-09T00:00:00.000","Bronchiolitis","0.3","Overall"
"2026-05-16T00:00:00.000","Bronchiolitis","4.7","Infants 0-1"
"2026-05-16T00:00:00.000","Bronchiolitis","1.3","Kids 2-4"
"2026-05-16T00:00:00.000","Bronchiolitis","0.1","Kids 5-17"
"2026-05-16T00:00:00.000","Bronchiolitis","0.0","Adults 18-49"
"2026-05-16T00:00:00.000","Bronchiolitis","0.0","Adults 50-64"
"2026-05-16T00:00:00.000","Bronchiolitis","0.1","Seniors 65+"
"2026-05-16T00:00:00.000","Bronchiolitis","0.2","Overall"
"2026-05-23T00:00:00.000","Bronchiolitis","4.5","Infants 0-1"
"2026-05-23T00:00:00.000","Bronchiolitis","1.1","Kids 2-4"
"2026-05-23T00:00:00.000","Bronchiolitis","0.1","Kids 5-17"
"2026-05-23T00:00:00.000","Bronchiolitis","0.0","Adults 18-49"
"2026-05-23T00:00:00.000","Bronchiolitis","0.0","Adults 50-64"
"2026-05-23T00:00:00.000","Bronchiolitis","0.1","Seniors 65+"
"2026-05-23T00:00:00.000","Bronchiolitis","0.2","Overall"
"2026-05-30T00:00:00.000","Bronchiolitis","3.9","Infants 0-1"
"2026-05-30T00:00:00.000","Bronchiolitis","1.0","Kids 2-4"
"2026-05-30T00:00:00.000","Bronchiolitis","0.1","Kids 5-17"
"2026-05-30T00:00:00.000","Bronchiolitis","0.0","Adults 18-49"
"2026-05-30T00:00:00.000","Bronchiolitis","0.0","Adults 50-64"
"2026-05-30T00:00:00.000","Bronchiolitis","0.0","Seniors 65+"
"2026-05-30T00:00:00.000","Bronchiolitis","0.2","Overall"
"2023-10-07T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2023-10-07T00:00:00.000","Bronchitis","0.7","Kids 2-4"
"2023-10-07T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2023-10-07T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2023-10-07T00:00:00.000","Bronchitis","0.9","Adults 50-64"
"2023-10-07T00:00:00.000","Bronchitis","0.7","Seniors 65+"
"2023-10-07T00:00:00.000","Bronchitis","0.7","Overall"
"2023-10-14T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2023-10-14T00:00:00.000","Bronchitis","0.8","Kids 2-4"
"2023-10-14T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2023-10-14T00:00:00.000","Bronchitis","0.8","Adults 18-49"
"2023-10-14T00:00:00.000","Bronchitis","0.9","Adults 50-64"
"2023-10-14T00:00:00.000","Bronchitis","0.7","Seniors 65+"
"2023-10-14T00:00:00.000","Bronchitis","0.8","Overall"
"2023-10-21T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2023-10-21T00:00:00.000","Bronchitis","0.8","Kids 2-4"
"2023-10-21T00:00:00.000","Bronchitis","0.6","Kids 5-17"
"2023-10-21T00:00:00.000","Bronchitis","0.8","Adults 18-49"
"2023-10-21T00:00:00.000","Bronchitis","1.0","Adults 50-64"
"2023-10-21T00:00:00.000","Bronchitis","0.8","Seniors 65+"
"2023-10-21T00:00:00.000","Bronchitis","0.8","Overall"
"2023-10-28T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2023-10-28T00:00:00.000","Bronchitis","0.8","Kids 2-4"
"2023-10-28T00:00:00.000","Bronchitis","0.6","Kids 5-17"
"2023-10-28T00:00:00.000","Bronchitis","0.9","Adults 18-49"
"2023-10-28T00:00:00.000","Bronchitis","1.0","Adults 50-64"
"2023-10-28T00:00:00.000","Bronchitis","0.8","Seniors 65+"
"2023-10-28T00:00:00.000","Bronchitis","0.8","Overall"
"2023-11-04T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2023-11-04T00:00:00.000","Bronchitis","0.9","Kids 2-4"
"2023-11-04T00:00:00.000","Bronchitis","0.7","Kids 5-17"
"2023-11-04T00:00:00.000","Bronchitis","0.9","Adults 18-49"
"2023-11-04T00:00:00.000","Bronchitis","1.0","Adults 50-64"
"2023-11-04T00:00:00.000","Bronchitis","0.8","Seniors 65+"
"2023-11-04T00:00:00.000","Bronchitis","0.9","Overall"
"2023-11-11T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2023-11-11T00:00:00.000","Bronchitis","0.9","Kids 2-4"
"2023-11-11T00:00:00.000","Bronchitis","0.7","Kids 5-17"
"2023-11-11T00:00:00.000","Bronchitis","1.0","Adults 18-49"
"2023-11-11T00:00:00.000","Bronchitis","1.1","Adults 50-64"
"2023-11-11T00:00:00.000","Bronchitis","0.8","Seniors 65+"
"2023-11-11T00:00:00.000","Bronchitis","0.9","Overall"
"2023-11-18T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2023-11-18T00:00:00.000","Bronchitis","0.8","Kids 2-4"
"2023-11-18T00:00:00.000","Bronchitis","0.7","Kids 5-17"
"2023-11-18T00:00:00.000","Bronchitis","1.0","Adults 18-49"
"2023-11-18T00:00:00.000","Bronchitis","1.2","Adults 50-64"
"2023-11-18T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2023-11-18T00:00:00.000","Bronchitis","1.0","Overall"
"2023-11-25T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2023-11-25T00:00:00.000","Bronchitis","0.8","Kids 2-4"
"2023-11-25T00:00:00.000","Bronchitis","0.8","Kids 5-17"
"2023-11-25T00:00:00.000","Bronchitis","1.1","Adults 18-49"
"2023-11-25T00:00:00.000","Bronchitis","1.3","Adults 50-64"
"2023-11-25T00:00:00.000","Bronchitis","1.1","Seniors 65+"
"2023-11-25T00:00:00.000","Bronchitis","1.1","Overall"
"2023-12-02T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2023-12-02T00:00:00.000","Bronchitis","0.7","Kids 2-4"
"2023-12-02T00:00:00.000","Bronchitis","0.7","Kids 5-17"
"2023-12-02T00:00:00.000","Bronchitis","1.2","Adults 18-49"
"2023-12-02T00:00:00.000","Bronchitis","1.4","Adults 50-64"
"2023-12-02T00:00:00.000","Bronchitis","1.2","Seniors 65+"
"2023-12-02T00:00:00.000","Bronchitis","1.1","Overall"
"2023-12-09T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2023-12-09T00:00:00.000","Bronchitis","0.7","Kids 2-4"
"2023-12-09T00:00:00.000","Bronchitis","0.7","Kids 5-17"
"2023-12-09T00:00:00.000","Bronchitis","1.1","Adults 18-49"
"2023-12-09T00:00:00.000","Bronchitis","1.4","Adults 50-64"
"2023-12-09T00:00:00.000","Bronchitis","1.1","Seniors 65+"
"2023-12-09T00:00:00.000","Bronchitis","1.1","Overall"
"2023-12-16T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2023-12-16T00:00:00.000","Bronchitis","0.7","Kids 2-4"
"2023-12-16T00:00:00.000","Bronchitis","0.7","Kids 5-17"
"2023-12-16T00:00:00.000","Bronchitis","1.1","Adults 18-49"
"2023-12-16T00:00:00.000","Bronchitis","1.3","Adults 50-64"
"2023-12-16T00:00:00.000","Bronchitis","1.1","Seniors 65+"
"2023-12-16T00:00:00.000","Bronchitis","1.0","Overall"
"2023-12-23T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2023-12-23T00:00:00.000","Bronchitis","0.7","Kids 2-4"
"2023-12-23T00:00:00.000","Bronchitis","0.7","Kids 5-17"
"2023-12-23T00:00:00.000","Bronchitis","1.1","Adults 18-49"
"2023-12-23T00:00:00.000","Bronchitis","1.5","Adults 50-64"
"2023-12-23T00:00:00.000","Bronchitis","1.2","Seniors 65+"
"2023-12-23T00:00:00.000","Bronchitis","1.1","Overall"
"2023-12-30T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2023-12-30T00:00:00.000","Bronchitis","0.7","Kids 2-4"
"2023-12-30T00:00:00.000","Bronchitis","0.7","Kids 5-17"
"2023-12-30T00:00:00.000","Bronchitis","1.2","Adults 18-49"
"2023-12-30T00:00:00.000","Bronchitis","1.7","Adults 50-64"
"2023-12-30T00:00:00.000","Bronchitis","1.5","Seniors 65+"
"2023-12-30T00:00:00.000","Bronchitis","1.3","Overall"
"2024-01-06T00:00:00.000","Bronchitis","0.6","Infants 0-1"
"2024-01-06T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2024-01-06T00:00:00.000","Bronchitis","0.6","Kids 5-17"
"2024-01-06T00:00:00.000","Bronchitis","1.3","Adults 18-49"
"2024-01-06T00:00:00.000","Bronchitis","1.7","Adults 50-64"
"2024-01-06T00:00:00.000","Bronchitis","1.5","Seniors 65+"
"2024-01-06T00:00:00.000","Bronchitis","1.3","Overall"
"2024-01-13T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-01-13T00:00:00.000","Bronchitis","0.5","Kids 2-4"
"2024-01-13T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-01-13T00:00:00.000","Bronchitis","1.1","Adults 18-49"
"2024-01-13T00:00:00.000","Bronchitis","1.5","Adults 50-64"
"2024-01-13T00:00:00.000","Bronchitis","1.2","Seniors 65+"
"2024-01-13T00:00:00.000","Bronchitis","1.1","Overall"
"2024-01-20T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-01-20T00:00:00.000","Bronchitis","0.5","Kids 2-4"
"2024-01-20T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-01-20T00:00:00.000","Bronchitis","0.9","Adults 18-49"
"2024-01-20T00:00:00.000","Bronchitis","1.2","Adults 50-64"
"2024-01-20T00:00:00.000","Bronchitis","1.0","Seniors 65+"
"2024-01-20T00:00:00.000","Bronchitis","0.9","Overall"
"2024-01-27T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-01-27T00:00:00.000","Bronchitis","0.5","Kids 2-4"
"2024-01-27T00:00:00.000","Bronchitis","0.4","Kids 5-17"
"2024-01-27T00:00:00.000","Bronchitis","0.9","Adults 18-49"
"2024-01-27T00:00:00.000","Bronchitis","1.1","Adults 50-64"
"2024-01-27T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2024-01-27T00:00:00.000","Bronchitis","0.8","Overall"
"2024-02-03T00:00:00.000","Bronchitis","0.4","Infants 0-1"
"2024-02-03T00:00:00.000","Bronchitis","0.5","Kids 2-4"
"2024-02-03T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-02-03T00:00:00.000","Bronchitis","0.8","Adults 18-49"
"2024-02-03T00:00:00.000","Bronchitis","1.1","Adults 50-64"
"2024-02-03T00:00:00.000","Bronchitis","0.8","Seniors 65+"
"2024-02-03T00:00:00.000","Bronchitis","0.8","Overall"
"2024-02-10T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-02-10T00:00:00.000","Bronchitis","0.5","Kids 2-4"
"2024-02-10T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-02-10T00:00:00.000","Bronchitis","0.8","Adults 18-49"
"2024-02-10T00:00:00.000","Bronchitis","1.1","Adults 50-64"
"2024-02-10T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2024-02-10T00:00:00.000","Bronchitis","0.8","Overall"
"2024-02-17T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-02-17T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2024-02-17T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-02-17T00:00:00.000","Bronchitis","0.8","Adults 18-49"
"2024-02-17T00:00:00.000","Bronchitis","1.1","Adults 50-64"
"2024-02-17T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2024-02-17T00:00:00.000","Bronchitis","0.8","Overall"
"2024-02-24T00:00:00.000","Bronchitis","0.4","Infants 0-1"
"2024-02-24T00:00:00.000","Bronchitis","0.5","Kids 2-4"
"2024-02-24T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-02-24T00:00:00.000","Bronchitis","0.8","Adults 18-49"
"2024-02-24T00:00:00.000","Bronchitis","1.1","Adults 50-64"
"2024-02-24T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2024-02-24T00:00:00.000","Bronchitis","0.8","Overall"
"2024-03-02T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-03-02T00:00:00.000","Bronchitis","0.5","Kids 2-4"
"2024-03-02T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-03-02T00:00:00.000","Bronchitis","0.8","Adults 18-49"
"2024-03-02T00:00:00.000","Bronchitis","1.1","Adults 50-64"
"2024-03-02T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2024-03-02T00:00:00.000","Bronchitis","0.8","Overall"
"2024-03-09T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-03-09T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2024-03-09T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-03-09T00:00:00.000","Bronchitis","0.8","Adults 18-49"
"2024-03-09T00:00:00.000","Bronchitis","1.0","Adults 50-64"
"2024-03-09T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2024-03-09T00:00:00.000","Bronchitis","0.8","Overall"
"2024-03-16T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-03-16T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2024-03-16T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-03-16T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2024-03-16T00:00:00.000","Bronchitis","1.0","Adults 50-64"
"2024-03-16T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2024-03-16T00:00:00.000","Bronchitis","0.8","Overall"
"2024-03-23T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-03-23T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2024-03-23T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-03-23T00:00:00.000","Bronchitis","0.8","Adults 18-49"
"2024-03-23T00:00:00.000","Bronchitis","1.0","Adults 50-64"
"2024-03-23T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2024-03-23T00:00:00.000","Bronchitis","0.8","Overall"
"2024-03-30T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-03-30T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2024-03-30T00:00:00.000","Bronchitis","0.6","Kids 5-17"
"2024-03-30T00:00:00.000","Bronchitis","0.8","Adults 18-49"
"2024-03-30T00:00:00.000","Bronchitis","1.0","Adults 50-64"
"2024-03-30T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2024-03-30T00:00:00.000","Bronchitis","0.8","Overall"
"2024-04-06T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-04-06T00:00:00.000","Bronchitis","0.5","Kids 2-4"
"2024-04-06T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-04-06T00:00:00.000","Bronchitis","0.8","Adults 18-49"
"2024-04-06T00:00:00.000","Bronchitis","1.0","Adults 50-64"
"2024-04-06T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2024-04-06T00:00:00.000","Bronchitis","0.8","Overall"
"2024-04-13T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-04-13T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2024-04-13T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-04-13T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2024-04-13T00:00:00.000","Bronchitis","1.0","Adults 50-64"
"2024-04-13T00:00:00.000","Bronchitis","1.0","Seniors 65+"
"2024-04-13T00:00:00.000","Bronchitis","0.8","Overall"
"2024-04-20T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-04-20T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2024-04-20T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-04-20T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2024-04-20T00:00:00.000","Bronchitis","0.9","Adults 50-64"
"2024-04-20T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2024-04-20T00:00:00.000","Bronchitis","0.7","Overall"
"2024-04-27T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-04-27T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2024-04-27T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-04-27T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2024-04-27T00:00:00.000","Bronchitis","0.9","Adults 50-64"
"2024-04-27T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2024-04-27T00:00:00.000","Bronchitis","0.7","Overall"
"2024-05-04T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-05-04T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2024-05-04T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-05-04T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2024-05-04T00:00:00.000","Bronchitis","0.9","Adults 50-64"
"2024-05-04T00:00:00.000","Bronchitis","0.8","Seniors 65+"
"2024-05-04T00:00:00.000","Bronchitis","0.7","Overall"
"2024-05-11T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-05-11T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2024-05-11T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-05-11T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2024-05-11T00:00:00.000","Bronchitis","0.9","Adults 50-64"
"2024-05-11T00:00:00.000","Bronchitis","0.8","Seniors 65+"
"2024-05-11T00:00:00.000","Bronchitis","0.7","Overall"
"2024-05-18T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-05-18T00:00:00.000","Bronchitis","0.5","Kids 2-4"
"2024-05-18T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-05-18T00:00:00.000","Bronchitis","0.7","Adults 18-49"
"2024-05-18T00:00:00.000","Bronchitis","0.9","Adults 50-64"
"2024-05-18T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2024-05-18T00:00:00.000","Bronchitis","0.7","Overall"
"2024-05-25T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-05-25T00:00:00.000","Bronchitis","0.5","Kids 2-4"
"2024-05-25T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-05-25T00:00:00.000","Bronchitis","0.6","Adults 18-49"
"2024-05-25T00:00:00.000","Bronchitis","0.8","Adults 50-64"
"2024-05-25T00:00:00.000","Bronchitis","0.8","Seniors 65+"
"2024-05-25T00:00:00.000","Bronchitis","0.7","Overall"
"2024-06-01T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-06-01T00:00:00.000","Bronchitis","0.5","Kids 2-4"
"2024-06-01T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-06-01T00:00:00.000","Bronchitis","0.6","Adults 18-49"
"2024-06-01T00:00:00.000","Bronchitis","0.8","Adults 50-64"
"2024-06-01T00:00:00.000","Bronchitis","0.9","Seniors 65+"
"2024-06-01T00:00:00.000","Bronchitis","0.7","Overall"
"2024-06-08T00:00:00.000","Bronchitis","0.4","Infants 0-1"
"2024-06-08T00:00:00.000","Bronchitis","0.4","Kids 2-4"
"2024-06-08T00:00:00.000","Bronchitis","0.4","Kids 5-17"
"2024-06-08T00:00:00.000","Bronchitis","0.6","Adults 18-49"
"2024-06-08T00:00:00.000","Bronchitis","0.8","Adults 50-64"
"2024-06-08T00:00:00.000","Bronchitis","0.8","Seniors 65+"
"2024-06-08T00:00:00.000","Bronchitis","0.7","Overall"
"2024-06-15T00:00:00.000","Bronchitis","0.4","Infants 0-1"
"2024-06-15T00:00:00.000","Bronchitis","0.4","Kids 2-4"
"2024-06-15T00:00:00.000","Bronchitis","0.4","Kids 5-17"
"2024-06-15T00:00:00.000","Bronchitis","0.5","Adults 18-49"
"2024-06-15T00:00:00.000","Bronchitis","0.8","Adults 50-64"
"2024-06-15T00:00:00.000","Bronchitis","0.7","Seniors 65+"
"2024-06-15T00:00:00.000","Bronchitis","0.6","Overall"
"2024-06-22T00:00:00.000","Bronchitis","0.4","Infants 0-1"
"2024-06-22T00:00:00.000","Bronchitis","0.4","Kids 2-4"
"2024-06-22T00:00:00.000","Bronchitis","0.3","Kids 5-17"
"2024-06-22T00:00:00.000","Bronchitis","0.5","Adults 18-49"
"2024-06-22T00:00:00.000","Bronchitis","0.7","Adults 50-64"
"2024-06-22T00:00:00.000","Bronchitis","0.6","Seniors 65+"
"2024-06-22T00:00:00.000","Bronchitis","0.5","Overall"
"2024-06-29T00:00:00.000","Bronchitis","0.3","Infants 0-1"
"2024-06-29T00:00:00.000","Bronchitis","0.4","Kids 2-4"
"2024-06-29T00:00:00.000","Bronchitis","0.3","Kids 5-17"
"2024-06-29T00:00:00.000","Bronchitis","0.5","Adults 18-49"
"2024-06-29T00:00:00.000","Bronchitis","0.6","Adults 50-64"
"2024-06-29T00:00:00.000","Bronchitis","0.6","Seniors 65+"
"2024-06-29T00:00:00.000","Bronchitis","0.5","Overall"
"2024-07-06T00:00:00.000","Bronchitis","0.3","Infants 0-1"
"2024-07-06T00:00:00.000","Bronchitis","0.4","Kids 2-4"
"2024-07-06T00:00:00.000","Bronchitis","0.3","Kids 5-17"
"2024-07-06T00:00:00.000","Bronchitis","0.4","Adults 18-49"
"2024-07-06T00:00:00.000","Bronchitis","0.6","Adults 50-64"
"2024-07-06T00:00:00.000","Bronchitis","0.6","Seniors 65+"
"2024-07-06T00:00:00.000","Bronchitis","0.5","Overall"
"2024-07-13T00:00:00.000","Bronchitis","0.3","Infants 0-1"
"2024-07-13T00:00:00.000","Bronchitis","0.3","Kids 2-4"
"2024-07-13T00:00:00.000","Bronchitis","0.3","Kids 5-17"
"2024-07-13T00:00:00.000","Bronchitis","0.4","Adults 18-49"
"2024-07-13T00:00:00.000","Bronchitis","0.5","Adults 50-64"
"2024-07-13T00:00:00.000","Bronchitis","0.5","Seniors 65+"
"2024-07-13T00:00:00.000","Bronchitis","0.5","Overall"
"2024-07-20T00:00:00.000","Bronchitis","0.3","Infants 0-1"
"2024-07-20T00:00:00.000","Bronchitis","0.4","Kids 2-4"
"2024-07-20T00:00:00.000","Bronchitis","0.3","Kids 5-17"
"2024-07-20T00:00:00.000","Bronchitis","0.4","Adults 18-49"
"2024-07-20T00:00:00.000","Bronchitis","0.5","Adults 50-64"
"2024-07-20T00:00:00.000","Bronchitis","0.5","Seniors 65+"
"2024-07-20T00:00:00.000","Bronchitis","0.4","Overall"
"2024-07-27T00:00:00.000","Bronchitis","0.3","Infants 0-1"
"2024-07-27T00:00:00.000","Bronchitis","0.3","Kids 2-4"
"2024-07-27T00:00:00.000","Bronchitis","0.3","Kids 5-17"
"2024-07-27T00:00:00.000","Bronchitis","0.4","Adults 18-49"
"2024-07-27T00:00:00.000","Bronchitis","0.5","Adults 50-64"
"2024-07-27T00:00:00.000","Bronchitis","0.5","Seniors 65+"
"2024-07-27T00:00:00.000","Bronchitis","0.4","Overall"
"2024-08-03T00:00:00.000","Bronchitis","0.3","Infants 0-1"
"2024-08-03T00:00:00.000","Bronchitis","0.3","Kids 2-4"
"2024-08-03T00:00:00.000","Bronchitis","0.3","Kids 5-17"
"2024-08-03T00:00:00.000","Bronchitis","0.4","Adults 18-49"
"2024-08-03T00:00:00.000","Bronchitis","0.5","Adults 50-64"
"2024-08-03T00:00:00.000","Bronchitis","0.5","Seniors 65+"
"2024-08-03T00:00:00.000","Bronchitis","0.4","Overall"
"2024-08-10T00:00:00.000","Bronchitis","0.3","Infants 0-1"
"2024-08-10T00:00:00.000","Bronchitis","0.3","Kids 2-4"
"2024-08-10T00:00:00.000","Bronchitis","0.3","Kids 5-17"
"2024-08-10T00:00:00.000","Bronchitis","0.4","Adults 18-49"
"2024-08-10T00:00:00.000","Bronchitis","0.5","Adults 50-64"
"2024-08-10T00:00:00.000","Bronchitis","0.5","Seniors 65+"
"2024-08-10T00:00:00.000","Bronchitis","0.4","Overall"
"2024-08-17T00:00:00.000","Bronchitis","0.3","Infants 0-1"
"2024-08-17T00:00:00.000","Bronchitis","0.4","Kids 2-4"
"2024-08-17T00:00:00.000","Bronchitis","0.4","Kids 5-17"
"2024-08-17T00:00:00.000","Bronchitis","0.4","Adults 18-49"
"2024-08-17T00:00:00.000","Bronchitis","0.5","Adults 50-64"
"2024-08-17T00:00:00.000","Bronchitis","0.5","Seniors 65+"
"2024-08-17T00:00:00.000","Bronchitis","0.5","Overall"
"2024-08-24T00:00:00.000","Bronchitis","0.4","Infants 0-1"
"2024-08-24T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2024-08-24T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-08-24T00:00:00.000","Bronchitis","0.5","Adults 18-49"
"2024-08-24T00:00:00.000","Bronchitis","0.6","Adults 50-64"
"2024-08-24T00:00:00.000","Bronchitis","0.5","Seniors 65+"
"2024-08-24T00:00:00.000","Bronchitis","0.5","Overall"
"2024-08-31T00:00:00.000","Bronchitis","0.4","Infants 0-1"
"2024-08-31T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2024-08-31T00:00:00.000","Bronchitis","0.5","Kids 5-17"
"2024-08-31T00:00:00.000","Bronchitis","0.5","Adults 18-49"
"2024-08-31T00:00:00.000","Bronchitis","0.6","Adults 50-64"
"2024-08-31T00:00:00.000","Bronchitis","0.5","Seniors 65+"
"2024-08-31T00:00:00.000","Bronchitis","0.5","Overall"
"2024-09-07T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-09-07T00:00:00.000","Bronchitis","0.6","Kids 2-4"
"2024-09-07T00:00:00.000","Bronchitis","0.6","Kids 5-17"
"2024-09-07T00:00:00.000","Bronchitis","0.6","Adults 18-49"
"2024-09-07T00:00:00.000","Bronchitis","0.6","Adults 50-64"
"2024-09-07T00:00:00.000","Bronchitis","0.6","Seniors 65+"
"2024-09-07T00:00:00.000","Bronchitis","0.6","Overall"
"2024-09-14T00:00:00.000","Bronchitis","0.5","Infants 0-1"
"2024-09-14T00:00:00.000","Bronchitis","0.7","Kids 2-4"
"2024-09-14T00:00:00.000","Bronchitis","0.6","Kids 5-17"
"2024-09-14T00:00:00.000","Bronchitis","0.6","Adults 18-49"
"2024-09-14T00:00:00.000","Bronchitis","0.7","Adults 50-64"
"2024-09-14T00:00:00.000","Bronchitis","0.6","Seniors 65+"
