"week_end","condition","percent_visits","age_group"
"2024-06-15T00:00:00.000","Sore throat (including strep throat)","1.8","Adults 18-49"
"2024-06-15T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2024-06-15T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-06-15T00:00:00.000","Sore throat (including strep throat)","1.6","Overall"
"2024-06-22T00:00:00.000","Sore throat (including strep throat)","1.1","Infants 0-1"
"2024-06-22T00:00:00.000","Sore throat (including strep throat)","4.1","Kids 2-4"
"2024-06-22T00:00:00.000","Sore throat (including strep throat)","4.9","Kids 5-17"
"2024-06-22T00:00:00.000","Sore throat (including strep throat)","1.7","Adults 18-49"
"2024-06-22T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2024-06-22T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-06-22T00:00:00.000","Sore throat (including strep throat)","1.5","Overall"
"2024-06-29T00:00:00.000","Sore throat (including strep throat)","1.0","Infants 0-1"
"2024-06-29T00:00:00.000","Sore throat (including strep throat)","4.0","Kids 2-4"
"2024-06-29T00:00:00.000","Sore throat (including strep throat)","4.8","Kids 5-17"
"2024-06-29T00:00:00.000","Sore throat (including strep throat)","1.7","Adults 18-49"
"2024-06-29T00:00:00.000","Sore throat (including strep throat)","0.5","Adults 50-64"
"2024-06-29T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-06-29T00:00:00.000","Sore throat (including strep throat)","1.4","Overall"
"2024-07-06T00:00:00.000","Sore throat (including strep throat)","1.0","Infants 0-1"
"2024-07-06T00:00:00.000","Sore throat (including strep throat)","3.7","Kids 2-4"
"2024-07-06T00:00:00.000","Sore throat (including strep throat)","4.7","Kids 5-17"
"2024-07-06T00:00:00.000","Sore throat (including strep throat)","1.6","Adults 18-49"
"2024-07-06T00:00:00.000","Sore throat (including strep throat)","0.5","Adults 50-64"
"2024-07-06T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-07-06T00:00:00.000","Sore throat (including strep throat)","1.4","Overall"
"2024-07-13T00:00:00.000","Sore throat (including strep throat)","0.9","Infants 0-1"
"2024-07-13T00:00:00.000","Sore throat (including strep throat)","3.5","Kids 2-4"
"2024-07-13T00:00:00.000","Sore throat (including strep throat)","4.6","Kids 5-17"
"2024-07-13T00:00:00.000","Sore throat (including strep throat)","1.6","Adults 18-49"
"2024-07-13T00:00:00.000","Sore throat (including strep throat)","0.5","Adults 50-64"
"2024-07-13T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-07-13T00:00:00.000","Sore throat (including strep throat)","1.3","Overall"
"2024-07-20T00:00:00.000","Sore throat (including strep throat)","0.9","Infants 0-1"
"2024-07-20T00:00:00.000","Sore throat (including strep throat)","3.5","Kids 2-4"
"2024-07-20T00:00:00.000","Sore throat (including strep throat)","4.3","Kids 5-17"
"2024-07-20T00:00:00.000","Sore throat (including strep throat)","1.5","Adults 18-49"
"2024-07-20T00:00:00.000","Sore throat (including strep throat)","0.5","Adults 50-64"
"2024-07-20T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-07-20T00:00:00.000","Sore throat (including strep throat)","1.3","Overall"
"2024-07-27T00:00:00.000","Sore throat (including strep throat)","0.9","Infants 0-1"
"2024-07-27T00:00:00.000","Sore throat (including strep throat)","3.4","Kids 2-4"
"2024-07-27T00:00:00.000","Sore throat (including strep throat)","4.3","Kids 5-17"
"2024-07-27T00:00:00.000","Sore throat (including strep throat)","1.5","Adults 18-49"
"2024-07-27T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2024-07-27T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-07-27T00:00:00.000","Sore throat (including strep throat)","1.3","Overall"
"2024-08-03T00:00:00.000","Sore throat (including strep throat)","0.8","Infants 0-1"
"2024-08-03T00:00:00.000","Sore throat (including strep throat)","3.5","Kids 2-4"
"2024-08-03T00:00:00.000","Sore throat (including strep throat)","4.2","Kids 5-17"
"2024-08-03T00:00:00.000","Sore throat (including strep throat)","1.6","Adults 18-49"
"2024-08-03T00:00:00.000","Sore throat (including strep throat)","0.5","Adults 50-64"
"2024-08-03T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-08-03T00:00:00.000","Sore throat (including strep throat)","1.3","Overall"
"2024-08-10T00:00:00.000","Sore throat (including strep throat)","0.9","Infants 0-1"
"2024-08-10T00:00:00.000","Sore throat (including strep throat)","3.4","Kids 2-4"
"2024-08-10T00:00:00.000","Sore throat (including strep throat)","4.2","Kids 5-17"
"2024-08-10T00:00:00.000","Sore throat (including strep throat)","1.5","Adults 18-49"
"2024-08-10T00:00:00.000","Sore throat (including strep throat)","0.5","Adults 50-64"
"2024-08-10T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-08-10T00:00:00.000","Sore throat (including strep throat)","1.3","Overall"
"2024-08-17T00:00:00.000","Sore throat (including strep throat)","0.8","Infants 0-1"
"2024-08-17T00:00:00.000","Sore throat (including strep throat)","3.4","Kids 2-4"
"2024-08-17T00:00:00.000","Sore throat (including strep throat)","4.8","Kids 5-17"
"2024-08-17T00:00:00.000","Sore throat (including strep throat)","1.5","Adults 18-49"
"2024-08-17T00:00:00.000","Sore throat (including strep throat)","0.5","Adults 50-64"
"2024-08-17T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-08-17T00:00:00.000","Sore throat (including strep throat)","1.4","Overall"
"2024-08-24T00:00:00.000","Sore throat (including strep throat)","0.8","Infants 0-1"
"2024-08-24T00:00:00.000","Sore throat (including strep throat)","3.6","Kids 2-4"
"2024-08-24T00:00:00.000","Sore throat (including strep throat)","5.8","Kids 5-17"
"2024-08-24T00:00:00.000","Sore throat (including strep throat)","1.6","Adults 18-49"
"2024-08-24T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2024-08-24T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-08-24T00:00:00.000","Sore throat (including strep throat)","1.6","Overall"
"2024-08-31T00:00:00.000","Sore throat (including strep throat)","0.8","Infants 0-1"
"2024-08-31T00:00:00.000","Sore throat (including strep throat)","3.6","Kids 2-4"
"2024-08-31T00:00:00.000","Sore throat (including strep throat)","6.0","Kids 5-17"
"2024-08-31T00:00:00.000","Sore throat (including strep throat)","1.6","Adults 18-49"
"2024-08-31T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2024-08-31T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-08-31T00:00:00.000","Sore throat (including strep throat)","1.6","Overall"
"2024-09-07T00:00:00.000","Sore throat (including strep throat)","0.8","Infants 0-1"
"2024-09-07T00:00:00.000","Sore throat (including strep throat)","3.5","Kids 2-4"
"2024-09-07T00:00:00.000","Sore throat (including strep throat)","5.6","Kids 5-17"
"2024-09-07T00:00:00.000","Sore throat (including strep throat)","1.7","Adults 18-49"
"2024-09-07T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2024-09-07T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-09-07T00:00:00.000","Sore throat (including strep throat)","1.6","Overall"
"2024-09-14T00:00:00.000","Sore throat (including strep throat)","0.8","Infants 0-1"
"2024-09-14T00:00:00.000","Sore throat (including strep throat)","3.6","Kids 2-4"
"2024-09-14T00:00:00.000","Sore throat (including strep throat)","5.5","Kids 5-17"
"2024-09-14T00:00:00.000","Sore throat (including strep throat)","1.6","Adults 18-49"
"2024-09-14T00:00:00.000","Sore throat (including strep throat)","0.5","Adults 50-64"
"2024-09-14T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-09-14T00:00:00.000","Sore throat (including strep throat)","1.6","Overall"
"2024-09-21T00:00:00.000","Sore throat (including strep throat)","0.8","Infants 0-1"
"2024-09-21T00:00:00.000","Sore throat (including strep throat)","3.5","Kids 2-4"
"2024-09-21T00:00:00.000","Sore throat (including strep throat)","5.4","Kids 5-17"
"2024-09-21T00:00:00.000","Sore throat (including strep throat)","1.6","Adults 18-49"
"2024-09-21T00:00:00.000","Sore throat (including strep throat)","0.5","Adults 50-64"
"2024-09-21T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-09-21T00:00:00.000","Sore throat (including strep throat)","1.6","Overall"
"2024-09-28T00:00:00.000","Sore throat (including strep throat)","0.7","Infants 0-1"
"2024-09-28T00:00:00.000","Sore throat (including strep throat)","3.5","Kids 2-4"
"2024-09-28T00:00:00.000","Sore throat (including strep throat)","5.4","Kids 5-17"
"2024-09-28T00:00:00.000","Sore throat (including strep throat)","1.6","Adults 18-49"
"2024-09-28T00:00:00.000","Sore throat (including strep throat)","0.5","Adults 50-64"
"2024-09-28T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-09-28T00:00:00.000","Sore throat (including strep throat)","1.5","Overall"
"2024-10-05T00:00:00.000","Sore throat (including strep throat)","0.8","Infants 0-1"
"2024-10-05T00:00:00.000","Sore throat (including strep throat)","3.6","Kids 2-4"
"2024-10-05T00:00:00.000","Sore throat (including strep throat)","5.4","Kids 5-17"
"2024-10-05T00:00:00.000","Sore throat (including strep throat)","1.6","Adults 18-49"
"2024-10-05T00:00:00.000","Sore throat (including strep throat)","0.5","Adults 50-64"
"2024-10-05T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-10-05T00:00:00.000","Sore throat (including strep throat)","1.6","Overall"
"2024-10-12T00:00:00.000","Sore throat (including strep throat)","0.8","Infants 0-1"
"2024-10-12T00:00:00.000","Sore throat (including strep throat)","3.6","Kids 2-4"
"2024-10-12T00:00:00.000","Sore throat (including strep throat)","5.5","Kids 5-17"
"2024-10-12T00:00:00.000","Sore throat (including strep throat)","1.7","Adults 18-49"
"2024-10-12T00:00:00.000","Sore throat (including strep throat)","0.5","Adults 50-64"
"2024-10-12T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-10-12T00:00:00.000","Sore throat (including strep throat)","1.6","Overall"
"2024-10-19T00:00:00.000","Sore throat (including strep throat)","0.8","Infants 0-1"
"2024-10-19T00:00:00.000","Sore throat (including strep throat)","3.5","Kids 2-4"
"2024-10-19T00:00:00.000","Sore throat (including strep throat)","5.5","Kids 5-17"
"2024-10-19T00:00:00.000","Sore throat (including strep throat)","1.7","Adults 18-49"
"2024-10-19T00:00:00.000","Sore throat (including strep throat)","0.5","Adults 50-64"
"2024-10-19T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-10-19T00:00:00.000","Sore throat (including strep throat)","1.6","Overall"
"2024-10-26T00:00:00.000","Sore throat (including strep throat)","0.8","Infants 0-1"
"2024-10-26T00:00:00.000","Sore throat (including strep throat)","3.5","Kids 2-4"
"2024-10-26T00:00:00.000","Sore throat (including strep throat)","5.6","Kids 5-17"
"2024-10-26T00:00:00.000","Sore throat (including strep throat)","1.8","Adults 18-49"
"2024-10-26T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2024-10-26T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-10-26T00:00:00.000","Sore throat (including strep throat)","1.7","Overall"
"2024-11-02T00:00:00.000","Sore throat (including strep throat)","0.8","Infants 0-1"
"2024-11-02T00:00:00.000","Sore throat (including strep throat)","3.4","Kids 2-4"
"2024-11-02T00:00:00.000","Sore throat (including strep throat)","5.7","Kids 5-17"
"2024-11-02T00:00:00.000","Sore throat (including strep throat)","1.8","Adults 18-49"
"2024-11-02T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2024-11-02T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-11-02T00:00:00.000","Sore throat (including strep throat)","1.7","Overall"
"2024-11-09T00:00:00.000","Sore throat (including strep throat)","0.8","Infants 0-1"
"2024-11-09T00:00:00.000","Sore throat (including strep throat)","3.6","Kids 2-4"
"2024-11-09T00:00:00.000","Sore throat (including strep throat)","6.0","Kids 5-17"
"2024-11-09T00:00:00.000","Sore throat (including strep throat)","1.9","Adults 18-49"
"2024-11-09T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2024-11-09T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-11-09T00:00:00.000","Sore throat (including strep throat)","1.8","Overall"
"2024-11-16T00:00:00.000","Sore throat (including strep throat)","0.8","Infants 0-1"
"2024-11-16T00:00:00.000","Sore throat (including strep throat)","3.6","Kids 2-4"
"2024-11-16T00:00:00.000","Sore throat (including strep throat)","6.4","Kids 5-17"
"2024-11-16T00:00:00.000","Sore throat (including strep throat)","1.9","Adults 18-49"
"2024-11-16T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2024-11-16T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-11-16T00:00:00.000","Sore throat (including strep throat)","1.8","Overall"
"2024-11-23T00:00:00.000","Sore throat (including strep throat)","0.7","Infants 0-1"
"2024-11-23T00:00:00.000","Sore throat (including strep throat)","3.5","Kids 2-4"
"2024-11-23T00:00:00.000","Sore throat (including strep throat)","6.5","Kids 5-17"
"2024-11-23T00:00:00.000","Sore throat (including strep throat)","2.0","Adults 18-49"
"2024-11-23T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2024-11-23T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-11-23T00:00:00.000","Sore throat (including strep throat)","1.9","Overall"
"2024-11-30T00:00:00.000","Sore throat (including strep throat)","0.8","Infants 0-1"
"2024-11-30T00:00:00.000","Sore throat (including strep throat)","3.7","Kids 2-4"
"2024-11-30T00:00:00.000","Sore throat (including strep throat)","6.5","Kids 5-17"
"2024-11-30T00:00:00.000","Sore throat (including strep throat)","2.1","Adults 18-49"
"2024-11-30T00:00:00.000","Sore throat (including strep throat)","0.7","Adults 50-64"
"2024-11-30T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-11-30T00:00:00.000","Sore throat (including strep throat)","1.9","Overall"
"2024-12-07T00:00:00.000","Sore throat (including strep throat)","0.7","Infants 0-1"
"2024-12-07T00:00:00.000","Sore throat (including strep throat)","3.5","Kids 2-4"
"2024-12-07T00:00:00.000","Sore throat (including strep throat)","6.3","Kids 5-17"
"2024-12-07T00:00:00.000","Sore throat (including strep throat)","2.2","Adults 18-49"
"2024-12-07T00:00:00.000","Sore throat (including strep throat)","0.7","Adults 50-64"
"2024-12-07T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-12-07T00:00:00.000","Sore throat (including strep throat)","1.9","Overall"
"2024-12-14T00:00:00.000","Sore throat (including strep throat)","0.7","Infants 0-1"
"2024-12-14T00:00:00.000","Sore throat (including strep throat)","3.6","Kids 2-4"
"2024-12-14T00:00:00.000","Sore throat (including strep throat)","6.5","Kids 5-17"
"2024-12-14T00:00:00.000","Sore throat (including strep throat)","2.0","Adults 18-49"
"2024-12-14T00:00:00.000","Sore throat (including strep throat)","0.7","Adults 50-64"
"2024-12-14T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2024-12-14T00:00:00.000","Sore throat (including strep throat)","1.9","Overall"
"2024-12-21T00:00:00.000","Sore throat (including strep throat)","0.7","Infants 0-1"
"2024-12-21T00:00:00.000","Sore throat (including strep throat)","3.5","Kids 2-4"
"2024-12-21T00:00:00.000","Sore throat (including strep throat)","6.7","Kids 5-17"
"2024-12-21T00:00:00.000","Sore throat (including strep throat)","2.0","Adults 18-49"
"2024-12-21T00:00:00.000","Sore throat (including strep throat)","0.7","Adults 50-64"
"2024-12-21T00:00:00.000","Sore throat (including strep throat)","0.4","Seniors 65+"
"2024-12-21T00:00:00.000","Sore throat (including strep throat)","1.9","Overall"
"2024-12-28T00:00:00.000","Sore throat (including strep throat)","0.6","Infants 0-1"
"2024-12-28T00:00:00.000","Sore throat (including strep throat)","3.3","Kids 2-4"
"2024-12-28T00:00:00.000","Sore throat (including strep throat)","6.5","Kids 5-17"
"2024-12-28T00:00:00.000","Sore throat (including strep throat)","2.3","Adults 18-49"
"2024-12-28T00:00:00.000","Sore throat (including strep throat)","0.8","Adults 50-64"
"2024-12-28T00:00:00.000","Sore throat (including strep throat)","0.5","Seniors 65+"
"2024-12-28T00:00:00.000","Sore throat (including strep throat)","1.9","Overall"
"2025-01-04T00:00:00.000","Sore throat (including strep throat)","0.6","Infants 0-1"
"2025-01-04T00:00:00.000","Sore throat (including strep throat)","2.9","Kids 2-4"
"2025-01-04T00:00:00.000","Sore throat (including strep throat)","5.1","Kids 5-17"
"2025-01-04T00:00:00.000","Sore throat (including strep throat)","2.2","Adults 18-49"
"2025-01-04T00:00:00.000","Sore throat (including strep throat)","0.9","Adults 50-64"
"2025-01-04T00:00:00.000","Sore throat (including strep throat)","0.5","Seniors 65+"
"2025-01-04T00:00:00.000","Sore throat (including strep throat)","1.7","Overall"
"2025-01-11T00:00:00.000","Sore throat (including strep throat)","0.6","Infants 0-1"
"2025-01-11T00:00:00.000","Sore throat (including strep throat)","3.1","Kids 2-4"
"2025-01-11T00:00:00.000","Sore throat (including strep throat)","5.2","Kids 5-17"
"2025-01-11T00:00:00.000","Sore throat (including strep throat)","2.0","Adults 18-49"
"2025-01-11T00:00:00.000","Sore throat (including strep throat)","0.7","Adults 50-64"
"2025-01-11T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2025-01-11T00:00:00.000","Sore throat (including strep throat)","1.6","Overall"
"2025-01-18T00:00:00.000","Sore throat (including strep throat)","0.5","Infants 0-1"
"2025-01-18T00:00:00.000","Sore throat (including strep throat)","3.2","Kids 2-4"
"2025-01-18T00:00:00.000","Sore throat (including strep throat)","5.9","Kids 5-17"
"2025-01-18T00:00:00.000","Sore throat (including strep throat)","1.8","Adults 18-49"
"2025-01-18T00:00:00.000","Sore throat (including strep throat)","0.7","Adults 50-64"
"2025-01-18T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2025-01-18T00:00:00.000","Sore throat (including strep throat)","1.7","Overall"
"2025-01-25T00:00:00.000","Sore throat (including strep throat)","0.6","Infants 0-1"
"2025-01-25T00:00:00.000","Sore throat (including strep throat)","3.3","Kids 2-4"
"2025-01-25T00:00:00.000","Sore throat (including strep throat)","6.4","Kids 5-17"
"2025-01-25T00:00:00.000","Sore throat (including strep throat)","1.9","Adults 18-49"
"2025-01-25T00:00:00.000","Sore throat (including strep throat)","0.7","Adults 50-64"
"2025-01-25T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2025-01-25T00:00:00.000","Sore throat (including strep throat)","1.8","Overall"
"2025-02-01T00:00:00.000","Sore throat (including strep throat)","0.6","Infants 0-1"
"2025-02-01T00:00:00.000","Sore throat (including strep throat)","3.2","Kids 2-4"
"2025-02-01T00:00:00.000","Sore throat (including strep throat)","6.5","Kids 5-17"
"2025-02-01T00:00:00.000","Sore throat (including strep throat)","1.9","Adults 18-49"
"2025-02-01T00:00:00.000","Sore throat (including strep throat)","0.7","Adults 50-64"
"2025-02-01T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2025-02-01T00:00:00.000","Sore throat (including strep throat)","1.8","Overall"
"2025-02-08T00:00:00.000","Sore throat (including strep throat)","0.6","Infants 0-1"
"2025-02-08T00:00:00.000","Sore throat (including strep throat)","3.2","Kids 2-4"
"2025-02-08T00:00:00.000","Sore throat (including strep throat)","6.3","Kids 5-17"
"2025-02-08T00:00:00.000","Sore throat (including strep throat)","1.8","Adults 18-49"
"2025-02-08T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2025-02-08T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2025-02-08T00:00:00.000","Sore throat (including strep throat)","1.8","Overall"
"2025-02-15T00:00:00.000","Sore throat (including strep throat)","0.6","Infants 0-1"
"2025-02-15T00:00:00.000","Sore throat (including strep throat)","3.2","Kids 2-4"
"2025-02-15T00:00:00.000","Sore throat (including strep throat)","6.2","Kids 5-17"
"2025-02-15T00:00:00.000","Sore throat (including strep throat)","1.8","Adults 18-49"
"2025-02-15T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2025-02-15T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2025-02-15T00:00:00.000","Sore throat (including strep throat)","1.7","Overall"
"2025-02-22T00:00:00.000","Sore throat (including strep throat)","0.6","Infants 0-1"
"2025-02-22T00:00:00.000","Sore throat (including strep throat)","3.2","Kids 2-4"
"2025-02-22T00:00:00.000","Sore throat (including strep throat)","6.0","Kids 5-17"
"2025-02-22T00:00:00.000","Sore throat (including strep throat)","1.8","Adults 18-49"
"2025-02-22T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2025-02-22T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2025-02-22T00:00:00.000","Sore throat (including strep throat)","1.6","Overall"
"2025-03-01T00:00:00.000","Sore throat (including strep throat)","0.6","Infants 0-1"
"2025-03-01T00:00:00.000","Sore throat (including strep throat)","3.2","Kids 2-4"
"2025-03-01T00:00:00.000","Sore throat (including strep throat)","5.8","Kids 5-17"
"2025-03-01T00:00:00.000","Sore throat (including strep throat)","1.8","Adults 18-49"
"2025-03-01T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2025-03-01T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2025-03-01T00:00:00.000","Sore throat (including strep throat)","1.6","Overall"
"2025-03-08T00:00:00.000","Sore throat (including strep throat)","0.6","Infants 0-1"
"2025-03-08T00:00:00.000","Sore throat (including strep throat)","3.3","Kids 2-4"
"2025-03-08T00:00:00.000","Sore throat (including strep throat)","6.0","Kids 5-17"
"2025-03-08T00:00:00.000","Sore throat (including strep throat)","1.8","Adults 18-49"
"2025-03-08T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2025-03-08T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2025-03-08T00:00:00.000","Sore throat (including strep throat)","1.7","Overall"
"2025-03-15T00:00:00.000","Sore throat (including strep throat)","0.6","Infants 0-1"
"2025-03-15T00:00:00.000","Sore throat (including strep throat)","3.2","Kids 2-4"
"2025-03-15T00:00:00.000","Sore throat (including strep throat)","5.8","Kids 5-17"
"2025-03-15T00:00:00.000","Sore throat (including strep throat)","1.8","Adults 18-49"
"2025-03-15T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2025-03-15T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2025-03-15T00:00:00.000","Sore throat (including strep throat)","1.6","Overall"
"2025-03-22T00:00:00.000","Sore throat (including strep throat)","0.7","Infants 0-1"
"2025-03-22T00:00:00.000","Sore throat (including strep throat)","3.1","Kids 2-4"
"2025-03-22T00:00:00.000","Sore throat (including strep throat)","5.4","Kids 5-17"
"2025-03-22T00:00:00.000","Sore throat (including strep throat)","1.8","Adults 18-49"
"2025-03-22T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2025-03-22T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2025-03-22T00:00:00.000","Sore throat (including strep throat)","1.6","Overall"
"2025-03-29T00:00:00.000","Sore throat (including strep throat)","0.6","Infants 0-1"
"2025-03-29T00:00:00.000","Sore throat (including strep throat)","3.1","Kids 2-4"
"2025-03-29T00:00:00.000","Sore throat (including strep throat)","5.4","Kids 5-17"
"2025-03-29T00:00:00.000","Sore throat (including strep throat)","1.8","Adults 18-49"
"2025-03-29T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2025-03-29T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2025-03-29T00:00:00.000","Sore throat (including strep throat)","1.6","Overall"
"2025-04-05T00:00:00.000","Sore throat (including strep throat)","0.7","Infants 0-1"
"2025-04-05T00:00:00.000","Sore throat (including strep throat)","3.3","Kids 2-4"
"2025-04-05T00:00:00.000","Sore throat (including strep throat)","5.4","Kids 5-17"
"2025-04-05T00:00:00.000","Sore throat (including strep throat)","1.7","Adults 18-49"
"2025-04-05T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2025-04-05T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2025-04-05T00:00:00.000","Sore throat (including strep throat)","1.6","Overall"
"2025-04-12T00:00:00.000","Sore throat (including strep throat)","0.7","Infants 0-1"
"2025-04-12T00:00:00.000","Sore throat (including strep throat)","3.5","Kids 2-4"
"2025-04-12T00:00:00.000","Sore throat (including strep throat)","5.7","Kids 5-17"
"2025-04-12T00:00:00.000","Sore throat (including strep throat)","1.8","Adults 18-49"
"2025-04-12T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2025-04-12T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2025-04-12T00:00:00.000","Sore throat (including strep throat)","1.6","Overall"
"2025-04-19T00:00:00.000","Sore throat (including strep throat)","0.7","Infants 0-1"
"2025-04-19T00:00:00.000","Sore throat (including strep throat)","3.3","Kids 2-4"
"2025-04-19T00:00:00.000","Sore throat (including strep throat)","5.5","Kids 5-17"
"2025-04-19T00:00:00.000","Sore throat (including strep throat)","1.8","Adults 18-49"
"2025-04-19T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2025-04-19T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2025-04-19T00:00:00.000","Sore throat (including strep throat)","1.6","Overall"
"2025-04-26T00:00:00.000","Sore throat (including strep throat)","0.7","Infants 0-1"
"2025-04-26T00:00:00.000","Sore throat (including strep throat)","3.4","Kids 2-4"
"2025-04-26T00:00:00.000","Sore throat (including strep throat)","5.2","Kids 5-17"
"2025-04-26T00:00:00.000","Sore throat (including strep throat)","1.8","Adults 18-49"
"2025-04-26T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2025-04-26T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2025-04-26T00:00:00.000","Sore throat (including strep throat)","1.5","Overall"
"2025-05-03T00:00:00.000","Sore throat (including strep throat)","0.7","Infants 0-1"
"2025-05-03T00:00:00.000","Sore throat (including strep throat)","3.3","Kids 2-4"
"2025-05-03T00:00:00.000","Sore throat (including strep throat)","5.2","Kids 5-17"
"2025-05-03T00:00:00.000","Sore throat (including strep throat)","1.7","Adults 18-49"
"2025-05-03T00:00:00.000","Sore throat (including strep throat)","0.6","Adults 50-64"
"2025-05-03T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2025-05-03T00:00:00.000","Sore throat (including strep throat)","1.5","Overall"
"2025-05-10T00:00:00.000","Sore throat (including strep throat)","0.7","Infants 0-1"
"2025-05-10T00:00:00.000","Sore throat (including strep throat)","3.5","Kids 2-4"
"2025-05-10T00:00:00.000","Sore throat (including strep throat)","5.5","Kids 5-17"
"2025-05-10T00:00:00.000","Sore throat (including strep throat)","1.7","Adults 18-49"
"2025-05-10T00:00:00.000","Sore throat (including strep throat)","0.5","Adults 50-64"
"2025-05-10T00:00:00.000","Sore throat (including strep throat)","0.3","Seniors 65+"
"2025-05-10T00:00:00.000","Sore throat (including strep throat)","1.6","Overall"
"2025-05-17T00:00:00.000","Sore throat (including strep throat)","0.8","Infants 0-1"
"2025-05-17T00:00:00.000","Sore throat (including strep throat)","3.6","Kids 2-4"
"2025-05-17T00:00:00.000","Sore throat (including strep throat)","5.4","Kids 5-17"
"2025-05-17T00:00:00.000","Sore throat (including strep throat)","1.7","Adults 18-49"
