"vaccine","geographic_level","geographic_name","month_week","week_ending","estimate","ci_half_width_90pct","ci_half_width_95pct","unweighted_sample_size","suppression_flag"
"RSV","Substate","Illinois-City of Chicago","October Week 1","2023-09-30T00:00:00.000","2.527","2.9653","3.5332","1538","0"
"RSV","Substate","Illinois-City of Chicago","October Week 1","2023-09-30T00:00:00.000",,,,"1538","1"
"RSV","Substate","Illinois-City of Chicago","October Week 1","2023-09-30T00:00:00.000",,,,"23","1"
"RSV","Substate","Illinois-City of Chicago","October Week 1","2023-09-30T00:00:00.000",,,,"23","1"
"RSV","Substate","Illinois-City of Chicago","October Week 1","2023-09-30T00:00:00.000",,,,"23","1"
"RSV","Substate","Illinois-Rest of State","October Week 1","2023-09-30T00:00:00.000","5.9033","0.9921","1.182","4789","0"
"RSV","Substate","Illinois-Rest of State","October Week 1","2023-09-30T00:00:00.000","5.9033","0.9921","1.182","4789","0"
"RSV","Substate","Illinois-Rest of State","October Week 1","2023-09-30T00:00:00.000","23.2747","5.3682","6.3962","252","0"
"RSV","Substate","Illinois-Rest of State","October Week 1","2023-09-30T00:00:00.000","47.1105","6.4068","7.6336","252","0"
"RSV","Substate","Illinois-Rest of State","October Week 1","2023-09-30T00:00:00.000","23.7115","5.088","6.0623","252","0"
"RSV","Substate","New York-New York City","October Week 1","2023-09-30T00:00:00.000","0.7157","0.4781","0.5697","790","0"
"RSV","Substate","New York-New York City","October Week 1","2023-09-30T00:00:00.000",,,,"790","1"
"RSV","Substate","New York-New York City","October Week 1","2023-09-30T00:00:00.000",,,,"23","1"
"RSV","Substate","New York-New York City","October Week 1","2023-09-30T00:00:00.000",,,,"23","1"
"RSV","Substate","New York-New York City","October Week 1","2023-09-30T00:00:00.000",,,,"23","1"
"RSV","Substate","New York-Rest of State","October Week 1","2023-09-30T00:00:00.000","3.7076","2.8009","3.3372","3297","0"
"RSV","Substate","New York-Rest of State","October Week 1","2023-09-30T00:00:00.000","3.7076","2.8009","3.3372","3297","0"
"RSV","Substate","New York-Rest of State","October Week 1","2023-09-30T00:00:00.000","18.9769","7.4326","8.8558","109","0"
"RSV","Substate","New York-Rest of State","October Week 1","2023-09-30T00:00:00.000","60.5988","9.2776","11.0542","109","0"
"RSV","Substate","New York-Rest of State","October Week 1","2023-09-30T00:00:00.000","16.7166","7.0176","8.3615","109","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 1","2023-09-30T00:00:00.000","3.5243","0.7151","0.852","2486","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 1","2023-09-30T00:00:00.000","3.5243","0.7151","0.852","2486","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 1","2023-09-30T00:00:00.000","21.8861","5.5184","6.5752","210","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 1","2023-09-30T00:00:00.000","53.9642","6.9535","8.285","210","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 1","2023-09-30T00:00:00.000","20.6254","5.4901","6.5414","210","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 1","2023-09-30T00:00:00.000","3.9873","0.5782","0.6889","5024","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 1","2023-09-30T00:00:00.000","3.9873","0.5782","0.6889","5024","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 1","2023-09-30T00:00:00.000","18.7869","7.4482","8.8744","166","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 1","2023-09-30T00:00:00.000","53.8987","9.8383","11.7222","166","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 1","2023-09-30T00:00:00.000","23.3271","7.9155","9.4313","166","0"
"RSV","Substate","Texas-Bexar County","October Week 1","2023-09-30T00:00:00.000","7.2149","4.2526","5.067","3385","0"
"RSV","Substate","Texas-Bexar County","October Week 1","2023-09-30T00:00:00.000","7.2149","4.2526","5.067","3385","0"
"RSV","Substate","Texas-Bexar County","October Week 1","2023-09-30T00:00:00.000","24.8312","7.3218","8.7238","115","0"
"RSV","Substate","Texas-Bexar County","October Week 1","2023-09-30T00:00:00.000","51.4353","8.6099","10.2586","115","0"
"RSV","Substate","Texas-Bexar County","October Week 1","2023-09-30T00:00:00.000","16.5185","6.566","7.8233","115","0"
"RSV","Substate","Texas-City of Houston","October Week 1","2023-09-30T00:00:00.000","7.3619","1.8618","2.2183","2990","0"
"RSV","Substate","Texas-City of Houston","October Week 1","2023-09-30T00:00:00.000","7.3619","1.8618","2.2183","2990","0"
"RSV","Substate","Texas-City of Houston","October Week 1","2023-09-30T00:00:00.000","22.882","7.1348","8.501","94","0"
"RSV","Substate","Texas-City of Houston","October Week 1","2023-09-30T00:00:00.000","57.0685","8.6917","10.3561","94","0"
"RSV","Substate","Texas-City of Houston","October Week 1","2023-09-30T00:00:00.000","12.6875","5.658","6.7415","94","0"
"RSV","Substate","Texas-Rest of State","October Week 1","2023-09-30T00:00:00.000","4.7519","3.5979","4.2869","3331","0"
"RSV","Substate","Texas-Rest of State","October Week 1","2023-09-30T00:00:00.000","4.7519","3.5979","4.2869","3331","0"
"RSV","Substate","Texas-Rest of State","October Week 1","2023-09-30T00:00:00.000","20.4134","10.2739","12.2412","90","0"
"RSV","Substate","Texas-Rest of State","October Week 1","2023-09-30T00:00:00.000","51.4679","11.199","13.3435","90","0"
"RSV","Substate","Texas-Rest of State","October Week 1","2023-09-30T00:00:00.000","23.3667","10.2277","12.1862","90","0"
"RSV","Substate","Illinois-City of Chicago","October Week 2","2023-10-07T00:00:00.000","6.5583","1.2162","1.4491","1538","0"
"RSV","Substate","Illinois-City of Chicago","October Week 2","2023-10-07T00:00:00.000",,,,"1538","1"
"RSV","Substate","Illinois-City of Chicago","October Week 2","2023-10-07T00:00:00.000",,,,"11","1"
"RSV","Substate","Illinois-City of Chicago","October Week 2","2023-10-07T00:00:00.000",,,,"11","1"
"RSV","Substate","Illinois-City of Chicago","October Week 2","2023-10-07T00:00:00.000",,,,"11","1"
"RSV","Substate","Illinois-Rest of State","October Week 2","2023-10-07T00:00:00.000","5.9033","0.9921","1.182","4789","0"
"RSV","Substate","Illinois-Rest of State","October Week 2","2023-10-07T00:00:00.000","5.9033","0.9921","1.182","4789","0"
"RSV","Substate","Illinois-Rest of State","October Week 2","2023-10-07T00:00:00.000","21.6643","4.5511","5.4226","314","0"
"RSV","Substate","Illinois-Rest of State","October Week 2","2023-10-07T00:00:00.000","48.1517","5.5493","6.612","314","0"
"RSV","Substate","Illinois-Rest of State","October Week 2","2023-10-07T00:00:00.000","24.2806","4.9365","5.8818","314","0"
"RSV","Substate","New York-New York City","October Week 2","2023-10-07T00:00:00.000","6.3381","1.7015","2.0273","790","0"
"RSV","Substate","New York-New York City","October Week 2","2023-10-07T00:00:00.000",,,,"790","1"
"RSV","Substate","New York-New York City","October Week 2","2023-10-07T00:00:00.000",,,,"8","1"
"RSV","Substate","New York-New York City","October Week 2","2023-10-07T00:00:00.000",,,,"8","1"
"RSV","Substate","New York-New York City","October Week 2","2023-10-07T00:00:00.000",,,,"8","1"
"RSV","Substate","New York-Rest of State","October Week 2","2023-10-07T00:00:00.000","5.8251","2.4411","2.9085","3297","0"
"RSV","Substate","New York-Rest of State","October Week 2","2023-10-07T00:00:00.000","5.8251","2.4411","2.9085","3297","0"
"RSV","Substate","New York-Rest of State","October Week 2","2023-10-07T00:00:00.000","18.2036","6.9906","8.3293","91","0"
"RSV","Substate","New York-Rest of State","October Week 2","2023-10-07T00:00:00.000","54.6462","9.8965","11.7916","91","0"
"RSV","Substate","New York-Rest of State","October Week 2","2023-10-07T00:00:00.000","21.3251","8.0086","9.5422","91","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 2","2023-10-07T00:00:00.000","3.5243","0.7151","0.852","2486","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 2","2023-10-07T00:00:00.000",,,,"2486","1"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 2","2023-10-07T00:00:00.000",,,,"22","1"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 2","2023-10-07T00:00:00.000",,,,"22","1"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 2","2023-10-07T00:00:00.000",,,,"22","1"
"RSV","Substate","Pennsylvania-Rest of State","October Week 2","2023-10-07T00:00:00.000","3.9873","0.5782","0.6889","5024","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 2","2023-10-07T00:00:00.000","3.9873","0.5782","0.6889","5024","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 2","2023-10-07T00:00:00.000","21.4998","12.6148","15.0304","58","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 2","2023-10-07T00:00:00.000","55.649","15.1176","18.0125","58","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 2","2023-10-07T00:00:00.000","18.8639","11.5955","13.8159","58","0"
"RSV","Substate","Texas-Bexar County","October Week 2","2023-10-07T00:00:00.000","8.3899","1.987","2.3675","3385","0"
"RSV","Substate","Texas-Bexar County","October Week 2","2023-10-07T00:00:00.000","8.3899","1.987","2.3675","3385","0"
"RSV","Substate","Texas-Bexar County","October Week 2","2023-10-07T00:00:00.000","24.3536","8.69","10.3541","73","0"
"RSV","Substate","Texas-Bexar County","October Week 2","2023-10-07T00:00:00.000","47.8741","10.3488","12.3305","73","0"
"RSV","Substate","Texas-Bexar County","October Week 2","2023-10-07T00:00:00.000","19.3824","8.4793","10.103","73","0"
"RSV","Substate","Texas-City of Houston","October Week 2","2023-10-07T00:00:00.000","7.3619","1.8618","2.2183","2990","0"
"RSV","Substate","Texas-City of Houston","October Week 2","2023-10-07T00:00:00.000","7.3619","1.8618","2.2183","2990","0"
"RSV","Substate","Texas-City of Houston","October Week 2","2023-10-07T00:00:00.000","22.9704","11.3206","13.4883","57","0"
"RSV","Substate","Texas-City of Houston","October Week 2","2023-10-07T00:00:00.000","51.7806","12.4405","14.8227","57","0"
"RSV","Substate","Texas-City of Houston","October Week 2","2023-10-07T00:00:00.000","17.8871","8.5143","10.1447","57","0"
"RSV","Substate","Texas-Rest of State","October Week 2","2023-10-07T00:00:00.000","6.131","1.3728","1.6357","3331","0"
"RSV","Substate","Texas-Rest of State","October Week 2","2023-10-07T00:00:00.000","6.131","1.3728","1.6357","3331","0"
"RSV","Substate","Texas-Rest of State","October Week 2","2023-10-07T00:00:00.000","14.5754","9.4917","11.3093","69","0"
"RSV","Substate","Texas-Rest of State","October Week 2","2023-10-07T00:00:00.000","60.1032","16.0627","19.1385","69","0"
"RSV","Substate","Texas-Rest of State","October Week 2","2023-10-07T00:00:00.000","19.1903","12.4934","14.8858","69","0"
"RSV","Substate","Illinois-City of Chicago","October Week 3","2023-10-14T00:00:00.000","6.8554","1.3137","1.5652","1538","0"
"RSV","Substate","Illinois-City of Chicago","October Week 3","2023-10-14T00:00:00.000","6.8554","1.3137","1.5652","1538","0"
"RSV","Substate","Illinois-City of Chicago","October Week 3","2023-10-14T00:00:00.000","31.678","15.9","18.9447","38","0"
"RSV","Substate","Illinois-City of Chicago","October Week 3","2023-10-14T00:00:00.000","48.4244","16.3491","19.4798","38","0"
"RSV","Substate","Illinois-City of Chicago","October Week 3","2023-10-14T00:00:00.000","13.0422","10.7345","12.79","38","0"
"RSV","Substate","Illinois-Rest of State","October Week 3","2023-10-14T00:00:00.000","6.3716","1.0127","1.2067","4789","0"
"RSV","Substate","Illinois-Rest of State","October Week 3","2023-10-14T00:00:00.000","6.3716","1.0127","1.2067","4789","0"
"RSV","Substate","Illinois-Rest of State","October Week 3","2023-10-14T00:00:00.000","23.9087","5.9173","7.0504","199","0"
"RSV","Substate","Illinois-Rest of State","October Week 3","2023-10-14T00:00:00.000","49.2376","6.8822","8.2001","199","0"
"RSV","Substate","Illinois-Rest of State","October Week 3","2023-10-14T00:00:00.000","20.482","5.142","6.1267","199","0"
"RSV","Substate","New York-New York City","October Week 3","2023-10-14T00:00:00.000","6.3381","1.7015","2.0273","790","0"
"RSV","Substate","New York-New York City","October Week 3","2023-10-14T00:00:00.000",,,,"790","1"
"RSV","Substate","New York-New York City","October Week 3","2023-10-14T00:00:00.000",,,,"22","1"
"RSV","Substate","New York-New York City","October Week 3","2023-10-14T00:00:00.000",,,,"22","1"
"RSV","Substate","New York-New York City","October Week 3","2023-10-14T00:00:00.000",,,,"22","1"
"RSV","Substate","New York-Rest of State","October Week 3","2023-10-14T00:00:00.000","6.2122","1.8445","2.1977","3297","0"
"RSV","Substate","New York-Rest of State","October Week 3","2023-10-14T00:00:00.000","6.2122","1.8445","2.1977","3297","0"
"RSV","Substate","New York-Rest of State","October Week 3","2023-10-14T00:00:00.000","23.9081","11.057","13.1743","88","0"
"RSV","Substate","New York-Rest of State","October Week 3","2023-10-14T00:00:00.000","41.4138","10.6881","12.7347","88","0"
"RSV","Substate","New York-Rest of State","October Week 3","2023-10-14T00:00:00.000","28.4659","10.6582","12.6991","88","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 3","2023-10-14T00:00:00.000","4.5534","1.1718","1.3962","2486","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 3","2023-10-14T00:00:00.000","4.5534","1.1718","1.3962","2486","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 3","2023-10-14T00:00:00.000","21.735","10.7609","12.8215","56","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 3","2023-10-14T00:00:00.000","55.1932","13.6407","16.2528","56","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 3","2023-10-14T00:00:00.000","18.5184","10.9426","13.038","56","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 3","2023-10-14T00:00:00.000","4.5078","0.8594","1.024","5024","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 3","2023-10-14T00:00:00.000","4.5078","0.8594","1.024","5024","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 3","2023-10-14T00:00:00.000","18.8321","8.6275","10.2796","90","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 3","2023-10-14T00:00:00.000","57.4043","12.1482","14.4745","90","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 3","2023-10-14T00:00:00.000","19.2558","8.832","10.5232","90","0"
"RSV","Substate","Texas-Bexar County","October Week 3","2023-10-14T00:00:00.000","8.6013","1.459","1.7384","3385","0"
"RSV","Substate","Texas-Bexar County","October Week 3","2023-10-14T00:00:00.000","8.6013","1.459","1.7384","3385","0"
"RSV","Substate","Texas-Bexar County","October Week 3","2023-10-14T00:00:00.000","20.2342","7.304","8.7026","88","0"
"RSV","Substate","Texas-Bexar County","October Week 3","2023-10-14T00:00:00.000","47.7485","9.5103","11.3314","88","0"
"RSV","Substate","Texas-Bexar County","October Week 3","2023-10-14T00:00:00.000","23.416","8.2325","9.8089","88","0"
"RSV","Substate","Texas-City of Houston","October Week 3","2023-10-14T00:00:00.000","7.5903","1.5242","1.8161","2990","0"
"RSV","Substate","Texas-City of Houston","October Week 3","2023-10-14T00:00:00.000","7.5903","1.5242","1.8161","2990","0"
"RSV","Substate","Texas-City of Houston","October Week 3","2023-10-14T00:00:00.000","17.5569","7.8453","9.3476","66","0"
"RSV","Substate","Texas-City of Houston","October Week 3","2023-10-14T00:00:00.000","51.4571","10.9645","13.064","66","0"
"RSV","Substate","Texas-City of Houston","October Week 3","2023-10-14T00:00:00.000","23.3956","10.0472","11.9711","66","0"
"RSV","Substate","Texas-Rest of State","October Week 3","2023-10-14T00:00:00.000","9.7212","3.0598","3.6458","3331","0"
"RSV","Substate","Texas-Rest of State","October Week 3","2023-10-14T00:00:00.000","9.7212","3.0598","3.6458","3331","0"
"RSV","Substate","Texas-Rest of State","October Week 3","2023-10-14T00:00:00.000","24.288","14.8374","17.6787","85","0"
"RSV","Substate","Texas-Rest of State","October Week 3","2023-10-14T00:00:00.000","45.4964","17.1822","20.4724","85","0"
"RSV","Substate","Texas-Rest of State","October Week 3","2023-10-14T00:00:00.000","20.4944","11.857","14.1275","85","0"
"RSV","Substate","Illinois-City of Chicago","October Week 4","2023-10-21T00:00:00.000","6.9541","1.3108","1.5618","1538","0"
"RSV","Substate","Illinois-City of Chicago","October Week 4","2023-10-21T00:00:00.000","6.9541","1.3108","1.5618","1538","0"
"RSV","Substate","Illinois-City of Chicago","October Week 4","2023-10-21T00:00:00.000","29.8083","10.627","12.662","53","0"
"RSV","Substate","Illinois-City of Chicago","October Week 4","2023-10-21T00:00:00.000","52.4678","12.7966","15.247","53","0"
"RSV","Substate","Illinois-City of Chicago","October Week 4","2023-10-21T00:00:00.000","10.7698","8.2809","9.8666","53","0"
"RSV","Substate","Illinois-Rest of State","October Week 4","2023-10-21T00:00:00.000","6.6157","0.993","1.1831","4789","0"
"RSV","Substate","Illinois-Rest of State","October Week 4","2023-10-21T00:00:00.000","6.6157","0.993","1.1831","4789","0"
"RSV","Substate","Illinois-Rest of State","October Week 4","2023-10-21T00:00:00.000","23.5357","6.365","7.5839","170","0"
"RSV","Substate","Illinois-Rest of State","October Week 4","2023-10-21T00:00:00.000","43.0726","7.8739","9.3816","170","0"
"RSV","Substate","Illinois-Rest of State","October Week 4","2023-10-21T00:00:00.000","26.776","7.6911","9.1638","170","0"
"RSV","Substate","New York-New York City","October Week 4","2023-10-21T00:00:00.000","6.3381","1.7015","2.0273","790","0"
"RSV","Substate","New York-New York City","October Week 4","2023-10-21T00:00:00.000",,,,"790","1"
"RSV","Substate","New York-New York City","October Week 4","2023-10-21T00:00:00.000",,,,"20","1"
"RSV","Substate","New York-New York City","October Week 4","2023-10-21T00:00:00.000",,,,"20","1"
"RSV","Substate","New York-New York City","October Week 4","2023-10-21T00:00:00.000",,,,"20","1"
"RSV","Substate","New York-Rest of State","October Week 4","2023-10-21T00:00:00.000","10.055","3.8674","4.608","3297","0"
"RSV","Substate","New York-Rest of State","October Week 4","2023-10-21T00:00:00.000","10.055","3.8674","4.608","3297","0"
"RSV","Substate","New York-Rest of State","October Week 4","2023-10-21T00:00:00.000","25.102","11.2531","13.4079","68","0"
"RSV","Substate","New York-Rest of State","October Week 4","2023-10-21T00:00:00.000","45.3926","11.7445","13.9935","68","0"
"RSV","Substate","New York-Rest of State","October Week 4","2023-10-21T00:00:00.000","19.4505","9.9645","11.8726","68","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 4","2023-10-21T00:00:00.000","5.8779","1.8947","2.2576","2486","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 4","2023-10-21T00:00:00.000","5.8779","1.8947","2.2576","2486","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 4","2023-10-21T00:00:00.000","24.6089","7.8718","9.3791","106","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 4","2023-10-21T00:00:00.000","50.4661","8.9722","10.6903","106","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 4","2023-10-21T00:00:00.000","19.0472","7.2927","8.6891","106","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 4","2023-10-21T00:00:00.000","5.2902","1.1506","1.3709","5024","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 4","2023-10-21T00:00:00.000","5.2902","1.1506","1.3709","5024","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 4","2023-10-21T00:00:00.000","22.1785","8.3807","9.9856","115","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 4","2023-10-21T00:00:00.000","39.5174","9.944","11.8481","115","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 4","2023-10-21T00:00:00.000","33.0138","9.7597","11.6286","115","0"
"RSV","Substate","Texas-Bexar County","October Week 4","2023-10-21T00:00:00.000","10.7981","1.9588","2.3338","3385","0"
"RSV","Substate","Texas-Bexar County","October Week 4","2023-10-21T00:00:00.000","10.7981","1.9588","2.3338","3385","0"
"RSV","Substate","Texas-Bexar County","October Week 4","2023-10-21T00:00:00.000","23.371","6.267","7.4671","168","0"
"RSV","Substate","Texas-Bexar County","October Week 4","2023-10-21T00:00:00.000","52.0867","7.5925","9.0464","168","0"
"RSV","Substate","Texas-Bexar County","October Week 4","2023-10-21T00:00:00.000","13.7442","4.9236","5.8664","168","0"
"RSV","Substate","Texas-City of Houston","October Week 4","2023-10-21T00:00:00.000","8.2027","1.7002","2.0258","2990","0"
"RSV","Substate","Texas-City of Houston","October Week 4","2023-10-21T00:00:00.000","8.2027","1.7002","2.0258","2990","0"
"RSV","Substate","Texas-City of Houston","October Week 4","2023-10-21T00:00:00.000","28.817","8.629","10.2814","92","0"
"RSV","Substate","Texas-City of Houston","October Week 4","2023-10-21T00:00:00.000","43.3686","9.7438","11.6096","92","0"
"RSV","Substate","Texas-City of Houston","October Week 4","2023-10-21T00:00:00.000","19.6117","7.6361","9.0983","92","0"
"RSV","Substate","Texas-Rest of State","October Week 4","2023-10-21T00:00:00.000","9.7212","3.0598","3.6458","3331","0"
"RSV","Substate","Texas-Rest of State","October Week 4","2023-10-21T00:00:00.000","9.7212","3.0598","3.6458","3331","0"
"RSV","Substate","Texas-Rest of State","October Week 4","2023-10-21T00:00:00.000","11.7995","9.3603","11.1527","123","0"
"RSV","Substate","Texas-Rest of State","October Week 4","2023-10-21T00:00:00.000","54.4502","14.2477","16.976","123","0"
"RSV","Substate","Texas-Rest of State","October Week 4","2023-10-21T00:00:00.000","24.0291","12.246","14.591","123","0"
"RSV","Substate","Illinois-City of Chicago","October Week 5","2023-10-28T00:00:00.000","8.973","2.4662","2.9384","1538","0"
"RSV","Substate","Illinois-City of Chicago","October Week 5","2023-10-28T00:00:00.000","8.973","2.4662","2.9384","1538","0"
"RSV","Substate","Illinois-City of Chicago","October Week 5","2023-10-28T00:00:00.000","21.981","9.3922","11.1907","80","0"
"RSV","Substate","Illinois-City of Chicago","October Week 5","2023-10-28T00:00:00.000","51.8829","11.9395","14.2258","80","0"
"RSV","Substate","Illinois-City of Chicago","October Week 5","2023-10-28T00:00:00.000","17.1631","9.3596","11.1518","80","0"
"RSV","Substate","Illinois-Rest of State","October Week 5","2023-10-28T00:00:00.000","8.0094","1.9618","2.3375","4789","0"
"RSV","Substate","Illinois-Rest of State","October Week 5","2023-10-28T00:00:00.000","8.0094","1.9618","2.3375","4789","0"
"RSV","Substate","Illinois-Rest of State","October Week 5","2023-10-28T00:00:00.000","12.147","4.2209","5.0291","196","0"
"RSV","Substate","Illinois-Rest of State","October Week 5","2023-10-28T00:00:00.000","48.9785","7.1426","8.5103","196","0"
"RSV","Substate","Illinois-Rest of State","October Week 5","2023-10-28T00:00:00.000","30.8651","6.4152","7.6436","196","0"
"RSV","Substate","New York-New York City","October Week 5","2023-10-28T00:00:00.000","6.3381","1.7015","2.0273","790","0"
"RSV","Substate","New York-New York City","October Week 5","2023-10-28T00:00:00.000",,,,"790","1"
"RSV","Substate","New York-New York City","October Week 5","2023-10-28T00:00:00.000",,,,"6","1"
"RSV","Substate","New York-New York City","October Week 5","2023-10-28T00:00:00.000",,,,"6","1"
"RSV","Substate","New York-New York City","October Week 5","2023-10-28T00:00:00.000",,,,"6","1"
"RSV","Substate","New York-Rest of State","October Week 5","2023-10-28T00:00:00.000","11.1966","1.2692","1.5123","3297","0"
"RSV","Substate","New York-Rest of State","October Week 5","2023-10-28T00:00:00.000","11.1966","1.2692","1.5123","3297","0"
"RSV","Substate","New York-Rest of State","October Week 5","2023-10-28T00:00:00.000","11.5651","6.4147","7.6431","75","0"
"RSV","Substate","New York-Rest of State","October Week 5","2023-10-28T00:00:00.000","46.3078","10.8672","12.9481","75","0"
"RSV","Substate","New York-Rest of State","October Week 5","2023-10-28T00:00:00.000","30.9305","10.3108","12.2852","75","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 5","2023-10-28T00:00:00.000","6.0871","1.9265","2.2954","2486","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 5","2023-10-28T00:00:00.000","6.0871","1.9265","2.2954","2486","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 5","2023-10-28T00:00:00.000","25.6171","10.7263","12.7803","90","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 5","2023-10-28T00:00:00.000","49.7651","11.3445","13.5169","90","0"
"RSV","Substate","Pennsylvania-Philadelphia County","October Week 5","2023-10-28T00:00:00.000","18.5307","7.474","8.9052","90","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 5","2023-10-28T00:00:00.000","7.0861","2.0963","2.4977","5024","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 5","2023-10-28T00:00:00.000","7.0861","2.0963","2.4977","5024","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 5","2023-10-28T00:00:00.000","24.3741","6.6906","7.9718","189","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 5","2023-10-28T00:00:00.000","31.509","6.538","7.7899","189","0"
"RSV","Substate","Pennsylvania-Rest of State","October Week 5","2023-10-28T00:00:00.000","37.0308","7.4183","8.8388","189","0"
"RSV","Substate","Texas-Bexar County","October Week 5","2023-10-28T00:00:00.000","11.525","2.1587","2.5721","3385","0"
"RSV","Substate","Texas-Bexar County","October Week 5","2023-10-28T00:00:00.000","11.525","2.1587","2.5721","3385","0"
"RSV","Substate","Texas-Bexar County","October Week 5","2023-10-28T00:00:00.000","23.1952","5.4905","6.5419","192","0"
"RSV","Substate","Texas-Bexar County","October Week 5","2023-10-28T00:00:00.000","48.4238","6.667","7.9437","192","0"
"RSV","Substate","Texas-Bexar County","October Week 5","2023-10-28T00:00:00.000","16.856","5.0222","5.9839","192","0"
"RSV","Substate","Texas-City of Houston","October Week 5","2023-10-28T00:00:00.000","10.7334","2.9615","3.5285","2990","0"
"RSV","Substate","Texas-City of Houston","October Week 5","2023-10-28T00:00:00.000","10.7334","2.9615","3.5285","2990","0"
"RSV","Substate","Texas-City of Houston","October Week 5","2023-10-28T00:00:00.000","22.8134","8.9559","10.6709","89","0"
"RSV","Substate","Texas-City of Houston","October Week 5","2023-10-28T00:00:00.000","46.9689","9.8945","11.7892","89","0"
"RSV","Substate","Texas-City of Houston","October Week 5","2023-10-28T00:00:00.000","19.4843","7.6313","9.0927","89","0"
"RSV","Substate","Texas-Rest of State","October Week 5","2023-10-28T00:00:00.000","9.8061","3.0618","3.6481","3331","0"
"RSV","Substate","Texas-Rest of State","October Week 5","2023-10-28T00:00:00.000","9.8061","3.0618","3.6481","3331","0"
"RSV","Substate","Texas-Rest of State","October Week 5","2023-10-28T00:00:00.000","11.3966","7.7273","9.207","150","0"
"RSV","Substate","Texas-Rest of State","October Week 5","2023-10-28T00:00:00.000","40.6083","12.1252","14.4471","150","0"
"RSV","Substate","Texas-Rest of State","October Week 5","2023-10-28T00:00:00.000","38.189","12.0389","14.3443","150","0"
"RSV","Substate","Illinois-City of Chicago","November Week 1","2023-11-04T00:00:00.000","13.2386","1.8169","2.1648","1538","0"
"RSV","Substate","Illinois-City of Chicago","November Week 1","2023-11-04T00:00:00.000","13.2386","1.8169","2.1648","1538","0"
"RSV","Substate","Illinois-City of Chicago","November Week 1","2023-11-04T00:00:00.000","23.1308","10.6374","12.6743","64","0"
"RSV","Substate","Illinois-City of Chicago","November Week 1","2023-11-04T00:00:00.000","44.6904","11.0468","13.1621","64","0"
"RSV","Substate","Illinois-City of Chicago","November Week 1","2023-11-04T00:00:00.000","18.9402","9.1867","10.9458","64","0"
"RSV","Substate","Illinois-Rest of State","November Week 1","2023-11-04T00:00:00.000","14.3334","1.489","1.7741","4789","0"
"RSV","Substate","Illinois-Rest of State","November Week 1","2023-11-04T00:00:00.000","14.3334","1.489","1.7741","4789","0"
"RSV","Substate","Illinois-Rest of State","November Week 1","2023-11-04T00:00:00.000","18.6061","6.1186","7.2902","177","0"
