"vaccine","geographic_level","geographic_name","month_week","week_ending","estimate","ci_half_width_90pct","ci_half_width_95pct","unweighted_sample_size","suppression_flag"
"RSV","State","Puerto Rico","December Week 1","2023-12-02T00:00:00.000","28.269","5.9279","7.0631","183","0"
"RSV","State","Rhode Island","December Week 1","2023-12-02T00:00:00.000","16.3271","2.453","2.9228","1104","0"
"RSV","State","Rhode Island","December Week 1","2023-12-02T00:00:00.000",,,,"1104","1"
"RSV","State","Rhode Island","December Week 1","2023-12-02T00:00:00.000",,,,"17","1"
"RSV","State","Rhode Island","December Week 1","2023-12-02T00:00:00.000",,,,"17","1"
"RSV","State","Rhode Island","December Week 1","2023-12-02T00:00:00.000",,,,"17","1"
"RSV","State","South Carolina","December Week 1","2023-12-02T00:00:00.000","12.7032","1.1481","1.3679","4416","0"
"RSV","State","South Carolina","December Week 1","2023-12-02T00:00:00.000","12.7032","1.1481","1.3679","4416","0"
"RSV","State","South Carolina","December Week 1","2023-12-02T00:00:00.000","8.3333","7.8404","9.3418","41","0"
"RSV","State","South Carolina","December Week 1","2023-12-02T00:00:00.000","40.7825","14.681","17.4922","41","0"
"RSV","State","South Carolina","December Week 1","2023-12-02T00:00:00.000","38.1809","16.2425","19.3527","41","0"
"RSV","State","South Dakota","December Week 1","2023-12-02T00:00:00.000","16.7761","1.5664","1.8663","3515","0"
"RSV","State","South Dakota","December Week 1","2023-12-02T00:00:00.000","16.7761","1.5664","1.8663","3515","0"
"RSV","State","South Dakota","December Week 1","2023-12-02T00:00:00.000","21.0118","6.4231","7.653","130","0"
"RSV","State","South Dakota","December Week 1","2023-12-02T00:00:00.000","35.9216","7.5209","8.9611","130","0"
"RSV","State","South Dakota","December Week 1","2023-12-02T00:00:00.000","26.2905","6.7653","8.0608","130","0"
"RSV","State","Tennessee","December Week 1","2023-12-02T00:00:00.000","13.2564","1.9748","2.3529","1325","0"
"RSV","State","Tennessee","December Week 1","2023-12-02T00:00:00.000",,,,"1325","1"
"RSV","State","Tennessee","December Week 1","2023-12-02T00:00:00.000",,,,"21","1"
"RSV","State","Tennessee","December Week 1","2023-12-02T00:00:00.000",,,,"21","1"
"RSV","State","Tennessee","December Week 1","2023-12-02T00:00:00.000",,,,"21","1"
"RSV","State","Texas","December Week 1","2023-12-02T00:00:00.000","13.9076","1.5526","1.8499","9706","0"
"RSV","State","Texas","December Week 1","2023-12-02T00:00:00.000","13.9076","1.5526","1.8499","9706","0"
"RSV","State","Texas","December Week 1","2023-12-02T00:00:00.000","27.2856","10.4817","12.4888","272","0"
"RSV","State","Texas","December Week 1","2023-12-02T00:00:00.000","29.1382","9.1595","10.9135","272","0"
"RSV","State","Texas","December Week 1","2023-12-02T00:00:00.000","29.6686","10.1469","12.0899","272","0"
"RSV","State","Utah","December Week 1","2023-12-02T00:00:00.000","19.6512","2.6708","3.1822","1028","0"
"RSV","State","Utah","December Week 1","2023-12-02T00:00:00.000",,,,"1028","1"
"RSV","State","Utah","December Week 1","2023-12-02T00:00:00.000",,,,"4","1"
"RSV","State","Utah","December Week 1","2023-12-02T00:00:00.000",,,,"4","1"
"RSV","State","Utah","December Week 1","2023-12-02T00:00:00.000",,,,"4","1"
"RSV","State","Vermont","December Week 1","2023-12-02T00:00:00.000","17.8056","2.2489","2.6795","1208","0"
"RSV","State","Vermont","December Week 1","2023-12-02T00:00:00.000","17.8056","2.2489","2.6795","1208","0"
"RSV","State","Vermont","December Week 1","2023-12-02T00:00:00.000","17.5564","13.3654","15.9248","35","0"
"RSV","State","Vermont","December Week 1","2023-12-02T00:00:00.000","37.5722","17.8769","21.3001","35","0"
"RSV","State","Vermont","December Week 1","2023-12-02T00:00:00.000","27.0657","17.2429","20.5447","35","0"
"RSV","State","Virgin Islands","December Week 1","2023-12-02T00:00:00.000","2.0372","0.8461","1.0081","927","0"
"RSV","State","Virgin Islands","December Week 1","2023-12-02T00:00:00.000","2.0372","0.8461","1.0081","927","0"
"RSV","State","Virgin Islands","December Week 1","2023-12-02T00:00:00.000","8.7453","4.316","5.1424","107","0"
"RSV","State","Virgin Islands","December Week 1","2023-12-02T00:00:00.000","67.6054","8.6222","10.2732","107","0"
"RSV","State","Virgin Islands","December Week 1","2023-12-02T00:00:00.000","21.6121","7.9054","9.4192","107","0"
"RSV","State","Virginia","December Week 1","2023-12-02T00:00:00.000","18.4362","1.2988","1.5475","5052","0"
"RSV","State","Virginia","December Week 1","2023-12-02T00:00:00.000","18.4362","1.2988","1.5475","5052","0"
"RSV","State","Virginia","December Week 1","2023-12-02T00:00:00.000","12.9687","3.9159","4.6658","275","0"
"RSV","State","Virginia","December Week 1","2023-12-02T00:00:00.000","44.2297","5.8388","6.9569","275","0"
"RSV","State","Virginia","December Week 1","2023-12-02T00:00:00.000","24.3654","5.1217","6.1025","275","0"
"RSV","State","Washington","December Week 1","2023-12-02T00:00:00.000","22.4285","2.684","3.198","1381","0"
"RSV","State","Washington","December Week 1","2023-12-02T00:00:00.000",,,,"1381","1"
"RSV","State","Washington","December Week 1","2023-12-02T00:00:00.000",,,,"28","1"
"RSV","State","Washington","December Week 1","2023-12-02T00:00:00.000",,,,"28","1"
"RSV","State","Washington","December Week 1","2023-12-02T00:00:00.000",,,,"28","1"
"RSV","State","West Virginia","December Week 1","2023-12-02T00:00:00.000","14.5697","1.2073","1.4385","3904","0"
"RSV","State","West Virginia","December Week 1","2023-12-02T00:00:00.000",,,,"3904","1"
"RSV","State","West Virginia","December Week 1","2023-12-02T00:00:00.000",,,,"16","1"
"RSV","State","West Virginia","December Week 1","2023-12-02T00:00:00.000",,,,"16","1"
"RSV","State","West Virginia","December Week 1","2023-12-02T00:00:00.000",,,,"16","1"
"RSV","State","Wisconsin","December Week 1","2023-12-02T00:00:00.000","17.023","1.8815","2.2418","2220","0"
"RSV","State","Wisconsin","December Week 1","2023-12-02T00:00:00.000","17.023","1.8815","2.2418","2220","0"
"RSV","State","Wisconsin","December Week 1","2023-12-02T00:00:00.000","11.2307","4.8369","5.7631","111","0"
"RSV","State","Wisconsin","December Week 1","2023-12-02T00:00:00.000","37.6744","9.797","11.673","111","0"
"RSV","State","Wisconsin","December Week 1","2023-12-02T00:00:00.000","34.0718","10.1006","12.0348","111","0"
"RSV","State","Wyoming","December Week 1","2023-12-02T00:00:00.000","15.3357","1.2939","1.5417","3744","0"
"RSV","State","Wyoming","December Week 1","2023-12-02T00:00:00.000","15.3357","1.2939","1.5417","3744","0"
"RSV","State","Wyoming","December Week 1","2023-12-02T00:00:00.000","3.7936","3.1833","3.7929","91","0"
"RSV","State","Wyoming","December Week 1","2023-12-02T00:00:00.000","37.9391","9.3845","11.1815","91","0"
"RSV","State","Wyoming","December Week 1","2023-12-02T00:00:00.000","42.9317","9.602","11.4407","91","0"
"RSV","Region","Region 1","December Week 1","2023-12-02T00:00:00.000","19.6394","1.2849","1.5309","17264","0"
"RSV","Region","Region 1","December Week 1","2023-12-02T00:00:00.000","19.6394","1.2849","1.5309","17264","0"
"RSV","Region","Region 1","December Week 1","2023-12-02T00:00:00.000","13.8296","3.2382","3.8583","676","0"
"RSV","Region","Region 1","December Week 1","2023-12-02T00:00:00.000","40.926","4.9507","5.8987","676","0"
"RSV","Region","Region 1","December Week 1","2023-12-02T00:00:00.000","25.605","4.8141","5.7359","676","0"
"RSV","Region","Region 10","December Week 1","2023-12-02T00:00:00.000","21.4484","1.6916","2.0155","7848","0"
"RSV","Region","Region 10","December Week 1","2023-12-02T00:00:00.000","21.4484","1.6916","2.0155","7848","0"
"RSV","Region","Region 10","December Week 1","2023-12-02T00:00:00.000","13.8828","9.7146","11.5749","253","0"
"RSV","Region","Region 10","December Week 1","2023-12-02T00:00:00.000","39.8277","12.1439","14.4694","253","0"
"RSV","Region","Region 10","December Week 1","2023-12-02T00:00:00.000","24.8411","10.1717","12.1194","253","0"
"RSV","Region","Region 2","December Week 1","2023-12-02T00:00:00.000","11.5895","0.8485","1.011","12903","0"
"RSV","Region","Region 2","December Week 1","2023-12-02T00:00:00.000","11.5895","0.8485","1.011","12903","0"
"RSV","Region","Region 2","December Week 1","2023-12-02T00:00:00.000","14.4543","4.9541","5.9028","456","0"
"RSV","Region","Region 2","December Week 1","2023-12-02T00:00:00.000","45.1726","6.6689","7.946","456","0"
"RSV","Region","Region 2","December Week 1","2023-12-02T00:00:00.000","28.7836","6.3303","7.5425","456","0"
"RSV","Region","Region 3","December Week 1","2023-12-02T00:00:00.000","16.6182","0.9162","1.0916","26244","0"
"RSV","Region","Region 3","December Week 1","2023-12-02T00:00:00.000","16.6182","0.9162","1.0916","26244","0"
"RSV","Region","Region 3","December Week 1","2023-12-02T00:00:00.000","16.2219","3.481","4.1476","897","0"
"RSV","Region","Region 3","December Week 1","2023-12-02T00:00:00.000","40.5598","4.052","4.828","897","0"
"RSV","Region","Region 3","December Week 1","2023-12-02T00:00:00.000","26.6001","3.5372","4.2146","897","0"
"RSV","Region","Region 4","December Week 1","2023-12-02T00:00:00.000","13.8375","0.9028","1.0757","21692","0"
"RSV","Region","Region 4","December Week 1","2023-12-02T00:00:00.000","13.8375","0.9028","1.0757","21692","0"
"RSV","Region","Region 4","December Week 1","2023-12-02T00:00:00.000","10.7193","3.4459","4.1058","775","0"
"RSV","Region","Region 4","December Week 1","2023-12-02T00:00:00.000","44.612","7.8679","9.3745","775","0"
"RSV","Region","Region 4","December Week 1","2023-12-02T00:00:00.000","30.8312","6.8922","8.212","775","0"
"RSV","Region","Region 5","December Week 1","2023-12-02T00:00:00.000","17.1426","0.8865","1.0562","17469","0"
"RSV","Region","Region 5","December Week 1","2023-12-02T00:00:00.000","17.1426","0.8865","1.0562","17469","0"
"RSV","Region","Region 5","December Week 1","2023-12-02T00:00:00.000","15.2805","5.0402","6.0054","667","0"
"RSV","Region","Region 5","December Week 1","2023-12-02T00:00:00.000","40.7095","6.4293","7.6605","667","0"
"RSV","Region","Region 5","December Week 1","2023-12-02T00:00:00.000","26.8674","5.169","6.1588","667","0"
"RSV","Region","Region 6","December Week 1","2023-12-02T00:00:00.000","14.5357","1.1248","1.3402","22485","0"
"RSV","Region","Region 6","December Week 1","2023-12-02T00:00:00.000","14.5357","1.1248","1.3402","22485","0"
"RSV","Region","Region 6","December Week 1","2023-12-02T00:00:00.000","22.62","6.8574","8.1705","898","0"
"RSV","Region","Region 6","December Week 1","2023-12-02T00:00:00.000","33.7738","6.2257","7.4178","898","0"
"RSV","Region","Region 6","December Week 1","2023-12-02T00:00:00.000","29.0704","6.7831","8.082","898","0"
"RSV","Region","Region 7","December Week 1","2023-12-02T00:00:00.000","15.3825","1.1077","1.3199","7241","0"
"RSV","Region","Region 7","December Week 1","2023-12-02T00:00:00.000","15.3825","1.1077","1.3199","7241","0"
"RSV","Region","Region 7","December Week 1","2023-12-02T00:00:00.000","10.7209","3.6055","4.2959","157","0"
"RSV","Region","Region 7","December Week 1","2023-12-02T00:00:00.000","31.5846","8.5619","10.2014","157","0"
"RSV","Region","Region 7","December Week 1","2023-12-02T00:00:00.000","42.312","9.4424","11.2505","157","0"
"RSV","Region","Region 8","December Week 1","2023-12-02T00:00:00.000","21.0825","1.325","1.5787","17642","0"
"RSV","Region","Region 8","December Week 1","2023-12-02T00:00:00.000","21.0825","1.325","1.5787","17642","0"
"RSV","Region","Region 8","December Week 1","2023-12-02T00:00:00.000","14.7588","5.737","6.8355","439","0"
"RSV","Region","Region 8","December Week 1","2023-12-02T00:00:00.000","34.3367","5.8691","6.993","439","0"
"RSV","Region","Region 8","December Week 1","2023-12-02T00:00:00.000","29.822","5.6678","6.7532","439","0"
"RSV","Region","Region 9","December Week 1","2023-12-02T00:00:00.000","15.4484","1.2951","1.5431","14193","0"
"RSV","Region","Region 9","December Week 1","2023-12-02T00:00:00.000","15.4484","1.2951","1.5431","14193","0"
"RSV","Region","Region 9","December Week 1","2023-12-02T00:00:00.000","20.5959","7.1193","8.4826","546","0"
"RSV","Region","Region 9","December Week 1","2023-12-02T00:00:00.000","39.8446","7.849","9.352","546","0"
"RSV","Region","Region 9","December Week 1","2023-12-02T00:00:00.000","24.1111","6.3011","7.5077","546","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","15.621","0.3843","0.4578","164981","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","15.621","0.3843","0.4578","164981","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","15.6906","1.9924","2.3739","5764","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","40.4896","2.6946","3.2106","5764","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","28.1988","2.3667","2.8199","5764","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","16.0869","0.3962","0.472","156970","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","16.0869","0.3962","0.472","156970","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","15.9799","2.0777","2.4756","5499","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","41.1627","2.787","3.3207","5499","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","26.7705","2.2895","2.7279","5499","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","4.3122","1.4972","1.7839","3841","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","4.3122","1.4972","1.7839","3841","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","14.9969","9.3901","11.1882","125","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","32.2087","11.8818","14.1571","125","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","48.4822","11.7967","14.0557","125","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","15.6675","0.3868","0.4608","162211","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","15.6675","0.3868","0.4608","162211","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","15.6941","2.0133","2.3988","5670","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","40.7335","2.7277","3.25","5670","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","27.905","2.3886","2.846","5670","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","12.0245","2.8299","3.3718","1889","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","12.0245","2.8299","3.3718","1889","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","10.8913","8.8998","10.6041","67","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","29.7062","9.3051","11.0869","67","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","47.378","8.0127","9.5471","67","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","14.0399","3.89","4.6348","380","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000",,,,"380","1"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000",,,,"10","1"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000",,,,"10","1"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000",,,,"10","1"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","16.0652","0.4292","0.5114","138431","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","16.0652","0.4292","0.5114","138431","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","15.6411","2.1701","2.5857","4840","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","39.1284","2.8071","3.3446","4840","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","29.1653","2.4306","2.8961","4840","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","13.5821","0.839","0.9997","26041","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","13.5821","0.839","0.9997","26041","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","16.2785","4.9218","5.8642","910","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","45.7773","6.2382","7.4327","910","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","24.3621","4.6261","5.5119","910","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","13.9557","0.4211","0.5017","118874","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","13.9557","0.4211","0.5017","118874","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","13.6164","2.0399","2.4305","4153","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","40.3856","3.0579","3.6435","4153","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","32.0423","2.8219","3.3623","4153","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","19.7834","0.8267","0.985","46107","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","19.7834","0.8267","0.985","46107","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","21.5035","4.8029","5.7226","1611","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","40.9877","4.9819","5.9358","1611","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","17.7254","3.0753","3.6642","1611","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","11.2084","0.4465","0.532","85285","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","11.2084","0.4465","0.532","85285","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","13.6478","2.375","2.8298","2955","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","40.5557","3.5157","4.189","2955","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","34.5881","3.3847","4.0329","2955","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","19.1177","0.4991","0.5947","123069","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","19.1177","0.4991","0.5947","123069","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","15.956","2.3967","2.8556","4276","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","39.5334","3.2083","3.8227","4276","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","25.3929","2.6058","3.1048","4276","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","21.1104","0.7183","0.8558","60587","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","21.1104","0.7183","0.8558","60587","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","18.1011","3.8167","4.5475","2127","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","40.6314","4.9023","5.841","2127","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","20.1571","3.2349","3.8543","2127","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","19.8383","1.2135","1.4459","19109","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","19.8383","1.2135","1.4459","19109","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","17.7579","5.8784","7.0041","682","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","39.7605","6.9743","8.3098","682","0"
"RSV","National","National","December Week 1","2023-12-02T00:00:00.000","22.6433","5.4075","6.443","682","0"
"RSV","Substate","Illinois-City of Chicago","November Week 3","2023-11-18T00:00:00.000","15.4139","3.2126","3.8278","1538","0"
"RSV","Substate","Illinois-City of Chicago","November Week 3","2023-11-18T00:00:00.000","15.4139","3.2126","3.8278","1538","0"
"RSV","Substate","Illinois-City of Chicago","November Week 3","2023-11-18T00:00:00.000","15.753","7.9249","9.4424","58","0"
"RSV","Substate","Illinois-City of Chicago","November Week 3","2023-11-18T00:00:00.000","57.3882","12.3918","14.7647","58","0"
"RSV","Substate","Illinois-City of Chicago","November Week 3","2023-11-18T00:00:00.000","11.4449","8.1873","9.7551","58","0"
"RSV","Substate","Illinois-Rest of State","November Week 3","2023-11-18T00:00:00.000","16.6302","1.9849","2.365","4789","0"
"RSV","Substate","Illinois-Rest of State","November Week 3","2023-11-18T00:00:00.000","16.6302","1.9849","2.365","4789","0"
"RSV","Substate","Illinois-Rest of State","November Week 3","2023-11-18T00:00:00.000","16.3733","6.6608","7.9363","113","0"
"RSV","Substate","Illinois-Rest of State","November Week 3","2023-11-18T00:00:00.000","33.4283","9.6326","11.4771","113","0"
"RSV","Substate","Illinois-Rest of State","November Week 3","2023-11-18T00:00:00.000","33.5681","10.3195","12.2956","113","0"
"RSV","Substate","New York-New York City","November Week 3","2023-11-18T00:00:00.000","6.3381","1.7015","2.0273","790","0"
"RSV","Substate","New York-New York City","November Week 3","2023-11-18T00:00:00.000",,,,"790","1"
"RSV","Substate","New York-New York City","November Week 3","2023-11-18T00:00:00.000",,,,"18","1"
"RSV","Substate","New York-New York City","November Week 3","2023-11-18T00:00:00.000",,,,"18","1"
"RSV","Substate","New York-New York City","November Week 3","2023-11-18T00:00:00.000",,,,"18","1"
"RSV","Substate","New York-Rest of State","November Week 3","2023-11-18T00:00:00.000","13.1478","1.7615","2.0988","3297","0"
"RSV","Substate","New York-Rest of State","November Week 3","2023-11-18T00:00:00.000","13.1478","1.7615","2.0988","3297","0"
"RSV","Substate","New York-Rest of State","November Week 3","2023-11-18T00:00:00.000","11.8085","4.5533","5.4252","179","0"
"RSV","Substate","New York-Rest of State","November Week 3","2023-11-18T00:00:00.000","47.7991","8.0292","9.5667","179","0"
"RSV","Substate","New York-Rest of State","November Week 3","2023-11-18T00:00:00.000","27.2445","6.7355","8.0253","179","0"
"RSV","Substate","Pennsylvania-Philadelphia County","November Week 3","2023-11-18T00:00:00.000","9.109","1.6693","1.989","2486","0"
"RSV","Substate","Pennsylvania-Philadelphia County","November Week 3","2023-11-18T00:00:00.000","9.109","1.6693","1.989","2486","0"
"RSV","Substate","Pennsylvania-Philadelphia County","November Week 3","2023-11-18T00:00:00.000","30.724","12.7416","15.1815","46","0"
"RSV","Substate","Pennsylvania-Philadelphia County","November Week 3","2023-11-18T00:00:00.000","41.2118","12.7749","15.2211","46","0"
"RSV","Substate","Pennsylvania-Philadelphia County","November Week 3","2023-11-18T00:00:00.000","18.9553","10.301","12.2735","46","0"
"RSV","Substate","Pennsylvania-Rest of State","November Week 3","2023-11-18T00:00:00.000","12.6349","1.3708","1.6332","5024","0"
"RSV","Substate","Pennsylvania-Rest of State","November Week 3","2023-11-18T00:00:00.000","12.6349","1.3708","1.6332","5024","0"
"RSV","Substate","Pennsylvania-Rest of State","November Week 3","2023-11-18T00:00:00.000","17.117","4.5375","5.4064","294","0"
"RSV","Substate","Pennsylvania-Rest of State","November Week 3","2023-11-18T00:00:00.000","45.5036","5.631","6.7092","294","0"
"RSV","Substate","Pennsylvania-Rest of State","November Week 3","2023-11-18T00:00:00.000","24.7445","4.8404","5.7672","294","0"
"RSV","Substate","Texas-Bexar County","November Week 3","2023-11-18T00:00:00.000","14.7336","1.3067","1.557","3385","0"
"RSV","Substate","Texas-Bexar County","November Week 3","2023-11-18T00:00:00.000","14.7336","1.3067","1.557","3385","0"
"RSV","Substate","Texas-Bexar County","November Week 3","2023-11-18T00:00:00.000","18.8236","8.6892","10.3531","78","0"
"RSV","Substate","Texas-Bexar County","November Week 3","2023-11-18T00:00:00.000","43.2075","10.6891","12.7359","78","0"
"RSV","Substate","Texas-Bexar County","November Week 3","2023-11-18T00:00:00.000","23.2353","9.0801","10.8189","78","0"
"RSV","Substate","Texas-City of Houston","November Week 3","2023-11-18T00:00:00.000","13.7327","1.9993","2.3822","2990","0"
"RSV","Substate","Texas-City of Houston","November Week 3","2023-11-18T00:00:00.000","13.7327","1.9993","2.3822","2990","0"
"RSV","Substate","Texas-City of Houston","November Week 3","2023-11-18T00:00:00.000","17.387","8.1744","9.7397","69","0"
"RSV","Substate","Texas-City of Houston","November Week 3","2023-11-18T00:00:00.000","44.8485","10.9997","13.106","69","0"
"RSV","Substate","Texas-City of Houston","November Week 3","2023-11-18T00:00:00.000","24.0317","9.3608","11.1533","69","0"
"RSV","Substate","Texas-Rest of State","November Week 3","2023-11-18T00:00:00.000","9.9115","1.4167","1.6879","3331","0"
"RSV","Substate","Texas-Rest of State","November Week 3","2023-11-18T00:00:00.000","9.9115","1.4167","1.6879","3331","0"
"RSV","Substate","Texas-Rest of State","November Week 3","2023-11-18T00:00:00.000","38.9675","15.5552","18.5339","86","0"
"RSV","Substate","Texas-Rest of State","November Week 3","2023-11-18T00:00:00.000","31.4812","13.7118","16.3375","86","0"
"RSV","Substate","Texas-Rest of State","November Week 3","2023-11-18T00:00:00.000","19.6399","11.7779","14.0332","86","0"
"RSV","Substate","Illinois-City of Chicago","November Week 4","2023-11-25T00:00:00.000","15.4139","3.2126","3.8278","1538","0"
"RSV","Substate","Illinois-City of Chicago","November Week 4","2023-11-25T00:00:00.000","15.4139","3.2126","3.8278","1538","0"
"RSV","Substate","Illinois-City of Chicago","November Week 4","2023-11-25T00:00:00.000","13.2642","8.8235","10.5131","53","0"
"RSV","Substate","Illinois-City of Chicago","November Week 4","2023-11-25T00:00:00.000","45.1746","15.1696","18.0745","53","0"
"RSV","Substate","Illinois-City of Chicago","November Week 4","2023-11-25T00:00:00.000","26.1472","13.4179","15.9873","53","0"
"RSV","Substate","Illinois-Rest of State","November Week 4","2023-11-25T00:00:00.000","16.6302","1.9849","2.365","4789","0"
"RSV","Substate","Illinois-Rest of State","November Week 4","2023-11-25T00:00:00.000","16.6302","1.9849","2.365","4789","0"
"RSV","Substate","Illinois-Rest of State","November Week 4","2023-11-25T00:00:00.000","18.0503","8.4461","10.0634","90","0"
"RSV","Substate","Illinois-Rest of State","November Week 4","2023-11-25T00:00:00.000","45.7794","10.1713","12.119","90","0"
"RSV","Substate","Illinois-Rest of State","November Week 4","2023-11-25T00:00:00.000","19.54","8.0661","9.6106","90","0"
"RSV","Substate","New York-New York City","November Week 4","2023-11-25T00:00:00.000","6.3381","1.7015","2.0273","790","0"
"RSV","Substate","New York-New York City","November Week 4","2023-11-25T00:00:00.000",,,,"790","1"
"RSV","Substate","New York-New York City","November Week 4","2023-11-25T00:00:00.000",,,,"10","1"
"RSV","Substate","New York-New York City","November Week 4","2023-11-25T00:00:00.000",,,,"10","1"
"RSV","Substate","New York-New York City","November Week 4","2023-11-25T00:00:00.000",,,,"10","1"
"RSV","Substate","New York-Rest of State","November Week 4","2023-11-25T00:00:00.000","13.2285","1.7666","2.1049","3297","0"
"RSV","Substate","New York-Rest of State","November Week 4","2023-11-25T00:00:00.000","13.2285","1.7666","2.1049","3297","0"
"RSV","Substate","New York-Rest of State","November Week 4","2023-11-25T00:00:00.000","12.5387","5.8034","6.9147","140","0"
"RSV","Substate","New York-Rest of State","November Week 4","2023-11-25T00:00:00.000","44.1115","8.6647","10.3239","140","0"
"RSV","Substate","New York-Rest of State","November Week 4","2023-11-25T00:00:00.000","30.1213","7.7413","9.2237","140","0"
"RSV","Substate","Pennsylvania-Philadelphia County","November Week 4","2023-11-25T00:00:00.000","9.109","1.6693","1.989","2486","0"
"RSV","Substate","Pennsylvania-Philadelphia County","November Week 4","2023-11-25T00:00:00.000",,,,"2486","1"
"RSV","Substate","Pennsylvania-Philadelphia County","November Week 4","2023-11-25T00:00:00.000",,,,"8","1"
"RSV","Substate","Pennsylvania-Philadelphia County","November Week 4","2023-11-25T00:00:00.000",,,,"8","1"
"RSV","Substate","Pennsylvania-Philadelphia County","November Week 4","2023-11-25T00:00:00.000",,,,"8","1"
"RSV","Substate","Pennsylvania-Rest of State","November Week 4","2023-11-25T00:00:00.000","12.7843","1.382","1.6466","5024","0"
"RSV","Substate","Pennsylvania-Rest of State","November Week 4","2023-11-25T00:00:00.000","12.7843","1.382","1.6466","5024","0"
"RSV","Substate","Pennsylvania-Rest of State","November Week 4","2023-11-25T00:00:00.000","14.2834","4.0252","4.796","286","0"
"RSV","Substate","Pennsylvania-Rest of State","November Week 4","2023-11-25T00:00:00.000","43.0445","5.6685","6.7539","286","0"
