"season","week","virus","region","age_gp","number_pos","number_tested","percent_pos"
"2023-24","202414","Influenza","Region 7","All Ages","27","330","8.18"
"2023-24","202414","Influenza","Region 8","All Ages","81","1509","5.37"
"2023-24","202414","Influenza","Region 9","All Ages","5","202","2.48"
"2023-24","202414","Influenza","Region 10","All Ages","1","35","2.86"
"2023-24","202414","RSV","Region 1","All Ages","1","101","0.99"
"2023-24","202414","RSV","Region 2","All Ages","1","174","0.57"
"2023-24","202414","RSV","Region 3","All Ages","3","212","1.42"
"2023-24","202414","RSV","Region 4","All Ages","5","379","1.32"
"2023-24","202414","RSV","Region 5","All Ages","20","1793","1.12"
"2023-24","202414","RSV","Region 6","All Ages","1","255","0.39"
"2023-24","202414","RSV","Region 7","All Ages","9","325","2.77"
"2023-24","202414","RSV","Region 8","All Ages","51","1154","4.42"
"2023-24","202414","RSV","Region 9","All Ages","0","122","0"
"2023-24","202414","RSV","Region 10","All Ages","0","33","0"
"2023-24","202415","SARS-CoV-2","Region 1","All Ages","5","121","4.13"
"2023-24","202415","SARS-CoV-2","Region 2","All Ages","6","153","3.92"
"2023-24","202415","SARS-CoV-2","Region 3","All Ages","5","222","2.25"
"2023-24","202415","SARS-CoV-2","Region 4","All Ages","25","508","4.92"
"2023-24","202415","SARS-CoV-2","Region 5","All Ages","114","1924","5.93"
"2023-24","202415","SARS-CoV-2","Region 6","All Ages","21","523","4.02"
"2023-24","202415","SARS-CoV-2","Region 7","All Ages","12","359","3.34"
"2023-24","202415","SARS-CoV-2","Region 8","All Ages","84","1470","5.71"
"2023-24","202415","SARS-CoV-2","Region 9","All Ages","14","232","6.03"
"2023-24","202415","SARS-CoV-2","Region 10","All Ages","2","29","6.9"
"2023-24","202415","Influenza","Region 1","All Ages","4","120","3.33"
"2023-24","202415","Influenza","Region 2","All Ages","18","155","11.61"
"2023-24","202415","Influenza","Region 3","All Ages","9","221","4.07"
"2023-24","202415","Influenza","Region 4","All Ages","19","381","4.99"
"2023-24","202415","Influenza","Region 5","All Ages","309","1891","16.34"
"2023-24","202415","Influenza","Region 6","All Ages","6","532","1.13"
"2023-24","202415","Influenza","Region 7","All Ages","21","361","5.82"
"2023-24","202415","Influenza","Region 8","All Ages","71","1466","4.84"
"2023-24","202415","Influenza","Region 9","All Ages","10","171","5.85"
"2023-24","202415","Influenza","Region 10","All Ages","1","26","3.85"
"2023-24","202415","RSV","Region 1","All Ages","0","120","0"
"2023-24","202415","RSV","Region 2","All Ages","3","154","1.95"
"2023-24","202415","RSV","Region 3","All Ages","3","197","1.52"
"2023-24","202415","RSV","Region 4","All Ages","4","370","1.08"
"2023-24","202415","RSV","Region 5","All Ages","18","1714","1.05"
"2023-24","202415","RSV","Region 6","All Ages","4","255","1.57"
"2023-24","202415","RSV","Region 7","All Ages","13","359","3.62"
"2023-24","202415","RSV","Region 8","All Ages","33","1071","3.08"
"2023-24","202415","RSV","Region 9","All Ages","4","123","3.25"
"2023-24","202415","RSV","Region 10","All Ages","0","25","0"
"2023-24","202416","SARS-CoV-2","Region 1","All Ages","3","89","3.37"
"2023-24","202416","SARS-CoV-2","Region 2","All Ages","27","666","4.05"
"2023-24","202416","SARS-CoV-2","Region 3","All Ages","13","234","5.56"
"2023-24","202416","SARS-CoV-2","Region 4","All Ages","18","482","3.73"
"2023-24","202416","SARS-CoV-2","Region 5","All Ages","78","1716","4.55"
"2023-24","202416","SARS-CoV-2","Region 6","All Ages","15","506","2.96"
"2023-24","202416","SARS-CoV-2","Region 7","All Ages","10","350","2.86"
"2023-24","202416","SARS-CoV-2","Region 8","All Ages","80","1307","6.12"
"2023-24","202416","SARS-CoV-2","Region 9","All Ages","14","196","7.14"
"2023-24","202416","SARS-CoV-2","Region 10","All Ages","4","85","4.71"
"2023-24","202416","Influenza","Region 1","All Ages","1","93","1.08"
"2023-24","202416","Influenza","Region 2","All Ages","55","669","8.22"
"2023-24","202416","Influenza","Region 3","All Ages","6","229","2.62"
"2023-24","202416","Influenza","Region 4","All Ages","12","344","3.49"
"2023-24","202416","Influenza","Region 5","All Ages","176","1683","10.46"
"2023-24","202416","Influenza","Region 6","All Ages","10","505","1.98"
"2023-24","202416","Influenza","Region 7","All Ages","14","346","4.05"
"2023-24","202416","Influenza","Region 8","All Ages","51","1290","3.95"
"2023-24","202416","Influenza","Region 9","All Ages","8","150","5.33"
"2023-24","202416","Influenza","Region 10","All Ages","3","77","3.9"
"2023-24","202416","RSV","Region 1","All Ages","0","93","0"
"2023-24","202416","RSV","Region 2","All Ages","1","659","0.15"
"2023-24","202416","RSV","Region 3","All Ages","0","199","0"
"2023-24","202416","RSV","Region 4","All Ages","4","339","1.18"
"2023-24","202416","RSV","Region 5","All Ages","14","1490","0.94"
"2023-24","202416","RSV","Region 6","All Ages","2","261","0.77"
"2023-24","202416","RSV","Region 7","All Ages","9","339","2.65"
"2023-24","202416","RSV","Region 8","All Ages","21","996","2.11"
"2023-24","202416","RSV","Region 9","All Ages","1","99","1.01"
"2023-24","202416","RSV","Region 10","All Ages","1","75","1.33"
"2023-24","202417","SARS-CoV-2","Region 1","All Ages","4","100","4"
"2023-24","202417","SARS-CoV-2","Region 2","All Ages","26","619","4.2"
"2023-24","202417","SARS-CoV-2","Region 3","All Ages","5","232","2.16"
"2023-24","202417","SARS-CoV-2","Region 4","All Ages","14","458","3.06"
"2023-24","202417","SARS-CoV-2","Region 5","All Ages","77","1567","4.91"
"2023-24","202417","SARS-CoV-2","Region 6","All Ages","16","483","3.31"
"2023-24","202417","SARS-CoV-2","Region 7","All Ages","10","302","3.31"
"2023-24","202417","SARS-CoV-2","Region 8","All Ages","67","1275","5.25"
"2023-24","202417","SARS-CoV-2","Region 9","All Ages","13","199","6.53"
"2023-24","202417","SARS-CoV-2","Region 10","All Ages","3","74","4.05"
"2023-24","202417","Influenza","Region 1","All Ages","2","95","2.11"
"2023-24","202417","Influenza","Region 2","All Ages","57","619","9.21"
"2023-24","202417","Influenza","Region 3","All Ages","7","230","3.04"
"2023-24","202417","Influenza","Region 4","All Ages","16","371","4.31"
"2023-24","202417","Influenza","Region 5","All Ages","140","1549","9.04"
"2023-24","202417","Influenza","Region 6","All Ages","12","493","2.43"
"2023-24","202417","Influenza","Region 7","All Ages","7","298","2.35"
"2023-24","202417","Influenza","Region 8","All Ages","47","1259","3.73"
"2023-24","202417","Influenza","Region 9","All Ages","3","160","1.88"
"2023-24","202417","Influenza","Region 10","All Ages","0","66","0"
"2023-24","202417","RSV","Region 1","All Ages","1","95","1.05"
"2023-24","202417","RSV","Region 2","All Ages","2","616","0.32"
"2023-24","202417","RSV","Region 3","All Ages","1","202","0.5"
"2023-24","202417","RSV","Region 4","All Ages","2","358","0.56"
"2023-24","202417","RSV","Region 5","All Ages","10","1397","0.72"
"2023-24","202417","RSV","Region 6","All Ages","0","244","0"
"2023-24","202417","RSV","Region 7","All Ages","3","297","1.01"
"2023-24","202417","RSV","Region 8","All Ages","17","962","1.77"
"2023-24","202417","RSV","Region 9","All Ages","0","105","0"
"2023-24","202417","RSV","Region 10","All Ages","1","65","1.54"
"2023-24","202418","SARS-CoV-2","Region 1","All Ages","4","107","3.74"
"2023-24","202418","SARS-CoV-2","Region 2","All Ages","38","616","6.17"
"2023-24","202418","SARS-CoV-2","Region 3","All Ages","4","204","1.96"
"2023-24","202418","SARS-CoV-2","Region 4","All Ages","12","427","2.81"
"2023-24","202418","SARS-CoV-2","Region 5","All Ages","79","1535","5.15"
"2023-24","202418","SARS-CoV-2","Region 6","All Ages","16","460","3.48"
"2023-24","202418","SARS-CoV-2","Region 7","All Ages","6","294","2.04"
"2023-24","202418","SARS-CoV-2","Region 8","All Ages","54","1346","4.01"
"2023-24","202418","SARS-CoV-2","Region 9","All Ages","8","184","4.35"
"2023-24","202418","SARS-CoV-2","Region 10","All Ages","2","71","2.82"
"2023-24","202418","Influenza","Region 1","All Ages","0","110","0"
"2023-24","202418","Influenza","Region 2","All Ages","35","616","5.68"
"2023-24","202418","Influenza","Region 3","All Ages","3","199","1.51"
"2023-24","202418","Influenza","Region 4","All Ages","12","363","3.31"
"2023-24","202418","Influenza","Region 5","All Ages","82","1487","5.51"
"2023-24","202418","Influenza","Region 6","All Ages","5","462","1.08"
"2023-24","202418","Influenza","Region 7","All Ages","5","293","1.71"
"2023-24","202418","Influenza","Region 8","All Ages","39","1296","3.01"
"2023-24","202418","Influenza","Region 9","All Ages","3","156","1.92"
"2023-24","202418","Influenza","Region 10","All Ages","1","64","1.56"
"2023-24","202418","RSV","Region 1","All Ages","0","110","0"
"2023-24","202418","RSV","Region 2","All Ages","0","605","0"
"2023-24","202418","RSV","Region 3","All Ages","0","176","0"
"2023-24","202418","RSV","Region 4","All Ages","0","359","0"
"2023-24","202418","RSV","Region 5","All Ages","5","1345","0.37"
"2023-24","202418","RSV","Region 6","All Ages","2","235","0.85"
"2023-24","202418","RSV","Region 7","All Ages","7","284","2.46"
"2023-24","202418","RSV","Region 8","All Ages","17","986","1.72"
"2023-24","202418","RSV","Region 9","All Ages","0","114","0"
"2023-24","202418","RSV","Region 10","All Ages","0","59","0"
"2023-24","202419","SARS-CoV-2","Region 1","All Ages","5","113","4.42"
"2023-24","202419","SARS-CoV-2","Region 2","All Ages","30","535","5.61"
"2023-24","202419","SARS-CoV-2","Region 3","All Ages","6","232","2.59"
"2023-24","202419","SARS-CoV-2","Region 4","All Ages","25","409","6.11"
"2023-24","202419","SARS-CoV-2","Region 5","All Ages","62","1480","4.19"
"2023-24","202419","SARS-CoV-2","Region 6","All Ages","6","484","1.24"
"2023-24","202419","SARS-CoV-2","Region 7","All Ages","3","272","1.1"
"2023-24","202419","SARS-CoV-2","Region 8","All Ages","82","1330","6.17"
"2023-24","202419","SARS-CoV-2","Region 9","All Ages","8","166","4.82"
"2023-24","202419","SARS-CoV-2","Region 10","All Ages","3","89","3.37"
"2023-24","202419","Influenza","Region 1","All Ages","2","113","1.77"
"2023-24","202419","Influenza","Region 2","All Ages","32","536","5.97"
"2023-24","202419","Influenza","Region 3","All Ages","3","223","1.35"
"2023-24","202419","Influenza","Region 4","All Ages","10","341","2.93"
"2023-24","202419","Influenza","Region 5","All Ages","61","1439","4.24"
"2023-24","202419","Influenza","Region 6","All Ages","5","490","1.02"
"2023-24","202419","Influenza","Region 7","All Ages","4","272","1.47"
"2023-24","202419","Influenza","Region 8","All Ages","34","1269","2.68"
"2023-24","202419","Influenza","Region 9","All Ages","5","138","3.62"
"2023-24","202419","Influenza","Region 10","All Ages","1","74","1.35"
"2023-24","202419","RSV","Region 1","All Ages","1","113","0.88"
"2023-24","202419","RSV","Region 2","All Ages","1","533","0.19"
"2023-24","202419","RSV","Region 3","All Ages","0","200","0"
"2023-24","202419","RSV","Region 4","All Ages","3","334","0.9"
"2023-24","202419","RSV","Region 5","All Ages","5","1317","0.38"
"2023-24","202419","RSV","Region 6","All Ages","1","246","0.41"
"2023-24","202419","RSV","Region 7","All Ages","2","263","0.76"
"2023-24","202419","RSV","Region 8","All Ages","18","977","1.84"
"2023-24","202419","RSV","Region 9","All Ages","0","88","0"
"2023-24","202419","RSV","Region 10","All Ages","1","69","1.45"
"2023-24","202420","SARS-CoV-2","Region 1","All Ages","8","112","7.14"
"2023-24","202420","SARS-CoV-2","Region 2","All Ages","50","621","8.05"
"2023-24","202420","SARS-CoV-2","Region 3","All Ages","6","202","2.97"
"2023-24","202420","SARS-CoV-2","Region 4","All Ages","16","441","3.63"
"2023-24","202420","SARS-CoV-2","Region 5","All Ages","80","1412","5.67"
"2023-24","202420","SARS-CoV-2","Region 6","All Ages","18","507","3.55"
"2023-24","202420","SARS-CoV-2","Region 7","All Ages","9","315","2.86"
"2023-24","202420","SARS-CoV-2","Region 8","All Ages","76","1267","6"
"2023-24","202420","SARS-CoV-2","Region 9","All Ages","11","181","6.08"
"2023-24","202420","SARS-CoV-2","Region 10","All Ages","4","92","4.35"
"2023-24","202420","Influenza","Region 1","All Ages","0","117","0"
"2023-24","202420","Influenza","Region 2","All Ages","18","621","2.9"
"2023-24","202420","Influenza","Region 3","All Ages","2","194","1.03"
"2023-24","202420","Influenza","Region 4","All Ages","7","371","1.89"
"2023-24","202420","Influenza","Region 5","All Ages","41","1359","3.02"
"2023-24","202420","Influenza","Region 6","All Ages","4","511","0.78"
"2023-24","202420","Influenza","Region 7","All Ages","0","318","0"
"2023-24","202420","Influenza","Region 8","All Ages","24","1214","1.98"
"2023-24","202420","Influenza","Region 9","All Ages","9","167","5.39"
"2023-24","202420","Influenza","Region 10","All Ages","2","78","2.56"
"2023-24","202420","RSV","Region 1","All Ages","0","117","0"
"2023-24","202420","RSV","Region 2","All Ages","1","616","0.16"
"2023-24","202420","RSV","Region 3","All Ages","0","173","0"
"2023-24","202420","RSV","Region 4","All Ages","4","365","1.1"
"2023-24","202420","RSV","Region 5","All Ages","3","1217","0.25"
"2023-24","202420","RSV","Region 6","All Ages","1","259","0.39"
"2023-24","202420","RSV","Region 7","All Ages","2","318","0.63"
"2023-24","202420","RSV","Region 8","All Ages","11","876","1.26"
"2023-24","202420","RSV","Region 9","All Ages","2","102","1.96"
"2023-24","202420","RSV","Region 10","All Ages","0","74","0"
"2023-24","202421","SARS-CoV-2","Region 1","All Ages","16","123","13.01"
"2023-24","202421","SARS-CoV-2","Region 2","All Ages","45","570","7.89"
"2023-24","202421","SARS-CoV-2","Region 3","All Ages","9","202","4.46"
"2023-24","202421","SARS-CoV-2","Region 4","All Ages","18","429","4.2"
"2023-24","202421","SARS-CoV-2","Region 5","All Ages","64","1360","4.71"
"2023-24","202421","SARS-CoV-2","Region 6","All Ages","15","517","2.9"
"2023-24","202421","SARS-CoV-2","Region 7","All Ages","8","310","2.58"
"2023-24","202421","SARS-CoV-2","Region 8","All Ages","96","1201","7.99"
"2023-24","202421","SARS-CoV-2","Region 9","All Ages","24","193","12.44"
"2023-24","202421","SARS-CoV-2","Region 10","All Ages","5","67","7.46"
"2023-24","202421","Influenza","Region 1","All Ages","0","123","0"
"2023-24","202421","Influenza","Region 2","All Ages","25","576","4.34"
"2023-24","202421","Influenza","Region 3","All Ages","0","192","0"
"2023-24","202421","Influenza","Region 4","All Ages","8","378","2.12"
"2023-24","202421","Influenza","Region 5","All Ages","28","1316","2.13"
"2023-24","202421","Influenza","Region 6","All Ages","6","514","1.17"
"2023-24","202421","Influenza","Region 7","All Ages","2","310","0.65"
"2023-24","202421","Influenza","Region 8","All Ages","20","1119","1.79"
"2023-24","202421","Influenza","Region 9","All Ages","4","159","2.52"
"2023-24","202421","Influenza","Region 10","All Ages","2","53","3.77"
"2023-24","202421","RSV","Region 1","All Ages","1","123","0.81"
"2023-24","202421","RSV","Region 2","All Ages","4","572","0.7"
"2023-24","202421","RSV","Region 3","All Ages","0","179","0"
"2023-24","202421","RSV","Region 4","All Ages","2","369","0.54"
"2023-24","202421","RSV","Region 5","All Ages","2","1210","0.17"
"2023-24","202421","RSV","Region 6","All Ages","1","258","0.39"
"2023-24","202421","RSV","Region 7","All Ages","6","310","1.94"
"2023-24","202421","RSV","Region 8","All Ages","8","854","0.94"
"2023-24","202421","RSV","Region 9","All Ages","0","110","0"
"2023-24","202421","RSV","Region 10","All Ages","0","47","0"
"2023-24","202422","SARS-CoV-2","Region 1","All Ages","9","119","7.56"
"2023-24","202422","SARS-CoV-2","Region 2","All Ages","64","502","12.75"
"2023-24","202422","SARS-CoV-2","Region 3","All Ages","13","229","5.68"
"2023-24","202422","SARS-CoV-2","Region 4","All Ages","24","395","6.08"
"2023-24","202422","SARS-CoV-2","Region 5","All Ages","67","1296","5.17"
"2023-24","202422","SARS-CoV-2","Region 6","All Ages","23","452","5.09"
"2023-24","202422","SARS-CoV-2","Region 7","All Ages","4","250","1.6"
"2023-24","202422","SARS-CoV-2","Region 8","All Ages","117","1244","9.41"
"2023-24","202422","SARS-CoV-2","Region 9","All Ages","21","194","10.82"
"2023-24","202422","SARS-CoV-2","Region 10","All Ages","6","76","7.89"
"2023-24","202422","Influenza","Region 1","All Ages","0","120","0"
"2023-24","202422","Influenza","Region 2","All Ages","11","504","2.18"
"2023-24","202422","Influenza","Region 3","All Ages","1","220","0.45"
"2023-24","202422","Influenza","Region 4","All Ages","9","339","2.65"
"2023-24","202422","Influenza","Region 5","All Ages","17","1248","1.36"
"2023-24","202422","Influenza","Region 6","All Ages","7","455","1.54"
"2023-24","202422","Influenza","Region 7","All Ages","0","250","0"
"2023-24","202422","Influenza","Region 8","All Ages","39","1126","3.46"
"2023-24","202422","Influenza","Region 9","All Ages","3","163","1.84"
"2023-24","202422","Influenza","Region 10","All Ages","1","63","1.59"
"2023-24","202422","RSV","Region 1","All Ages","0","120","0"
"2023-24","202422","RSV","Region 2","All Ages","2","501","0.4"
