"state","season","week_ending_date","age_category","sex","race","rate","cumulative_rate","type"
"Minnesota","2021-22","2022-01-29","All","All","Black, non-Hispanic","0.3","21.6","Crude Rate"
"Minnesota","2021-22","2022-02-05","All","All","Black, non-Hispanic","0.0","21.6","Crude Rate"
"Minnesota","2021-22","2022-02-12","All","All","Black, non-Hispanic","0.3","21.9","Crude Rate"
"Minnesota","2021-22","2022-02-19","All","All","Black, non-Hispanic","0.3","22.2","Crude Rate"
"Minnesota","2021-22","2022-02-26","All","All","Black, non-Hispanic","0.6","22.7","Crude Rate"
"Minnesota","2021-22","2022-03-05","All","All","Black, non-Hispanic","0.3","23.0","Crude Rate"
"Minnesota","2021-22","2022-03-12","All","All","Black, non-Hispanic","0.3","23.3","Crude Rate"
"Minnesota","2021-22","2022-03-19","All","All","Black, non-Hispanic","0.9","24.2","Crude Rate"
"Minnesota","2021-22","2022-03-26","All","All","Black, non-Hispanic","0.3","24.5","Crude Rate"
"Minnesota","2021-22","2022-04-02","All","All","Black, non-Hispanic","0.9","25.4","Crude Rate"
"Minnesota","2021-22","2022-04-09","All","All","Black, non-Hispanic","0.6","26.0","Crude Rate"
"Minnesota","2021-22","2022-04-16","All","All","Black, non-Hispanic","1.5","27.5","Crude Rate"
"Minnesota","2021-22","2022-04-23","All","All","Black, non-Hispanic","1.2","28.7","Crude Rate"
"Minnesota","2021-22","2022-04-30","All","All","Black, non-Hispanic","0.3","28.9","Crude Rate"
"Minnesota","2021-22","2022-05-07","All","All","Black, non-Hispanic","0.6","29.5","Crude Rate"
"Minnesota","2021-22","2022-05-14","All","All","Black, non-Hispanic","0.6","30.1","Crude Rate"
"Minnesota","2021-22","2022-05-21","All","All","Black, non-Hispanic","0.6","30.7","Crude Rate"
"Minnesota","2021-22","2022-05-28","All","All","Black, non-Hispanic","0.3","31.0","Crude Rate"
"Minnesota","2021-22","2022-06-04","All","All","Black, non-Hispanic","0.3","31.3","Crude Rate"
"Minnesota","2021-22","2022-06-11","All","All","Black, non-Hispanic","1.8","33.1","Crude Rate"
"Minnesota","2021-22","2022-06-18","All","All","Black, non-Hispanic","0.0","33.1","Crude Rate"
"Minnesota","2021-22","2022-06-25","All","All","Black, non-Hispanic","1.2","34.3","Crude Rate"
"Minnesota","2021-22","2022-07-02","All","All","Black, non-Hispanic","0.0","34.3","Crude Rate"
"Minnesota","2021-22","2022-07-09","All","All","Black, non-Hispanic","0.3","34.6","Crude Rate"
"Minnesota","2021-22","2022-07-16","All","All","Black, non-Hispanic","0.3","34.9","Crude Rate"
"Minnesota","2021-22","2022-07-23","All","All","Black, non-Hispanic","1.8","36.6","Crude Rate"
"Minnesota","2021-22","2022-07-30","All","All","Black, non-Hispanic","0.9","37.5","Crude Rate"
"Minnesota","2021-22","2022-08-06","All","All","Black, non-Hispanic","1.5","39.0","Crude Rate"
"Minnesota","2021-22","2022-08-13","All","All","Black, non-Hispanic","1.2","40.2","Crude Rate"
"Minnesota","2021-22","2022-08-20","All","All","Black, non-Hispanic","0.9","41.1","Crude Rate"
"Minnesota","2021-22","2022-08-27","All","All","Black, non-Hispanic","0.6","41.6","Crude Rate"
"Minnesota","2021-22","2022-09-03","All","All","Black, non-Hispanic","3.0","44.6","Crude Rate"
"Minnesota","2021-22","2022-09-10","All","All","Black, non-Hispanic","1.2","45.8","Crude Rate"
"Minnesota","2021-22","2022-09-17","All","All","Black, non-Hispanic","3.2","49.0","Crude Rate"
"Minnesota","2021-22","2022-09-24","All","All","Black, non-Hispanic","3.5","52.6","Crude Rate"
"Minnesota","2021-22","2022-10-01","All","All","Black, non-Hispanic","7.1","59.7","Crude Rate"
"Minnesota","2021-22","2021-10-09","All","All","AI/AN, non-Hispanic","5.6","5.6","Crude Rate"
"Minnesota","2021-22","2021-10-16","All","All","AI/AN, non-Hispanic","0.0","5.6","Crude Rate"
"Minnesota","2021-22","2021-10-23","All","All","AI/AN, non-Hispanic","5.6","11.2","Crude Rate"
"Minnesota","2021-22","2021-10-30","All","All","AI/AN, non-Hispanic","0.0","11.2","Crude Rate"
"Minnesota","2021-22","2021-11-06","All","All","AI/AN, non-Hispanic","11.2","22.3","Crude Rate"
"Minnesota","2021-22","2021-11-13","All","All","AI/AN, non-Hispanic","5.6","27.9","Crude Rate"
"Minnesota","2021-22","2021-11-20","All","All","AI/AN, non-Hispanic","0.0","27.9","Crude Rate"
"Minnesota","2021-22","2021-11-27","All","All","AI/AN, non-Hispanic","0.0","27.9","Crude Rate"
"Minnesota","2021-22","2021-12-04","All","All","AI/AN, non-Hispanic","0.0","27.9","Crude Rate"
"Minnesota","2021-22","2021-12-11","All","All","AI/AN, non-Hispanic","0.0","27.9","Crude Rate"
"Minnesota","2021-22","2021-12-18","All","All","AI/AN, non-Hispanic","0.0","27.9","Crude Rate"
"Minnesota","2021-22","2021-12-25","All","All","AI/AN, non-Hispanic","0.0","27.9","Crude Rate"
"Minnesota","2021-22","2022-01-01","All","All","AI/AN, non-Hispanic","5.6","33.5","Crude Rate"
"Minnesota","2021-22","2022-01-08","All","All","AI/AN, non-Hispanic","11.2","44.6","Crude Rate"
"Minnesota","2021-22","2022-01-15","All","All","AI/AN, non-Hispanic","0.0","44.6","Crude Rate"
"Minnesota","2021-22","2022-01-22","All","All","AI/AN, non-Hispanic","0.0","44.6","Crude Rate"
"Minnesota","2021-22","2022-01-29","All","All","AI/AN, non-Hispanic","0.0","44.6","Crude Rate"
"Minnesota","2021-22","2022-02-05","All","All","AI/AN, non-Hispanic","0.0","44.6","Crude Rate"
"Minnesota","2021-22","2022-02-12","All","All","AI/AN, non-Hispanic","0.0","44.6","Crude Rate"
"Minnesota","2021-22","2022-02-19","All","All","AI/AN, non-Hispanic","0.0","44.6","Crude Rate"
"Minnesota","2021-22","2022-02-26","All","All","AI/AN, non-Hispanic","0.0","44.6","Crude Rate"
"Minnesota","2021-22","2022-03-05","All","All","AI/AN, non-Hispanic","0.0","44.6","Crude Rate"
"Minnesota","2021-22","2022-03-12","All","All","AI/AN, non-Hispanic","0.0","44.6","Crude Rate"
"Minnesota","2021-22","2022-03-19","All","All","AI/AN, non-Hispanic","0.0","44.6","Crude Rate"
"Minnesota","2021-22","2022-03-26","All","All","AI/AN, non-Hispanic","0.0","44.6","Crude Rate"
"Minnesota","2021-22","2022-04-02","All","All","AI/AN, non-Hispanic","0.0","44.6","Crude Rate"
"Minnesota","2021-22","2022-04-09","All","All","AI/AN, non-Hispanic","0.0","44.6","Crude Rate"
"Minnesota","2021-22","2022-04-16","All","All","AI/AN, non-Hispanic","0.0","44.6","Crude Rate"
"Minnesota","2021-22","2022-04-23","All","All","AI/AN, non-Hispanic","0.0","44.6","Crude Rate"
"Minnesota","2021-22","2022-04-30","All","All","AI/AN, non-Hispanic","5.6","50.2","Crude Rate"
"Minnesota","2021-22","2022-05-07","All","All","AI/AN, non-Hispanic","5.6","55.8","Crude Rate"
"Minnesota","2021-22","2022-05-14","All","All","AI/AN, non-Hispanic","0.0","55.8","Crude Rate"
"Minnesota","2021-22","2022-05-21","All","All","AI/AN, non-Hispanic","0.0","55.8","Crude Rate"
"Minnesota","2021-22","2022-05-28","All","All","AI/AN, non-Hispanic","0.0","55.8","Crude Rate"
"Minnesota","2021-22","2022-06-04","All","All","AI/AN, non-Hispanic","5.6","61.4","Crude Rate"
"Minnesota","2021-22","2022-06-11","All","All","AI/AN, non-Hispanic","0.0","61.4","Crude Rate"
"Minnesota","2021-22","2022-06-18","All","All","AI/AN, non-Hispanic","0.0","61.4","Crude Rate"
"Minnesota","2021-22","2022-06-25","All","All","AI/AN, non-Hispanic","0.0","61.4","Crude Rate"
"Minnesota","2021-22","2022-07-02","All","All","AI/AN, non-Hispanic","0.0","61.4","Crude Rate"
"Minnesota","2021-22","2022-07-09","All","All","AI/AN, non-Hispanic","0.0","61.4","Crude Rate"
"Minnesota","2021-22","2022-07-16","All","All","AI/AN, non-Hispanic","0.0","61.4","Crude Rate"
"Minnesota","2021-22","2022-07-23","All","All","AI/AN, non-Hispanic","0.0","61.4","Crude Rate"
"Minnesota","2021-22","2022-07-30","All","All","AI/AN, non-Hispanic","0.0","61.4","Crude Rate"
"Minnesota","2021-22","2022-08-06","All","All","AI/AN, non-Hispanic","0.0","61.4","Crude Rate"
"Minnesota","2021-22","2022-08-13","All","All","AI/AN, non-Hispanic","0.0","61.4","Crude Rate"
"Minnesota","2021-22","2022-08-20","All","All","AI/AN, non-Hispanic","0.0","61.4","Crude Rate"
"Minnesota","2021-22","2022-08-27","All","All","AI/AN, non-Hispanic","0.0","61.4","Crude Rate"
"Minnesota","2021-22","2022-09-03","All","All","AI/AN, non-Hispanic","0.0","61.4","Crude Rate"
"Minnesota","2021-22","2022-09-10","All","All","AI/AN, non-Hispanic","0.0","61.4","Crude Rate"
"Minnesota","2021-22","2022-09-17","All","All","AI/AN, non-Hispanic","0.0","61.4","Crude Rate"
"Minnesota","2021-22","2022-09-24","All","All","AI/AN, non-Hispanic","0.0","61.4","Crude Rate"
"Minnesota","2021-22","2022-10-01","All","All","AI/AN, non-Hispanic","5.6","66.9","Crude Rate"
"Minnesota","2021-22","2021-10-09","All","All","A/PI, non-Hispanic","0.8","0.8","Crude Rate"
"Minnesota","2021-22","2021-10-16","All","All","A/PI, non-Hispanic","3.1","3.8","Crude Rate"
"Minnesota","2021-22","2021-10-23","All","All","A/PI, non-Hispanic","0.8","4.6","Crude Rate"
"Minnesota","2021-22","2021-10-30","All","All","A/PI, non-Hispanic","1.2","5.8","Crude Rate"
"Minnesota","2021-22","2021-11-06","All","All","A/PI, non-Hispanic","1.9","7.7","Crude Rate"
"Minnesota","2021-22","2021-11-13","All","All","A/PI, non-Hispanic","3.5","11.2","Crude Rate"
"Minnesota","2021-22","2021-11-20","All","All","A/PI, non-Hispanic","1.5","12.7","Crude Rate"
"Minnesota","2021-22","2021-11-27","All","All","A/PI, non-Hispanic","2.7","15.4","Crude Rate"
"Minnesota","2021-22","2021-12-04","All","All","A/PI, non-Hispanic","2.3","17.7","Crude Rate"
"Minnesota","2021-22","2021-12-11","All","All","A/PI, non-Hispanic","1.9","19.6","Crude Rate"
"Minnesota","2021-22","2021-12-18","All","All","A/PI, non-Hispanic","0.8","20.4","Crude Rate"
"Minnesota","2021-22","2021-12-25","All","All","A/PI, non-Hispanic","0.4","20.8","Crude Rate"
"Minnesota","2021-22","2022-01-01","All","All","A/PI, non-Hispanic","0.8","21.5","Crude Rate"
"Minnesota","2021-22","2022-01-08","All","All","A/PI, non-Hispanic","0.4","21.9","Crude Rate"
"Minnesota","2021-22","2022-01-15","All","All","A/PI, non-Hispanic","0.0","21.9","Crude Rate"
"Minnesota","2021-22","2022-01-22","All","All","A/PI, non-Hispanic","0.8","22.7","Crude Rate"
"Minnesota","2021-22","2022-01-29","All","All","A/PI, non-Hispanic","0.0","22.7","Crude Rate"
"Minnesota","2021-22","2022-02-05","All","All","A/PI, non-Hispanic","0.0","22.7","Crude Rate"
"Minnesota","2021-22","2022-02-12","All","All","A/PI, non-Hispanic","0.0","22.7","Crude Rate"
"Minnesota","2021-22","2022-02-19","All","All","A/PI, non-Hispanic","0.4","23.1","Crude Rate"
"Minnesota","2021-22","2022-02-26","All","All","A/PI, non-Hispanic","0.0","23.1","Crude Rate"
"Minnesota","2021-22","2022-03-05","All","All","A/PI, non-Hispanic","0.4","23.5","Crude Rate"
"Minnesota","2021-22","2022-03-12","All","All","A/PI, non-Hispanic","0.8","24.2","Crude Rate"
"Minnesota","2021-22","2022-03-19","All","All","A/PI, non-Hispanic","0.0","24.2","Crude Rate"
"Minnesota","2021-22","2022-03-26","All","All","A/PI, non-Hispanic","0.0","24.2","Crude Rate"
"Minnesota","2021-22","2022-04-02","All","All","A/PI, non-Hispanic","0.0","24.2","Crude Rate"
"Minnesota","2021-22","2022-04-09","All","All","A/PI, non-Hispanic","0.0","24.2","Crude Rate"
"Minnesota","2021-22","2022-04-16","All","All","A/PI, non-Hispanic","0.0","24.2","Crude Rate"
"Minnesota","2021-22","2022-04-23","All","All","A/PI, non-Hispanic","0.0","24.2","Crude Rate"
"Minnesota","2021-22","2022-04-30","All","All","A/PI, non-Hispanic","0.0","24.2","Crude Rate"
"Minnesota","2021-22","2022-05-07","All","All","A/PI, non-Hispanic","0.0","24.2","Crude Rate"
"Minnesota","2021-22","2022-05-14","All","All","A/PI, non-Hispanic","0.8","25.0","Crude Rate"
"Minnesota","2021-22","2022-05-21","All","All","A/PI, non-Hispanic","0.4","25.4","Crude Rate"
"Minnesota","2021-22","2022-05-28","All","All","A/PI, non-Hispanic","0.0","25.4","Crude Rate"
"Minnesota","2021-22","2022-06-04","All","All","A/PI, non-Hispanic","0.4","25.8","Crude Rate"
"Minnesota","2021-22","2022-06-11","All","All","A/PI, non-Hispanic","0.0","25.8","Crude Rate"
"Minnesota","2021-22","2022-06-18","All","All","A/PI, non-Hispanic","0.0","25.8","Crude Rate"
"Minnesota","2021-22","2022-06-25","All","All","A/PI, non-Hispanic","0.8","26.5","Crude Rate"
"Minnesota","2021-22","2022-07-02","All","All","A/PI, non-Hispanic","0.4","26.9","Crude Rate"
"Minnesota","2021-22","2022-07-09","All","All","A/PI, non-Hispanic","0.8","27.7","Crude Rate"
"Minnesota","2021-22","2022-07-16","All","All","A/PI, non-Hispanic","0.0","27.7","Crude Rate"
"Minnesota","2021-22","2022-07-23","All","All","A/PI, non-Hispanic","0.4","28.1","Crude Rate"
"Minnesota","2021-22","2022-07-30","All","All","A/PI, non-Hispanic","0.0","28.1","Crude Rate"
"Minnesota","2021-22","2022-08-06","All","All","A/PI, non-Hispanic","0.4","28.5","Crude Rate"
"Minnesota","2021-22","2022-08-13","All","All","A/PI, non-Hispanic","0.4","28.9","Crude Rate"
"Minnesota","2021-22","2022-08-20","All","All","A/PI, non-Hispanic","0.0","28.9","Crude Rate"
"Minnesota","2021-22","2022-08-27","All","All","A/PI, non-Hispanic","0.8","29.6","Crude Rate"
"Minnesota","2021-22","2022-09-03","All","All","A/PI, non-Hispanic","0.8","30.4","Crude Rate"
"Minnesota","2021-22","2022-09-10","All","All","A/PI, non-Hispanic","0.8","31.2","Crude Rate"
"Minnesota","2021-22","2022-09-17","All","All","A/PI, non-Hispanic","1.2","32.3","Crude Rate"
"Minnesota","2021-22","2022-09-24","All","All","A/PI, non-Hispanic","1.2","33.5","Crude Rate"
"Minnesota","2021-22","2022-10-01","All","All","A/PI, non-Hispanic","0.8","34.2","Crude Rate"
"Minnesota","2021-22","2021-10-09","All","All","Hispanic","1.4","1.4","Crude Rate"
"Minnesota","2021-22","2021-10-16","All","All","Hispanic","3.3","4.7","Crude Rate"
"Minnesota","2021-22","2021-10-23","All","All","Hispanic","2.8","7.5","Crude Rate"
"Minnesota","2021-22","2021-10-30","All","All","Hispanic","0.9","8.5","Crude Rate"
"Minnesota","2021-22","2021-11-06","All","All","Hispanic","2.3","10.8","Crude Rate"
"Minnesota","2021-22","2021-11-13","All","All","Hispanic","1.9","12.7","Crude Rate"
"Minnesota","2021-22","2021-11-20","All","All","Hispanic","2.3","15.0","Crude Rate"
"Minnesota","2021-22","2021-11-27","All","All","Hispanic","0.9","16.0","Crude Rate"
"Minnesota","2021-22","2021-12-04","All","All","Hispanic","2.3","18.3","Crude Rate"
"Minnesota","2021-22","2021-12-11","All","All","Hispanic","0.9","19.3","Crude Rate"
"Minnesota","2021-22","2021-12-18","All","All","Hispanic","0.9","20.2","Crude Rate"
"Minnesota","2021-22","2021-12-25","All","All","Hispanic","1.4","21.6","Crude Rate"
"Minnesota","2021-22","2022-01-01","All","All","Hispanic","1.9","23.5","Crude Rate"
"Minnesota","2021-22","2022-01-08","All","All","Hispanic","0.5","24.0","Crude Rate"
"Minnesota","2021-22","2022-01-15","All","All","Hispanic","0.0","24.0","Crude Rate"
"Minnesota","2021-22","2022-01-22","All","All","Hispanic","0.0","24.0","Crude Rate"
"Minnesota","2021-22","2022-01-29","All","All","Hispanic","0.5","24.4","Crude Rate"
"Minnesota","2021-22","2022-02-05","All","All","Hispanic","0.0","24.4","Crude Rate"
"Minnesota","2021-22","2022-02-12","All","All","Hispanic","0.5","24.9","Crude Rate"
"Minnesota","2021-22","2022-02-19","All","All","Hispanic","0.0","24.9","Crude Rate"
"Minnesota","2021-22","2022-02-26","All","All","Hispanic","0.5","25.4","Crude Rate"
"Minnesota","2021-22","2022-03-05","All","All","Hispanic","0.0","25.4","Crude Rate"
"Minnesota","2021-22","2022-03-12","All","All","Hispanic","0.0","25.4","Crude Rate"
"Minnesota","2021-22","2022-03-19","All","All","Hispanic","0.9","26.3","Crude Rate"
"Minnesota","2021-22","2022-03-26","All","All","Hispanic","0.5","26.8","Crude Rate"
"Minnesota","2021-22","2022-04-02","All","All","Hispanic","0.0","26.8","Crude Rate"
"Minnesota","2021-22","2022-04-09","All","All","Hispanic","0.0","26.8","Crude Rate"
"Minnesota","2021-22","2022-04-16","All","All","Hispanic","0.0","26.8","Crude Rate"
"Minnesota","2021-22","2022-04-23","All","All","Hispanic","0.0","26.8","Crude Rate"
"Minnesota","2021-22","2022-04-30","All","All","Hispanic","0.9","27.7","Crude Rate"
"Minnesota","2021-22","2022-05-07","All","All","Hispanic","1.4","29.1","Crude Rate"
"Minnesota","2021-22","2022-05-14","All","All","Hispanic","1.4","30.5","Crude Rate"
"Minnesota","2021-22","2022-05-21","All","All","Hispanic","0.0","30.5","Crude Rate"
"Minnesota","2021-22","2022-05-28","All","All","Hispanic","0.0","30.5","Crude Rate"
"Minnesota","2021-22","2022-06-04","All","All","Hispanic","0.5","31.0","Crude Rate"
"Minnesota","2021-22","2022-06-11","All","All","Hispanic","0.0","31.0","Crude Rate"
"Minnesota","2021-22","2022-06-18","All","All","Hispanic","1.4","32.4","Crude Rate"
"Minnesota","2021-22","2022-06-25","All","All","Hispanic","0.9","33.4","Crude Rate"
"Minnesota","2021-22","2022-07-02","All","All","Hispanic","0.0","33.4","Crude Rate"
"Minnesota","2021-22","2022-07-09","All","All","Hispanic","0.5","33.8","Crude Rate"
"Minnesota","2021-22","2022-07-16","All","All","Hispanic","0.0","33.8","Crude Rate"
"Minnesota","2021-22","2022-07-23","All","All","Hispanic","0.0","33.8","Crude Rate"
"Minnesota","2021-22","2022-07-30","All","All","Hispanic","0.0","33.8","Crude Rate"
"Minnesota","2021-22","2022-08-06","All","All","Hispanic","0.5","34.3","Crude Rate"
"Minnesota","2021-22","2022-08-13","All","All","Hispanic","0.0","34.3","Crude Rate"
"Minnesota","2021-22","2022-08-20","All","All","Hispanic","0.0","34.3","Crude Rate"
"Minnesota","2021-22","2022-08-27","All","All","Hispanic","0.0","34.3","Crude Rate"
"Minnesota","2021-22","2022-09-03","All","All","Hispanic","0.5","34.8","Crude Rate"
"Minnesota","2021-22","2022-09-10","All","All","Hispanic","0.5","35.2","Crude Rate"
"Minnesota","2021-22","2022-09-17","All","All","Hispanic","1.9","37.1","Crude Rate"
"Minnesota","2021-22","2022-09-24","All","All","Hispanic","0.9","38.0","Crude Rate"
"Minnesota","2021-22","2022-10-01","All","All","Hispanic","1.9","39.9","Crude Rate"
"Minnesota","2021-22","2021-10-09","All","All","All","1.4","1.4","Crude Rate"
"Minnesota","2021-22","2021-10-16","All","All","All","1.0","2.4","Crude Rate"
"Minnesota","2021-22","2021-10-23","All","All","All","1.1","3.6","Crude Rate"
"Minnesota","2021-22","2021-10-30","All","All","All","1.1","4.7","Crude Rate"
"Minnesota","2021-22","2021-11-06","All","All","All","1.1","5.8","Crude Rate"
"Minnesota","2021-22","2021-11-13","All","All","All","1.4","7.2","Crude Rate"
"Minnesota","2021-22","2021-11-20","All","All","All","1.1","8.3","Crude Rate"
"Minnesota","2021-22","2021-11-27","All","All","All","1.0","9.3","Crude Rate"
"Minnesota","2021-22","2021-12-04","All","All","All","1.1","10.5","Crude Rate"
"Minnesota","2021-22","2021-12-11","All","All","All","1.0","11.4","Crude Rate"
"Minnesota","2021-22","2021-12-18","All","All","All","0.8","12.2","Crude Rate"
"Minnesota","2021-22","2021-12-25","All","All","All","0.5","12.7","Crude Rate"
"Minnesota","2021-22","2022-01-01","All","All","All","0.8","13.5","Crude Rate"
"Minnesota","2021-22","2022-01-08","All","All","All","0.7","14.2","Crude Rate"
"Minnesota","2021-22","2022-01-15","All","All","All","0.3","14.5","Crude Rate"
"Minnesota","2021-22","2022-01-22","All","All","All","0.4","15.0","Crude Rate"
"Minnesota","2021-22","2022-01-29","All","All","All","0.2","15.2","Crude Rate"
"Minnesota","2021-22","2022-02-05","All","All","All","0.1","15.3","Crude Rate"
"Minnesota","2021-22","2022-02-12","All","All","All","0.1","15.4","Crude Rate"
"Minnesota","2021-22","2022-02-19","All","All","All","0.2","15.6","Crude Rate"
"Minnesota","2021-22","2022-02-26","All","All","All","0.3","15.9","Crude Rate"
"Minnesota","2021-22","2022-03-05","All","All","All","0.3","16.1","Crude Rate"
"Minnesota","2021-22","2022-03-12","All","All","All","0.3","16.5","Crude Rate"
"Minnesota","2021-22","2022-03-19","All","All","All","0.3","16.7","Crude Rate"
"Minnesota","2021-22","2022-03-26","All","All","All","0.3","17.1","Crude Rate"
"Minnesota","2021-22","2022-04-02","All","All","All","0.4","17.5","Crude Rate"
"Minnesota","2021-22","2022-04-09","All","All","All","0.3","17.8","Crude Rate"
"Minnesota","2021-22","2022-04-16","All","All","All","0.6","18.4","Crude Rate"
"Minnesota","2021-22","2022-04-23","All","All","All","0.5","18.9","Crude Rate"
"Minnesota","2021-22","2022-04-30","All","All","All","0.6","19.5","Crude Rate"
"Minnesota","2021-22","2022-05-07","All","All","All","0.4","19.8","Crude Rate"
"Minnesota","2021-22","2022-05-14","All","All","All","0.7","20.6","Crude Rate"
"Minnesota","2021-22","2022-05-21","All","All","All","0.2","20.8","Crude Rate"
"Minnesota","2021-22","2022-05-28","All","All","All","0.3","21.1","Crude Rate"
"Minnesota","2021-22","2022-06-04","All","All","All","0.5","21.6","Crude Rate"
"Minnesota","2021-22","2022-06-11","All","All","All","0.4","22.1","Crude Rate"
"Minnesota","2021-22","2022-06-18","All","All","All","0.6","22.6","Crude Rate"
"Minnesota","2021-22","2022-06-25","All","All","All","0.7","23.3","Crude Rate"
"Minnesota","2021-22","2022-07-02","All","All","All","0.3","23.6","Crude Rate"
"Minnesota","2021-22","2022-07-09","All","All","All","0.4","23.9","Crude Rate"
"Minnesota","2021-22","2022-07-16","All","All","All","0.2","24.2","Crude Rate"
"Minnesota","2021-22","2022-07-23","All","All","All","0.5","24.6","Crude Rate"
"Minnesota","2021-22","2022-07-30","All","All","All","0.3","24.9","Crude Rate"
"Minnesota","2021-22","2022-08-06","All","All","All","0.4","25.4","Crude Rate"
"Minnesota","2021-22","2022-08-13","All","All","All","0.2","25.6","Crude Rate"
"Minnesota","2021-22","2022-08-20","All","All","All","0.3","25.9","Crude Rate"
"Minnesota","2021-22","2022-08-27","All","All","All","0.4","26.3","Crude Rate"
"Minnesota","2021-22","2022-09-03","All","All","All","0.5","26.8","Crude Rate"
"Minnesota","2021-22","2022-09-10","All","All","All","0.4","27.2","Crude Rate"
"Minnesota","2021-22","2022-09-17","All","All","All","1.1","28.4","Crude Rate"
"Minnesota","2021-22","2022-09-24","All","All","All","1.4","29.7","Crude Rate"
"Minnesota","2021-22","2022-10-01","All","All","All","1.6","31.4","Crude Rate"
"New Mexico","2021-22","2021-10-09","All","Male","All","1.8","1.8","Crude Rate"
"New Mexico","2021-22","2021-10-16","All","Male","All","0.3","2.1","Crude Rate"
"New Mexico","2021-22","2021-10-23","All","Male","All","1.8","3.9","Crude Rate"
"New Mexico","2021-22","2021-10-30","All","Male","All","1.5","5.4","Crude Rate"
"New Mexico","2021-22","2021-11-06","All","Male","All","2.7","8.1","Crude Rate"
"New Mexico","2021-22","2021-11-13","All","Male","All","3.0","11.1","Crude Rate"
"New Mexico","2021-22","2021-11-20","All","Male","All","5.1","16.3","Crude Rate"
"New Mexico","2021-22","2021-11-27","All","Male","All","4.2","20.5","Crude Rate"
"New Mexico","2021-22","2021-12-04","All","Male","All","3.3","23.8","Crude Rate"
"New Mexico","2021-22","2021-12-11","All","Male","All","4.5","28.3","Crude Rate"
"New Mexico","2021-22","2021-12-18","All","Male","All","3.3","31.6","Crude Rate"
"New Mexico","2021-22","2021-12-25","All","Male","All","3.3","34.9","Crude Rate"
"New Mexico","2021-22","2022-01-01","All","Male","All","3.6","38.6","Crude Rate"
"New Mexico","2021-22","2022-01-08","All","Male","All","2.4","41.0","Crude Rate"
"New Mexico","2021-22","2022-01-15","All","Male","All","2.4","43.4","Crude Rate"
"New Mexico","2021-22","2022-01-22","All","Male","All","0.6","44.0","Crude Rate"
"New Mexico","2021-22","2022-01-29","All","Male","All","0.3","44.3","Crude Rate"
"New Mexico","2021-22","2022-02-05","All","Male","All","0.9","45.2","Crude Rate"
"New Mexico","2021-22","2022-02-12","All","Male","All","0.6","45.8","Crude Rate"
"New Mexico","2021-22","2022-02-19","All","Male","All","1.8","47.6","Crude Rate"
"New Mexico","2021-22","2022-02-26","All","Male","All","0.3","47.9","Crude Rate"
"New Mexico","2021-22","2022-03-05","All","Male","All","0.0","47.9","Crude Rate"
"New Mexico","2021-22","2022-03-12","All","Male","All","0.3","48.2","Crude Rate"
"New Mexico","2021-22","2022-03-19","All","Male","All","1.2","49.4","Crude Rate"
"New Mexico","2021-22","2022-03-26","All","Male","All","0.3","49.7","Crude Rate"
"New Mexico","2021-22","2022-04-02","All","Male","All","0.3","50.0","Crude Rate"
"New Mexico","2021-22","2022-04-09","All","Male","All","1.2","51.2","Crude Rate"
"New Mexico","2021-22","2022-04-16","All","Male","All","0.9","52.1","Crude Rate"
"New Mexico","2021-22","2022-04-23","All","Male","All","0.3","52.4","Crude Rate"
"New Mexico","2021-22","2022-04-30","All","Male","All","0.3","52.7","Crude Rate"
"New Mexico","2021-22","2022-05-07","All","Male","All","0.0","52.7","Crude Rate"
"New Mexico","2021-22","2022-05-14","All","Male","All","0.0","52.7","Crude Rate"
"New Mexico","2021-22","2022-05-21","All","Male","All","0.0","52.7","Crude Rate"
"New Mexico","2021-22","2022-05-28","All","Male","All","0.0","52.7","Crude Rate"
"New Mexico","2021-22","2022-06-04","All","Male","All","0.0","52.7","Crude Rate"
"New Mexico","2021-22","2022-06-11","All","Male","All","0.0","52.7","Crude Rate"
"New Mexico","2021-22","2022-06-18","All","Male","All","0.0","52.7","Crude Rate"
"New Mexico","2021-22","2022-06-25","All","Male","All","0.0","52.7","Crude Rate"
"New Mexico","2021-22","2022-07-02","All","Male","All","0.0","52.7","Crude Rate"
"New Mexico","2021-22","2022-07-09","All","Male","All","0.0","52.7","Crude Rate"
"New Mexico","2021-22","2022-07-16","All","Male","All","0.0","52.7","Crude Rate"
"New Mexico","2021-22","2022-07-23","All","Male","All","0.0","52.7","Crude Rate"
"New Mexico","2021-22","2022-07-30","All","Male","All","0.0","52.7","Crude Rate"
"New Mexico","2021-22","2022-08-06","All","Male","All","0.3","53.0","Crude Rate"
"New Mexico","2021-22","2022-08-13","All","Male","All","0.9","53.9","Crude Rate"
"New Mexico","2021-22","2022-08-20","All","Male","All","1.2","55.1","Crude Rate"
"New Mexico","2021-22","2022-08-27","All","Male","All","0.3","55.4","Crude Rate"
"New Mexico","2021-22","2022-09-03","All","Male","All","0.6","56.0","Crude Rate"
"New Mexico","2021-22","2022-09-10","All","Male","All","1.2","57.2","Crude Rate"
"New Mexico","2021-22","2022-09-17","All","Male","All","0.0","57.2","Crude Rate"
"New Mexico","2021-22","2022-09-24","All","Male","All","0.9","58.1","Crude Rate"
"New Mexico","2021-22","2022-10-01","All","Male","All","1.2","59.3","Crude Rate"
"New Mexico","2021-22","2021-10-09","All","Female","All","0.0","0.0","Crude Rate"
