"state","season","week_ending_date","age_category","sex","race","rate","cumulative_rate","type"
"Tennessee","2021-22","2022-07-23","≥18 years (Adults)","All","All","0.3","5.0","Crude Rate"
"Tennessee","2021-22","2022-07-30","≥18 years (Adults)","All","All","0.0","5.0","Crude Rate"
"Tennessee","2021-22","2022-08-06","≥18 years (Adults)","All","All","0.0","5.0","Crude Rate"
"Tennessee","2021-22","2022-08-13","≥18 years (Adults)","All","All","0.0","5.0","Crude Rate"
"Tennessee","2021-22","2022-08-20","≥18 years (Adults)","All","All","0.1","5.1","Crude Rate"
"Tennessee","2021-22","2022-08-27","≥18 years (Adults)","All","All","0.1","5.1","Crude Rate"
"Tennessee","2021-22","2022-09-03","≥18 years (Adults)","All","All","0.1","5.3","Crude Rate"
"Tennessee","2021-22","2022-09-10","≥18 years (Adults)","All","All","0.1","5.4","Crude Rate"
"Tennessee","2021-22","2022-09-17","≥18 years (Adults)","All","All","0.3","5.6","Crude Rate"
"Tennessee","2021-22","2022-09-24","≥18 years (Adults)","All","All","0.6","6.3","Crude Rate"
"Tennessee","2021-22","2022-10-01","≥18 years (Adults)","All","All","0.3","6.6","Crude Rate"
"Utah","2021-22","2021-10-09","≥18 years (Adults)","All","All","0.2","0.2","Crude Rate"
"Utah","2021-22","2021-10-16","≥18 years (Adults)","All","All","0.9","1.1","Crude Rate"
"Utah","2021-22","2021-10-23","≥18 years (Adults)","All","All","0.8","1.9","Crude Rate"
"Utah","2021-22","2021-10-30","≥18 years (Adults)","All","All","0.3","2.3","Crude Rate"
"Utah","2021-22","2021-11-06","≥18 years (Adults)","All","All","1.7","4.0","Crude Rate"
"Utah","2021-22","2021-11-13","≥18 years (Adults)","All","All","1.7","5.7","Crude Rate"
"Utah","2021-22","2021-11-20","≥18 years (Adults)","All","All","0.8","6.5","Crude Rate"
"Utah","2021-22","2021-11-27","≥18 years (Adults)","All","All","1.4","7.8","Crude Rate"
"Utah","2021-22","2021-12-04","≥18 years (Adults)","All","All","2.0","9.9","Crude Rate"
"Utah","2021-22","2021-12-11","≥18 years (Adults)","All","All","1.5","11.4","Crude Rate"
"Utah","2021-22","2021-12-18","≥18 years (Adults)","All","All","1.5","12.8","Crude Rate"
"Utah","2021-22","2021-12-25","≥18 years (Adults)","All","All","1.5","14.3","Crude Rate"
"Utah","2021-22","2022-01-01","≥18 years (Adults)","All","All","1.6","15.9","Crude Rate"
"Utah","2021-22","2022-01-08","≥18 years (Adults)","All","All","1.1","17.1","Crude Rate"
"Utah","2021-22","2022-01-15","≥18 years (Adults)","All","All","0.8","17.9","Crude Rate"
"Utah","2021-22","2022-01-22","≥18 years (Adults)","All","All","1.3","19.1","Crude Rate"
"Utah","2021-22","2022-01-29","≥18 years (Adults)","All","All","0.3","19.4","Crude Rate"
"Utah","2021-22","2022-02-05","≥18 years (Adults)","All","All","0.2","19.7","Crude Rate"
"Utah","2021-22","2022-02-12","≥18 years (Adults)","All","All","0.2","19.9","Crude Rate"
"Utah","2021-22","2022-02-19","≥18 years (Adults)","All","All","0.1","20.0","Crude Rate"
"Utah","2021-22","2022-02-26","≥18 years (Adults)","All","All","0.1","20.1","Crude Rate"
"Utah","2021-22","2022-03-05","≥18 years (Adults)","All","All","0.5","20.6","Crude Rate"
"Utah","2021-22","2022-03-12","≥18 years (Adults)","All","All","0.1","20.7","Crude Rate"
"Utah","2021-22","2022-03-19","≥18 years (Adults)","All","All","0.0","20.7","Crude Rate"
"Utah","2021-22","2022-03-26","≥18 years (Adults)","All","All","0.0","20.7","Crude Rate"
"Utah","2021-22","2022-04-02","≥18 years (Adults)","All","All","0.0","20.7","Crude Rate"
"Utah","2021-22","2022-04-09","≥18 years (Adults)","All","All","0.2","20.9","Crude Rate"
"Utah","2021-22","2022-04-16","≥18 years (Adults)","All","All","0.2","21.1","Crude Rate"
"Utah","2021-22","2022-04-23","≥18 years (Adults)","All","All","0.0","21.1","Crude Rate"
"Utah","2021-22","2022-04-30","≥18 years (Adults)","All","All","0.0","21.1","Crude Rate"
"Utah","2021-22","2022-05-07","≥18 years (Adults)","All","All","0.1","21.3","Crude Rate"
"Utah","2021-22","2022-05-14","≥18 years (Adults)","All","All","0.1","21.4","Crude Rate"
"Utah","2021-22","2022-05-21","≥18 years (Adults)","All","All","0.2","21.6","Crude Rate"
"Utah","2021-22","2022-05-28","≥18 years (Adults)","All","All","0.0","21.6","Crude Rate"
"Utah","2021-22","2022-06-04","≥18 years (Adults)","All","All","0.0","21.6","Crude Rate"
"Utah","2021-22","2022-06-11","≥18 years (Adults)","All","All","0.0","21.6","Crude Rate"
"Utah","2021-22","2022-06-18","≥18 years (Adults)","All","All","0.0","21.6","Crude Rate"
"Utah","2021-22","2022-06-25","≥18 years (Adults)","All","All","0.1","21.7","Crude Rate"
"Utah","2021-22","2022-07-02","≥18 years (Adults)","All","All","0.0","21.7","Crude Rate"
"Utah","2021-22","2022-07-09","≥18 years (Adults)","All","All","0.0","21.7","Crude Rate"
"Utah","2021-22","2022-07-16","≥18 years (Adults)","All","All","0.0","21.7","Crude Rate"
"Utah","2021-22","2022-07-23","≥18 years (Adults)","All","All","0.1","21.8","Crude Rate"
"Utah","2021-22","2022-07-30","≥18 years (Adults)","All","All","0.0","21.8","Crude Rate"
"Utah","2021-22","2022-08-06","≥18 years (Adults)","All","All","0.0","21.8","Crude Rate"
"Utah","2021-22","2022-08-13","≥18 years (Adults)","All","All","0.0","21.8","Crude Rate"
"Utah","2021-22","2022-08-20","≥18 years (Adults)","All","All","0.0","21.8","Crude Rate"
"Utah","2021-22","2022-08-27","≥18 years (Adults)","All","All","0.0","21.8","Crude Rate"
"Utah","2021-22","2022-09-03","≥18 years (Adults)","All","All","0.0","21.8","Crude Rate"
"Utah","2021-22","2022-09-10","≥18 years (Adults)","All","All","0.0","21.8","Crude Rate"
"Utah","2021-22","2022-09-17","≥18 years (Adults)","All","All","0.0","21.8","Crude Rate"
"Utah","2021-22","2022-09-24","≥18 years (Adults)","All","All","0.1","21.9","Crude Rate"
"Utah","2021-22","2022-10-01","≥18 years (Adults)","All","All","0.2","22.2","Crude Rate"
"Colorado","2021-22","2021-10-09","18-29 years","All","All","0.0","0.0","Crude Rate"
"Colorado","2021-22","2021-10-16","18-29 years","All","All","0.0","0.0","Crude Rate"
"Colorado","2021-22","2021-10-23","18-29 years","All","All","0.0","0.0","Crude Rate"
"Colorado","2021-22","2021-10-30","18-29 years","All","All","0.0","0.0","Crude Rate"
"Colorado","2021-22","2021-11-06","18-29 years","All","All","0.4","0.4","Crude Rate"
"Colorado","2021-22","2021-11-13","18-29 years","All","All","0.0","0.4","Crude Rate"
"Colorado","2021-22","2021-11-20","18-29 years","All","All","0.0","0.4","Crude Rate"
"Colorado","2021-22","2021-11-27","18-29 years","All","All","0.0","0.4","Crude Rate"
"Colorado","2021-22","2021-12-04","18-29 years","All","All","0.2","0.7","Crude Rate"
"Colorado","2021-22","2021-12-11","18-29 years","All","All","0.7","1.3","Crude Rate"
"Colorado","2021-22","2021-12-18","18-29 years","All","All","0.2","1.5","Crude Rate"
"Colorado","2021-22","2021-12-25","18-29 years","All","All","0.0","1.5","Crude Rate"
"Colorado","2021-22","2022-01-01","18-29 years","All","All","0.0","1.5","Crude Rate"
"Colorado","2021-22","2022-01-08","18-29 years","All","All","0.0","1.5","Crude Rate"
"Colorado","2021-22","2022-01-15","18-29 years","All","All","0.2","1.7","Crude Rate"
"Colorado","2021-22","2022-01-22","18-29 years","All","All","0.0","1.7","Crude Rate"
"Colorado","2021-22","2022-01-29","18-29 years","All","All","0.0","1.7","Crude Rate"
"Colorado","2021-22","2022-02-05","18-29 years","All","All","0.2","2.0","Crude Rate"
"Colorado","2021-22","2022-02-12","18-29 years","All","All","0.0","2.0","Crude Rate"
"Colorado","2021-22","2022-02-19","18-29 years","All","All","0.0","2.0","Crude Rate"
"Colorado","2021-22","2022-02-26","18-29 years","All","All","0.0","2.0","Crude Rate"
"Colorado","2021-22","2022-03-05","18-29 years","All","All","0.0","2.0","Crude Rate"
"Colorado","2021-22","2022-03-12","18-29 years","All","All","0.2","2.2","Crude Rate"
"Colorado","2021-22","2022-03-19","18-29 years","All","All","0.0","2.2","Crude Rate"
"Colorado","2021-22","2022-03-26","18-29 years","All","All","0.0","2.2","Crude Rate"
"Colorado","2021-22","2022-04-02","18-29 years","All","All","0.0","2.2","Crude Rate"
"Colorado","2021-22","2022-04-09","18-29 years","All","All","0.0","2.2","Crude Rate"
"Colorado","2021-22","2022-04-16","18-29 years","All","All","0.0","2.2","Crude Rate"
"Colorado","2021-22","2022-04-23","18-29 years","All","All","0.2","2.4","Crude Rate"
"Colorado","2021-22","2022-04-30","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-05-07","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-05-14","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-05-21","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-05-28","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-06-04","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-06-11","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-06-18","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-06-25","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-07-02","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-07-09","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-07-16","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-07-23","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-07-30","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-08-06","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-08-13","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-08-20","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-08-27","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-09-03","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-09-10","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-09-17","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-09-24","18-29 years","All","All","0.0","2.4","Crude Rate"
"Colorado","2021-22","2022-10-01","18-29 years","All","All","0.0","2.4","Crude Rate"
"Connecticut","2021-22","2021-10-09","18-29 years","All","All","0.0","0.0","Crude Rate"
"Connecticut","2021-22","2021-10-16","18-29 years","All","All","0.0","0.0","Crude Rate"
"Connecticut","2021-22","2021-10-23","18-29 years","All","All","0.0","0.0","Crude Rate"
"Connecticut","2021-22","2021-10-30","18-29 years","All","All","0.6","0.6","Crude Rate"
"Connecticut","2021-22","2021-11-06","18-29 years","All","All","0.6","1.2","Crude Rate"
"Connecticut","2021-22","2021-11-13","18-29 years","All","All","0.0","1.2","Crude Rate"
"Connecticut","2021-22","2021-11-20","18-29 years","All","All","0.6","1.8","Crude Rate"
"Connecticut","2021-22","2021-11-27","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2021-12-04","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2021-12-11","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2021-12-18","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2021-12-25","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-01-01","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-01-08","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-01-15","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-01-22","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-01-29","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-02-05","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-02-12","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-02-19","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-02-26","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-03-05","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-03-12","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-03-19","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-03-26","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-04-02","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-04-09","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-04-16","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-04-23","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-04-30","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-05-07","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-05-14","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-05-21","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-05-28","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-06-04","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-06-11","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-06-18","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-06-25","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-07-02","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-07-09","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-07-16","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-07-23","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-07-30","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-08-06","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-08-13","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-08-20","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-08-27","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-09-03","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-09-10","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-09-17","18-29 years","All","All","0.0","1.8","Crude Rate"
"Connecticut","2021-22","2022-09-24","18-29 years","All","All","1.2","3.0","Crude Rate"
"Connecticut","2021-22","2022-10-01","18-29 years","All","All","0.0","3.0","Crude Rate"
"Georgia","2021-22","2021-10-09","18-29 years","All","All","0.1","0.1","Crude Rate"
"Georgia","2021-22","2021-10-16","18-29 years","All","All","0.1","0.3","Crude Rate"
"Georgia","2021-22","2021-10-23","18-29 years","All","All","0.1","0.4","Crude Rate"
"Georgia","2021-22","2021-10-30","18-29 years","All","All","0.1","0.6","Crude Rate"
"Georgia","2021-22","2021-11-06","18-29 years","All","All","0.0","0.6","Crude Rate"
"Georgia","2021-22","2021-11-13","18-29 years","All","All","0.0","0.6","Crude Rate"
"Georgia","2021-22","2021-11-20","18-29 years","All","All","0.0","0.6","Crude Rate"
"Georgia","2021-22","2021-11-27","18-29 years","All","All","0.0","0.6","Crude Rate"
"Georgia","2021-22","2021-12-04","18-29 years","All","All","0.1","0.7","Crude Rate"
"Georgia","2021-22","2021-12-11","18-29 years","All","All","0.1","0.9","Crude Rate"
"Georgia","2021-22","2021-12-18","18-29 years","All","All","0.1","1.0","Crude Rate"
"Georgia","2021-22","2021-12-25","18-29 years","All","All","0.0","1.0","Crude Rate"
"Georgia","2021-22","2022-01-01","18-29 years","All","All","0.1","1.1","Crude Rate"
"Georgia","2021-22","2022-01-08","18-29 years","All","All","0.0","1.1","Crude Rate"
"Georgia","2021-22","2022-01-15","18-29 years","All","All","0.0","1.1","Crude Rate"
"Georgia","2021-22","2022-01-22","18-29 years","All","All","0.0","1.1","Crude Rate"
"Georgia","2021-22","2022-01-29","18-29 years","All","All","0.0","1.1","Crude Rate"
"Georgia","2021-22","2022-02-05","18-29 years","All","All","0.0","1.1","Crude Rate"
"Georgia","2021-22","2022-02-12","18-29 years","All","All","0.0","1.1","Crude Rate"
"Georgia","2021-22","2022-02-19","18-29 years","All","All","0.3","1.4","Crude Rate"
"Georgia","2021-22","2022-02-26","18-29 years","All","All","0.0","1.4","Crude Rate"
"Georgia","2021-22","2022-03-05","18-29 years","All","All","0.0","1.4","Crude Rate"
"Georgia","2021-22","2022-03-12","18-29 years","All","All","0.0","1.4","Crude Rate"
"Georgia","2021-22","2022-03-19","18-29 years","All","All","0.0","1.4","Crude Rate"
"Georgia","2021-22","2022-03-26","18-29 years","All","All","0.0","1.4","Crude Rate"
"Georgia","2021-22","2022-04-02","18-29 years","All","All","0.0","1.4","Crude Rate"
"Georgia","2021-22","2022-04-09","18-29 years","All","All","0.0","1.4","Crude Rate"
"Georgia","2021-22","2022-04-16","18-29 years","All","All","0.0","1.4","Crude Rate"
"Georgia","2021-22","2022-04-23","18-29 years","All","All","0.1","1.6","Crude Rate"
"Georgia","2021-22","2022-04-30","18-29 years","All","All","0.0","1.6","Crude Rate"
"Georgia","2021-22","2022-05-07","18-29 years","All","All","0.0","1.6","Crude Rate"
"Georgia","2021-22","2022-05-14","18-29 years","All","All","0.0","1.6","Crude Rate"
"Georgia","2021-22","2022-05-21","18-29 years","All","All","0.0","1.6","Crude Rate"
"Georgia","2021-22","2022-05-28","18-29 years","All","All","0.0","1.6","Crude Rate"
"Georgia","2021-22","2022-06-04","18-29 years","All","All","0.0","1.6","Crude Rate"
"Georgia","2021-22","2022-06-11","18-29 years","All","All","0.1","1.7","Crude Rate"
"Georgia","2021-22","2022-06-18","18-29 years","All","All","0.1","1.9","Crude Rate"
"Georgia","2021-22","2022-06-25","18-29 years","All","All","0.1","2.0","Crude Rate"
"Georgia","2021-22","2022-07-02","18-29 years","All","All","0.1","2.1","Crude Rate"
"Georgia","2021-22","2022-07-09","18-29 years","All","All","0.0","2.1","Crude Rate"
"Georgia","2021-22","2022-07-16","18-29 years","All","All","0.0","2.1","Crude Rate"
"Georgia","2021-22","2022-07-23","18-29 years","All","All","0.1","2.3","Crude Rate"
"Georgia","2021-22","2022-07-30","18-29 years","All","All","0.0","2.3","Crude Rate"
"Georgia","2021-22","2022-08-06","18-29 years","All","All","0.0","2.3","Crude Rate"
"Georgia","2021-22","2022-08-13","18-29 years","All","All","0.0","2.3","Crude Rate"
"Georgia","2021-22","2022-08-20","18-29 years","All","All","0.0","2.3","Crude Rate"
"Georgia","2021-22","2022-08-27","18-29 years","All","All","0.4","2.7","Crude Rate"
"Georgia","2021-22","2022-09-03","18-29 years","All","All","0.0","2.7","Crude Rate"
"Georgia","2021-22","2022-09-10","18-29 years","All","All","0.3","3.0","Crude Rate"
"Georgia","2021-22","2022-09-17","18-29 years","All","All","0.9","3.8","Crude Rate"
"Georgia","2021-22","2022-09-24","18-29 years","All","All","0.6","4.4","Crude Rate"
"Georgia","2021-22","2022-10-01","18-29 years","All","All","0.3","4.7","Crude Rate"
"Maryland","2021-22","2021-10-09","18-29 years","All","All","0.5","0.5","Crude Rate"
"Maryland","2021-22","2021-10-16","18-29 years","All","All","0.3","0.9","Crude Rate"
"Maryland","2021-22","2021-10-23","18-29 years","All","All","0.2","1.1","Crude Rate"
"Maryland","2021-22","2021-10-30","18-29 years","All","All","0.0","1.1","Crude Rate"
"Maryland","2021-22","2021-11-06","18-29 years","All","All","0.2","1.3","Crude Rate"
"Maryland","2021-22","2021-11-13","18-29 years","All","All","0.1","1.4","Crude Rate"
"Maryland","2021-22","2021-11-20","18-29 years","All","All","0.1","1.5","Crude Rate"
"Maryland","2021-22","2021-11-27","18-29 years","All","All","0.1","1.6","Crude Rate"
"Maryland","2021-22","2021-12-04","18-29 years","All","All","0.0","1.6","Crude Rate"
"Maryland","2021-22","2021-12-11","18-29 years","All","All","0.0","1.6","Crude Rate"
"Maryland","2021-22","2021-12-18","18-29 years","All","All","0.1","1.7","Crude Rate"
"Maryland","2021-22","2021-12-25","18-29 years","All","All","0.0","1.7","Crude Rate"
"Maryland","2021-22","2022-01-01","18-29 years","All","All","0.0","1.7","Crude Rate"
"Maryland","2021-22","2022-01-08","18-29 years","All","All","0.0","1.7","Crude Rate"
"Maryland","2021-22","2022-01-15","18-29 years","All","All","0.0","1.7","Crude Rate"
"Maryland","2021-22","2022-01-22","18-29 years","All","All","0.0","1.7","Crude Rate"
"Maryland","2021-22","2022-01-29","18-29 years","All","All","0.0","1.7","Crude Rate"
"Maryland","2021-22","2022-02-05","18-29 years","All","All","0.0","1.7","Crude Rate"
"Maryland","2021-22","2022-02-12","18-29 years","All","All","0.0","1.7","Crude Rate"
"Maryland","2021-22","2022-02-19","18-29 years","All","All","0.0","1.7","Crude Rate"
"Maryland","2021-22","2022-02-26","18-29 years","All","All","0.0","1.7","Crude Rate"
"Maryland","2021-22","2022-03-05","18-29 years","All","All","0.0","1.7","Crude Rate"
"Maryland","2021-22","2022-03-12","18-29 years","All","All","0.0","1.7","Crude Rate"
"Maryland","2021-22","2022-03-19","18-29 years","All","All","0.0","1.7","Crude Rate"
"Maryland","2021-22","2022-03-26","18-29 years","All","All","0.0","1.7","Crude Rate"
"Maryland","2021-22","2022-04-02","18-29 years","All","All","0.0","1.7","Crude Rate"
"Maryland","2021-22","2022-04-09","18-29 years","All","All","0.0","1.7","Crude Rate"
"Maryland","2021-22","2022-04-16","18-29 years","All","All","0.1","1.8","Crude Rate"
"Maryland","2021-22","2022-04-23","18-29 years","All","All","0.0","1.8","Crude Rate"
"Maryland","2021-22","2022-04-30","18-29 years","All","All","0.0","1.8","Crude Rate"
"Maryland","2021-22","2022-05-07","18-29 years","All","All","0.0","1.8","Crude Rate"
"Maryland","2021-22","2022-05-14","18-29 years","All","All","0.0","1.8","Crude Rate"
"Maryland","2021-22","2022-05-21","18-29 years","All","All","0.0","1.8","Crude Rate"
"Maryland","2021-22","2022-05-28","18-29 years","All","All","0.0","1.8","Crude Rate"
"Maryland","2021-22","2022-06-04","18-29 years","All","All","0.0","1.8","Crude Rate"
"Maryland","2021-22","2022-06-11","18-29 years","All","All","0.0","1.8","Crude Rate"
"Maryland","2021-22","2022-06-18","18-29 years","All","All","0.1","2.0","Crude Rate"
"Maryland","2021-22","2022-06-25","18-29 years","All","All","0.0","2.0","Crude Rate"
"Maryland","2021-22","2022-07-02","18-29 years","All","All","0.0","2.0","Crude Rate"
"Maryland","2021-22","2022-07-09","18-29 years","All","All","0.0","2.0","Crude Rate"
"Maryland","2021-22","2022-07-16","18-29 years","All","All","0.0","2.0","Crude Rate"
"Maryland","2021-22","2022-07-23","18-29 years","All","All","0.0","2.0","Crude Rate"
"Maryland","2021-22","2022-07-30","18-29 years","All","All","0.0","2.0","Crude Rate"
"Maryland","2021-22","2022-08-06","18-29 years","All","All","0.1","2.1","Crude Rate"
"Maryland","2021-22","2022-08-13","18-29 years","All","All","0.0","2.1","Crude Rate"
"Maryland","2021-22","2022-08-20","18-29 years","All","All","0.0","2.1","Crude Rate"
"Maryland","2021-22","2022-08-27","18-29 years","All","All","0.0","2.1","Crude Rate"
"Maryland","2021-22","2022-09-03","18-29 years","All","All","0.0","2.1","Crude Rate"
"Maryland","2021-22","2022-09-10","18-29 years","All","All","0.1","2.2","Crude Rate"
"Maryland","2021-22","2022-09-17","18-29 years","All","All","0.0","2.2","Crude Rate"
"Maryland","2021-22","2022-09-24","18-29 years","All","All","0.1","2.3","Crude Rate"
"Maryland","2021-22","2022-10-01","18-29 years","All","All","0.1","2.4","Crude Rate"
"Michigan","2021-22","2021-10-09","18-29 years","All","All","0.0","0.0","Crude Rate"
"Michigan","2021-22","2021-10-16","18-29 years","All","All","0.4","0.4","Crude Rate"
"Michigan","2021-22","2021-10-23","18-29 years","All","All","0.0","0.4","Crude Rate"
"Michigan","2021-22","2021-10-30","18-29 years","All","All","0.0","0.4","Crude Rate"
"Michigan","2021-22","2021-11-06","18-29 years","All","All","0.8","1.2","Crude Rate"
"Michigan","2021-22","2021-11-13","18-29 years","All","All","0.8","2.0","Crude Rate"
"Michigan","2021-22","2021-11-20","18-29 years","All","All","0.0","2.0","Crude Rate"
"Michigan","2021-22","2021-11-27","18-29 years","All","All","0.4","2.4","Crude Rate"
"Michigan","2021-22","2021-12-04","18-29 years","All","All","0.4","2.7","Crude Rate"
"Michigan","2021-22","2021-12-11","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2021-12-18","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2021-12-25","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-01-01","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-01-08","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-01-15","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-01-22","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-01-29","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-02-05","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-02-12","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-02-19","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-02-26","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-03-05","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-03-12","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-03-19","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-03-26","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-04-02","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-04-09","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-04-16","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-04-23","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-04-30","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-05-07","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-05-14","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-05-21","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-05-28","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-06-04","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-06-11","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-06-18","18-29 years","All","All","0.0","2.7","Crude Rate"
"Michigan","2021-22","2022-06-25","18-29 years","All","All","0.0","2.7","Crude Rate"
