"year","stateabbr","statedesc","locationname","datasource","category","measure","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","totalpopulation","totalpop18plus","locationid","categoryid","measureid","datavaluetypeid","short_question_text","geolocation"
"2023","GA","Georgia","Baker","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","19.8",,,"17.0","22.8","2743","2242","13007","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity","POINT (-84.4436447326603 31.3268164349258)"
"2023","FL","Florida","Gilchrist","BRFSS","Disability","Vision disability among adults","%","Age-adjusted prevalence","5.4",,,"4.6","6.2","19587","15406","12041","DISABLT","VISION","AgeAdjPrv","Vision Disability","POINT (-82.8005068163017 29.7256259792594)"
"2023","CO","Colorado","Alamosa","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","6.4",,,"5.4","7.5","16655","12672","08003","HLTHOUT","COPD","CrdPrv","COPD","POINT (-105.78848300659 37.5728638541496)"
"2023","GA","Georgia","Crawford","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","6.3",,,"5.5","7.1","12277","9813","13079","DISABLT","VISION","CrdPrv","Vision Disability","POINT (-83.9862649166093 32.7141953769698)"
"2023","GA","Georgia","Clarke","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","3.8",,,"3.4","4.4","129933","108382","13059","DISABLT","SELFCARE","CrdPrv","Self-care Disability","POINT (-83.3666684734856 33.9516744526006)"
"2022","FL","Florida","Santa Rosa","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","73.0",,,"66.0","79.7","203162","158829","12113","PREVENT","MAMMOUSE","CrdPrv","Mammography","POINT (-87.0219379816929 30.7003170541744)"
"2023","GA","Georgia","Barrow","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","15.0",,,"12.5","17.9","92792","69765","13013","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking","POINT (-83.7128801451183 33.9928758721442)"
"2023","CO","Colorado","Las Animas","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","4.4",,,"3.9","4.9","14348","11821","08071","HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-104.038483644845 37.3157419323051)"
"2023","CO","Colorado","Las Animas","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Age-adjusted prevalence","10.4",,,"8.9","12.0","14348","11821","08071","HLTHOUT","DIABETES","AgeAdjPrv","Diabetes","POINT (-104.038483644845 37.3157419323051)"
"2023","GA","Georgia","Jefferson","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Age-adjusted prevalence","27.9",,,"24.0","32.0","15183","11719","13163","HLTHSTAT","GHLTH","AgeAdjPrv","General Health","POINT (-82.4184402738849 33.0543979409705)"
"2023","GA","Georgia","Jefferson","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","36.7",,,"30.8","43.2","15183","11719","13163","RISKBEH","LPA","CrdPrv","Physical Inactivity","POINT (-82.4184402738849 33.0543979409705)"
"2023","GA","Georgia","Habersham","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Age-adjusted prevalence","15.8",,,"12.7","19.2","48757","38151","13137","PREVENT","ACCESS2","AgeAdjPrv","Health Insurance","POINT (-83.530457749718 34.6306391700714)"
"2023","GA","Georgia","Decatur","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","5.2",,,"4.6","5.7","29087","22056","13087","HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-84.5790568138442 30.8782445454159)"
"2023","FL","Florida","Charlotte","BRFSS","Health Outcomes","Obesity among adults","%","Age-adjusted prevalence","31.6",,,"26.7","36.4","206134","181904","12015","HLTHOUT","OBESITY","AgeAdjPrv","Obesity","POINT (-81.9116138222572 26.9058355549784)"
"2023","CT","Connecticut","Western Connecticut","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Age-adjusted prevalence","56.5",,,"53.7","59.4","623907","489485","09190","PREVENT","BPMED","AgeAdjPrv","High Blood Pressure Medication","POINT (-73.4471607445243 41.3202363326839)"
"2023","CA","California","Santa Barbara","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Age-adjusted prevalence","8.4",,,"7.0","9.9","441257","343138","06083","SOCLNEED","SHUTUTILITY","AgeAdjPrv","Utility Services Threat","POINT (-120.015341806806 34.6714050399297)"
"2023","FL","Florida","Union","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","20.2",,,"17.3","23.5","15532","12084","12125","HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-82.3713281378981 30.0440284848394)"
"2023","FL","Florida","Dixie","BRFSS","Disability","Any disability among adults","%","Crude prevalence","41.2",,,"36.1","46.3","17465","14301","12029","DISABLT","DISABILITY","CrdPrv","Any Disability","POINT (-83.1587103063714 29.6080635127126)"
"2023","CT","Connecticut","Northwest Hills","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","91.1",,,"90.1","92.1","113463","93325","09160","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening","POINT (-73.2211305040558 41.8467716056501)"
"2023","FL","Florida","Santa Rosa","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","10.8",,,"8.7","13.5","203162","158829","12113","PREVENT","ACCESS2","CrdPrv","Health Insurance","POINT (-87.0219379816929 30.7003170541744)"
"2023","CA","California","Siskiyou","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","24.1",,,"20.6","28.5","42905","34437","06093","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support","POINT (-122.5405492735 41.5927246019871)"
"2023","FL","Florida","Duval","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","85.3",,,"83.1","87.2","1030822","801179","12031","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening","POINT (-81.6707360309589 30.3318813634013)"
"2023","CO","Colorado","Logan","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","29.7",,,"22.9","37.8","20619","16878","08075","HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-103.109509593953 40.7247385423721)"
"2023","CO","Colorado","El Paso","BRFSS","Disability","Any disability among adults","%","Crude prevalence","30.0",,,"26.3","33.8","744215","574278","08041","DISABLT","DISABILITY","CrdPrv","Any Disability","POINT (-104.525624950703 38.8322231454807)"
"2023","CA","California","Shasta","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","11.6",,,"9.5","13.8","180366","141552","06089","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity","POINT (-122.040246599392 40.763787981335)"
"2022","CA","California","Santa Clara","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Crude prevalence","66.9",,,"63.9","69.7","1877592","1503217","06085","PREVENT","DENTAL","CrdPrv","Dental Visit","POINT (-121.695251446392 37.2316875247769)"
"2023","FL","Florida","Martin","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Crude prevalence","9.4",,,"8.0","10.8","163315","137320","12085","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-80.4312703143614 27.0775829017837)"
"2023","GA","Georgia","Burke","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","45.7",,,"41.2","50.3","24438","18515","13033","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure","POINT (-82.00069347969 33.0613394728213)"
"2023","GA","Georgia","DeKalb","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","10.4",,,"9.2","11.6","762992","591931","13089","HLTHOUT","CASTHMA","CrdPrv","Current Asthma","POINT (-84.2263845160089 33.7713752418002)"
"2023","GA","Georgia","Dougherty","BRFSS","Disability","Any disability among adults","%","Age-adjusted prevalence","36.5",,,"31.4","41.3","82645","62618","13095","DISABLT","DISABILITY","AgeAdjPrv","Any Disability","POINT (-84.2166430665433 31.5334783335968)"
"2023","FL","Florida","Indian River","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","8.8",,,"7.0","10.8","169795","144567","12061","HLTHOUT","COPD","CrdPrv","COPD","POINT (-80.6056426514632 27.6940949646955)"
"2023","CA","California","San Diego","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Crude prevalence","36.0",,,"32.5","39.6","3269973","2594848","06073","SOCLNEED","LONELINESS","CrdPrv","Loneliness","POINT (-116.735136221495 33.0338956563358)"
"2023","FL","Florida","Sarasota","BRFSS","Health Status","Frequent mental distress among adults","%","Age-adjusted prevalence","17.0",,,"14.7","19.4","469013","403873","12115","HLTHSTAT","MHLTH","AgeAdjPrv","Frequent Mental Distress","POINT (-82.3315474199739 27.1844486961668)"
"2023","FL","Florida","Liberty","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Age-adjusted prevalence","59.9",,,"55.6","64.3","7706","6342","12077","PREVENT","BPMED","AgeAdjPrv","High Blood Pressure Medication","POINT (-84.8831820625943 30.2412248335451)"
"2023","GA","Georgia","Cook","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","37.6",,,"29.7","45.8","17714","13235","13075","HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-83.4302684061787 31.1543623061058)"
"2023","GA","Georgia","Hall","BRFSS","Health Outcomes","High blood pressure among adults","%","Age-adjusted prevalence","33.5",,,"29.8","37.3","217267","166389","13139","HLTHOUT","BPHIGH","AgeAdjPrv","High Blood Pressure","POINT (-83.8198972002444 34.3169672815553)"
"2023","GA","Georgia","Brantley","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","18.0",,,"15.5","20.7","18401","14186","13025","DISABLT","COGNITION","CrdPrv","Cognitive Disability","POINT (-81.9816946940662 31.1969130783185)"
"2023","FL","Florida","Hamilton","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Age-adjusted prevalence","36.5",,,"32.5","40.6","13471","10639","12047","HLTHOUT","HIGHCHOL","AgeAdjPrv","High Cholesterol","POINT (-82.9479422377151 30.4963440419861)"
"2022","GA","Georgia","Floyd","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Age-adjusted prevalence","60.2",,,"55.0","65.3","100113","77443","13115","PREVENT","COLON_SCREEN","AgeAdjPrv","Colorectal Cancer Screening","POINT (-85.213993756054 34.263196511633)"
"2023","GA","Georgia","Cherokee","BRFSS","Disability","Any disability among adults","%","Age-adjusted prevalence","24.9",,,"20.9","29.2","286602","222757","13057","DISABLT","DISABILITY","AgeAdjPrv","Any Disability","POINT (-84.4762808876955 34.2438335835566)"
"2023","CO","Colorado","Eagle","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence","69.7",,,"65.4","73.2","54381","43620","08037","PREVENT","BPMED","CrdPrv","High Blood Pressure Medication","POINT (-106.695496417597 39.6280227187944)"
"2023","FL","Florida","Madison","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Age-adjusted prevalence","61.6",,,"57.3","65.5","18519","15063","12079","PREVENT","BPMED","AgeAdjPrv","High Blood Pressure Medication","POINT (-83.4697895536584 30.4442617012306)"
"2023","GA","Georgia","Atkinson","BRFSS","Health Outcomes","Depression among adults","%","Age-adjusted prevalence","22.2",,,"18.7","26.0","8293","6215","13003","HLTHOUT","DEPRESSION","AgeAdjPrv","Depression","POINT (-82.8795983686044 31.2973133737422)"
"2023","FL","Florida","Osceola","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Age-adjusted prevalence","5.7",,,"5.1","6.4","437784","333862","12097","HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-81.1492983205034 28.0624845887589)"
"2023","CA","California","San Joaquin","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","4.2",,,"3.8","4.8","800965","593491","06077","DISABLT","SELFCARE","CrdPrv","Self-care Disability","POINT (-121.271085290011 37.9345365020323)"
"2023","CO","Colorado","Lake","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Age-adjusted prevalence","10.2",,,"7.9","12.6","7365","5869","08065","RISKBEH","CSMOKING","AgeAdjPrv","Current Cigarette Smoking","POINT (-106.344971513974 39.2024367117474)"
"2023","FL","Florida","Okeechobee","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","7.9",,,"6.9","9.0","41427","32401","12093","DISABLT","VISION","CrdPrv","Vision Disability","POINT (-80.8886822709507 27.3865228653033)"
"2023","CA","California","San Joaquin","BRFSS","Disability","Vision disability among adults","%","Age-adjusted prevalence","6.3",,,"5.6","7.1","800965","593491","06077","DISABLT","VISION","AgeAdjPrv","Vision Disability","POINT (-121.271085290011 37.9345365020323)"
"2023","FL","Florida","Lee","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","15.7",,,"12.8","19.0","834573","692259","12071","PREVENT","ACCESS2","CrdPrv","Health Insurance","POINT (-81.8411895295692 26.5781570199388)"
"2022","FL","Florida","Alachua","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","9.9",,,"8.0","12.1","285994","235265","12001","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost","POINT (-82.3582005204153 29.6751856950068)"
"2023","DE","Delaware","Kent","BRFSS","Health Outcomes","Depression among adults","%","Age-adjusted prevalence","23.3",,,"19.8","26.9","189789","146800","10001","HLTHOUT","DEPRESSION","AgeAdjPrv","Depression","POINT (-75.5682629704417 39.0863622587062)"
"2023","CO","Colorado","Cheyenne","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","21.2",,,"16.9","26.0","1727","1301","08017","RISKBEH","LPA","CrdPrv","Physical Inactivity","POINT (-102.603247709498 38.8281509160219)"
"2022","CO","Colorado","Dolores","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Age-adjusted prevalence","61.4",,,"57.4","65.1","2513","2096","08033","PREVENT","DENTAL","AgeAdjPrv","Dental Visit","POINT (-108.517382189661 37.7520546286538)"
"2023","GA","Georgia","Grady","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","9.7",,,"8.3","11.3","26066","19695","13131","HLTHOUT","COPD","CrdPrv","COPD","POINT (-84.2345883560959 30.8746760593024)"
"2023","GA","Georgia","Appling","BRFSS","Health Status","Frequent mental distress among adults","%","Age-adjusted prevalence","20.9",,,"18.5","23.4","18457","13966","13001","HLTHSTAT","MHLTH","AgeAdjPrv","Frequent Mental Distress","POINT (-82.2886914217215 31.7493335724705)"
"2023","CO","Colorado","Routt","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","2.6",,,"2.2","3.2","25064","20739","08107","DISABLT","SELFCARE","CrdPrv","Self-care Disability","POINT (-106.991358943749 40.4849640267694)"
"2023","GA","Georgia","Hancock","BRFSS","Disability","Cognitive disability among adults","%","Age-adjusted prevalence","20.2",,,"17.1","23.1","8676","7419","13141","DISABLT","COGNITION","AgeAdjPrv","Cognitive Disability","POINT (-83.000824480349 33.2700844778974)"
"2023","CO","Colorado","Alamosa","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","18.0",,,"14.6","22.0","16655","12672","08003","PREVENT","ACCESS2","CrdPrv","Health Insurance","POINT (-105.78848300659 37.5728638541496)"
"2023","CA","California","Trinity","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Age-adjusted prevalence","10.7",,,"9.1","12.4","15670","12928","06105","HLTHOUT","DIABETES","AgeAdjPrv","Diabetes","POINT (-123.11262600912 40.6509037984655)"
"2023","CO","Colorado","Hinsdale","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","3.5",,,"3.0","4.1","765","662","08053","HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-107.300359047708 37.82133017176)"
"2023","GA","Georgia","Elbert","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Age-adjusted prevalence","26.1",,,"22.3","30.1","20013","15564","13105","SOCLNEED","EMOTIONSPT","AgeAdjPrv","Lack of Social/Emotional Support","POINT (-82.8404140983714 34.116392219138)"
"2022","CO","Colorado","Delta","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Age-adjusted prevalence","55.5",,,"50.3","60.6","31746","25772","08029","PREVENT","COLON_SCREEN","AgeAdjPrv","Colorectal Cancer Screening","POINT (-107.862948303439 38.8614572647921)"
"2023","FL","Florida","Columbia","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","77.9",,,"74.5","80.9","73063","57020","12023","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-82.6216338263004 30.2248618580445)"
"2023","FL","Florida","Clay","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","7.0",,,"5.9","8.2","232439","179750","12019","HLTHOUT","COPD","CrdPrv","COPD","POINT (-81.8578586154471 29.982933504009)"
"2022","CO","Colorado","Costilla","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Age-adjusted prevalence","49.6",,,"45.5","53.6","3628","2957","08023","PREVENT","DENTAL","AgeAdjPrv","Dental Visit","POINT (-105.428087516472 37.278192662225)"
"2023","CA","California","Sonoma","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Age-adjusted prevalence","20.0",,,"16.4","24.1","481812","391558","06097","RISKBEH","LPA","AgeAdjPrv","Physical Inactivity","POINT (-122.887568125266 38.5287343227086)"
"2023","CT","Connecticut","Western Connecticut","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","13.6",,,"12.3","14.9","623907","489485","09190","HLTHSTAT","GHLTH","CrdPrv","General Health","POINT (-73.4471607445243 41.3202363326839)"
"2023","CO","Colorado","Ouray","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence","5.7",,,"4.7","6.8","5176","4488","08091","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability","POINT (-107.769144102426 38.1549222125572)"
"2023","CA","California","Solano","BRFSS","Health Outcomes","Arthritis among adults","%","Age-adjusted prevalence","19.5",,,"17.1","22.0","449218","351690","06095","HLTHOUT","ARTHRITIS","AgeAdjPrv","Arthritis","POINT (-121.932781028652 38.2699375647315)"
"2022","CO","Colorado","Douglas","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","77.4",,,"71.2","82.9","383906","296166","08035","PREVENT","MAMMOUSE","CrdPrv","Mammography","POINT (-104.929359437339 39.3296457475955)"
"2022","CO","Colorado","Grand","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Age-adjusted prevalence","67.1",,,"63.5","70.5","15935","13504","08049","PREVENT","DENTAL","AgeAdjPrv","Dental Visit","POINT (-106.118442353658 40.1030816737949)"
"2023","GA","Georgia","Calhoun","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Age-adjusted prevalence","18.8",,,"14.9","23.1","5457","4642","13037","PREVENT","ACCESS2","AgeAdjPrv","Health Insurance","POINT (-84.6226064650118 31.5290236179393)"
"2023","GA","Georgia","Colquitt","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence","22.4",,,"18.9","25.9","46167","34375","13071","SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps","POINT (-83.7688122592835 31.1884393973825)"
"2023","CO","Colorado","Sedgwick","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","4.5",,,"3.8","5.3","2299","1854","08115","DISABLT","SELFCARE","CrdPrv","Self-care Disability","POINT (-102.351880623144 40.875947900556)"
"2023","CA","California","Sutter","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","69.7",,,"65.1","74.0","97948","73657","06101","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-121.694661656309 39.0344595609474)"
"2022","CA","California","Solano","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Crude prevalence","37.3",,,"31.7","43.2","449218","351690","06095","RISKBEH","SLEEP","CrdPrv","Short Sleep Duration","POINT (-121.932781028652 38.2699375647315)"
"2022","FL","Florida","Santa Rosa","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Age-adjusted prevalence","64.2",,,"59.9","68.5","203162","158829","12113","PREVENT","COLON_SCREEN","AgeAdjPrv","Colorectal Cancer Screening","POINT (-87.0219379816929 30.7003170541744)"
"2023","GA","Georgia","Bryan","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Age-adjusted prevalence","7.0",,,"5.9","8.2","49739","35571","13029","SOCLNEED","LACKTRPT","AgeAdjPrv","Transportation Barriers","POINT (-81.4437379812069 32.0137075119901)"
"2022","GA","Georgia","Effingham","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Age-adjusted prevalence","62.0",,,"58.4","65.5","71541","52772","13103","PREVENT","DENTAL","AgeAdjPrv","Dental Visit","POINT (-81.3413734323975 32.3671225914682)"
"2023","CT","Connecticut","Northeastern Connecticut","BRFSS","Health Outcomes","Arthritis among adults","%","Age-adjusted prevalence","22.9",,,"21.3","24.7","96692","79116","09150","HLTHOUT","ARTHRITIS","AgeAdjPrv","Arthritis","POINT (-71.977031834417 41.8270602334583)"
"2023","CO","Colorado","Rio Grande","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","15.6",,,"13.6","17.6","11188","8914","08105","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress","POINT (-106.383128191215 37.5823404971602)"
"2023","CT","Connecticut","Greater Bridgeport","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","15.4",,,"13.3","17.3","327651","256229","09120","RISKBEH","BINGE","CrdPrv","Binge Drinking","POINT (-73.2314633461602 41.2433129003445)"
"2023","FL","Florida","Baker","BRFSS","Disability","Hearing disability among adults","%","Age-adjusted prevalence","6.6",,,"5.8","7.4","28368","21295","12003","DISABLT","HEARING","AgeAdjPrv","Hearing Disability","POINT (-82.2845340594762 30.3311771777587)"
"2023","GA","Georgia","Gwinnett","BRFSS","Health Status","Frequent mental distress among adults","%","Age-adjusted prevalence","15.5",,,"13.6","17.7","983526","730986","13135","HLTHSTAT","MHLTH","AgeAdjPrv","Frequent Mental Distress","POINT (-84.0237004394442 33.961661805784)"
"2023","CO","Colorado","Garfield","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence","69.8",,,"66.2","73.3","62707","47597","08045","PREVENT","BPMED","CrdPrv","High Blood Pressure Medication","POINT (-107.902832233474 39.5991303693962)"
"2023","GA","Georgia","Dodge","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Age-adjusted prevalence","12.8",,,"11.1","14.8","19776","16128","13091","SOCLNEED","SHUTUTILITY","AgeAdjPrv","Utility Services Threat","POINT (-83.1684910656793 32.1719787064164)"
"2023","GA","Georgia","Henry","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","88.1",,,"86.3","89.8","254613","191306","13151","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening","POINT (-84.1539379774032 33.4525591081274)"
"2023","CO","Colorado","Montrose","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence","8.3",,,"6.9","9.7","44156","35363","08085","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability","POINT (-108.268870810242 38.4024069870887)"
"2023","FL","Florida","Glades","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","77.2",,,"73.6","80.5","12786","11132","12043","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-81.1891415991292 26.9564177202841)"
"2022","CO","Colorado","Denver","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","73.8",,,"67.1","79.4","716577","589711","08031","PREVENT","MAMMOUSE","CrdPrv","Mammography","POINT (-104.876829827118 39.7613507378355)"
"2023","GA","Georgia","Gwinnett","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","34.9",,,"29.8","40.3","983526","730986","13135","HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-84.0237004394442 33.961661805784)"
"2023","GA","Georgia","Brooks","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","40.2",,,"32.0","48.7","16245","12902","13027","HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-83.5801358740807 30.8426528591046)"
"2022","GA","Georgia","Bacon","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Crude prevalence","61.0",,,"55.7","66.2","11124","8340","13005","PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening","POINT (-82.4524072121804 31.5537937122315)"
"2023","CT","Connecticut","Northwest Hills","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Age-adjusted prevalence","7.9",,,"7.1","8.6","113463","93325","09160","HLTHOUT","DIABETES","AgeAdjPrv","Diabetes","POINT (-73.2211305040558 41.8467716056501)"
"2023","FL","Florida","Indian River","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","14.1",,,"12.3","15.9","169795","144567","12061","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress","POINT (-80.6056426514632 27.6940949646955)"
"2023","GA","Georgia","Forsyth","BRFSS","Disability","Independent living disability among adults","%","Age-adjusted prevalence","5.3",,,"4.4","6.4","272887","203939","13117","DISABLT","INDEPLIVE","AgeAdjPrv","Independent Living Disability","POINT (-84.125243446561 34.2253024818373)"
"2023","FL","Florida","Citrus","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Age-adjusted prevalence","7.6",,,"6.9","8.5","166696","142235","12017","HLTHOUT","CANCER","AgeAdjPrv","Cancer (non-skin) or Melanoma","POINT (-82.4772202477587 28.8485262076997)"
"2023","CO","Colorado","Logan","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","70.5",,,"66.2","74.7","20619","16878","08075","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-103.109509593953 40.7247385423721)"
"2023","CA","California","Santa Cruz","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Crude prevalence","35.3",,,"30.4","40.6","261547","214446","06087","SOCLNEED","LONELINESS","CrdPrv","Loneliness","POINT (-122.001404413399 37.0558255524564)"
"2022","CA","California","Solano","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Age-adjusted prevalence","54.9",,,"49.8","59.9","449218","351690","06095","PREVENT","COLON_SCREEN","AgeAdjPrv","Colorectal Cancer Screening","POINT (-121.932781028652 38.2699375647315)"
"2023","GA","Georgia","Hart","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","20.4",,,"17.1","23.9","27556","22018","13147","HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-82.9641396441627 34.35079675136)"
"2023","CO","Colorado","Saguache","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","7.4",,,"6.4","8.6","6688","5416","08109","DISABLT","VISION","CrdPrv","Vision Disability","POINT (-106.281125358106 38.080485475829)"
"2023","DE","Delaware","New Castle","BRFSS","Disability","Cognitive disability among adults","%","Age-adjusted prevalence","13.4",,,"11.6","15.4","578592","456332","10003","DISABLT","COGNITION","AgeAdjPrv","Cognitive Disability","POINT (-75.647957543666 39.5816046675309)"
"2023","GA","Georgia","Fayette","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","21.2",,,"17.5","25.8","123351","95974","13113","RISKBEH","LPA","CrdPrv","Physical Inactivity","POINT (-84.4949703697974 33.4135379836022)"
