"states","year","week","label","m1","m1_flag","m2","m2_flag","m3","m3_flag","m4","m4_flag","location1","location2","sort_order","geocode"
"SOUTH CAROLINA","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","5","-","4","-",,"-","SOUTH CAROLINA",,"20220202555","POINT (-80.864614 33.878572)"
"VIRGINIA","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","4","-","2","-","1","-","VIRGINIA",,"20220202556","POINT (-78.666382 37.510861)"
"WEST VIRGINIA","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","2","-",,"-","1","-","WEST VIRGINIA",,"20220202557","POINT (-80.613729 38.642579)"
"EAST SOUTH CENTRAL","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes","3","-","10","-","14","-","5","-",,"EAST SOUTH CENTRAL","20220202558",
"ALABAMA","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes","2","-","5","-","6","-","2","-","ALABAMA",,"20220202559","POINT (-86.844516 32.756889)"
"KENTUCKY","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","3","-",,"-",,"-","KENTUCKY",,"20220202560","POINT (-85.290484 37.526683)"
"MISSISSIPPI","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","2","-",,"-","1","-","MISSISSIPPI",,"20220202561","POINT (-89.65344 32.713378)"
"TENNESSEE","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes","1","-","5","-","8","-","2","-","TENNESSEE",,"20220202562","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes","2","-","14","-","7","-","4","-",,"WEST SOUTH CENTRAL","20220202563",
"ARKANSAS","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","3","-","3","-",,"-","ARKANSAS",,"20220202564","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","5","-",,"-",,"-","LOUISIANA",,"20220202565","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes","1","-","8","-","1","-","3","-","OKLAHOMA",,"20220202566","POINT (-97.508297 35.583449)"
"TEXAS","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes","1","-","9","-","3","-","1","-","TEXAS",,"20220202567","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","11","-","9","-","5","-",,"MOUNTAIN","20220202568",
"ARIZONA","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","4","-","4","-","2","-","ARIZONA",,"20220202569","POINT (-111.664616 34.293239)"
"COLORADO","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","3","-",,"-","1","-","COLORADO",,"20220202570","POINT (-105.547832 38.998552)"
"IDAHO","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","3","-",,"-",,"-","IDAHO",,"20220202571","POINT (-114.659366 44.389073)"
"MONTANA","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","2","-","1","-",,"-","MONTANA",,"20220202572","POINT (-109.645127 47.033521)"
"NEVADA","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","3","-",,"-","2","-","NEVADA",,"20220202573","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","2","-","2","-",,"-","NEW MEXICO",,"20220202574","POINT (-106.108388 34.421369)"
"UTAH","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","3","-","2","-",,"-","UTAH",,"20220202575","POINT (-111.678222 39.323779)"
"WYOMING","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","1","-",,"-",,"-","WYOMING",,"20220202576","POINT (-107.55145 42.999627)"
"PACIFIC","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","3","-","5","-","1","-",,"PACIFIC","20220202577",
"ALASKA","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","2","-",,"-",,"-","ALASKA",,"20220202578","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","2","-","2","-","1","-","CALIFORNIA",,"20220202579","POINT (-119.662127 37.211164)"
"HAWAII","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","1","-",,"-",,"-","HAWAII",,"20220202580","POINT (-157.854309 21.361013)"
"OREGON","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","2","-","3","-",,"-","OREGON",,"20220202581","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","0","-",,"-",,"-","WASHINGTON",,"20220202582","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","0","-",,"-",,"-",,"US TERRITORIES","20220202583",
"AMERICAN SAMOA","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","0","-",,"-",,"-","AMERICAN SAMOA",,"20220202584",
"NORTHERN MARIANA ISLANDS","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20220202585","POINT (145.725693 15.1834)"
"GUAM","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","0","-",,"-",,"-","GUAM",,"20220202586","POINT (144.653198 13.3532)"
"PUERTO RICO","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","0","-",,"-",,"-","PUERTO RICO",,"20220202587","POINT (-66.414655 18.215692)"
"U.S. VIRGIN ISLANDS","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20220202588",
"NON-US RESIDENTS","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes",,"-","0","-",,"-",,"-",,"NON-US RESIDENTS","20220202589",
"TOTAL","2022","2","Haemophilus influenzae, invasive disease, All ages, all serotypes","12","-","84","-","98","-","62","-",,"TOTAL","20220202590",
"US RESIDENTS","2022","2","Hansen's disease",,"-","3","-",,"-","1","-",,"US RESIDENTS","20220202591",
"NEW ENGLAND","2022","2","Hansen's disease",,"-","0","-",,"-",,"-",,"NEW ENGLAND","20220202592",
"CONNECTICUT","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","CONNECTICUT",,"20220202593","POINT (-72.738288 41.575155)"
"MAINE","2022","2","Hansen's disease",,"N",,"NC",,"N",,"N","MAINE",,"20220202594","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","MASSACHUSETTS",,"20220202595","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","NEW HAMPSHIRE",,"20220202596","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","RHODE ISLAND",,"20220202597","POINT (-71.534637 41.572574)"
"VERMONT","2022","2","Hansen's disease",,"N",,"NC",,"N",,"N","VERMONT",,"20220202598","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","2","Hansen's disease",,"-","1","-",,"-",,"-",,"MIDDLE ATLANTIC","20220202599",
"NEW JERSEY","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","NEW JERSEY",,"20220202600","POINT (-74.655514 40.110253)"
"NEW YORK","2022","2","Hansen's disease",,"N",,"NC",,"N",,"N","NEW YORK",,"20220202601","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","2","Hansen's disease",,"-","1","-",,"-",,"-","NEW YORK CITY",,"20220202602",
"PENNSYLVANIA","2022","2","Hansen's disease",,"-","1","-",,"-",,"-","PENNSYLVANIA",,"20220202603","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","2","Hansen's disease",,"-","1","-",,"-",,"-",,"EAST NORTH CENTRAL","20220202604",
"ILLINOIS","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","ILLINOIS",,"20220202605","POINT (-89.148632 40.124144)"
"INDIANA","2022","2","Hansen's disease",,"-","1","-",,"-",,"-","INDIANA",,"20220202606","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","MICHIGAN",,"20220202607","POINT (-85.730977 44.874798)"
"OHIO","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","OHIO",,"20220202608","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","WISCONSIN",,"20220202609","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","2","Hansen's disease",,"-","1","-",,"-",,"-",,"WEST NORTH CENTRAL","20220202610",
"IOWA","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","IOWA",,"20220202611","POINT (-93.500061 42.074659)"
"KANSAS","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","KANSAS",,"20220202612","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","2","Hansen's disease",,"-","1","-",,"-",,"-","MINNESOTA",,"20220202613","POINT (-94.198308 46.349153)"
"MISSOURI","2022","2","Hansen's disease",,"-","1","-",,"-",,"-","MISSOURI",,"20220202614","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","NEBRASKA",,"20220202615","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","2","Hansen's disease",,"N",,"NC",,"N",,"N","NORTH DAKOTA",,"20220202616","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","SOUTH DAKOTA",,"20220202617","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","2","Hansen's disease",,"-","2","-",,"-",,"-",,"SOUTH ATLANTIC","20220202618",
"DELAWARE","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","DELAWARE",,"20220202619","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20220202620","POINT (-77.016275 38.904785)"
"FLORIDA","2022","2","Hansen's disease",,"-","2","-",,"-",,"-","FLORIDA",,"20220202621","POINT (-82.420978 28.260731)"
"GEORGIA","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","GEORGIA",,"20220202622","POINT (-83.426574 32.638481)"
"MARYLAND","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","MARYLAND",,"20220202623","POINT (-76.687282 38.946466)"
"NORTH CAROLINA","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","NORTH CAROLINA",,"20220202624","POINT (-79.130883 35.52603)"
"SOUTH CAROLINA","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","SOUTH CAROLINA",,"20220202625","POINT (-80.864614 33.878572)"
"VIRGINIA","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","VIRGINIA",,"20220202626","POINT (-78.666382 37.510861)"
"WEST VIRGINIA","2022","2","Hansen's disease",,"N",,"NC",,"N",,"N","WEST VIRGINIA",,"20220202627","POINT (-80.613729 38.642579)"
"EAST SOUTH CENTRAL","2022","2","Hansen's disease",,"-","1","-",,"-","1","-",,"EAST SOUTH CENTRAL","20220202628",
"ALABAMA","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","ALABAMA",,"20220202629","POINT (-86.844516 32.756889)"
"KENTUCKY","2022","2","Hansen's disease",,"-","1","-",,"-",,"-","KENTUCKY",,"20220202630","POINT (-85.290484 37.526683)"
"MISSISSIPPI","2022","2","Hansen's disease",,"-","1","-",,"-","1","-","MISSISSIPPI",,"20220202631","POINT (-89.65344 32.713378)"
"TENNESSEE","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","TENNESSEE",,"20220202632","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","2","Hansen's disease",,"-","1","-",,"-",,"-",,"WEST SOUTH CENTRAL","20220202633",
"ARKANSAS","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","ARKANSAS",,"20220202634","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","2","Hansen's disease",,"-","1","-",,"-",,"-","LOUISIANA",,"20220202635","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","2","Hansen's disease",,"N",,"NC",,"N",,"N","OKLAHOMA",,"20220202636","POINT (-97.508297 35.583449)"
"TEXAS","2022","2","Hansen's disease",,"-","1","-",,"-",,"-","TEXAS",,"20220202637","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","2","Hansen's disease",,"-","1","-",,"-",,"-",,"MOUNTAIN","20220202638",
"ARIZONA","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","ARIZONA",,"20220202639","POINT (-111.664616 34.293239)"
"COLORADO","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","COLORADO",,"20220202640","POINT (-105.547832 38.998552)"
"IDAHO","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","IDAHO",,"20220202641","POINT (-114.659366 44.389073)"
"MONTANA","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","MONTANA",,"20220202642","POINT (-109.645127 47.033521)"
"NEVADA","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","NEVADA",,"20220202643","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","NEW MEXICO",,"20220202644","POINT (-106.108388 34.421369)"
"UTAH","2022","2","Hansen's disease",,"-","1","-",,"-",,"-","UTAH",,"20220202645","POINT (-111.678222 39.323779)"
"WYOMING","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","WYOMING",,"20220202646","POINT (-107.55145 42.999627)"
"PACIFIC","2022","2","Hansen's disease",,"-","1","-",,"-",,"-",,"PACIFIC","20220202647",
"ALASKA","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","ALASKA",,"20220202648","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","2","Hansen's disease",,"-","1","-",,"-",,"-","CALIFORNIA",,"20220202649","POINT (-119.662127 37.211164)"
"HAWAII","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","HAWAII",,"20220202650","POINT (-157.854309 21.361013)"
"OREGON","2022","2","Hansen's disease",,"N",,"NC",,"N",,"N","OREGON",,"20220202651","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","2","Hansen's disease",,"N",,"NC",,"N",,"N","WASHINGTON",,"20220202652","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","2","Hansen's disease",,"-","4","-",,"-",,"-",,"US TERRITORIES","20220202653",
"AMERICAN SAMOA","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","AMERICAN SAMOA",,"20220202654",
"NORTHERN MARIANA ISLANDS","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20220202655","POINT (145.725693 15.1834)"
"GUAM","2022","2","Hansen's disease",,"-","4","-",,"-",,"-","GUAM",,"20220202656","POINT (144.653198 13.3532)"
"PUERTO RICO","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","PUERTO RICO",,"20220202657","POINT (-66.414655 18.215692)"
"U.S. VIRGIN ISLANDS","2022","2","Hansen's disease",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20220202658",
"NON-US RESIDENTS","2022","2","Hansen's disease",,"-","0","-",,"-",,"-",,"NON-US RESIDENTS","20220202659",
"TOTAL","2022","2","Hansen's disease",,"-","4","-",,"-","1","-",,"TOTAL","20220202660",
"US RESIDENTS","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","1","-",,"-",,"-",,"US RESIDENTS","20220202661",
"NEW ENGLAND","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-",,"NEW ENGLAND","20220202662",
"CONNECTICUT","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"N",,"NC",,"N",,"N","CONNECTICUT",,"20220202663","POINT (-72.738288 41.575155)"
"MAINE","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-","MAINE",,"20220202664","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-","MASSACHUSETTS",,"20220202665","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-","NEW HAMPSHIRE",,"20220202666","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-","RHODE ISLAND",,"20220202667","POINT (-71.534637 41.572574)"
"VERMONT","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-","VERMONT",,"20220202668","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-",,"MIDDLE ATLANTIC","20220202669",
"NEW JERSEY","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-","NEW JERSEY",,"20220202670","POINT (-74.655514 40.110253)"
"NEW YORK","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-","NEW YORK",,"20220202671","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-","NEW YORK CITY",,"20220202672",
"PENNSYLVANIA","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-","PENNSYLVANIA",,"20220202673","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-",,"EAST NORTH CENTRAL","20220202674",
"ILLINOIS","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-","ILLINOIS",,"20220202675","POINT (-89.148632 40.124144)"
"INDIANA","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-","INDIANA",,"20220202676","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-","MICHIGAN",,"20220202677","POINT (-85.730977 44.874798)"
"OHIO","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-","OHIO",,"20220202678","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-","WISCONSIN",,"20220202679","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","1","-",,"-",,"-",,"WEST NORTH CENTRAL","20220202680",
"IOWA","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-","IOWA",,"20220202681","POINT (-93.500061 42.074659)"
"KANSAS","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-","KANSAS",,"20220202682","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-","MINNESOTA",,"20220202683","POINT (-94.198308 46.349153)"
"MISSOURI","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"N",,"NC",,"N",,"N","MISSOURI",,"20220202684","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-","NEBRASKA",,"20220202685","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-","NORTH DAKOTA",,"20220202686","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","1","-",,"-",,"-","SOUTH DAKOTA",,"20220202687","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","2","Hantavirus infection, non-hantavirus pulmonary syndrome",,"-","0","-",,"-",,"-",,"SOUTH ATLANTIC","20220202688",
