"mmwr_week_end","pathogen","pct_positive","footnote","age_group","mmwr_week"
"2024-12-21T00:00:00.000","HMPV","1.36",,"--- 5-11 years","51"
"2024-12-21T00:00:00.000","HMPV","0",,"--- 3-5 months","51"
"2024-12-21T00:00:00.000","HMPV","1.37",,"All","51"
"2024-12-21T00:00:00.000","HMPV","1.35",,"--- 24-59 months","51"
"2024-12-21T00:00:00.000","HMPV","2.59",,"--- 12-23 months","51"
"2024-12-21T00:00:00.000","HMPV","0",,"--- 0-2 months","51"
"2024-12-21T00:00:00.000","HMPV","0.96",,"5-17 years","51"
"2024-12-21T00:00:00.000","HCOV","6.56",,"--- 12-17 years","51"
"2024-12-21T00:00:00.000","HCOV","5.29",,"5-17 years","51"
"2024-12-21T00:00:00.000","HCOV","8.62",,"--- 12-23 months","51"
"2024-12-21T00:00:00.000","HCOV","8.78",,"--- 24-59 months","51"
"2024-12-21T00:00:00.000","HCOV","11.32",,"--- 6-11 months","51"
"2024-12-21T00:00:00.000","HCOV","20",,"--- 3-5 months","51"
"2024-12-21T00:00:00.000","HCOV","8.71",,"12-59 months","51"
"2024-12-21T00:00:00.000","HCOV","4.76",,"--- 5-11 years","51"
"2024-12-21T00:00:00.000","HCOV","10",,"--- 0-2 months","51"
"2024-12-21T00:00:00.000","HCOV","13.27",,"0-11 months","51"
"2024-12-21T00:00:00.000","HCOV","8.38",,"All","51"
"2024-12-21T00:00:00.000","EV-D68","0",,"All","51"
"2024-12-21T00:00:00.000","EV-D68","0",,"--- 5-11 years","51"
"2024-12-21T00:00:00.000","EV-D68","0",,"--- 24-59 months","51"
"2024-12-21T00:00:00.000","EV-D68","0",,"12-59 months","51"
"2024-12-21T00:00:00.000","EV-D68","0",,"--- 12-23 months","51"
"2024-12-21T00:00:00.000","EV-D68","0",,"--- 6-11 months","51"
"2024-12-21T00:00:00.000","EV-D68","0",,"--- 12-17 years","51"
"2024-12-21T00:00:00.000","EV-D68","0",,"0-11 months","51"
"2024-12-21T00:00:00.000","EV-D68","0",,"--- 0-2 months","51"
"2024-12-21T00:00:00.000","EV-D68","0",,"--- 3-5 months","51"
"2024-12-21T00:00:00.000","EV-D68","0",,"5-17 years","51"
"2024-12-21T00:00:00.000","Adenovirus","5.31",,"0-11 months","51"
"2024-12-21T00:00:00.000","Adenovirus","1.36",,"--- 5-11 years","51"
"2024-12-21T00:00:00.000","Adenovirus","0",,"--- 12-17 years","51"
"2024-12-21T00:00:00.000","Adenovirus","6.67",,"--- 3-5 months","51"
"2024-12-21T00:00:00.000","Adenovirus","0",,"--- 0-2 months","51"
"2024-12-21T00:00:00.000","Adenovirus","6.06",,"12-59 months","51"
"2024-12-21T00:00:00.000","Adenovirus","5.41",,"--- 24-59 months","51"
"2024-12-21T00:00:00.000","Adenovirus","0.96",,"5-17 years","51"
"2024-12-21T00:00:00.000","Adenovirus","6.9",,"--- 12-23 months","51"
"2024-12-21T00:00:00.000","Adenovirus","4.1",,"All","51"
"2024-12-21T00:00:00.000","Adenovirus","7.55",,"--- 6-11 months","51"
"2024-12-14T00:00:00.000","SARS-CoV-2","0",,"--- 24-59 months","50"
"2024-12-14T00:00:00.000","SARS-CoV-2","1.81",,"All","50"
"2024-12-14T00:00:00.000","SARS-CoV-2","0.9",,"12-59 months","50"
"2024-12-14T00:00:00.000","SARS-CoV-2","4.2",,"0-11 months","50"
"2024-12-14T00:00:00.000","SARS-CoV-2","2.3",,"--- 12-23 months","50"
"2024-12-14T00:00:00.000","SARS-CoV-2","8.11",,"--- 3-5 months","50"
"2024-12-14T00:00:00.000","SARS-CoV-2","2.01",,"--- 5-11 years","50"
"2024-12-14T00:00:00.000","SARS-CoV-2","1.42",,"5-17 years","50"
"2024-12-14T00:00:00.000","SARS-CoV-2","4.17",,"--- 0-2 months","50"
"2024-12-14T00:00:00.000","SARS-CoV-2","0",,"--- 12-17 years","50"
"2024-12-14T00:00:00.000","SARS-CoV-2","1.72",,"--- 6-11 months","50"
"2024-12-14T00:00:00.000","RV/EV","21.23",,"5-17 years","50"
"2024-12-14T00:00:00.000","RV/EV","22.46",,"All","50"
"2024-12-14T00:00:00.000","RV/EV","25.79",,"12-59 months","50"
"2024-12-14T00:00:00.000","RV/EV","18.49",,"0-11 months","50"
"2024-12-14T00:00:00.000","RV/EV","22.41",,"--- 6-11 months","50"
"2024-12-14T00:00:00.000","RV/EV","22.15",,"--- 5-11 years","50"
"2024-12-14T00:00:00.000","RV/EV","8.11",,"--- 3-5 months","50"
"2024-12-14T00:00:00.000","RV/EV","23.13",,"--- 24-59 months","50"
"2024-12-14T00:00:00.000","RV/EV","29.89",,"--- 12-23 months","50"
"2024-12-14T00:00:00.000","RV/EV","19.05",,"--- 12-17 years","50"
"2024-12-14T00:00:00.000","RV/EV","25",,"--- 0-2 months","50"
"2024-12-14T00:00:00.000","RSV","40.34",,"0-11 months","50"
"2024-12-14T00:00:00.000","RSV","51.35",,"--- 3-5 months","50"
"2024-12-14T00:00:00.000","RSV","25",,"--- 0-2 months","50"
"2024-12-14T00:00:00.000","RSV","15.44",,"--- 5-11 years","50"
"2024-12-14T00:00:00.000","RSV","13.21",,"5-17 years","50"
"2024-12-14T00:00:00.000","RSV","39.55",,"--- 24-59 months","50"
"2024-12-14T00:00:00.000","RSV","38.46",,"12-59 months","50"
"2024-12-14T00:00:00.000","RSV","7.94",,"--- 12-17 years","50"
"2024-12-14T00:00:00.000","RSV","29.17",,"All","50"
"2024-12-14T00:00:00.000","RSV","36.78",,"--- 12-23 months","50"
"2024-12-14T00:00:00.000","RSV","39.66",,"--- 6-11 months","50"
"2024-12-14T00:00:00.000","PIV","9.2",,"--- 12-23 months","50"
"2024-12-14T00:00:00.000","PIV","3.73",,"--- 24-59 months","50"
"2024-12-14T00:00:00.000","PIV","12.61",,"0-11 months","50"
"2024-12-14T00:00:00.000","PIV","4.76",,"--- 12-17 years","50"
"2024-12-14T00:00:00.000","PIV","5.88",,"12-59 months","50"
"2024-12-14T00:00:00.000","PIV","12.07",,"--- 6-11 months","50"
"2024-12-14T00:00:00.000","PIV","3.3",,"5-17 years","50"
"2024-12-14T00:00:00.000","PIV","6.34",,"All","50"
"2024-12-14T00:00:00.000","PIV","2.68",,"--- 5-11 years","50"
"2024-12-14T00:00:00.000","PIV","8.33",,"--- 0-2 months","50"
"2024-12-14T00:00:00.000","PIV","16.22",,"--- 3-5 months","50"
"2024-12-14T00:00:00.000","Influenza","9.96",,"All","50"
"2024-12-14T00:00:00.000","Influenza","0",,"--- 0-2 months","50"
"2024-12-14T00:00:00.000","Influenza","2.3",,"--- 12-23 months","50"
"2024-12-14T00:00:00.000","Influenza","16.78",,"--- 5-11 years","50"
"2024-12-14T00:00:00.000","Influenza","11.11",,"--- 12-17 years","50"
"2024-12-14T00:00:00.000","Influenza","7.24",,"12-59 months","50"
"2024-12-14T00:00:00.000","Influenza","10.45",,"--- 24-59 months","50"
"2024-12-14T00:00:00.000","Influenza","10.81",,"--- 3-5 months","50"
"2024-12-14T00:00:00.000","Influenza","5.88",,"0-11 months","50"
"2024-12-14T00:00:00.000","Influenza","5.17",,"--- 6-11 months","50"
"2024-12-14T00:00:00.000","Influenza","15.09",,"5-17 years","50"
"2024-12-14T00:00:00.000","HMPV","0.75",,"--- 24-59 months","50"
"2024-12-14T00:00:00.000","HMPV","1.36",,"12-59 months","50"
"2024-12-14T00:00:00.000","HMPV","1.81",,"All","50"
"2024-12-14T00:00:00.000","HMPV","3.45",,"--- 6-11 months","50"
"2024-12-14T00:00:00.000","HMPV","1.59",,"--- 12-17 years","50"
"2024-12-14T00:00:00.000","HMPV","0",,"--- 0-2 months","50"
"2024-12-14T00:00:00.000","HMPV","1.89",,"5-17 years","50"
"2024-12-14T00:00:00.000","HMPV","2.01",,"--- 5-11 years","50"
"2024-12-14T00:00:00.000","HMPV","2.7",,"--- 3-5 months","50"
"2024-12-14T00:00:00.000","HMPV","2.52",,"0-11 months","50"
"2024-12-14T00:00:00.000","HMPV","2.3",,"--- 12-23 months","50"
"2024-12-14T00:00:00.000","HCOV","4.6",,"--- 12-23 months","50"
"2024-12-14T00:00:00.000","HCOV","0",,"--- 0-2 months","50"
"2024-12-14T00:00:00.000","HCOV","10.08",,"0-11 months","50"
"2024-12-14T00:00:00.000","HCOV","15.52",,"--- 6-11 months","50"
"2024-12-14T00:00:00.000","HCOV","4.7",,"--- 5-11 years","50"
"2024-12-14T00:00:00.000","HCOV","6.34",,"All","50"
"2024-12-14T00:00:00.000","HCOV","4.72",,"5-17 years","50"
"2024-12-14T00:00:00.000","HCOV","8.11",,"--- 3-5 months","50"
"2024-12-14T00:00:00.000","HCOV","5.88",,"12-59 months","50"
"2024-12-14T00:00:00.000","HCOV","6.72",,"--- 24-59 months","50"
"2024-12-14T00:00:00.000","HCOV","4.76",,"--- 12-17 years","50"
"2024-12-14T00:00:00.000","EV-D68","0",,"--- 3-5 months","50"
"2024-12-14T00:00:00.000","EV-D68","0",,"12-59 months","50"
"2024-12-14T00:00:00.000","EV-D68","0",,"--- 12-17 years","50"
"2024-12-14T00:00:00.000","EV-D68","0",,"--- 12-23 months","50"
"2024-12-14T00:00:00.000","EV-D68","2.17",,"--- 5-11 years","50"
"2024-12-14T00:00:00.000","EV-D68","1.57",,"5-17 years","50"
"2024-12-14T00:00:00.000","EV-D68","0.6",,"All","50"
"2024-12-14T00:00:00.000","EV-D68","0",,"--- 6-11 months","50"
"2024-12-14T00:00:00.000","EV-D68","0",,"0-11 months","50"
"2024-12-14T00:00:00.000","EV-D68","0",,"--- 0-2 months","50"
"2024-12-14T00:00:00.000","EV-D68","0",,"--- 24-59 months","50"
"2024-12-14T00:00:00.000","Adenovirus","0",,"--- 0-2 months","50"
"2024-12-14T00:00:00.000","Adenovirus","4.2",,"0-11 months","50"
"2024-12-14T00:00:00.000","Adenovirus","4.17",,"All","50"
"2024-12-14T00:00:00.000","Adenovirus","0.94",,"5-17 years","50"
"2024-12-14T00:00:00.000","Adenovirus","6.9",,"--- 6-11 months","50"
"2024-12-14T00:00:00.000","Adenovirus","1.34",,"--- 5-11 years","50"
"2024-12-14T00:00:00.000","Adenovirus","2.7",,"--- 3-5 months","50"
"2024-12-14T00:00:00.000","Adenovirus","5.97",,"--- 24-59 months","50"
"2024-12-14T00:00:00.000","Adenovirus","9.2",,"--- 12-23 months","50"
"2024-12-14T00:00:00.000","Adenovirus","0",,"--- 12-17 years","50"
"2024-12-14T00:00:00.000","Adenovirus","7.24",,"12-59 months","50"
"2024-12-07T00:00:00.000","SARS-CoV-2","5.08",,"--- 6-11 months","49"
"2024-12-07T00:00:00.000","SARS-CoV-2","5.26",,"--- 3-5 months","49"
"2024-12-07T00:00:00.000","SARS-CoV-2","2.08",,"All","49"
"2024-12-07T00:00:00.000","SARS-CoV-2","0",,"--- 12-17 years","49"
"2024-12-07T00:00:00.000","SARS-CoV-2","1.56",,"--- 24-59 months","49"
"2024-12-07T00:00:00.000","SARS-CoV-2","2.62",,"12-59 months","49"
"2024-12-07T00:00:00.000","SARS-CoV-2","4.08",,"0-11 months","49"
"2024-12-07T00:00:00.000","SARS-CoV-2","3.96",,"--- 12-23 months","49"
"2024-12-07T00:00:00.000","SARS-CoV-2","1.13",,"--- 5-11 years","49"
"2024-12-07T00:00:00.000","SARS-CoV-2","0",,"--- 0-2 months","49"
"2024-12-07T00:00:00.000","SARS-CoV-2","0.8",,"5-17 years","49"
"2024-12-07T00:00:00.000","RV/EV","22.6",,"--- 5-11 years","49"
"2024-12-07T00:00:00.000","RV/EV","25",,"--- 0-2 months","49"
"2024-12-07T00:00:00.000","RV/EV","30.51",,"--- 6-11 months","49"
"2024-12-07T00:00:00.000","RV/EV","27.73",,"All","49"
"2024-12-07T00:00:00.000","RV/EV","21.6",,"5-17 years","49"
"2024-12-07T00:00:00.000","RV/EV","31.25",,"--- 24-59 months","49"
"2024-12-07T00:00:00.000","RV/EV","36.84",,"--- 3-5 months","49"
"2024-12-07T00:00:00.000","RV/EV","33.19",,"12-59 months","49"
"2024-12-07T00:00:00.000","RV/EV","19.18",,"--- 12-17 years","49"
"2024-12-07T00:00:00.000","RV/EV","30.61",,"0-11 months","49"
"2024-12-07T00:00:00.000","RV/EV","35.64",,"--- 12-23 months","49"
"2024-12-07T00:00:00.000","RSV","24.09",,"All","49"
"2024-12-07T00:00:00.000","RSV","10",,"5-17 years","49"
"2024-12-07T00:00:00.000","RSV","32.81",,"--- 24-59 months","49"
"2024-12-07T00:00:00.000","RSV","12.43",,"--- 5-11 years","49"
"2024-12-07T00:00:00.000","RSV","40.82",,"0-11 months","49"
"2024-12-07T00:00:00.000","RSV","31.68",,"--- 12-23 months","49"
"2024-12-07T00:00:00.000","RSV","4.11",,"--- 12-17 years","49"
"2024-12-07T00:00:00.000","RSV","44.07",,"--- 6-11 months","49"
"2024-12-07T00:00:00.000","RSV","26.32",,"--- 3-5 months","49"
"2024-12-07T00:00:00.000","RSV","45",,"--- 0-2 months","49"
"2024-12-07T00:00:00.000","RSV","32.31",,"12-59 months","49"
"2024-12-07T00:00:00.000","PIV","10.53",,"--- 3-5 months","49"
"2024-12-07T00:00:00.000","PIV","4.85",,"All","49"
"2024-12-07T00:00:00.000","PIV","0",,"--- 12-17 years","49"
"2024-12-07T00:00:00.000","PIV","2.4",,"5-17 years","49"
"2024-12-07T00:00:00.000","PIV","5.68",,"12-59 months","49"
"2024-12-07T00:00:00.000","PIV","0",,"--- 0-2 months","49"
"2024-12-07T00:00:00.000","PIV","9.18",,"0-11 months","49"
"2024-12-07T00:00:00.000","PIV","11.86",,"--- 6-11 months","49"
"2024-12-07T00:00:00.000","PIV","4.95",,"--- 12-23 months","49"
"2024-12-07T00:00:00.000","PIV","3.39",,"--- 5-11 years","49"
"2024-12-07T00:00:00.000","PIV","6.25",,"--- 24-59 months","49"
"2024-12-07T00:00:00.000","Influenza","3.06",,"12-59 months","49"
"2024-12-07T00:00:00.000","Influenza","0",,"--- 0-2 months","49"
"2024-12-07T00:00:00.000","Influenza","5.26",,"--- 3-5 months","49"
"2024-12-07T00:00:00.000","Influenza","3.96",,"--- 12-23 months","49"
"2024-12-07T00:00:00.000","Influenza","2.34",,"--- 24-59 months","49"
"2024-12-07T00:00:00.000","Influenza","3.29",,"All","49"
"2024-12-07T00:00:00.000","Influenza","5.08",,"--- 5-11 years","49"
"2024-12-07T00:00:00.000","Influenza","0",,"--- 6-11 months","49"
"2024-12-07T00:00:00.000","Influenza","4.4",,"5-17 years","49"
"2024-12-07T00:00:00.000","Influenza","2.74",,"--- 12-17 years","49"
"2024-12-07T00:00:00.000","Influenza","1.02",,"0-11 months","49"
"2024-12-07T00:00:00.000","HMPV","1.39",,"All","49"
"2024-12-07T00:00:00.000","HMPV","1.02",,"0-11 months","49"
"2024-12-07T00:00:00.000","HMPV","1.69",,"--- 5-11 years","49"
"2024-12-07T00:00:00.000","HMPV","1.75",,"12-59 months","49"
"2024-12-07T00:00:00.000","HMPV","0",,"--- 3-5 months","49"
"2024-12-07T00:00:00.000","HMPV","1.2",,"5-17 years","49"
"2024-12-07T00:00:00.000","HMPV","0",,"--- 0-2 months","49"
"2024-12-07T00:00:00.000","HMPV","1.56",,"--- 24-59 months","49"
"2024-12-07T00:00:00.000","HMPV","1.98",,"--- 12-23 months","49"
"2024-12-07T00:00:00.000","HMPV","0",,"--- 12-17 years","49"
"2024-12-07T00:00:00.000","HMPV","1.69",,"--- 6-11 months","49"
"2024-12-07T00:00:00.000","HCOV","6.78",,"--- 6-11 months","49"
"2024-12-07T00:00:00.000","HCOV","5",,"--- 0-2 months","49"
"2024-12-07T00:00:00.000","HCOV","5.24",,"12-59 months","49"
"2024-12-07T00:00:00.000","HCOV","4.68",,"All","49"
"2024-12-07T00:00:00.000","HCOV","3.6",,"5-17 years","49"
"2024-12-07T00:00:00.000","HCOV","3.91",,"--- 24-59 months","49"
"2024-12-07T00:00:00.000","HCOV","5.26",,"--- 3-5 months","49"
"2024-12-07T00:00:00.000","HCOV","6.93",,"--- 12-23 months","49"
"2024-12-07T00:00:00.000","HCOV","2.74",,"--- 12-17 years","49"
"2024-12-07T00:00:00.000","HCOV","6.12",,"0-11 months","49"
"2024-12-07T00:00:00.000","HCOV","3.95",,"--- 5-11 years","49"
"2024-12-07T00:00:00.000","EV-D68","0",,"--- 24-59 months","49"
"2024-12-07T00:00:00.000","EV-D68","0",,"All","49"
"2024-12-07T00:00:00.000","EV-D68","0",,"5-17 years","49"
"2024-12-07T00:00:00.000","EV-D68","0",,"12-59 months","49"
"2024-12-07T00:00:00.000","EV-D68","0",,"0-11 months","49"
"2024-12-07T00:00:00.000","EV-D68","0",,"--- 6-11 months","49"
"2024-12-07T00:00:00.000","EV-D68","0",,"--- 5-11 years","49"
"2024-12-07T00:00:00.000","EV-D68","0",,"--- 3-5 months","49"
"2024-12-07T00:00:00.000","EV-D68","0",,"--- 12-23 months","49"
"2024-12-07T00:00:00.000","EV-D68","0",,"--- 12-17 years","49"
"2024-12-07T00:00:00.000","EV-D68","0",,"--- 0-2 months","49"
"2024-12-07T00:00:00.000","Adenovirus","5",,"--- 0-2 months","49"
"2024-12-07T00:00:00.000","Adenovirus","0",,"--- 3-5 months","49"
"2024-12-07T00:00:00.000","Adenovirus","3.91",,"--- 24-59 months","49"
"2024-12-07T00:00:00.000","Adenovirus","1.13",,"--- 5-11 years","49"
"2024-12-07T00:00:00.000","Adenovirus","3.39",,"--- 6-11 months","49"
"2024-12-07T00:00:00.000","Adenovirus","3.06",,"0-11 months","49"
"2024-12-07T00:00:00.000","Adenovirus","7.42",,"12-59 months","49"
"2024-12-07T00:00:00.000","Adenovirus","0.8",,"5-17 years","49"
"2024-12-07T00:00:00.000","Adenovirus","3.81",,"All","49"
"2024-12-07T00:00:00.000","Adenovirus","11.88",,"--- 12-23 months","49"
"2024-12-07T00:00:00.000","Adenovirus","0",,"--- 12-17 years","49"
"2024-11-30T00:00:00.000","SARS-CoV-2","2.78",,"--- 6-11 months","48"
"2024-11-30T00:00:00.000","SARS-CoV-2","2.63",,"0-11 months","48"
"2024-11-30T00:00:00.000","SARS-CoV-2","0.76",,"All","48"
"2024-11-30T00:00:00.000","SARS-CoV-2","4.35",,"--- 0-2 months","48"
"2024-11-30T00:00:00.000","SARS-CoV-2","2.94",,"--- 12-17 years","48"
"2024-11-30T00:00:00.000","SARS-CoV-2","0",,"--- 12-23 months","48"
"2024-11-30T00:00:00.000","SARS-CoV-2","0.68",,"5-17 years","48"
"2024-11-30T00:00:00.000","SARS-CoV-2","0",,"--- 24-59 months","48"
"2024-11-30T00:00:00.000","SARS-CoV-2","0",,"--- 3-5 months","48"
"2024-11-30T00:00:00.000","SARS-CoV-2","0",,"--- 5-11 years","48"
"2024-11-30T00:00:00.000","SARS-CoV-2","0",,"12-59 months","48"
"2024-11-30T00:00:00.000","RV/EV","24.32",,"5-17 years","48"
"2024-11-30T00:00:00.000","RV/EV","21.74",,"--- 0-2 months","48"
"2024-11-30T00:00:00.000","RV/EV","33.33",,"--- 6-11 months","48"
"2024-11-30T00:00:00.000","RV/EV","28.1",,"All","48"
"2024-11-30T00:00:00.000","RV/EV","52.94",,"--- 3-5 months","48"
"2024-11-30T00:00:00.000","RV/EV","23.53",,"--- 12-17 years","48"
"2024-11-30T00:00:00.000","RV/EV","34.21",,"0-11 months","48"
"2024-11-30T00:00:00.000","RV/EV","33.33",,"--- 12-23 months","48"
"2024-11-30T00:00:00.000","RV/EV","24.56",,"--- 5-11 years","48"
"2024-11-30T00:00:00.000","RV/EV","25.71",,"--- 24-59 months","48"
"2024-11-30T00:00:00.000","RV/EV","28.65",,"12-59 months","48"
"2024-11-30T00:00:00.000","RSV","43.27",,"12-59 months","48"
"2024-11-30T00:00:00.000","RSV","30.63",,"All","48"
"2024-11-30T00:00:00.000","RSV","14.86",,"5-17 years","48"
"2024-11-30T00:00:00.000","RSV","32.89",,"0-11 months","48"
"2024-11-30T00:00:00.000","RSV","36.11",,"--- 6-11 months","48"
"2024-11-30T00:00:00.000","RSV","15.79",,"--- 5-11 years","48"
"2024-11-30T00:00:00.000","RSV","35.29",,"--- 3-5 months","48"
"2024-11-30T00:00:00.000","RSV","38.1",,"--- 24-59 months","48"
"2024-11-30T00:00:00.000","RSV","51.52",,"--- 12-23 months","48"
"2024-11-30T00:00:00.000","RSV","11.76",,"--- 12-17 years","48"
"2024-11-30T00:00:00.000","RSV","26.09",,"--- 0-2 months","48"
"2024-11-30T00:00:00.000","PIV","2.94",,"--- 12-17 years","48"
"2024-11-30T00:00:00.000","PIV","9.52",,"--- 24-59 months","48"
"2024-11-30T00:00:00.000","PIV","4.35",,"--- 0-2 months","48"
"2024-11-30T00:00:00.000","PIV","11.84",,"0-11 months","48"
"2024-11-30T00:00:00.000","PIV","7.34",,"All","48"
"2024-11-30T00:00:00.000","PIV","7.02",,"--- 5-11 years","48"
"2024-11-30T00:00:00.000","PIV","6.08",,"5-17 years","48"
"2024-11-30T00:00:00.000","PIV","23.53",,"--- 3-5 months","48"
"2024-11-30T00:00:00.000","PIV","6.43",,"12-59 months","48"
"2024-11-30T00:00:00.000","PIV","1.52",,"--- 12-23 months","48"
"2024-11-30T00:00:00.000","PIV","11.11",,"--- 6-11 months","48"
"2024-11-30T00:00:00.000","Influenza","2.86",,"--- 24-59 months","48"
"2024-11-30T00:00:00.000","Influenza","9.46",,"5-17 years","48"
"2024-11-30T00:00:00.000","Influenza","8.82",,"--- 12-17 years","48"
"2024-11-30T00:00:00.000","Influenza","0",,"--- 3-5 months","48"
"2024-11-30T00:00:00.000","Influenza","2.34",,"12-59 months","48"
"2024-11-30T00:00:00.000","Influenza","4.81",,"All","48"
"2024-11-30T00:00:00.000","Influenza","1.32",,"0-11 months","48"
"2024-11-30T00:00:00.000","Influenza","2.78",,"--- 6-11 months","48"
"2024-11-30T00:00:00.000","Influenza","0",,"--- 0-2 months","48"
"2024-11-30T00:00:00.000","Influenza","9.65",,"--- 5-11 years","48"
"2024-11-30T00:00:00.000","Influenza","1.52",,"--- 12-23 months","48"
"2024-11-30T00:00:00.000","HMPV","1.77",,"All","48"
"2024-11-30T00:00:00.000","HMPV","0.95",,"--- 24-59 months","48"
"2024-11-30T00:00:00.000","HMPV","0.58",,"12-59 months","48"
"2024-11-30T00:00:00.000","HMPV","2.78",,"--- 6-11 months","48"
"2024-11-30T00:00:00.000","HMPV","4.35",,"--- 0-2 months","48"
"2024-11-30T00:00:00.000","HMPV","3.51",,"--- 5-11 years","48"
"2024-11-30T00:00:00.000","HMPV","2.63",,"0-11 months","48"
"2024-11-30T00:00:00.000","HMPV","0",,"--- 12-17 years","48"
"2024-11-30T00:00:00.000","HMPV","2.7",,"5-17 years","48"
"2024-11-30T00:00:00.000","HMPV","0",,"--- 3-5 months","48"
"2024-11-30T00:00:00.000","HMPV","0",,"--- 12-23 months","48"
"2024-11-30T00:00:00.000","HCOV","0",,"--- 12-17 years","48"
"2024-11-30T00:00:00.000","HCOV","5.26",,"0-11 months","48"
"2024-11-30T00:00:00.000","HCOV","5.56",,"--- 6-11 months","48"
"2024-11-30T00:00:00.000","HCOV","1.35",,"5-17 years","48"
"2024-11-30T00:00:00.000","HCOV","1.75",,"--- 5-11 years","48"
"2024-11-30T00:00:00.000","HCOV","5.88",,"--- 3-5 months","48"
"2024-11-30T00:00:00.000","HCOV","3.81",,"--- 24-59 months","48"
"2024-11-30T00:00:00.000","HCOV","3.8",,"All","48"
"2024-11-30T00:00:00.000","HCOV","7.58",,"--- 12-23 months","48"
"2024-11-30T00:00:00.000","HCOV","4.35",,"--- 0-2 months","48"
"2024-11-30T00:00:00.000","HCOV","5.26",,"12-59 months","48"
"2024-11-30T00:00:00.000","EV-D68","0",,"--- 5-11 years","48"
"2024-11-30T00:00:00.000","EV-D68","0",,"--- 12-17 years","48"
"2024-11-30T00:00:00.000","EV-D68","2.07",,"All","48"
"2024-11-30T00:00:00.000","EV-D68","0",,"--- 0-2 months","48"
"2024-11-30T00:00:00.000","EV-D68","0",,"--- 6-11 months","48"
"2024-11-30T00:00:00.000","EV-D68","0",,"5-17 years","48"
"2024-11-30T00:00:00.000","EV-D68","5.13",,"--- 12-23 months","48"
"2024-11-30T00:00:00.000","EV-D68","4.9",,"12-59 months","48"
"2024-11-30T00:00:00.000","EV-D68","0",,"--- 3-5 months","48"
"2024-11-30T00:00:00.000","EV-D68","0",,"0-11 months","48"
"2024-11-30T00:00:00.000","EV-D68","4.76",,"--- 24-59 months","48"
"2024-11-30T00:00:00.000","Adenovirus","4.76",,"--- 24-59 months","48"
"2024-11-30T00:00:00.000","Adenovirus","15.15",,"--- 12-23 months","48"
"2024-11-30T00:00:00.000","Adenovirus","4.81",,"All","48"
"2024-11-30T00:00:00.000","Adenovirus","0",,"--- 3-5 months","48"
"2024-11-30T00:00:00.000","Adenovirus","0",,"--- 5-11 years","48"
"2024-11-30T00:00:00.000","Adenovirus","0",,"--- 12-17 years","48"
"2024-11-30T00:00:00.000","Adenovirus","8.33",,"--- 6-11 months","48"
"2024-11-30T00:00:00.000","Adenovirus","5.26",,"0-11 months","48"
"2024-11-30T00:00:00.000","Adenovirus","4.35",,"--- 0-2 months","48"
"2024-11-30T00:00:00.000","Adenovirus","8.77",,"12-59 months","48"
"2024-11-30T00:00:00.000","Adenovirus","0",,"5-17 years","48"
"2024-11-23T00:00:00.000","SARS-CoV-2","3.03",,"--- 0-2 months","47"
"2024-11-23T00:00:00.000","SARS-CoV-2","4.39",,"0-11 months","47"
"2024-11-23T00:00:00.000","SARS-CoV-2","0",,"--- 12-17 years","47"
"2024-11-23T00:00:00.000","SARS-CoV-2","8.33",,"--- 3-5 months","47"
"2024-11-23T00:00:00.000","SARS-CoV-2","2.22",,"--- 6-11 months","47"
"2024-11-23T00:00:00.000","SARS-CoV-2","0.74",,"--- 24-59 months","47"
"2024-11-23T00:00:00.000","SARS-CoV-2","1.28",,"All","47"
"2024-11-23T00:00:00.000","SARS-CoV-2","0",,"--- 5-11 years","47"
"2024-11-23T00:00:00.000","SARS-CoV-2","1.25",,"--- 12-23 months","47"
"2024-11-23T00:00:00.000","SARS-CoV-2","0.93",,"12-59 months","47"
"2024-11-23T00:00:00.000","SARS-CoV-2","0",,"5-17 years","47"
"2024-11-23T00:00:00.000","RV/EV","27.74",,"--- 5-11 years","47"
"2024-11-23T00:00:00.000","RV/EV","35.28",,"All","47"
"2024-11-23T00:00:00.000","RV/EV","33.33",,"--- 0-2 months","47"
"2024-11-23T00:00:00.000","RV/EV","34.92",,"--- 12-17 years","47"
"2024-11-23T00:00:00.000","RV/EV","42.5",,"--- 12-23 months","47"
"2024-11-23T00:00:00.000","RV/EV","29.82",,"5-17 years","47"
"2024-11-23T00:00:00.000","RV/EV","35.96",,"0-11 months","47"
"2024-11-23T00:00:00.000","RV/EV","40.47",,"12-59 months","47"
"2024-11-23T00:00:00.000","RV/EV","39.26",,"--- 24-59 months","47"
"2024-11-23T00:00:00.000","RV/EV","37.78",,"--- 6-11 months","47"
"2024-11-23T00:00:00.000","RV/EV","36.11",,"--- 3-5 months","47"
"2024-11-23T00:00:00.000","RSV","25.19",,"--- 24-59 months","47"
"2024-11-23T00:00:00.000","RSV","17.18",,"All","47"
"2024-11-23T00:00:00.000","RSV","5.96",,"5-17 years","47"
"2024-11-23T00:00:00.000","RSV","23.26",,"12-59 months","47"
"2024-11-23T00:00:00.000","RSV","27.19",,"0-11 months","47"
"2024-11-23T00:00:00.000","RSV","26.67",,"--- 6-11 months","47"
"2024-11-23T00:00:00.000","RSV","7.74",,"--- 5-11 years","47"
"2024-11-23T00:00:00.000","RSV","36.11",,"--- 3-5 months","47"
"2024-11-23T00:00:00.000","RSV","20",,"--- 12-23 months","47"
