"mmwr_week_end","pathogen","pct_positive","footnote","age_group","mmwr_week"
"2020-09-26T00:00:00.000","HCOV","0",,"12-59 months","39"
"2020-09-26T00:00:00.000","HCOV","0",,"--- 5-11 years","39"
"2020-09-26T00:00:00.000","HCOV","0","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","39"
"2020-09-26T00:00:00.000","HCOV","0",,"0-11 months","39"
"2020-09-26T00:00:00.000","HCOV","0",,"All","39"
"2020-09-26T00:00:00.000","EV-D68","2.08",,"All","39"
"2020-09-26T00:00:00.000","EV-D68","2.7",,"--- 5-11 years","39"
"2020-09-26T00:00:00.000","EV-D68","0",,"--- 24-59 months","39"
"2020-09-26T00:00:00.000","EV-D68","0",,"12-59 months","39"
"2020-09-26T00:00:00.000","EV-D68","0",,"--- 12-23 months","39"
"2020-09-26T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 6-11 months","39"
"2020-09-26T00:00:00.000","EV-D68","14.29","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","39"
"2020-09-26T00:00:00.000","EV-D68","0",,"0-11 months","39"
"2020-09-26T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","39"
"2020-09-26T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","39"
"2020-09-26T00:00:00.000","EV-D68","4.55",,"5-17 years","39"
"2020-09-26T00:00:00.000","Adenovirus","2.86",,"0-11 months","39"
"2020-09-26T00:00:00.000","Adenovirus","0",,"--- 5-11 years","39"
"2020-09-26T00:00:00.000","Adenovirus","0",,"--- 12-17 years","39"
"2020-09-26T00:00:00.000","Adenovirus","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","39"
"2020-09-26T00:00:00.000","Adenovirus","0","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","39"
"2020-09-26T00:00:00.000","Adenovirus","8.33",,"12-59 months","39"
"2020-09-26T00:00:00.000","Adenovirus","7.32",,"--- 24-59 months","39"
"2020-09-26T00:00:00.000","Adenovirus","0",,"5-17 years","39"
"2020-09-26T00:00:00.000","Adenovirus","9.68",,"--- 12-23 months","39"
"2020-09-26T00:00:00.000","Adenovirus","3.91",,"All","39"
"2020-09-26T00:00:00.000","Adenovirus","5.56",,"--- 6-11 months","39"
"2020-09-19T00:00:00.000","SARS-CoV-2","2.17",,"--- 24-59 months","38"
"2020-09-19T00:00:00.000","SARS-CoV-2","1.74",,"All","38"
"2020-09-19T00:00:00.000","SARS-CoV-2","2.86",,"0-11 months","38"
"2020-09-19T00:00:00.000","SARS-CoV-2","1.54",,"5-17 years","38"
"2020-09-19T00:00:00.000","SARS-CoV-2","0",,"--- 12-23 months","38"
"2020-09-19T00:00:00.000","SARS-CoV-2","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","38"
"2020-09-19T00:00:00.000","SARS-CoV-2","2.33",,"--- 5-11 years","38"
"2020-09-19T00:00:00.000","SARS-CoV-2","0",,"--- 6-11 months","38"
"2020-09-19T00:00:00.000","SARS-CoV-2","14.29","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","38"
"2020-09-19T00:00:00.000","SARS-CoV-2","0",,"--- 12-17 years","38"
"2020-09-19T00:00:00.000","SARS-CoV-2","1.39",,"12-59 months","38"
"2020-09-19T00:00:00.000","RV/EV","28.57",,"--- 6-11 months","38"
"2020-09-19T00:00:00.000","RV/EV","46.51",,"All","38"
"2020-09-19T00:00:00.000","RV/EV","44.62",,"5-17 years","38"
"2020-09-19T00:00:00.000","RV/EV","55.56",,"12-59 months","38"
"2020-09-19T00:00:00.000","RV/EV","31.43",,"0-11 months","38"
"2020-09-19T00:00:00.000","RV/EV","53.49",,"--- 5-11 years","38"
"2020-09-19T00:00:00.000","RV/EV","57.14","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","38"
"2020-09-19T00:00:00.000","RV/EV","56.52",,"--- 24-59 months","38"
"2020-09-19T00:00:00.000","RV/EV","53.85",,"--- 12-23 months","38"
"2020-09-19T00:00:00.000","RV/EV","27.27",,"--- 12-17 years","38"
"2020-09-19T00:00:00.000","RV/EV","14.29","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","38"
"2020-09-19T00:00:00.000","RSV","0",,"5-17 years","38"
"2020-09-19T00:00:00.000","RSV","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","38"
"2020-09-19T00:00:00.000","RSV","0",,"12-59 months","38"
"2020-09-19T00:00:00.000","RSV","0","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","38"
"2020-09-19T00:00:00.000","RSV","0",,"--- 5-11 years","38"
"2020-09-19T00:00:00.000","RSV","0",,"--- 24-59 months","38"
"2020-09-19T00:00:00.000","RSV","0",,"--- 12-17 years","38"
"2020-09-19T00:00:00.000","RSV","0",,"0-11 months","38"
"2020-09-19T00:00:00.000","RSV","0",,"All","38"
"2020-09-19T00:00:00.000","RSV","0",,"--- 12-23 months","38"
"2020-09-19T00:00:00.000","RSV","0",,"--- 6-11 months","38"
"2020-09-19T00:00:00.000","PIV","0",,"--- 12-23 months","38"
"2020-09-19T00:00:00.000","PIV","0",,"--- 24-59 months","38"
"2020-09-19T00:00:00.000","PIV","0",,"0-11 months","38"
"2020-09-19T00:00:00.000","PIV","0",,"5-17 years","38"
"2020-09-19T00:00:00.000","PIV","0",,"--- 6-11 months","38"
"2020-09-19T00:00:00.000","PIV","0",,"--- 12-17 years","38"
"2020-09-19T00:00:00.000","PIV","0",,"--- 5-11 years","38"
"2020-09-19T00:00:00.000","PIV","0",,"All","38"
"2020-09-19T00:00:00.000","PIV","0",,"12-59 months","38"
"2020-09-19T00:00:00.000","PIV","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","38"
"2020-09-19T00:00:00.000","PIV","0","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","38"
"2020-09-19T00:00:00.000","Influenza","0","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","38"
"2020-09-19T00:00:00.000","Influenza","0",,"--- 5-11 years","38"
"2020-09-19T00:00:00.000","Influenza","0",,"--- 24-59 months","38"
"2020-09-19T00:00:00.000","Influenza","0",,"--- 12-17 years","38"
"2020-09-19T00:00:00.000","Influenza","0",,"5-17 years","38"
"2020-09-19T00:00:00.000","Influenza","0",,"12-59 months","38"
"2020-09-19T00:00:00.000","Influenza","0",,"0-11 months","38"
"2020-09-19T00:00:00.000","Influenza","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","38"
"2020-09-19T00:00:00.000","Influenza","0",,"--- 6-11 months","38"
"2020-09-19T00:00:00.000","Influenza","0",,"--- 12-23 months","38"
"2020-09-19T00:00:00.000","Influenza","0",,"All","38"
"2020-09-19T00:00:00.000","HMPV","0",,"5-17 years","38"
"2020-09-19T00:00:00.000","HMPV","0",,"--- 12-17 years","38"
"2020-09-19T00:00:00.000","HMPV","0","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","38"
"2020-09-19T00:00:00.000","HMPV","0",,"--- 5-11 years","38"
"2020-09-19T00:00:00.000","HMPV","0",,"12-59 months","38"
"2020-09-19T00:00:00.000","HMPV","0",,"--- 24-59 months","38"
"2020-09-19T00:00:00.000","HMPV","0",,"--- 12-23 months","38"
"2020-09-19T00:00:00.000","HMPV","0",,"0-11 months","38"
"2020-09-19T00:00:00.000","HMPV","0",,"All","38"
"2020-09-19T00:00:00.000","HMPV","0",,"--- 6-11 months","38"
"2020-09-19T00:00:00.000","HMPV","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","38"
"2020-09-19T00:00:00.000","HCOV","0",,"--- 12-23 months","38"
"2020-09-19T00:00:00.000","HCOV","0","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","38"
"2020-09-19T00:00:00.000","HCOV","0",,"0-11 months","38"
"2020-09-19T00:00:00.000","HCOV","0",,"--- 6-11 months","38"
"2020-09-19T00:00:00.000","HCOV","0",,"--- 5-11 years","38"
"2020-09-19T00:00:00.000","HCOV","0",,"All","38"
"2020-09-19T00:00:00.000","HCOV","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","38"
"2020-09-19T00:00:00.000","HCOV","0",,"5-17 years","38"
"2020-09-19T00:00:00.000","HCOV","0",,"--- 24-59 months","38"
"2020-09-19T00:00:00.000","HCOV","0",,"12-59 months","38"
"2020-09-19T00:00:00.000","HCOV","0",,"--- 12-17 years","38"
"2020-09-19T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","38"
"2020-09-19T00:00:00.000","EV-D68","6.25",,"5-17 years","38"
"2020-09-19T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","38"
"2020-09-19T00:00:00.000","EV-D68","0",,"--- 12-23 months","38"
"2020-09-19T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","38"
"2020-09-19T00:00:00.000","EV-D68","8.33",,"--- 5-11 years","38"
"2020-09-19T00:00:00.000","EV-D68","2.33",,"12-59 months","38"
"2020-09-19T00:00:00.000","EV-D68","3.41",,"All","38"
"2020-09-19T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 6-11 months","38"
"2020-09-19T00:00:00.000","EV-D68","0",,"0-11 months","38"
"2020-09-19T00:00:00.000","EV-D68","3.7",,"--- 24-59 months","38"
"2020-09-19T00:00:00.000","Adenovirus","0","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","38"
"2020-09-19T00:00:00.000","Adenovirus","5.71",,"0-11 months","38"
"2020-09-19T00:00:00.000","Adenovirus","2.91",,"All","38"
"2020-09-19T00:00:00.000","Adenovirus","9.52",,"--- 6-11 months","38"
"2020-09-19T00:00:00.000","Adenovirus","0",,"5-17 years","38"
"2020-09-19T00:00:00.000","Adenovirus","0",,"--- 5-11 years","38"
"2020-09-19T00:00:00.000","Adenovirus","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","38"
"2020-09-19T00:00:00.000","Adenovirus","2.17",,"--- 24-59 months","38"
"2020-09-19T00:00:00.000","Adenovirus","7.69",,"--- 12-23 months","38"
"2020-09-19T00:00:00.000","Adenovirus","0",,"--- 12-17 years","38"
"2020-09-19T00:00:00.000","Adenovirus","4.17",,"12-59 months","38"
"2020-09-12T00:00:00.000","SARS-CoV-2","0",,"--- 5-11 years","37"
"2020-09-12T00:00:00.000","SARS-CoV-2","0","Calculation is based on fewer than 10 patients in the denominator","--- 6-11 months","37"
"2020-09-12T00:00:00.000","SARS-CoV-2","0",,"--- 12-23 months","37"
"2020-09-12T00:00:00.000","SARS-CoV-2","2",,"5-17 years","37"
"2020-09-12T00:00:00.000","SARS-CoV-2","3.12",,"--- 24-59 months","37"
"2020-09-12T00:00:00.000","SARS-CoV-2","0","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","37"
"2020-09-12T00:00:00.000","SARS-CoV-2","1.79",,"12-59 months","37"
"2020-09-12T00:00:00.000","SARS-CoV-2","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","37"
"2020-09-12T00:00:00.000","SARS-CoV-2","7.69",,"--- 12-17 years","37"
"2020-09-12T00:00:00.000","SARS-CoV-2","0",,"0-11 months","37"
"2020-09-12T00:00:00.000","SARS-CoV-2","1.59",,"All","37"
"2020-09-12T00:00:00.000","RV/EV","32",,"5-17 years","37"
"2020-09-12T00:00:00.000","RV/EV","36.51",,"All","37"
"2020-09-12T00:00:00.000","RV/EV","56.25",,"--- 24-59 months","37"
"2020-09-12T00:00:00.000","RV/EV","23.08",,"--- 12-17 years","37"
"2020-09-12T00:00:00.000","RV/EV","35.14",,"--- 5-11 years","37"
"2020-09-12T00:00:00.000","RV/EV","44.64",,"12-59 months","37"
"2020-09-12T00:00:00.000","RV/EV","20","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","37"
"2020-09-12T00:00:00.000","RV/EV","28.57","Calculation is based on fewer than 10 patients in the denominator","--- 6-11 months","37"
"2020-09-12T00:00:00.000","RV/EV","29.17",,"--- 12-23 months","37"
"2020-09-12T00:00:00.000","RV/EV","25",,"0-11 months","37"
"2020-09-12T00:00:00.000","RV/EV","25","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","37"
"2020-09-12T00:00:00.000","RSV","0",,"All","37"
"2020-09-12T00:00:00.000","RSV","0",,"5-17 years","37"
"2020-09-12T00:00:00.000","RSV","0","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","37"
"2020-09-12T00:00:00.000","RSV","0","Calculation is based on fewer than 10 patients in the denominator","--- 6-11 months","37"
"2020-09-12T00:00:00.000","RSV","0",,"0-11 months","37"
"2020-09-12T00:00:00.000","RSV","0",,"--- 5-11 years","37"
"2020-09-12T00:00:00.000","RSV","0",,"--- 12-23 months","37"
"2020-09-12T00:00:00.000","RSV","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","37"
"2020-09-12T00:00:00.000","RSV","0",,"--- 12-17 years","37"
"2020-09-12T00:00:00.000","RSV","0",,"--- 24-59 months","37"
"2020-09-12T00:00:00.000","RSV","0",,"12-59 months","37"
"2020-09-12T00:00:00.000","PIV","0",,"--- 12-17 years","37"
"2020-09-12T00:00:00.000","PIV","0",,"All","37"
"2020-09-12T00:00:00.000","PIV","0",,"5-17 years","37"
"2020-09-12T00:00:00.000","PIV","0",,"12-59 months","37"
"2020-09-12T00:00:00.000","PIV","0",,"0-11 months","37"
"2020-09-12T00:00:00.000","PIV","0","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","37"
"2020-09-12T00:00:00.000","PIV","0","Calculation is based on fewer than 10 patients in the denominator","--- 6-11 months","37"
"2020-09-12T00:00:00.000","PIV","0",,"--- 12-23 months","37"
"2020-09-12T00:00:00.000","PIV","0",,"--- 5-11 years","37"
"2020-09-12T00:00:00.000","PIV","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","37"
"2020-09-12T00:00:00.000","PIV","0",,"--- 24-59 months","37"
"2020-09-12T00:00:00.000","Influenza","0",,"0-11 months","37"
"2020-09-12T00:00:00.000","Influenza","0",,"12-59 months","37"
"2020-09-12T00:00:00.000","Influenza","0",,"--- 12-17 years","37"
"2020-09-12T00:00:00.000","Influenza","0",,"All","37"
"2020-09-12T00:00:00.000","Influenza","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","37"
"2020-09-12T00:00:00.000","Influenza","0",,"--- 12-23 months","37"
"2020-09-12T00:00:00.000","Influenza","0","Calculation is based on fewer than 10 patients in the denominator","--- 6-11 months","37"
"2020-09-12T00:00:00.000","Influenza","0",,"--- 24-59 months","37"
"2020-09-12T00:00:00.000","Influenza","0",,"--- 5-11 years","37"
"2020-09-12T00:00:00.000","Influenza","0","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","37"
"2020-09-12T00:00:00.000","Influenza","0",,"5-17 years","37"
"2020-09-12T00:00:00.000","HMPV","0",,"12-59 months","37"
"2020-09-12T00:00:00.000","HMPV","0",,"--- 24-59 months","37"
"2020-09-12T00:00:00.000","HMPV","0",,"0-11 months","37"
"2020-09-12T00:00:00.000","HMPV","0",,"--- 12-17 years","37"
"2020-09-12T00:00:00.000","HMPV","0","Calculation is based on fewer than 10 patients in the denominator","--- 6-11 months","37"
"2020-09-12T00:00:00.000","HMPV","0",,"--- 5-11 years","37"
"2020-09-12T00:00:00.000","HMPV","0","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","37"
"2020-09-12T00:00:00.000","HMPV","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","37"
"2020-09-12T00:00:00.000","HMPV","0",,"All","37"
"2020-09-12T00:00:00.000","HMPV","0",,"--- 12-23 months","37"
"2020-09-12T00:00:00.000","HMPV","0",,"5-17 years","37"
"2020-09-12T00:00:00.000","HCOV","0","Calculation is based on fewer than 10 patients in the denominator","--- 6-11 months","37"
"2020-09-12T00:00:00.000","HCOV","0",,"0-11 months","37"
"2020-09-12T00:00:00.000","HCOV","5.41",,"--- 5-11 years","37"
"2020-09-12T00:00:00.000","HCOV","0",,"--- 12-23 months","37"
"2020-09-12T00:00:00.000","HCOV","0",,"12-59 months","37"
"2020-09-12T00:00:00.000","HCOV","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","37"
"2020-09-12T00:00:00.000","HCOV","4",,"5-17 years","37"
"2020-09-12T00:00:00.000","HCOV","0","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","37"
"2020-09-12T00:00:00.000","HCOV","0",,"--- 24-59 months","37"
"2020-09-12T00:00:00.000","HCOV","0",,"--- 12-17 years","37"
"2020-09-12T00:00:00.000","HCOV","1.59",,"All","37"
"2020-09-12T00:00:00.000","EV-D68","11.11",,"--- 24-59 months","37"
"2020-09-12T00:00:00.000","EV-D68","3.64",,"All","37"
"2020-09-12T00:00:00.000","EV-D68","0",,"5-17 years","37"
"2020-09-12T00:00:00.000","EV-D68","7.41",,"12-59 months","37"
"2020-09-12T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","0-11 months","37"
"2020-09-12T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 6-11 months","37"
"2020-09-12T00:00:00.000","EV-D68","0",,"--- 5-11 years","37"
"2020-09-12T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","37"
"2020-09-12T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-23 months","37"
"2020-09-12T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","37"
"2020-09-12T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","37"
"2020-09-12T00:00:00.000","Adenovirus","0",,"--- 5-11 years","37"
"2020-09-12T00:00:00.000","Adenovirus","0",,"--- 12-17 years","37"
"2020-09-12T00:00:00.000","Adenovirus","0",,"--- 24-59 months","37"
"2020-09-12T00:00:00.000","Adenovirus","14.29","Calculation is based on fewer than 10 patients in the denominator","--- 6-11 months","37"
"2020-09-12T00:00:00.000","Adenovirus","5",,"0-11 months","37"
"2020-09-12T00:00:00.000","Adenovirus","0",,"12-59 months","37"
"2020-09-12T00:00:00.000","Adenovirus","0",,"5-17 years","37"
"2020-09-12T00:00:00.000","Adenovirus","0.79",,"All","37"
"2020-09-12T00:00:00.000","Adenovirus","0",,"--- 12-23 months","37"
"2020-09-12T00:00:00.000","Adenovirus","0","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","37"
"2020-09-12T00:00:00.000","Adenovirus","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","37"
"2020-09-05T00:00:00.000","SARS-CoV-2","0",,"--- 12-23 months","36"
"2020-09-05T00:00:00.000","SARS-CoV-2","4.84",,"All","36"
"2020-09-05T00:00:00.000","SARS-CoV-2","1.96",,"12-59 months","36"
"2020-09-05T00:00:00.000","SARS-CoV-2","0",,"--- 5-11 years","36"
"2020-09-05T00:00:00.000","SARS-CoV-2","5.88",,"--- 12-17 years","36"
"2020-09-05T00:00:00.000","SARS-CoV-2","7.69",,"--- 6-11 months","36"
"2020-09-05T00:00:00.000","SARS-CoV-2","3.85",,"--- 24-59 months","36"
"2020-09-05T00:00:00.000","SARS-CoV-2","2.27",,"5-17 years","36"
"2020-09-05T00:00:00.000","SARS-CoV-2","13.79",,"0-11 months","36"
"2020-09-05T00:00:00.000","SARS-CoV-2","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","36"
"2020-09-05T00:00:00.000","SARS-CoV-2","30",,"--- 0-2 months","36"
"2020-09-05T00:00:00.000","RV/EV","33.33","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","36"
"2020-09-05T00:00:00.000","RV/EV","25.93",,"--- 5-11 years","36"
"2020-09-05T00:00:00.000","RV/EV","31.45",,"All","36"
"2020-09-05T00:00:00.000","RV/EV","30",,"--- 0-2 months","36"
"2020-09-05T00:00:00.000","RV/EV","27.27",,"5-17 years","36"
"2020-09-05T00:00:00.000","RV/EV","29.41",,"--- 12-17 years","36"
"2020-09-05T00:00:00.000","RV/EV","35.29",,"12-59 months","36"
"2020-09-05T00:00:00.000","RV/EV","32",,"--- 12-23 months","36"
"2020-09-05T00:00:00.000","RV/EV","31.03",,"0-11 months","36"
"2020-09-05T00:00:00.000","RV/EV","38.46",,"--- 24-59 months","36"
"2020-09-05T00:00:00.000","RV/EV","30.77",,"--- 6-11 months","36"
"2020-09-05T00:00:00.000","RSV","0",,"12-59 months","36"
"2020-09-05T00:00:00.000","RSV","0",,"5-17 years","36"
"2020-09-05T00:00:00.000","RSV","0",,"--- 12-23 months","36"
"2020-09-05T00:00:00.000","RSV","0",,"--- 0-2 months","36"
"2020-09-05T00:00:00.000","RSV","0",,"--- 5-11 years","36"
"2020-09-05T00:00:00.000","RSV","0",,"0-11 months","36"
"2020-09-05T00:00:00.000","RSV","0",,"--- 24-59 months","36"
"2020-09-05T00:00:00.000","RSV","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","36"
"2020-09-05T00:00:00.000","RSV","0",,"All","36"
"2020-09-05T00:00:00.000","RSV","0",,"--- 12-17 years","36"
"2020-09-05T00:00:00.000","RSV","0",,"--- 6-11 months","36"
"2020-09-05T00:00:00.000","PIV","0",,"12-59 months","36"
"2020-09-05T00:00:00.000","PIV","0",,"--- 12-23 months","36"
"2020-09-05T00:00:00.000","PIV","0",,"All","36"
"2020-09-05T00:00:00.000","PIV","0",,"--- 6-11 months","36"
"2020-09-05T00:00:00.000","PIV","0",,"--- 12-17 years","36"
"2020-09-05T00:00:00.000","PIV","0",,"--- 24-59 months","36"
"2020-09-05T00:00:00.000","PIV","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","36"
"2020-09-05T00:00:00.000","PIV","0",,"5-17 years","36"
"2020-09-05T00:00:00.000","PIV","0",,"--- 5-11 years","36"
"2020-09-05T00:00:00.000","PIV","0",,"0-11 months","36"
"2020-09-05T00:00:00.000","PIV","0",,"--- 0-2 months","36"
"2020-09-05T00:00:00.000","Influenza","0",,"All","36"
"2020-09-05T00:00:00.000","Influenza","0",,"5-17 years","36"
"2020-09-05T00:00:00.000","Influenza","0",,"12-59 months","36"
"2020-09-05T00:00:00.000","Influenza","0",,"0-11 months","36"
"2020-09-05T00:00:00.000","Influenza","0",,"--- 6-11 months","36"
"2020-09-05T00:00:00.000","Influenza","0",,"--- 5-11 years","36"
"2020-09-05T00:00:00.000","Influenza","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","36"
"2020-09-05T00:00:00.000","Influenza","0",,"--- 24-59 months","36"
"2020-09-05T00:00:00.000","Influenza","0",,"--- 12-23 months","36"
"2020-09-05T00:00:00.000","Influenza","0",,"--- 12-17 years","36"
"2020-09-05T00:00:00.000","Influenza","0",,"--- 0-2 months","36"
"2020-09-05T00:00:00.000","HMPV","0",,"--- 12-17 years","36"
"2020-09-05T00:00:00.000","HMPV","0",,"--- 12-23 months","36"
"2020-09-05T00:00:00.000","HMPV","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","36"
"2020-09-05T00:00:00.000","HMPV","0",,"5-17 years","36"
"2020-09-05T00:00:00.000","HMPV","0",,"--- 6-11 months","36"
"2020-09-05T00:00:00.000","HMPV","0",,"0-11 months","36"
"2020-09-05T00:00:00.000","HMPV","0",,"--- 0-2 months","36"
"2020-09-05T00:00:00.000","HMPV","0",,"All","36"
"2020-09-05T00:00:00.000","HMPV","0",,"--- 24-59 months","36"
"2020-09-05T00:00:00.000","HMPV","0",,"--- 5-11 years","36"
"2020-09-05T00:00:00.000","HMPV","0",,"12-59 months","36"
"2020-09-05T00:00:00.000","HCOV","0",,"--- 5-11 years","36"
"2020-09-05T00:00:00.000","HCOV","0",,"All","36"
"2020-09-05T00:00:00.000","HCOV","0",,"--- 12-23 months","36"
"2020-09-05T00:00:00.000","HCOV","0",,"--- 12-17 years","36"
"2020-09-05T00:00:00.000","HCOV","0",,"12-59 months","36"
"2020-09-05T00:00:00.000","HCOV","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","36"
"2020-09-05T00:00:00.000","HCOV","0",,"5-17 years","36"
"2020-09-05T00:00:00.000","HCOV","0",,"--- 6-11 months","36"
"2020-09-05T00:00:00.000","HCOV","0",,"--- 0-2 months","36"
"2020-09-05T00:00:00.000","HCOV","0",,"--- 24-59 months","36"
"2020-09-05T00:00:00.000","HCOV","0",,"0-11 months","36"
"2020-09-05T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 6-11 months","36"
"2020-09-05T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","36"
"2020-09-05T00:00:00.000","EV-D68","0",,"0-11 months","36"
"2020-09-05T00:00:00.000","EV-D68","0",,"--- 24-59 months","36"
"2020-09-05T00:00:00.000","EV-D68","0",,"12-59 months","36"
"2020-09-05T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-23 months","36"
"2020-09-05T00:00:00.000","EV-D68","0",,"5-17 years","36"
"2020-09-05T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","36"
"2020-09-05T00:00:00.000","EV-D68","0",,"All","36"
"2020-09-05T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","36"
"2020-09-05T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 5-11 years","36"
"2020-09-05T00:00:00.000","Adenovirus","0",,"--- 0-2 months","36"
"2020-09-05T00:00:00.000","Adenovirus","0",,"--- 12-17 years","36"
"2020-09-05T00:00:00.000","Adenovirus","0",,"--- 6-11 months","36"
"2020-09-05T00:00:00.000","Adenovirus","0",,"0-11 months","36"
"2020-09-05T00:00:00.000","Adenovirus","0",,"--- 24-59 months","36"
"2020-09-05T00:00:00.000","Adenovirus","0",,"5-17 years","36"
"2020-09-05T00:00:00.000","Adenovirus","3.23",,"All","36"
"2020-09-05T00:00:00.000","Adenovirus","16",,"--- 12-23 months","36"
"2020-09-05T00:00:00.000","Adenovirus","7.84",,"12-59 months","36"
"2020-09-05T00:00:00.000","Adenovirus","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","36"
"2020-09-05T00:00:00.000","Adenovirus","0",,"--- 5-11 years","36"
"2020-08-29T00:00:00.000","SARS-CoV-2","1.82",,"12-59 months","35"
"2020-08-29T00:00:00.000","SARS-CoV-2","3.57",,"--- 5-11 years","35"
"2020-08-29T00:00:00.000","SARS-CoV-2","3.82",,"All","35"
"2020-08-29T00:00:00.000","SARS-CoV-2","0","Calculation is based on fewer than 10 patients in the denominator","--- 0-2 months","35"
"2020-08-29T00:00:00.000","SARS-CoV-2","15",,"--- 12-17 years","35"
"2020-08-29T00:00:00.000","SARS-CoV-2","0",,"--- 12-23 months","35"
"2020-08-29T00:00:00.000","SARS-CoV-2","0",,"0-11 months","35"
"2020-08-29T00:00:00.000","SARS-CoV-2","8.33",,"5-17 years","35"
"2020-08-29T00:00:00.000","SARS-CoV-2","3.45",,"--- 24-59 months","35"
"2020-08-29T00:00:00.000","SARS-CoV-2","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","35"
"2020-08-29T00:00:00.000","SARS-CoV-2","0",,"--- 6-11 months","35"
"2020-08-29T00:00:00.000","RV/EV","33.33",,"5-17 years","35"
"2020-08-29T00:00:00.000","RV/EV","32.14",,"0-11 months","35"
"2020-08-29T00:00:00.000","RV/EV","41.38",,"--- 24-59 months","35"
