"yearstart","yearend","locationabbr","locationdesc","datasource","topic","question","response","datavalueunit","datavaluetype","datavalue","datavaluealt","datavaluefootnotesymbol","datavaluefootnote","lowconfidencelimit","highconfidencelimit","stratificationcategory1","stratification1","stratificationcategory2","stratification2","stratificationcategory3","stratification3","geolocation","locationid","topicid","questionid","responseid","datavaluetypeid","stratificationcategoryid1","stratificationid1","stratificationcategoryid2","stratificationid2","stratificationcategoryid3","stratificationid3"
"2019","2019","WY","Wyoming","BRFSS","Arthritis","Severe joint pain among adults with arthritis",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-108.1098304 43.23554134300048)","56","ART","ART03",,"CRDPREV","RACE","HAPI",,,,
"2021","2021","NY","New York","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Crude Prevalence","33.9","33.9",,,"31.8","36.0","Sex","Female",,,,,"POINT (-75.54397043 42.82700103200045)","36","ART","ART05",,"CRDPREV","SEX","SEXF",,,,
"2021","2021","VT","Vermont","BRFSS","Arthritis","Severe joint pain among adults with arthritis",,"%","Crude Prevalence","21.4","21.4",,,"19.1","24.0","Overall","Overall",,,,,"POINT (-72.51764079 43.62538123900049)","50","ART","ART03",,"CRDPREV","OVERALL","OVR",,,,
"2023","2023","CA","California","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Crude Prevalence","29.4","29.4",,,"26.2","32.8","Age","Age >=65",,,,,"POINT (-120.9999995 37.63864012300047)","06","ART","ART05",,"CRDPREV","AGE","AGE65P",,,,
"2021","2021","VI","Virgin Islands","BRFSS","Arthritis","Severe joint pain among adults with arthritis",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-64.896335 18.335765)","78","ART","ART03",,"CRDPREV","RACE","HAPI",,,,
"2021","2021","MO","Missouri","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-92.56630005 38.635790776000476)","29","ART","ART05",,"CRDPREV","RACE","AIAN",,,,
"2023","2023","WI","Wisconsin","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Age-adjusted Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-89.81637074 44.39319117400049)","55","ART","ART05",,"AGEADJPREV","RACE","HAPI",,,,
"2021","2021","DE","Delaware","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Crude Prevalence","35.0","35.0",,,"29.5","41.0","Age","Age 45-64",,,,,"POINT (-75.57774117 39.008830667000495)","10","ART","ART05",,"CRDPREV","AGE","AGE4564",,,,
"2021","2021","LA","Louisiana","BRFSS","Arthritis","Work limitation due to arthritis among adults aged 18-64 years with arthritis",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Hispanic",,,,,"POINT (-92.44568007 31.31266064400046)","22","ART","ART04",,"CRDPREV","RACE","HIS",,,,
"2021","2021","DE","Delaware","BRFSS","Arthritis","Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-75.57774117 39.008830667000495)","10","ART","ART07",,"CRDPREV","RACE","HAPI",,,,
"2020","2020","KY","Kentucky","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Crude Prevalence","40.2","40.2",,,"37.0","43.6","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-84.77497105 37.645970271000465)","21","ART","ART05",,"CRDPREV","RACE","WHT",,,,
"2021","2021","MT","Montana","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-109.4244206 47.06652897200047)","30","ART","ART05",,"CRDPREV","RACE","BLK",,,,
"2022","2022","OH","Ohio","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Crude Prevalence","35.3","35.3",,,"22.2","51.1","Race/Ethnicity","Hispanic",,,,,"POINT (-82.40426006 40.06021014100048)","39","ART","ART05",,"CRDPREV","RACE","HIS",,,,
"2020","2020","NJ","New Jersey","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Crude Prevalence","26.6","26.6",,,"22.7","30.8","Age","Age 45-64",,,,,"POINT (-74.27369129 40.13057004800049)","34","ART","ART05",,"CRDPREV","AGE","AGE4564",,,,
"2021","2021","GU","Guam","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Age-adjusted Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (144.793731 13.444304)","66","ART","ART05",,"AGEADJPREV","RACE","ASN",,,,
"2020","2020","AZ","Arizona","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Crude Prevalence","35.8","35.8",,,"32.6","39.2","Sex","Female",,,,,"POINT (-111.7638113 34.865970280000454)","04","ART","ART05",,"CRDPREV","SEX","SEXF",,,,
"2021","2021","IA","Iowa","BRFSS","Arthritis","Work limitation due to arthritis among adults aged 18-64 years with arthritis",,"%","Age-adjusted Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-93.81649056 42.46940091300047)","19","ART","ART04",,"AGEADJPREV","RACE","HAPI",,,,
"2019","2019","UT","Utah","BRFSS","Arthritis","Severe joint pain among adults with arthritis",,"%","Age-adjusted Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-111.5871306 39.360700171000474)","49","ART","ART03",,"AGEADJPREV","RACE","BLK",,,,
"2021","2021","ND","North Dakota","BRFSS","Arthritis","Received health care provider counseling for physical activity among adults with arthritis",,"%","Crude Prevalence","59.8","59.8",,,"56.8","62.7","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-100.118421 47.47531977900047)","38","ART","ART06",,"CRDPREV","RACE","WHT",,,,
"2021","2021","GU","Guam","BRFSS","Arthritis","Severe joint pain among adults with arthritis",,"%","Crude Prevalence","29.1","29.1",,,"16.7","45.6","Sex","Male",,,,,"POINT (144.793731 13.444304)","66","ART","ART03",,"CRDPREV","SEX","SEXM",,,,
"2019","2019","WA","Washington","BRFSS","Arthritis","Received health care provider counseling for physical activity among adults with arthritis",,"%","Age-adjusted Prevalence","76.2","76.2",,,"71.8","80.1","Sex","Female",,,,,"POINT (-120.4700108 47.52227862900048)","53","ART","ART06",,"AGEADJPREV","SEX","SEXF",,,,
"2019","2019","WI","Wisconsin","BRFSS","Arthritis","Severe joint pain among adults with arthritis",,"%","Age-adjusted Prevalence","19.0","19.0",,,"13.2","26.5","Sex","Male",,,,,"POINT (-89.81637074 44.39319117400049)","55","ART","ART03",,"AGEADJPREV","SEX","SEXM",,,,
"2021","2021","TN","Tennessee","BRFSS","Arthritis","Work limitation due to arthritis among adults aged 18-64 years with arthritis",,"%","Age-adjusted Prevalence","50.4","50.4",,,"44.0","56.8","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-85.77449091 35.68094058000048)","47","ART","ART04",,"AGEADJPREV","RACE","WHT",,,,
"2021","2021","LA","Louisiana","BRFSS","Arthritis","Severe joint pain among adults with arthritis",,"%","Age-adjusted Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-92.44568007 31.31266064400046)","22","ART","ART03",,"AGEADJPREV","RACE","AIAN",,,,
"2021","2021","KY","Kentucky","BRFSS","Arthritis","Received health care provider counseling for physical activity among adults with arthritis",,"%","Age-adjusted Prevalence","64.1","64.1",,,"59.2","68.7","Overall","Overall",,,,,"POINT (-84.77497105 37.645970271000465)","21","ART","ART06",,"AGEADJPREV","OVERALL","OVR",,,,
"2019","2019","AL","Alabama","BRFSS","Arthritis","Received health care provider counseling for physical activity among adults with arthritis",,"%","Crude Prevalence","71.7","71.7",,,"69.0","74.3","Sex","Female",,,,,"POINT (-86.63186076 32.84057112200048)","01","ART","ART06",,"CRDPREV","SEX","SEXF",,,,
"2019","2019","NY","New York","BRFSS","Arthritis","Received health care provider counseling for physical activity among adults with arthritis",,"%","Crude Prevalence","66.7","66.7",,,"63.2","70.1","Sex","Male",,,,,"POINT (-75.54397043 42.82700103200045)","36","ART","ART06",,"CRDPREV","SEX","SEXM",,,,
"2019","2019","UT","Utah","BRFSS","Arthritis","Severe joint pain among adults with arthritis",,"%","Crude Prevalence","19.6","19.6",,,"17.1","22.3","Sex","Male",,,,,"POINT (-111.5871306 39.360700171000474)","49","ART","ART03",,"CRDPREV","SEX","SEXM",,,,
"2019","2019","WY","Wyoming","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Hispanic",,,,,"POINT (-108.1098304 43.23554134300048)","56","ART","ART05",,"CRDPREV","RACE","HIS",,,,
"2019","2019","UT","Utah","BRFSS","Arthritis","Work limitation due to arthritis among adults aged 18-64 years with arthritis",,"%","Age-adjusted Prevalence","36.0","36.0",,,"31.3","41.1","Sex","Female",,,,,"POINT (-111.5871306 39.360700171000474)","49","ART","ART04",,"AGEADJPREV","SEX","SEXF",,,,
"2019","2019","NE","Nebraska","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-99.36572062 41.64104099)","31","ART","ART05",,"CRDPREV","RACE","MRC",,,,
"2023","2023","CO","Colorado","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Crude Prevalence","29.7","29.7",,,"23.1","37.3","Race/Ethnicity","Hispanic",,,,,"POINT (-106.1336109 38.843840757000464)","08","ART","ART05",,"CRDPREV","RACE","HIS",,,,
"2021","2021","NJ","New Jersey","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-74.27369129 40.13057004800049)","34","ART","ART05",,"CRDPREV","RACE","ASN",,,,
"2019","2019","ID","Idaho","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Age-adjusted Prevalence","27.8","27.8",,,"19.7","37.8","Sex","Male",,,,,"POINT (-114.36373 43.682630005000476)","16","ART","ART05",,"AGEADJPREV","SEX","SEXM",,,,
"2019","2019","AR","Arkansas","BRFSS","Arthritis","Received health care provider counseling for physical activity among adults with arthritis",,"%","Age-adjusted Prevalence","64.8","64.8",,,"57.6","71.3","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-92.27449074 34.74865012400045)","05","ART","ART06",,"AGEADJPREV","RACE","WHT",,,,
"2021","2021","MT","Montana","BRFSS","Arthritis","Work limitation due to arthritis among adults aged 18-64 years with arthritis",,"%","Age-adjusted Prevalence","53.6","53.6",,,"36.6","69.8","Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-109.4244206 47.06652897200047)","30","ART","ART04",,"AGEADJPREV","RACE","AIAN",,,,
"2021","2021","PR","Puerto Rico","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Age-adjusted Prevalence","41.1","41.1",,,"35.7","46.7","Overall","Overall",,,,,"POINT (-66.590149 18.220833)","72","ART","ART05",,"AGEADJPREV","OVERALL","OVR",,,,
"2021","2021","NC","North Carolina","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Hispanic",,,,,"POINT (-79.15925046 35.466220975000454)","37","ART","ART05",,"CRDPREV","RACE","HIS",,,,
"2019","2019","AR","Arkansas","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-92.27449074 34.74865012400045)","05","ART","ART05",,"CRDPREV","RACE","AIAN",,,,
"2022","2022","DE","Delaware","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-75.57774117 39.008830667000495)","10","ART","ART05",,"CRDPREV","RACE","HAPI",,,,
"2021","2021","NE","Nebraska","BRFSS","Arthritis","Received health care provider counseling for physical activity among adults with arthritis",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-99.36572062 41.64104099)","31","ART","ART06",,"CRDPREV","RACE","ASN",,,,
"2021","2021","AZ","Arizona","BRFSS","Arthritis","Received health care provider counseling for physical activity among adults with arthritis",,"%","Age-adjusted Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-111.7638113 34.865970280000454)","04","ART","ART06",,"AGEADJPREV","RACE","HAPI",,,,
"2022","2022","AL","Alabama","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Crude Prevalence","33.8","33.8",,,"29.4","38.5","Sex","Male",,,,,"POINT (-86.63186076 32.84057112200048)","01","ART","ART05",,"CRDPREV","SEX","SEXM",,,,
"2020","2020","GA","Georgia","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Age-adjusted Prevalence","51.8","51.8",,,"35.3","67.9","Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-83.62758035 32.83968109300048)","13","ART","ART05",,"AGEADJPREV","RACE","MRC",,,,
"2020","2020","IN","Indiana","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Crude Prevalence","37.1","37.1",,,"29.5","45.4","Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-86.14996019 39.766910452000445)","18","ART","ART05",,"CRDPREV","RACE","BLK",,,,
"2020","2020","GA","Georgia","BRFSS","Arthritis","Physical inactivity among adults with arthritis",,"%","Age-adjusted Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Hispanic",,,,,"POINT (-83.62758035 32.83968109300048)","13","ART","ART05",,"AGEADJPREV","RACE","HIS",,,,
