"level","perc_diff","pcr_percent_positive","percent_pos_2_week","percent_pos_4_week","pcr_detections","detections_2_week","detections_4_week","pcr_tests","posted","mmwrweek_end"
"Region 1","-3.1","20","11.4","5.4","230.4","451.2","868.6","1180","2023-10-11T22:25:00.000","2021-09-25T00:00:00.000"
"Region 1","-3.1","16.9","10.2","5.3","229.6","457.2","897.6","1321.3","2023-10-11T22:25:00.000","2021-10-02T00:00:00.000"
"Region 1","-1.6","15.3","9.3","5","219.6","460","911.2","1454.7","2023-10-11T22:25:00.000","2021-10-09T00:00:00.000"
"Region 1","-1","14.4","8.2","4.5","208.2","449.2","906.4","1513.7","2023-10-11T22:25:00.000","2021-10-16T00:00:00.000"
"Region 1","-0.6","13.7","7.2","4.2","197.6","427.8","887.8","1469.3","2023-10-11T22:25:00.000","2021-10-23T00:00:00.000"
"Region 1","-1.5","12.2","6.8","3.9","183","405.8","855","1470.3","2023-10-11T22:25:00.000","2021-10-30T00:00:00.000"
"Region 1","-1.6","10.7","6.9","3.7","172.4","380.6","808.4","1513.7","2023-10-11T22:25:00.000","2021-11-06T00:00:00.000"
"Region 1","-0.9","9.7","6.3","3.5","165.2","355.4","761.2","1669.3","2023-10-11T22:25:00.000","2021-11-13T00:00:00.000"
"Region 1","-0.5","9.3","5.4","3.3","164.4","337.6","718.2","1762.7","2023-10-11T22:25:00.000","2021-11-20T00:00:00.000"
"Region 1","-1","8.3","4.8","2.9","161.8","329.6","685","2166","2023-10-11T22:25:00.000","2021-11-27T00:00:00.000"
"Region 1","-1.6","6.7","4.5","2.5","165.4","326.2","663.8","2526.3","2023-10-11T22:25:00.000","2021-12-04T00:00:00.000"
"Region 1","-1.3","5.4","3.5","2","153","327.2","656.8","2985.3","2023-10-11T22:25:00.000","2021-12-11T00:00:00.000"
"Region 1","-0.8","4.6","2.9","1.8","140","318.4","644.6","3184.3","2023-10-11T22:25:00.000","2021-12-18T00:00:00.000"
"Region 1","-0.9","3.7","2.5","1.5","123.6","293","620.2","3489.3","2023-10-11T22:25:00.000","2021-12-25T00:00:00.000"
"Region 1","-0.9","2.8","2.1","1.3","107","263.6","582","3614","2023-10-11T22:25:00.000","2022-01-01T00:00:00.000"
"Region 1","-0.4","2.4","1.7","1.1","84.4","230.6","523.6","3474.7","2023-10-11T22:25:00.000","2022-01-08T00:00:00.000"
"Region 1","-0.2","2.2","1.4","1","66.8","191.4","455","2991","2023-10-11T22:25:00.000","2022-01-15T00:00:00.000"
"Region 1","-0.3","2","1.3","0.9","52","151.2","381.8","2446.3","2023-10-11T22:25:00.000","2022-01-22T00:00:00.000"
"Region 1","-0.2","1.7","1.2","0.8","38.4","118.8","310.2","2027.3","2023-10-11T22:25:00.000","2022-01-29T00:00:00.000"
"Region 1","-0.3","1.4","1.2","0.8","27.4","90.4","241.6","1793","2023-10-11T22:25:00.000","2022-02-05T00:00:00.000"
"Region 1","-0.3","1.1","1","0.7","21","65.8","184.6","1680.3","2023-10-11T22:25:00.000","2022-02-12T00:00:00.000"
"Region 1","-0.1","1","0.8","0.7","16.8","48.4","138.8","1584.7","2023-10-11T22:25:00.000","2022-02-19T00:00:00.000"
"Region 1","-0.2","0.8","0.6","0.5","14.6","37.8","103.6","1557","2023-10-11T22:25:00.000","2022-02-26T00:00:00.000"
"Region 1","0","0.9","0.5","0.4","13.8","31.4","79.8","1581.7","2023-10-11T22:25:00.000","2022-03-05T00:00:00.000"
"Region 1","-0.1","0.8","0.5","0.3","14.6","28.4","66.2","1707","2023-10-11T22:25:00.000","2022-03-12T00:00:00.000"
"Region 1","0.1","0.9","0.4","0.3","14.6","28.4","59.8","1811.7","2023-10-11T22:25:00.000","2022-03-19T00:00:00.000"
"Region 1","-0.1","0.8","0.4","0.2","19.6","29.2","57.6","1946","2023-10-11T22:25:00.000","2022-03-26T00:00:00.000"
"Region 1","0.2","1","0.4","0.2","21.4","34.2","62.6","2211.7","2023-10-11T22:25:00.000","2022-04-02T00:00:00.000"
"Region 1","0","1","0.5","0.2","26.6","41","70.2","2565","2023-10-11T22:25:00.000","2022-04-09T00:00:00.000"
"Region 1","0.2","1.2","0.5","0.2","30.4","48","82.2","2871.3","2023-10-11T22:25:00.000","2022-04-16T00:00:00.000"
"Region 1","-0.1","1.1","0.5","0.2","32.2","57","98","3015.3","2023-10-11T22:25:00.000","2022-04-23T00:00:00.000"
"Region 1","0","1.1","0.5","0.2","30.2","62.6","110.6","3148.7","2023-10-11T22:25:00.000","2022-04-30T00:00:00.000"
"Region 1","-0.2","0.9","0.5","0.2","29.4","62.4","119.4","3376.3","2023-10-11T22:25:00.000","2022-05-07T00:00:00.000"
"Region 1","-0.2","0.7","0.5","0.2","27.8","59.6","122.2","3460.3","2023-10-11T22:25:00.000","2022-05-14T00:00:00.000"
"Region 1","0.1","0.8","0.4","0.2","26.8","57.2","119.6","3440.3","2023-10-11T22:25:00.000","2022-05-21T00:00:00.000"
"Region 1","0.1","0.9","0.4","0.2","29.2","54.6","114.2","3198","2023-10-11T22:25:00.000","2022-05-28T00:00:00.000"
"Region 1","0.2","1.1","0.4","0.2","29.6","56","113.2","3072.3","2023-10-11T22:25:00.000","2022-06-04T00:00:00.000"
"Region 1","0","1.1","0.5","0.2","32","58.8","113.4","2852.7","2023-10-11T22:25:00.000","2022-06-11T00:00:00.000"
"Region 1","0.1","1.2","0.5","0.2","33","61.6","117.6","2659.7","2023-10-11T22:25:00.000","2022-06-18T00:00:00.000"
"Region 1","0.1","1.3","0.6","0.2","30.8","65","123.8","2459.3","2023-10-11T22:25:00.000","2022-06-25T00:00:00.000"
"Region 1","0","1.3","0.7","0.3","31","63.8","125.4","2337.3","2023-10-11T22:25:00.000","2022-07-02T00:00:00.000"
"Region 1","0.1","1.4","0.6","0.3","34","61.8","126.8","2287.3","2023-10-11T22:25:00.000","2022-07-09T00:00:00.000"
"Region 1","0.2","1.5","0.7","0.3","36","65","128.8","2193.3","2023-10-11T22:25:00.000","2022-07-16T00:00:00.000"
"Region 1","0.4","1.9","0.8","0.3","39.2","70","131.8","2137","2023-10-11T22:25:00.000","2022-07-23T00:00:00.000"
"Region 1","0.4","2.3","0.8","0.3","43.2","75.2","140.2","2020.7","2023-10-11T22:25:00.000","2022-07-30T00:00:00.000"
"Region 1","0","2.3","0.9","0.4","46.6","82.4","152.4","1984","2023-10-11T22:25:00.000","2022-08-06T00:00:00.000"
"Region 1","0.2","2.5","1.1","0.4","49","89.8","165","1965.3","2023-10-11T22:25:00.000","2022-08-13T00:00:00.000"
"Region 1","0","2.5","1.2","0.5","54.2","95.6","178","2002.3","2023-10-11T22:25:00.000","2022-08-20T00:00:00.000"
"Region 1","0.5","3","1.2","0.5","56.6","103.2","193","2012.3","2023-10-11T22:25:00.000","2022-08-27T00:00:00.000"
"Region 1","0.1","3.1","1.3","0.6","62.6","110.8","206.4","2049.3","2023-10-11T22:25:00.000","2022-09-03T00:00:00.000"
"Region 1","0","3.1","1.4","0.6","76.8","119.2","222.4","2252.7","2023-10-11T22:25:00.000","2022-09-10T00:00:00.000"
"Region 1","0.5","3.6","1.5","0.7","102.8","139.4","250.2","2422","2023-10-11T22:25:00.000","2022-09-17T00:00:00.000"
"Region 1","1.3","4.9","1.6","0.6","139.8","179.6","298.8","2600","2023-10-11T22:25:00.000","2022-09-24T00:00:00.000"
"Region 1","2","6.9","2","0.7","203.8","242.6","382","2690.7","2023-10-11T22:25:00.000","2022-10-01T00:00:00.000"
"Region 1","2.4","9.3","2.7","0.8","301.8","343.6","523.2","2911","2023-10-11T22:25:00.000","2022-10-08T00:00:00.000"
"Region 1","2.2","11.4","3.7","1","451","505.6","748.2","3415","2023-10-11T22:25:00.000","2022-10-15T00:00:00.000"
"Region 1","3.4","14.9","5","1.2","621.4","752.8","1096.4","3974.3","2023-10-11T22:25:00.000","2022-10-22T00:00:00.000"
"Region 1","2.7","17.6","6.1","1.6","797.4","1072.4","1578","4621.7","2023-10-11T22:25:00.000","2022-10-29T00:00:00.000"
"Region 1","2.4","20","7.1","2","942.8","1418.8","2171.6","5060","2023-10-11T22:25:00.000","2022-11-05T00:00:00.000"
"Region 1","-0.4","19.6","8.2","2.6","1000.8","1740.2","2812.6","5617.3","2023-10-11T22:25:00.000","2022-11-12T00:00:00.000"
"Region 1","-2.8","16.8","8.9","3.2","969.2","1943.6","3362.4","6308.3","2023-10-11T22:25:00.000","2022-11-19T00:00:00.000"
"Region 1","-4.1","12.6","8.5","3.7","867","1970","3710.2","7372.7","2023-10-11T22:25:00.000","2022-11-26T00:00:00.000"
"Region 1","-3.9","8.7","7.2","3.9","716.4","1836.2","3779.8","8137","2023-10-11T22:25:00.000","2022-12-03T00:00:00.000"
"Region 1","-2.4","6.3","5.5","3.6","545.6","1583.4","3553.4","8558.3","2023-10-11T22:25:00.000","2022-12-10T00:00:00.000"
"Region 1","-1.7","4.6","4.2","3.2","418.8","1262","3098.2","8408.3","2023-10-11T22:25:00.000","2022-12-17T00:00:00.000"
"Region 1","-1.1","3.5","3.2","2.6","314.2","964.4","2547.8","8051","2023-10-11T22:25:00.000","2022-12-24T00:00:00.000"
"Region 1","-0.6","2.9","2.5","2.1","233","733","1995","7527.3","2023-10-11T22:25:00.000","2022-12-31T00:00:00.000"
"Region 1","-0.4","2.5","2","1.7","177.8","547.2","1511.6","6794.3","2023-10-11T22:25:00.000","2023-01-07T00:00:00.000"
"Region 1","-0.3","2.2","1.6","1.3","147.6","410.8","1143.8","6127","2023-10-11T22:25:00.000","2023-01-14T00:00:00.000"
"Region 1","-0.3","1.9","1.4","1.1","118.4","325.4","872.6","5705.3","2023-10-11T22:25:00.000","2023-01-21T00:00:00.000"
"Region 1","-0.2","1.7","1.3","0.9","92.6","266","676.8","5417.3","2023-10-11T22:25:00.000","2023-01-28T00:00:00.000"
"Region 1","-0.3","1.5","1.1","0.7","80.8","211","536.4","5398","2023-10-11T22:25:00.000","2023-02-04T00:00:00.000"
"Region 1","-0.3","1.2","0.9","0.7","69","173.4","439.4","5300.3","2023-10-11T22:25:00.000","2023-02-11T00:00:00.000"
"Region 1","-0.1","1.1","0.8","0.5","57.2","149.8","360.8","5190.7","2023-10-11T22:25:00.000","2023-02-18T00:00:00.000"
"Region 1","-0.1","1","0.6","0.4","50.2","126.2","299.6","4997.7","2023-10-11T22:25:00.000","2023-02-25T00:00:00.000"
"Region 1","-0.1","0.9","0.6","0.4","43.6","107.4","257.2","4825","2023-10-11T22:25:00.000","2023-03-04T00:00:00.000"
"Region 1","-0.1","0.8","0.5","0.3","36.2","93.8","220","4760.3","2023-10-11T22:25:00.000","2023-03-11T00:00:00.000"
"Region 1","-0.2","0.6","0.5","0.3","32.4","79.8","187.2","4692.7","2023-10-11T22:25:00.000","2023-03-18T00:00:00.000"
"Region 1","0","0.6","0.4","0.3","25.4","68.6","162.4","4628.7","2023-10-11T22:25:00.000","2023-03-25T00:00:00.000"
"Region 1","-0.1","0.5","0.3","0.2","21.2","57.8","137.6","4556.3","2023-10-11T22:25:00.000","2023-04-01T00:00:00.000"
"Region 1","-0.1","0.4","0.3","0.2","21.2","46.6","115.2","4447","2023-10-11T22:25:00.000","2023-04-08T00:00:00.000"
"Region 1","0.1","0.5","0.2","0.2","19.4","42.4","100.2","4125","2023-10-11T22:25:00.000","2023-04-15T00:00:00.000"
"Region 1","0","0.5","0.2","0.1","16.8","40.6","87.2","3796.7","2023-10-11T22:25:00.000","2023-04-22T00:00:00.000"
"Region 1","0.1","0.6","0.2","0.1","15.8","36.2","78.6","3324.3","2023-10-11T22:25:00.000","2023-04-29T00:00:00.000"
"Region 1","-0.2","0.4","0.2","0.1","14","32.6","73.2","3096.7","2023-10-11T22:25:00.000","2023-05-06T00:00:00.000"
"Region 1","-0.1","0.3","0.2","0.1","10.2","29.8","66","2822.7","2023-10-11T22:25:00.000","2023-05-13T00:00:00.000"
"Region 1","0","0.3","0.2","0.1","8","24.2","56.8","2719.7","2023-10-11T22:25:00.000","2023-05-20T00:00:00.000"
"Region 1","0","0.2","0.2","0.1","6.8","18.2","48","2523","2023-10-11T22:25:00.000","2023-05-27T00:00:00.000"
"Region 1","0","0.3","0.2","0.1","7","14.8","39","2443","2023-10-11T22:25:00.000","2023-06-03T00:00:00.000"
"Region 1","0","0.3","0.1","0.1","7.2","13.8","32","2368.3","2023-10-11T22:25:00.000","2023-06-10T00:00:00.000"
"Region 1","0.1","0.4","0.1","0.1","5.6","14.2","29","2159.7","2023-10-11T22:25:00.000","2023-06-17T00:00:00.000"
"Region 1","-0.1","0.3","0.2","0.1","5.6","12.8","26.6","1838.3","2023-10-11T22:25:00.000","2023-06-24T00:00:00.000"
"Region 1","-0.1","0.2","0.1","0.1","6.2","11.2","25.4","1585.3","2023-10-11T22:25:00.000","2023-07-01T00:00:00.000"
"Region 1","0.1","0.3","0.2","0.1","5.6","11.8","24.6","1582.7","2023-10-11T22:25:00.000","2023-07-08T00:00:00.000"
"Region 1","0.1","0.4","0.2","0.1","5.4","11.8","23","1611.7","2023-10-11T22:25:00.000","2023-07-15T00:00:00.000"
"Region 1","0","0.4","0.2","0.1","7","11","22.8","1645","2023-10-11T22:25:00.000","2023-07-22T00:00:00.000"
"Region 1","0","0.4","0.2","0.1","8","12.4","24.2","1674.7","2023-10-11T22:25:00.000","2023-07-29T00:00:00.000"
"Region 1","0","0.4","0.2","0.1","8.2","15","26","1865.3","2023-10-11T22:25:00.000","2023-08-05T00:00:00.000"
"Region 1","0.1","0.5","0.2","0.1","11.6","16.2","28.6","2016.3","2023-10-11T22:25:00.000","2023-08-12T00:00:00.000"
"Region 1","0.2","0.7","0.2","0.1","15.4","19.8","34.8","2162","2023-10-11T22:25:00.000","2023-08-19T00:00:00.000"
"Region 1","0.2","0.9","0.3","0.1","22.2","27","43.2","2251.7","2023-10-11T22:25:00.000","2023-08-26T00:00:00.000"
"Region 1","0.3","1.2","0.4","0.1","24.4","37.6","57.4","2518.7","2023-10-11T22:25:00.000","2023-09-02T00:00:00.000"
"Region 1","-0.1","1.1","0.5","0.1","33.4","46.6","73.6","2730.7","2023-10-11T22:25:00.000","2023-09-09T00:00:00.000"
"Region 1","0.2","1.3","0.5","0.2","47.4","57.8","95.4","3047","2023-10-11T22:25:00.000","2023-09-16T00:00:00.000"
"Region 1","0.4","1.7","0.6","0.2","60","80.8","127.4","3235.3","2023-10-11T22:25:00.000","2023-09-23T00:00:00.000"
"Region 1","0.6","2.3","0.8","0.2","64","107.4","165.2","3385.3","2023-10-11T22:25:00.000","2023-09-30T00:00:00.000"
"Region 1","0.3","2.6","0.9","0.3","79","124","204.8","3422.5","2023-10-11T22:25:00.000","2023-10-07T00:00:00.000"
"Region 10","-0.9","1.2","2.6","1.4","37.4","232.6","662.9","1705.3","2023-10-11T22:25:00.000","2020-04-11T00:00:00.000"
"Region 10","-0.3","0.9","1.9","1.6","15.6","113","460","1285.7","2023-10-11T22:25:00.000","2020-04-18T00:00:00.000"
"Region 10","-0.4","0.5","1.3","1.8","8.2","53","285.6","985.7","2023-10-11T22:25:00.000","2020-04-25T00:00:00.000"
"Region 10","-0.1","0.4","0.7","1.2","3.2","23.8","136.8","840.7","2023-10-11T22:25:00.000","2020-05-02T00:00:00.000"
"Region 10","-0.2","0.2","0.5","0.8","2.4","11.4","64.4","693.3","2023-10-11T22:25:00.000","2020-05-09T00:00:00.000"
"Region 10","0","0.2","0.2","0.4","1.2","5.6","29.4","620.7","2023-10-11T22:25:00.000","2020-05-16T00:00:00.000"
"Region 10","0","0.1","0.2","0.3","0.8","3.6","15","517","2023-10-11T22:25:00.000","2020-05-23T00:00:00.000"
"Region 10","0","0.1","0.1","0.1","0.4","2","7.6","443","2023-10-11T22:25:00.000","2020-05-30T00:00:00.000"
"Region 10","-0.1","0.1","0.1","0.1","0.8","1.2","4.8","376","2023-10-11T22:25:00.000","2020-06-06T00:00:00.000"
"Region 10","0.1","0.2","0.1","0.1","0.6","1.2","3.2","359.7","2023-10-11T22:25:00.000","2020-06-13T00:00:00.000"
"Region 10","0","0.2","0.1","0","0.4","1.4","2.6","322.3","2023-10-11T22:25:00.000","2020-06-20T00:00:00.000"
"Region 10","0","0.2","0.1","0","0.6","1","2.2","317","2023-10-11T22:25:00.000","2020-06-27T00:00:00.000"
"Region 10","-0.1","0.1","0.1","0.1","0.6","1","2.4","310","2023-10-11T22:25:00.000","2020-07-04T00:00:00.000"
"Region 10","0","0.1","0.1","0","0.4","1.2","2.2","311.3","2023-10-11T22:25:00.000","2020-07-11T00:00:00.000"
"Region 10","0.2","0.3","0.1","0","0.4","1","2","277.3","2023-10-11T22:25:00.000","2020-07-18T00:00:00.000"
"Region 10","-0.1","0.2","0.1","0","0.4","0.8","2","249.3","2023-10-11T22:25:00.000","2020-07-25T00:00:00.000"
"Region 10","0","0.2","0.1","0.1","0.4","0.8","1.8","214.7","2023-10-11T22:25:00.000","2020-08-01T00:00:00.000"
"Region 10","0","0.1","0.1","0","0.4","0.8","1.6","226.3","2023-10-11T22:25:00.000","2020-08-08T00:00:00.000"
"Region 10","0","0.1","0.1","0","0.2","0.8","1.6","234.7","2023-10-11T22:25:00.000","2020-08-15T00:00:00.000"
"Region 10","0","0.1","0.1","0","0.2","0.6","1.4","261","2023-10-11T22:25:00.000","2020-08-22T00:00:00.000"
"Region 10","-0.1","0","0","0","0.4","0.4","1.2","247.3","2023-10-11T22:25:00.000","2020-08-29T00:00:00.000"
"Region 10","0.2","0.2","0","0","0.4","0.6","1.2","226.7","2023-10-11T22:25:00.000","2020-09-05T00:00:00.000"
"Region 10","0.1","0.3","0.1","0","0.4","0.8","1.2","259.3","2023-10-11T22:25:00.000","2020-09-12T00:00:00.000"
"Region 10","0","0.3","0.1","0","0.4","0.8","1.4","318.3","2023-10-11T22:25:00.000","2020-09-19T00:00:00.000"
"Region 10","-0.2","0.1","0.1","0","0.8","0.8","1.6","439","2023-10-11T22:25:00.000","2020-09-26T00:00:00.000"
"Region 10","0","0.1","0.1","0","1","1.2","2","578.7","2023-10-11T22:25:00.000","2020-10-03T00:00:00.000"
"Region 10","0.1","0.2","0.1","0","0.8","1.8","2.6","714.7","2023-10-11T22:25:00.000","2020-10-10T00:00:00.000"
"Region 10","0","0.2","0.1","0","0.8","1.8","3","825.3","2023-10-11T22:25:00.000","2020-10-17T00:00:00.000"
"Region 10","-0.1","0.1","0.1","0","1","1.6","3.4","897.7","2023-10-11T22:25:00.000","2020-10-24T00:00:00.000"
"Region 10","-0.1","0","0","0","0.6","1.8","3.6","1166.7","2023-10-11T22:25:00.000","2020-10-31T00:00:00.000"
"Region 10","0","0","0.1","0","0.2","1.6","3.2","1575.3","2023-10-11T22:25:00.000","2020-11-07T00:00:00.000"
"Region 10","0","0","0","0","0.2","0.8","2.6","2170.3","2023-10-11T22:25:00.000","2020-11-14T00:00:00.000"
"Region 10","0","0","0","0","0.6","0.4","2","2508.3","2023-10-11T22:25:00.000","2020-11-21T00:00:00.000"
"Region 10","0","0","0","0","1","0.8","1.6","2805","2023-10-11T22:25:00.000","2020-11-28T00:00:00.000"
"Region 10","0","0.1","0","0","1","1.6","2","2780.3","2023-10-11T22:25:00.000","2020-12-05T00:00:00.000"
"Region 10","0","0.1","0","0","1.4","2","2.8","2789.7","2023-10-11T22:25:00.000","2020-12-12T00:00:00.000"
"Region 10","0","0.1","0","0","1.6","2.4","4","2604","2023-10-11T22:25:00.000","2020-12-19T00:00:00.000"
"Region 10","0","0","0","0","1.6","3","5","2616","2023-10-11T22:25:00.000","2020-12-26T00:00:00.000"
"Region 10","0","0.1","0","0","1","3.2","5.6","2688.7","2023-10-11T22:25:00.000","2021-01-02T00:00:00.000"
"Region 10","0","0","0","0","1","2.6","5.6","2777","2023-10-11T22:25:00.000","2021-01-09T00:00:00.000"
"Region 10","0","0","0","0","1","2","5.2","2730.7","2023-10-11T22:25:00.000","2021-01-16T00:00:00.000"
"Region 10","0","0","0","0","0.8","2","4.6","2693.3","2023-10-11T22:25:00.000","2021-01-23T00:00:00.000"
"Region 10","0","0","0","0","0.4","1.8","3.8","2686","2023-10-11T22:25:00.000","2021-01-30T00:00:00.000"
"Region 10","0","0","0","0","0.4","1.2","3.2","2352","2023-10-11T22:25:00.000","2021-02-06T00:00:00.000"
"Region 10","0","0","0","0","0.4","0.8","2.6","2193","2023-10-11T22:25:00.000","2021-02-13T00:00:00.000"
"Region 10","0","0","0","0","0","0.8","2","2064.3","2023-10-11T22:25:00.000","2021-02-20T00:00:00.000"
"Region 10","0","0","0","0","0.2","0.4","1.2","2248","2023-10-11T22:25:00.000","2021-02-27T00:00:00.000"
"Region 10","0","0","0","0","0.8","0.2","1","2165.7","2023-10-11T22:25:00.000","2021-03-06T00:00:00.000"
"Region 10","0.1","0.1","0","0","0.8","1","1.4","2016.3","2023-10-11T22:25:00.000","2021-03-13T00:00:00.000"
"Region 10","0","0.1","0","0","1.2","1.6","1.8","2000","2023-10-11T22:25:00.000","2021-03-20T00:00:00.000"
"Region 10","0","0.1","0","0","1.4","2","3","2000.3","2023-10-11T22:25:00.000","2021-03-27T00:00:00.000"
"Region 10","0","0","0","0","1.4","2.6","4.2","2069.3","2023-10-11T22:25:00.000","2021-04-03T00:00:00.000"
"Region 10","0","0.1","0","0","0.8","2.8","4.8","2095","2023-10-11T22:25:00.000","2021-04-10T00:00:00.000"
"Region 10","0","0","0","0","1.6","2.2","4.8","2210.3","2023-10-11T22:25:00.000","2021-04-17T00:00:00.000"
"Region 10","0","0.1","0","0","1.6","2.4","5.2","2236","2023-10-11T22:25:00.000","2021-04-24T00:00:00.000"
"Region 10","0","0.1","0","0","1.6","3.2","5.4","2236","2023-10-11T22:25:00.000","2021-05-01T00:00:00.000"
"Region 10","0","0.1","0","0","2","3.2","5.6","2182.7","2023-10-11T22:25:00.000","2021-05-08T00:00:00.000"
"Region 10","0","0.1","0","0","2.2","3.6","6.8","2139.7","2023-10-11T22:25:00.000","2021-05-15T00:00:00.000"
"Region 10","0","0.1","0","0","2.2","4.2","7.4","1963.7","2023-10-11T22:25:00.000","2021-05-22T00:00:00.000"
"Region 10","0.1","0.1","0.1","0","2.6","4.4","8","1846.3","2023-10-11T22:25:00.000","2021-05-29T00:00:00.000"
"Region 10","0","0.2","0.1","0","3.2","4.8","9","1727.3","2023-10-11T22:25:00.000","2021-06-05T00:00:00.000"
"Region 10","0.1","0.2","0.1","0","4.2","5.8","10.2","1743.7","2023-10-11T22:25:00.000","2021-06-12T00:00:00.000"
"Region 10","0.1","0.3","0.1","0","6.4","7.4","12.2","1659","2023-10-11T22:25:00.000","2021-06-19T00:00:00.000"
"Region 10","0.3","0.6","0.1","0","8","10.6","16.4","1455.7","2023-10-11T22:25:00.000","2021-06-26T00:00:00.000"
"Region 10","0.2","0.8","0.2","0","12","14.4","21.8","1447.3","2023-10-11T22:25:00.000","2021-07-03T00:00:00.000"
"Region 10","0.3","1.1","0.3","0.1","15.6","20","30.6","1501.3","2023-10-11T22:25:00.000","2021-07-10T00:00:00.000"
"Region 10","0","1.1","0.4","0.1","20.2","27.6","42","1785","2023-10-11T22:25:00.000","2021-07-17T00:00:00.000"
"Region 10","0.2","1.3","0.5","0.1","29.2","35.8","55.8","1986.7","2023-10-11T22:25:00.000","2021-07-24T00:00:00.000"
"Region 10","0.3","1.6","0.5","0.2","35.8","49.4","77","2265","2023-10-11T22:25:00.000","2021-07-31T00:00:00.000"
"Region 10","0.2","1.8","0.7","0.2","44","65","100.8","2491.3","2023-10-11T22:25:00.000","2021-08-07T00:00:00.000"
"Region 10","0.3","2.1","0.7","0.2","59.8","79.8","129.2","2677.7","2023-10-11T22:25:00.000","2021-08-14T00:00:00.000"
"Region 10","0.5","2.6","0.8","0.3","76","103.8","168.8","2718","2023-10-11T22:25:00.000","2021-08-21T00:00:00.000"
