"state","year","month","period","indicator","data_value","percent_complete","percent_pending_investigation","state_name","footnote","footnote_symbol","predicted_value"
"AL","2015","December","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.310595635934736","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2016","January","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.302766454268413","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2016","February","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.282860251211552","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2016","March","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.282037022324621","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2016","April","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.27981187116747","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2016","May","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.283106650036626","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2016","June","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.264754114555549","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2016","July","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.278199790856895","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2016","August","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.264008196075341","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2016","September","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.265695729187168","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2016","October","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.287011736027836","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2016","November","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.275875562512229","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2016","December","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.270265015263168","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2017","January","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.259428482924185","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2017","February","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.256101819875053","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2017","March","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.251606410157157","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2017","April","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.231687068000154","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2017","May","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.213695781914791","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2017","June","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.205769230769231","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2017","July","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.188334774670895","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2017","August","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.184349495919347","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2017","September","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.174222698728749","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AL","2017","October","12 month-ending","Psychostimulants with abuse potential (T43.6)",,"100","0.158800007653012","Alabama","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
