"data_as_of","start_date","end_date","group","year","month","state","condition_group","condition","icd10_codes","age_group","covid_19_deaths","number_of_mentions","flag"
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","55-64","238","259",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","65-74","352","389",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","75-84","373","400",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","85+","308","321",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages","1393","1505",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Hypertensive diseases","I10-I15","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Hypertensive diseases","I10-I15","25-34","13","13",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Hypertensive diseases","I10-I15","35-44","25","25",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Hypertensive diseases","I10-I15","45-54","116","118",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Hypertensive diseases","I10-I15","55-64","302","306",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Hypertensive diseases","I10-I15","65-74","573","580",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Hypertensive diseases","I10-I15","75-84","787","801",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Hypertensive diseases","I10-I15","85+","1047","1071",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Hypertensive diseases","I10-I15","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages","2864","2915",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Ischemic heart disease","I20-I25","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Ischemic heart disease","I20-I25","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Ischemic heart disease","I20-I25","35-44","13","14",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Ischemic heart disease","I20-I25","45-54","57","58",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Ischemic heart disease","I20-I25","55-64","211","239",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Ischemic heart disease","I20-I25","65-74","476","521",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Ischemic heart disease","I20-I25","75-84","677","730",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Ischemic heart disease","I20-I25","85+","731","793",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Ischemic heart disease","I20-I25","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages","2171","2361",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cardiac arrest","I46","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cardiac arrest","I46","25-34","23","23",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cardiac arrest","I46","35-44","35","35",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cardiac arrest","I46","45-54","78","78",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cardiac arrest","I46","55-64","173","174",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cardiac arrest","I46","65-74","239","239",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cardiac arrest","I46","75-84","229","230",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cardiac arrest","I46","85+","165","165",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cardiac arrest","I46","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cardiac arrest","I46","All Ages","948","950",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","35-44","14","14",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","45-54","45","45",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","55-64","174","179",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","65-74","361","374",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","75-84","569","586",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","85+","773","790",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages","1940","1993",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Heart failure","I50","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Heart failure","I50","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Heart failure","I50","35-44","11","11",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Heart failure","I50","45-54","60","60",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Heart failure","I50","55-64","178","178",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Heart failure","I50","65-74","376","376",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Heart failure","I50","75-84","623","624",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Heart failure","I50","85+","875","876",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Heart failure","I50","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Heart failure","I50","All Ages","2130","2132",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cerebrovascular diseases","I60-I69","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cerebrovascular diseases","I60-I69","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cerebrovascular diseases","I60-I69","35-44","13","13",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cerebrovascular diseases","I60-I69","45-54","40","42",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cerebrovascular diseases","I60-I69","55-64","125","131",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cerebrovascular diseases","I60-I69","65-74","266","277",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cerebrovascular diseases","I60-I69","75-84","347","358",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cerebrovascular diseases","I60-I69","85+","449","465",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cerebrovascular diseases","I60-I69","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages","1249","1296",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","25-34","23","24",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","35-44","44","50",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","45-54","108","125",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","55-64","244","264",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","65-74","422","467",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","75-84","442","483",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","85+","474","525",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages","1763","1944",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Sepsis","Sepsis","A40-A41","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Sepsis","Sepsis","A40-A41","25-34","19","19",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Sepsis","Sepsis","A40-A41","35-44","49","50",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Sepsis","Sepsis","A40-A41","45-54","145","145",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Sepsis","Sepsis","A40-A41","55-64","368","370",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Sepsis","Sepsis","A40-A41","65-74","615","616",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Sepsis","Sepsis","A40-A41","75-84","583","584",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Sepsis","Sepsis","A40-A41","85+","395","395",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Sepsis","Sepsis","A40-A41","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Sepsis","Sepsis","A40-A41","All Ages","2182","2187",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Malignant neoplasms","Malignant neoplasms","C00-C97","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Malignant neoplasms","Malignant neoplasms","C00-C97","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Malignant neoplasms","Malignant neoplasms","C00-C97","35-44","15","18",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Malignant neoplasms","Malignant neoplasms","C00-C97","45-54","59","68",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Malignant neoplasms","Malignant neoplasms","C00-C97","55-64","197","232",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Malignant neoplasms","Malignant neoplasms","C00-C97","65-74","355","415",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Malignant neoplasms","Malignant neoplasms","C00-C97","75-84","414","480",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Malignant neoplasms","Malignant neoplasms","C00-C97","85+","299","335",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Malignant neoplasms","Malignant neoplasms","C00-C97","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages","1345","1555",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Diabetes","Diabetes","E10-E14","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Diabetes","Diabetes","E10-E14","25-34","15","15",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Diabetes","Diabetes","E10-E14","35-44","40","42",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Diabetes","Diabetes","E10-E14","45-54","154","155",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Diabetes","Diabetes","E10-E14","55-64","396","399",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Diabetes","Diabetes","E10-E14","65-74","677","683",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Diabetes","Diabetes","E10-E14","75-84","683","697",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Diabetes","Diabetes","E10-E14","85+","497","498",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Diabetes","Diabetes","E10-E14","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Diabetes","Diabetes","E10-E14","All Ages","2466","2493",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Obesity","Obesity","E65-E68","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Obesity","Obesity","E65-E68","25-34","30","30",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Obesity","Obesity","E65-E68","35-44","49","49",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Obesity","Obesity","E65-E68","45-54","82","82",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Obesity","Obesity","E65-E68","55-64","166","169",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Obesity","Obesity","E65-E68","65-74","149","149",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Obesity","Obesity","E65-E68","75-84","53","53",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Obesity","Obesity","E65-E68","85+","12","12",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Obesity","Obesity","E65-E68","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Obesity","Obesity","E65-E68","All Ages","547","550",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Alzheimer disease","Alzheimer disease","G30","0-24","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Alzheimer disease","Alzheimer disease","G30","25-34","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Alzheimer disease","Alzheimer disease","G30","35-44","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Alzheimer disease","Alzheimer disease","G30","45-54","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Alzheimer disease","Alzheimer disease","G30","55-64",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Alzheimer disease","Alzheimer disease","G30","65-74","39","39",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Alzheimer disease","Alzheimer disease","G30","75-84","176","176",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Alzheimer disease","Alzheimer disease","G30","85+","355","355",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Alzheimer disease","Alzheimer disease","G30","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Alzheimer disease","Alzheimer disease","G30","All Ages","573","573",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","0-24","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","25-34","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","35-44","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","45-54",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","55-64","25","25",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","65-74","167","167",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","75-84","634","635",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","85+","1347","1353",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages","2176","2183",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Renal failure","Renal failure","N17-N19","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Renal failure","Renal failure","N17-N19","25-34","15","15",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Renal failure","Renal failure","N17-N19","35-44","40","42",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Renal failure","Renal failure","N17-N19","45-54","161","170",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Renal failure","Renal failure","N17-N19","55-64","413","435",
