"data_as_of","start_date","end_date","group","year","month","state","condition_group","condition","icd10_codes","age_group","covid_19_deaths","number_of_mentions","flag"
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Circulatory diseases","Cerebrovascular diseases","I60-I69","85+",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Circulatory diseases","Cerebrovascular diseases","I60-I69","Not stated","0","0",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Circulatory diseases","Cerebrovascular diseases","I60-I69","Not stated","0","0",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Circulatory diseases","Cerebrovascular diseases","I60-I69","Not stated","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Circulatory diseases","Cerebrovascular diseases","I60-I69","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages","92","94",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages","111","113",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages","110","117",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages","18","18",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","0-24","0","0",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","0-24","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","25-34","0","0",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","25-34","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","35-44",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","35-44","20","23",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","35-44",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","35-44",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","45-54","13","13",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","45-54","25","28",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","45-54","13","14",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","45-54","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","55-64","18","18",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","55-64","33","37",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","55-64","24","27",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","55-64",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","65-74","23","24",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","65-74","54","60",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","65-74","43","45",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","65-74",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","75-84","38","43",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","75-84","31","34",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","75-84","51","55",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","75-84",,"11","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","85+","25","26",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","85+","31","33",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","85+","35","40",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","85+","17","19",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","Not stated","0","0",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","Not stated","0","0",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","Not stated","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages","123","131",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages","204","227",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages","175","190",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages","36","41",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Sepsis","Sepsis","A40-A41","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Sepsis","Sepsis","A40-A41","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Sepsis","Sepsis","A40-A41","0-24","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Sepsis","Sepsis","A40-A41","0-24","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Sepsis","Sepsis","A40-A41","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Sepsis","Sepsis","A40-A41","25-34","15","15",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Sepsis","Sepsis","A40-A41","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Sepsis","Sepsis","A40-A41","25-34","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Sepsis","Sepsis","A40-A41","35-44","10","10",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Sepsis","Sepsis","A40-A41","35-44","17","17",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Sepsis","Sepsis","A40-A41","35-44","10","10",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Sepsis","Sepsis","A40-A41","35-44",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Sepsis","Sepsis","A40-A41","45-54","23","23",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Sepsis","Sepsis","A40-A41","45-54","26","26",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Sepsis","Sepsis","A40-A41","45-54","18","18",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Sepsis","Sepsis","A40-A41","45-54",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Sepsis","Sepsis","A40-A41","55-64","34","34",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Sepsis","Sepsis","A40-A41","55-64","57","57",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Sepsis","Sepsis","A40-A41","55-64","29","29",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Sepsis","Sepsis","A40-A41","55-64",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Sepsis","Sepsis","A40-A41","65-74","48","48",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Sepsis","Sepsis","A40-A41","65-74","63","63",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Sepsis","Sepsis","A40-A41","65-74","35","35",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Sepsis","Sepsis","A40-A41","65-74",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Sepsis","Sepsis","A40-A41","75-84","45","45",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Sepsis","Sepsis","A40-A41","75-84","54","54",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Sepsis","Sepsis","A40-A41","75-84","35","35",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Sepsis","Sepsis","A40-A41","75-84","12","12",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Sepsis","Sepsis","A40-A41","85+","27","27",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Sepsis","Sepsis","A40-A41","85+","23","23",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Sepsis","Sepsis","A40-A41","85+","23","23",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Sepsis","Sepsis","A40-A41","85+","14","14",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Sepsis","Sepsis","A40-A41","Not stated","0","0",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Sepsis","Sepsis","A40-A41","Not stated","0","0",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Sepsis","Sepsis","A40-A41","Not stated","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Sepsis","Sepsis","A40-A41","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Sepsis","Sepsis","A40-A41","All Ages","197","197",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Sepsis","Sepsis","A40-A41","All Ages","258","258",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Sepsis","Sepsis","A40-A41","All Ages","153","153",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Sepsis","Sepsis","A40-A41","All Ages","34","34",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","0-24","0","0",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","0-24","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","0-24","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","25-34","0","0",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","25-34","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","35-44","0","0",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","35-44",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","35-44",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","35-44","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","45-54",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","45-54",,"12","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","45-54",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","45-54","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","55-64","13","17",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","55-64","28","32",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","55-64","24","24",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","55-64",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","65-74","17","17",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","65-74","40","48",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","65-74","34","39",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","65-74",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","75-84","30","32",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","75-84","33","35",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","75-84","41","45",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","75-84","10","11",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","85+","24","26",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","85+","19","21",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","85+","27","31",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","85+",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","Not stated","0","0",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","Not stated","0","0",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","Not stated","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages","87","95",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages","132","154",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages","131","145",
