stateabbr,measureid,data_value_type,data_value,population
NC,INDEPLIVE,AgeAdjPrv,8.1,10835491
NC,INDEPLIVE,CrdPrv,8.2,10835491
NC,LACKTRPT,AgeAdjPrv,8.8,10835491
NC,LACKTRPT,CrdPrv,8.4,10835491
NC,LONELINESS,AgeAdjPrv,33.3,10835491
NC,LONELINESS,CrdPrv,32.5,10835491
NC,LPA,AgeAdjPrv,23.1,10835491
NC,LPA,CrdPrv,23.8,10835491
NC,MAMMOUSE,AgeAdjPrv,78.4,10835491
NC,MAMMOUSE,CrdPrv,78.7,10835491
NC,MHLTH,AgeAdjPrv,17.3,10835491
NC,MHLTH,CrdPrv,16.5,10835491
NC,MOBILITY,AgeAdjPrv,12.6,10835491
NC,MOBILITY,CrdPrv,14.2,10835491
NC,OBESITY,AgeAdjPrv,35.2,10835491
NC,OBESITY,CrdPrv,35.1,10835491
NC,PHLTH,AgeAdjPrv,12.0,10835491
NC,PHLTH,CrdPrv,12.6,10835491
NC,SELFCARE,AgeAdjPrv,3.7,10835491
NC,SELFCARE,CrdPrv,4.0,10835491
NC,SHUTUTILITY,AgeAdjPrv,8.8,10835491
NC,SHUTUTILITY,CrdPrv,8.2,10835491
NC,SLEEP,AgeAdjPrv,35.1,10835491
NC,SLEEP,CrdPrv,34.3,10835491
NC,STROKE,AgeAdjPrv,3.2,10835491
NC,STROKE,CrdPrv,3.6,10835491
NC,TEETHLOST,AgeAdjPrv,14.2,10835491
NC,TEETHLOST,CrdPrv,13.9,10835491
NC,VISION,AgeAdjPrv,5.1,10835491
NC,VISION,CrdPrv,5.3,10835491
ND,ACCESS2,AgeAdjPrv,7.4,783926
ND,ACCESS2,CrdPrv,7.3,783926
ND,ARTHRITIS,AgeAdjPrv,23.5,783926
ND,ARTHRITIS,CrdPrv,25.3,783926
ND,BINGE,AgeAdjPrv,22.3,783926
ND,BINGE,CrdPrv,21.3,783926
ND,BPHIGH,AgeAdjPrv,30.1,783926
ND,BPHIGH,CrdPrv,31.8,783926
ND,BPMED,AgeAdjPrv,58.8,783926
ND,BPMED,CrdPrv,76.2,783926
ND,CANCER,AgeAdjPrv,7.2,783926
ND,CANCER,CrdPrv,8.1,783926
ND,CASTHMA,AgeAdjPrv,10.2,783926
ND,CASTHMA,CrdPrv,10.1,783926
ND,CHD,AgeAdjPrv,5.4,783926
ND,CHD,CrdPrv,6.1,783926
ND,CHECKUP,AgeAdjPrv,73.3,783926
ND,CHECKUP,CrdPrv,74.4,783926
ND,CHOLSCREEN,AgeAdjPrv,82.2,783926
ND,CHOLSCREEN,CrdPrv,82.7,783926
ND,COGNITION,AgeAdjPrv,12.8,783926
ND,COGNITION,CrdPrv,12.6,783926
ND,COLON_SCREEN,AgeAdjPrv,59.1,783926
ND,COLON_SCREEN,CrdPrv,64.8,783926
ND,COPD,AgeAdjPrv,5.4,783926
ND,COPD,CrdPrv,5.9,783926
ND,CSMOKING,AgeAdjPrv,13.9,783926
ND,CSMOKING,CrdPrv,13.2,783926
ND,DENTAL,AgeAdjPrv,63.9,783926
ND,DENTAL,CrdPrv,64.4,783926
ND,DEPRESSION,AgeAdjPrv,21.7,783926
ND,DEPRESSION,CrdPrv,21.3,783926
ND,DIABETES,AgeAdjPrv,9.1,783926
ND,DIABETES,CrdPrv,9.8,783926
ND,DISABILITY,AgeAdjPrv,26.6,783926
ND,DISABILITY,CrdPrv,27.7,783926
ND,EMOTIONSPT,AgeAdjPrv,21.0,783926
ND,EMOTIONSPT,CrdPrv,20.6,783926
ND,FOODINSECU,AgeAdjPrv,11.3,783926
ND,FOODINSECU,CrdPrv,10.8,783926
ND,FOODSTAMP,AgeAdjPrv,7.2,783926
ND,FOODSTAMP,CrdPrv,6.8,783926
ND,GHLTH,AgeAdjPrv,15.8,783926
ND,GHLTH,CrdPrv,16.1,783926
ND,HEARING,AgeAdjPrv,7.0,783926
ND,HEARING,CrdPrv,7.8,783926
ND,HIGHCHOL,AgeAdjPrv,30.5,783926
ND,HIGHCHOL,CrdPrv,33.8,783926
ND,HOUSINSECU,AgeAdjPrv,9.6,783926
ND,HOUSINSECU,CrdPrv,8.9,783926
ND,INDEPLIVE,AgeAdjPrv,7.0,783926
ND,INDEPLIVE,CrdPrv,7.1,783926
ND,LACKTRPT,AgeAdjPrv,6.7,783926
ND,LACKTRPT,CrdPrv,6.5,783926
ND,LONELINESS,AgeAdjPrv,29.7,783926
ND,LONELINESS,CrdPrv,29.6,783926
ND,LPA,AgeAdjPrv,21.6,783926
ND,LPA,CrdPrv,21.9,783926
ND,MAMMOUSE,AgeAdjPrv,77.4,783926
ND,MAMMOUSE,CrdPrv,77.9,783926
ND,MHLTH,AgeAdjPrv,14.7,783926
ND,MHLTH,CrdPrv,14.2,783926
ND,MOBILITY,AgeAdjPrv,10.3,783926
ND,MOBILITY,CrdPrv,11.2,783926
ND,OBESITY,AgeAdjPrv,37.4,783926
ND,OBESITY,CrdPrv,36.6,783926
ND,PHLTH,AgeAdjPrv,11.1,783926
ND,PHLTH,CrdPrv,11.4,783926
ND,SELFCARE,AgeAdjPrv,3.0,783926
ND,SELFCARE,CrdPrv,3.1,783926
ND,SHUTUTILITY,AgeAdjPrv,6.3,783926
ND,SHUTUTILITY,CrdPrv,5.8,783926
ND,SLEEP,AgeAdjPrv,33.7,783926
ND,SLEEP,CrdPrv,32.7,783926
ND,STROKE,AgeAdjPrv,2.7,783926
ND,STROKE,CrdPrv,3.1,783926
ND,TEETHLOST,AgeAdjPrv,11.2,783926
ND,TEETHLOST,CrdPrv,10.9,783926
ND,VISION,AgeAdjPrv,4.0,783926
ND,VISION,CrdPrv,4.2,783926
NE,ACCESS2,AgeAdjPrv,10.2,1978379
NE,ACCESS2,CrdPrv,9.9,1978379
NE,ARTHRITIS,AgeAdjPrv,21.4,1978379
NE,ARTHRITIS,CrdPrv,23.9,1978379
NE,BINGE,AgeAdjPrv,21.0,1978379
NE,BINGE,CrdPrv,19.7,1978379
NE,BPHIGH,AgeAdjPrv,29.9,1978379
NE,BPHIGH,CrdPrv,32.6,1978379
NE,BPMED,AgeAdjPrv,59.2,1978379
NE,BPMED,CrdPrv,77.5,1978379
NE,CANCER,AgeAdjPrv,7.1,1978379
NE,CANCER,CrdPrv,8.3,1978379
NE,CASTHMA,AgeAdjPrv,9.0,1978379
NE,CASTHMA,CrdPrv,9.0,1978379
NE,CHD,AgeAdjPrv,5.2,1978379
NE,CHD,CrdPrv,6.1,1978379
NE,CHECKUP,AgeAdjPrv,74.3,1978379
NE,CHECKUP,CrdPrv,75.9,1978379
NE,CHOLSCREEN,AgeAdjPrv,82.5,1978379
NE,CHOLSCREEN,CrdPrv,83.7,1978379
NE,COGNITION,AgeAdjPrv,12.4,1978379
NE,COGNITION,CrdPrv,12.1,1978379
NE,COLON_SCREEN,AgeAdjPrv,57.0,1978379
NE,COLON_SCREEN,CrdPrv,62.3,1978379
NE,COPD,AgeAdjPrv,5.4,1978379
NE,COPD,CrdPrv,6.1,1978379
NE,CSMOKING,AgeAdjPrv,13.6,1978379
NE,CSMOKING,CrdPrv,13.2,1978379
NE,DENTAL,AgeAdjPrv,63.9,1978379
NE,DENTAL,CrdPrv,64.3,1978379
NE,DEPRESSION,AgeAdjPrv,18.7,1978379
NE,DEPRESSION,CrdPrv,18.2,1978379
NE,DIABETES,AgeAdjPrv,9.5,1978379
NE,DIABETES,CrdPrv,10.7,1978379
NE,DISABILITY,AgeAdjPrv,26.2,1978379
NE,DISABILITY,CrdPrv,27.4,1978379
NE,EMOTIONSPT,AgeAdjPrv,21.0,1978379
NE,EMOTIONSPT,CrdPrv,20.5,1978379
NE,FOODINSECU,AgeAdjPrv,12.9,1978379
NE,FOODINSECU,CrdPrv,12.3,1978379
NE,FOODSTAMP,AgeAdjPrv,9.0,1978379
NE,FOODSTAMP,CrdPrv,8.5,1978379
NE,GHLTH,AgeAdjPrv,15.6,1978379
NE,GHLTH,CrdPrv,16.1,1978379
NE,HEARING,AgeAdjPrv,6.4,1978379
NE,HEARING,CrdPrv,7.3,1978379
NE,HIGHCHOL,AgeAdjPrv,29.1,1978379
NE,HIGHCHOL,CrdPrv,33.0,1978379
NE,HOUSINSECU,AgeAdjPrv,10.3,1978379
NE,HOUSINSECU,CrdPrv,9.5,1978379
NE,INDEPLIVE,AgeAdjPrv,6.8,1978379
NE,INDEPLIVE,CrdPrv,6.9,1978379
NE,LACKTRPT,AgeAdjPrv,7.0,1978379
NE,LACKTRPT,CrdPrv,6.7,1978379
NE,LONELINESS,AgeAdjPrv,29.8,1978379
NE,LONELINESS,CrdPrv,29.3,1978379
NE,LPA,AgeAdjPrv,23.7,1978379
NE,LPA,CrdPrv,24.4,1978379
NE,MAMMOUSE,AgeAdjPrv,74.1,1978379
NE,MAMMOUSE,CrdPrv,75.0,1978379
NE,MHLTH,AgeAdjPrv,14.8,1978379
NE,MHLTH,CrdPrv,14.1,1978379
NE,MOBILITY,AgeAdjPrv,10.7,1978379
NE,MOBILITY,CrdPrv,12.0,1978379
NE,OBESITY,AgeAdjPrv,38.1,1978379
NE,OBESITY,CrdPrv,37.7,1978379
NE,PHLTH,AgeAdjPrv,11.0,1978379
NE,PHLTH,CrdPrv,11.6,1978379
NE,SELFCARE,AgeAdjPrv,3.0,1978379
NE,SELFCARE,CrdPrv,3.2,1978379
NE,SHUTUTILITY,AgeAdjPrv,7.0,1978379
NE,SHUTUTILITY,CrdPrv,6.4,1978379
NE,SLEEP,AgeAdjPrv,32.1,1978379
NE,SLEEP,CrdPrv,31.3,1978379
NE,STROKE,AgeAdjPrv,2.8,1978379
NE,STROKE,CrdPrv,3.1,1978379
NE,TEETHLOST,AgeAdjPrv,12.7,1978379
NE,TEETHLOST,CrdPrv,12.4,1978379
NE,VISION,AgeAdjPrv,4.2,1978379
NE,VISION,CrdPrv,4.4,1978379
NH,ACCESS2,AgeAdjPrv,7.2,1402054
NH,ACCESS2,CrdPrv,6.8,1402054
NH,ARTHRITIS,AgeAdjPrv,22.8,1402054
NH,ARTHRITIS,CrdPrv,27.6,1402054
NH,BINGE,AgeAdjPrv,17.7,1402054
NH,BINGE,CrdPrv,15.7,1402054
NH,BPHIGH,AgeAdjPrv,28.2,1402054
NH,BPHIGH,CrdPrv,33.0,1402054
NH,BPMED,AgeAdjPrv,55.2,1402054
NH,BPMED,CrdPrv,76.8,1402054
NH,CANCER,AgeAdjPrv,7.7,1402054
NH,CANCER,CrdPrv,9.8,1402054
NH,CASTHMA,AgeAdjPrv,10.6,1402054
NH,CASTHMA,CrdPrv,10.5,1402054
NH,CHD,AgeAdjPrv,4.7,1402054
NH,CHD,CrdPrv,6.0,1402054
NH,CHECKUP,AgeAdjPrv,75.0,1402054
NH,CHECKUP,CrdPrv,77.8,1402054
NH,CHOLSCREEN,AgeAdjPrv,86.2,1402054
NH,CHOLSCREEN,CrdPrv,88.3,1402054
NH,COGNITION,AgeAdjPrv,12.7,1402054
NH,COGNITION,CrdPrv,12.0,1402054
NH,COLON_SCREEN,AgeAdjPrv,63.0,1402054
NH,COLON_SCREEN,CrdPrv,69.5,1402054
NH,COPD,AgeAdjPrv,5.1,1402054
NH,COPD,CrdPrv,6.2,1402054
NH,CSMOKING,AgeAdjPrv,11.0,1402054
NH,CSMOKING,CrdPrv,10.8,1402054
NH,DENTAL,AgeAdjPrv,67.9,1402054
NH,DENTAL,CrdPrv,68.8,1402054
NH,DEPRESSION,AgeAdjPrv,23.7,1402054
NH,DEPRESSION,CrdPrv,22.7,1402054
NH,DIABETES,AgeAdjPrv,7.6,1402054
NH,DIABETES,CrdPrv,9.4,1402054
NH,DISABILITY,AgeAdjPrv,24.3,1402054
NH,DISABILITY,CrdPrv,26.1,1402054
NH,EMOTIONSPT,AgeAdjPrv,22.5,1402054
NH,EMOTIONSPT,CrdPrv,21.7,1402054
NH,FOODINSECU,AgeAdjPrv,10.1,1402054
NH,FOODINSECU,CrdPrv,9.5,1402054
NH,FOODSTAMP,AgeAdjPrv,6.9,1402054
NH,FOODSTAMP,CrdPrv,6.5,1402054
NH,GHLTH,AgeAdjPrv,13.5,1402054
NH,GHLTH,CrdPrv,14.5,1402054
NH,HEARING,AgeAdjPrv,6.0,1402054
NH,HEARING,CrdPrv,7.2,1402054
NH,HIGHCHOL,AgeAdjPrv,29.7,1402054
NH,HIGHCHOL,CrdPrv,35.2,1402054
NH,HOUSINSECU,AgeAdjPrv,9.0,1402054
NH,HOUSINSECU,CrdPrv,8.1,1402054
NH,INDEPLIVE,AgeAdjPrv,6.4,1402054
NH,INDEPLIVE,CrdPrv,6.6,1402054
NH,LACKTRPT,AgeAdjPrv,6.1,1402054
NH,LACKTRPT,CrdPrv,5.6,1402054
NH,LONELINESS,AgeAdjPrv,32.0,1402054
NH,LONELINESS,CrdPrv,30.6,1402054
NH,LPA,AgeAdjPrv,19.6,1402054
NH,LPA,CrdPrv,20.7,1402054
NH,MAMMOUSE,AgeAdjPrv,78.3,1402054
NH,MAMMOUSE,CrdPrv,78.8,1402054
NH,MHLTH,AgeAdjPrv,16.6,1402054
NH,MHLTH,CrdPrv,15.3,1402054
NH,MOBILITY,AgeAdjPrv,9.3,1402054
NH,MOBILITY,CrdPrv,11.3,1402054
NH,OBESITY,AgeAdjPrv,31.7,1402054
NH,OBESITY,CrdPrv,31.8,1402054
NH,PHLTH,AgeAdjPrv,10.8,1402054
NH,PHLTH,CrdPrv,11.7,1402054
NH,SELFCARE,AgeAdjPrv,2.6,1402054
NH,SELFCARE,CrdPrv,2.9,1402054
NH,SHUTUTILITY,AgeAdjPrv,6.0,1402054
NH,SHUTUTILITY,CrdPrv,5.4,1402054
NH,SLEEP,AgeAdjPrv,34.0,1402054
NH,SLEEP,CrdPrv,32.9,1402054
NH,STROKE,AgeAdjPrv,2.5,1402054
NH,STROKE,CrdPrv,3.1,1402054
NH,TEETHLOST,AgeAdjPrv,9.4,1402054
NH,TEETHLOST,CrdPrv,8.9,1402054
NH,VISION,AgeAdjPrv,3.4,1402054
NH,VISION,CrdPrv,3.8,1402054
NJ,ACCESS2,AgeAdjPrv,11.8,9290841
NJ,ACCESS2,CrdPrv,11.3,9290841
NJ,ARTHRITIS,AgeAdjPrv,19.0,9290841
NJ,ARTHRITIS,CrdPrv,22.3,9290841
NJ,BINGE,AgeAdjPrv,16.9,9290841
NJ,BINGE,CrdPrv,15.5,9290841
NJ,BPHIGH,AgeAdjPrv,29.3,9290841
NJ,BPHIGH,CrdPrv,32.9,9290841
NJ,BPMED,AgeAdjPrv,58.0,9290841
NJ,BPMED,CrdPrv,77.2,9290841
NJ,CANCER,AgeAdjPrv,6.1,9290841
NJ,CANCER,CrdPrv,7.5,9290841
NJ,CASTHMA,AgeAdjPrv,8.9,9290841
NJ,CASTHMA,CrdPrv,8.9,9290841
NJ,CHD,AgeAdjPrv,4.7,9290841
NJ,CHD,CrdPrv,5.6,9290841
NJ,CHECKUP,AgeAdjPrv,76.1,9290841
NJ,CHECKUP,CrdPrv,78.0,9290841
NJ,CHOLSCREEN,AgeAdjPrv,87.7,9290841
NJ,CHOLSCREEN,CrdPrv,89.1,9290841
NJ,COGNITION,AgeAdjPrv,12.0,9290841
NJ,COGNITION,CrdPrv,11.6,9290841
NJ,COLON_SCREEN,AgeAdjPrv,58.8,9290841
NJ,COLON_SCREEN,CrdPrv,63.4,9290841
NJ,COPD,AgeAdjPrv,4.4,9290841
NJ,COPD,CrdPrv,5.1,9290841
NJ,CSMOKING,AgeAdjPrv,11.0,9290841
NJ,CSMOKING,CrdPrv,10.9,9290841
NJ,DENTAL,AgeAdjPrv,65.3,9290841
NJ,DENTAL,CrdPrv,65.9,9290841
NJ,DEPRESSION,AgeAdjPrv,15.7,9290841
NJ,DEPRESSION,CrdPrv,15.1,9290841
NJ,DIABETES,AgeAdjPrv,9.4,9290841
NJ,DIABETES,CrdPrv,10.9,9290841
NJ,DISABILITY,AgeAdjPrv,23.6,9290841
NJ,DISABILITY,CrdPrv,24.8,9290841
NJ,EMOTIONSPT,AgeAdjPrv,24.6,9290841
NJ,EMOTIONSPT,CrdPrv,24.0,9290841
NJ,FOODINSECU,AgeAdjPrv,14.9,9290841
NJ,FOODINSECU,CrdPrv,14.4,9290841
NJ,FOODSTAMP,AgeAdjPrv,8.7,9290841
NJ,FOODSTAMP,CrdPrv,8.4,9290841
NJ,GHLTH,AgeAdjPrv,16.3,9290841
NJ,GHLTH,CrdPrv,17.1,9290841
NJ,HEARING,AgeAdjPrv,4.9,9290841
NJ,HEARING,CrdPrv,5.7,9290841
NJ,HIGHCHOL,AgeAdjPrv,34.6,9290841
NJ,HIGHCHOL,CrdPrv,39.3,9290841
NJ,HOUSINSECU,AgeAdjPrv,13.2,9290841
NJ,HOUSINSECU,CrdPrv,12.3,9290841
NJ,INDEPLIVE,AgeAdjPrv,6.5,9290841
NJ,INDEPLIVE,CrdPrv,6.6,9290841
NJ,LACKTRPT,AgeAdjPrv,7.8,9290841
NJ,LACKTRPT,CrdPrv,7.4,9290841
NJ,LONELINESS,AgeAdjPrv,33.5,9290841
NJ,LONELINESS,CrdPrv,32.5,9290841
NJ,LPA,AgeAdjPrv,24.0,9290841
NJ,LPA,CrdPrv,24.8,9290841
NJ,MAMMOUSE,AgeAdjPrv,75.2,9290841
NJ,MAMMOUSE,CrdPrv,75.7,9290841
NJ,MHLTH,AgeAdjPrv,15.6,9290841
NJ,MHLTH,CrdPrv,14.7,9290841
NJ,MOBILITY,AgeAdjPrv,9.8,9290841
NJ,MOBILITY,CrdPrv,11.3,9290841
NJ,OBESITY,AgeAdjPrv,28.8,9290841
NJ,OBESITY,CrdPrv,28.9,9290841
NJ,PHLTH,AgeAdjPrv,11.4,9290841
NJ,PHLTH,CrdPrv,12.2,9290841
NJ,SELFCARE,AgeAdjPrv,3.0,9290841
NJ,SELFCARE,CrdPrv,3.3,9290841
NJ,SHUTUTILITY,AgeAdjPrv,7.5,9290841
NJ,SHUTUTILITY,CrdPrv,7.0,9290841
NJ,SLEEP,AgeAdjPrv,38.4,9290841
NJ,SLEEP,CrdPrv,37.6,9290841
NJ,STROKE,AgeAdjPrv,2.6,9290841
NJ,STROKE,CrdPrv,3.1,9290841
NJ,TEETHLOST,AgeAdjPrv,9.9,9290841
NJ,TEETHLOST,CrdPrv,9.7,9290841
NJ,VISION,AgeAdjPrv,4.4,9290841
NJ,VISION,CrdPrv,4.7,9290841
NM,ACCESS2,AgeAdjPrv,16.1,2114371
NM,ACCESS2,CrdPrv,15.6,2114371
NM,ARTHRITIS,AgeAdjPrv,22.0,2114371
NM,ARTHRITIS,CrdPrv,25.6,2114371
NM,BINGE,AgeAdjPrv,15.0,2114371
NM,BINGE,CrdPrv,13.7,2114371
NM,BPHIGH,AgeAdjPrv,30.7,2114371
NM,BPHIGH,CrdPrv,34.3,2114371
NM,BPMED,AgeAdjPrv,52.8,2114371
NM,BPMED,CrdPrv,73.3,2114371
NM,CANCER,AgeAdjPrv,5.9,2114371
NM,CANCER,CrdPrv,7.4,2114371
NM,CASTHMA,AgeAdjPrv,10.0,2114371
NM,CASTHMA,CrdPrv,9.9,2114371
NM,CHD,AgeAdjPrv,5.9,2114371
NM,CHD,CrdPrv,7.2,2114371
NM,CHECKUP,AgeAdjPrv,66.3,2114371
NM,CHECKUP,CrdPrv,68.9,2114371
NM,CHOLSCREEN,AgeAdjPrv,81.7,2114371
NM,CHOLSCREEN,CrdPrv,83.3,2114371
NM,COGNITION,AgeAdjPrv,16.2,2114371
NM,COGNITION,CrdPrv,15.6,2114371
NM,COLON_SCREEN,AgeAdjPrv,51.4,2114371
NM,COLON_SCREEN,CrdPrv,57.4,2114371
NM,COPD,AgeAdjPrv,5.7,2114371
NM,COPD,CrdPrv,6.6,2114371
NM,CSMOKING,AgeAdjPrv,13.9,2114371
NM,CSMOKING,CrdPrv,13.5,2114371
NM,DENTAL,AgeAdjPrv,60.4,2114371
NM,DENTAL,CrdPrv,61.2,2114371
NM,DEPRESSION,AgeAdjPrv,23.9,2114371
NM,DEPRESSION,CrdPrv,23.2,2114371
NM,DIABETES,AgeAdjPrv,11.5,2114371
NM,DIABETES,CrdPrv,13.2,2114371
NM,DISABILITY,AgeAdjPrv,32.5,2114371
NM,DISABILITY,CrdPrv,34.1,2114371
NM,EMOTIONSPT,AgeAdjPrv,25.2,2114371
NM,EMOTIONSPT,CrdPrv,24.6,2114371
NM,FOODINSECU,AgeAdjPrv,22.2,2114371
NM,FOODINSECU,CrdPrv,21.1,2114371
NM,FOODSTAMP,AgeAdjPrv,18.0,2114371
NM,FOODSTAMP,CrdPrv,17.1,2114371
NM,GHLTH,AgeAdjPrv,23.2,2114371
NM,GHLTH,CrdPrv,24.1,2114371
NM,HEARING,AgeAdjPrv,7.2,2114371
NM,HEARING,CrdPrv,8.5,2114371
NM,HIGHCHOL,AgeAdjPrv,30.1,2114371
NM,HIGHCHOL,CrdPrv,35.0,2114371
NM,HOUSINSECU,AgeAdjPrv,18.2,2114371
NM,HOUSINSECU,CrdPrv,16.6,2114371
NM,INDEPLIVE,AgeAdjPrv,9.2,2114371
NM,INDEPLIVE,CrdPrv,9.4,2114371
NM,LACKTRPT,AgeAdjPrv,11.7,2114371
NM,LACKTRPT,CrdPrv,11.1,2114371
NM,LONELINESS,AgeAdjPrv,35.0,2114371
NM,LONELINESS,CrdPrv,34.2,2114371
NM,LPA,AgeAdjPrv,24.9,2114371
NM,LPA,CrdPrv,25.7,2114371
NM,MAMMOUSE,AgeAdjPrv,69.4,2114371
NM,MAMMOUSE,CrdPrv,70.2,2114371
NM,MHLTH,AgeAdjPrv,17.1,2114371
NM,MHLTH,CrdPrv,16.2,2114371
NM,MOBILITY,AgeAdjPrv,13.6,2114371
NM,MOBILITY,CrdPrv,15.6,2114371
NM,OBESITY,AgeAdjPrv,34.7,2114371
NM,OBESITY,CrdPrv,34.2,2114371
NM,PHLTH,AgeAdjPrv,14.7,2114371
NM,PHLTH,CrdPrv,15.5,2114371
NM,SELFCARE,AgeAdjPrv,4.4,2114371
NM,SELFCARE,CrdPrv,4.7,2114371
NM,SHUTUTILITY,AgeAdjPrv,12.4,2114371
NM,SHUTUTILITY,CrdPrv,11.3,2114371
NM,SLEEP,AgeAdjPrv,33.9,2114371
NM,SLEEP,CrdPrv,32.8,2114371
NM,STROKE,AgeAdjPrv,3.2,2114371
NM,STROKE,CrdPrv,3.8,2114371
NM,TEETHLOST,AgeAdjPrv,14.5,2114371
NM,TEETHLOST,CrdPrv,14.3,2114371
NM,VISION,AgeAdjPrv,6.8,2114371
NM,VISION,CrdPrv,7.2,2114371
NV,ACCESS2,AgeAdjPrv,14.9,3194176
NV,ACCESS2,CrdPrv,14.5,3194176
NV,ARTHRITIS,AgeAdjPrv,22.0,3194176
NV,ARTHRITIS,CrdPrv,24.8,3194176
NV,BINGE,AgeAdjPrv,16.8,3194176
NV,BINGE,CrdPrv,15.7,3194176
NV,BPHIGH,AgeAdjPrv,31.0,3194176
NV,BPHIGH,CrdPrv,34.0,3194176
NV,BPMED,AgeAdjPrv,53.1,3194176
NV,BPMED,CrdPrv,72.2,3194176
NV,CANCER,AgeAdjPrv,6.4,3194176
NV,CANCER,CrdPrv,7.4,3194176
NV,CASTHMA,AgeAdjPrv,10.2,3194176
NV,CASTHMA,CrdPrv,10.2,3194176
NV,CHD,AgeAdjPrv,5.5,3194176
NV,CHD,CrdPrv,6.4,3194176
NV,CHECKUP,AgeAdjPrv,72.1,3194176
NV,CHECKUP,CrdPrv,73.8,3194176
NV,CHOLSCREEN,AgeAdjPrv,83.3,3194176
NV,CHOLSCREEN,CrdPrv,84.9,3194176
NV,COGNITION,AgeAdjPrv,16.2,3194176
NV,COGNITION,CrdPrv,15.7,3194176
NV,COLON_SCREEN,AgeAdjPrv,53.6,3194176
NV,COLON_SCREEN,CrdPrv,58.5,3194176
NV,COPD,AgeAdjPrv,6.3,3194176
NV,COPD,CrdPrv,7.1,3194176
NV,CSMOKING,AgeAdjPrv,14.6,3194176
NV,CSMOKING,CrdPrv,14.6,3194176
NV,DENTAL,AgeAdjPrv,57.6,3194176
NV,DENTAL,CrdPrv,58.1,3194176
NV,DEPRESSION,AgeAdjPrv,20.9,3194176
NV,DEPRESSION,CrdPrv,20.5,3194176
NV,DIABETES,AgeAdjPrv,10.6,3194176
NV,DIABETES,CrdPrv,12.0,3194176
NV,DISABILITY,AgeAdjPrv,32.7,3194176
NV,DISABILITY,CrdPrv,33.7,3194176
NV,EMOTIONSPT,AgeAdjPrv,27.8,3194176
NV,EMOTIONSPT,CrdPrv,27.3,3194176
NV,FOODINSECU,AgeAdjPrv,18.6,3194176
NV,FOODINSECU,CrdPrv,18.0,3194176
NV,FOODSTAMP,AgeAdjPrv,15.5,3194176
NV,FOODSTAMP,CrdPrv,15.1,3194176
NV,GHLTH,AgeAdjPrv,21.5,3194176
NV,GHLTH,CrdPrv,22.3,3194176
NV,HEARING,AgeAdjPrv,6.6,3194176
NV,HEARING,CrdPrv,7.3,3194176
NV,HIGHCHOL,AgeAdjPrv,33.6,3194176
NV,HIGHCHOL,CrdPrv,38.1,3194176
NV,HOUSINSECU,AgeAdjPrv,16.5,3194176
NV,HOUSINSECU,CrdPrv,15.7,3194176
NV,INDEPLIVE,AgeAdjPrv,8.5,3194176
NV,INDEPLIVE,CrdPrv,8.6,3194176
NV,LACKTRPT,AgeAdjPrv,10.4,3194176
NV,LACKTRPT,CrdPrv,9.9,3194176
NV,LONELINESS,AgeAdjPrv,37.7,3194176
NV,LONELINESS,CrdPrv,36.8,3194176
NV,LPA,AgeAdjPrv,25.5,3194176
NV,LPA,CrdPrv,26.2,3194176
NV,MAMMOUSE,AgeAdjPrv,68.5,3194176
NV,MAMMOUSE,CrdPrv,69.1,3194176
NV,MHLTH,AgeAdjPrv,19.2,3194176
NV,MHLTH,CrdPrv,18.4,3194176
NV,MOBILITY,AgeAdjPrv,13.7,3194176
NV,MOBILITY,CrdPrv,15.3,3194176
NV,OBESITY,AgeAdjPrv,31.2,3194176
NV,OBESITY,CrdPrv,31.4,3194176
NV,PHLTH,AgeAdjPrv,14.2,3194176
NV,PHLTH,CrdPrv,14.9,3194176
NV,SELFCARE,AgeAdjPrv,3.8,3194176
NV,SELFCARE,CrdPrv,4.1,3194176
NV,SHUTUTILITY,AgeAdjPrv,10.2,3194176
NV,SHUTUTILITY,CrdPrv,9.7,3194176
NV,SLEEP,AgeAdjPrv,40.5,3194176
NV,SLEEP,CrdPrv,39.8,3194176
NV,STROKE,AgeAdjPrv,3.1,3194176
NV,STROKE,CrdPrv,3.4,3194176
NV,TEETHLOST,AgeAdjPrv,11.8,3194176
NV,TEETHLOST,CrdPrv,11.6,3194176
NV,VISION,AgeAdjPrv,5.7,3194176
NV,VISION,CrdPrv,5.9,3194176
NY,ACCESS2,AgeAdjPrv,8.2,19571216
NY,ACCESS2,CrdPrv,8.0,19571216
NY,ARTHRITIS,AgeAdjPrv,20.8,19571216
NY,ARTHRITIS,CrdPrv,24.0,19571216
NY,BINGE,AgeAdjPrv,17.7,19571216
NY,BINGE,CrdPrv,16.3,19571216
NY,BPHIGH,AgeAdjPrv,29.2,19571216
NY,BPHIGH,CrdPrv,32.6,19571216
NY,BPMED,AgeAdjPrv,57.8,19571216
NY,BPMED,CrdPrv,77.2,19571216
NY,CANCER,AgeAdjPrv,6.4,19571216
NY,CANCER,CrdPrv,7.7,19571216
NY,CASTHMA,AgeAdjPrv,10.4,19571216
NY,CASTHMA,CrdPrv,10.3,19571216
NY,CHD,AgeAdjPrv,5.0,19571216
NY,CHD,CrdPrv,6.1,19571216
NY,CHECKUP,AgeAdjPrv,79.2,19571216
NY,CHECKUP,CrdPrv,80.8,19571216
